I II III aVR aVL aVF V1 V2 AO SPO2
0.032 -0.039 -0.076 0.007 0.051 -0.054 0.002 6.400 77.000 -0.000 
0.010 -0.071 -0.088 0.034 0.046 -0.076 0.017 6.400 76.800 -0.000 
0.005 -0.042 -0.054 0.022 0.027 -0.044 0.012 6.400 76.400 -0.000 
-0.010 -0.024 -0.024 0.022 0.002 -0.020 0.010 6.400 76.000 -0.000 
-0.010 -0.049 -0.042 0.032 0.015 -0.044 0.020 6.200 75.800 -0.000 
-0.017 -0.051 -0.042 0.039 0.010 -0.042 0.020 6.200 75.600 -0.000 
-0.020 -0.061 -0.061 0.051 0.012 -0.051 0.027 6.200 75.200 -0.000 
-0.015 -0.085 -0.081 0.056 0.029 -0.078 0.032 6.200 75.200 -0.000 
-0.024 -0.105 -0.085 0.068 0.029 -0.093 0.044 6.200 75.000 -0.000 
-0.024 -0.083 -0.063 0.056 0.017 -0.071 0.034 6.200 75.000 -0.000 
-0.029 -0.105 -0.081 0.071 0.024 -0.090 0.044 6.200 74.800 -0.000 
-0.020 -0.107 -0.090 0.066 0.034 -0.098 0.039 6.200 74.800 0.020 
-0.022 -0.125 -0.105 0.076 0.042 -0.112 0.049 6.200 74.600 0.039 
-0.015 -0.125 -0.110 0.071 0.049 -0.117 0.044 6.200 74.600 0.059 
-0.017 -0.120 -0.107 0.071 0.044 -0.110 0.046 6.200 74.600 0.078 
-0.015 -0.100 -0.090 0.061 0.037 -0.093 0.037 6.200 74.600 0.156 
-0.024 -0.098 -0.068 0.059 0.024 -0.085 0.042 6.400 74.800 0.234 
-0.020 -0.078 -0.059 0.049 0.020 -0.068 0.029 6.400 74.800 0.313 
-0.022 -0.088 -0.066 0.056 0.022 -0.076 0.037 6.400 74.800 0.391 
-0.020 -0.088 -0.071 0.056 0.024 -0.078 0.034 6.400 74.600 0.498 
-0.015 -0.078 -0.063 0.046 0.024 -0.071 0.032 6.400 74.600 0.606 
-0.020 -0.076 -0.056 0.049 0.020 -0.066 0.029 6.400 74.400 0.713 
-0.029 -0.103 -0.073 0.066 0.022 -0.088 0.044 6.400 74.200 0.821 
-0.032 -0.110 -0.078 0.071 0.024 -0.093 0.044 6.400 74.000 0.952 
-0.032 -0.107 -0.081 0.073 0.022 -0.090 0.046 6.200 73.800 1.084 
-0.027 -0.103 -0.073 0.063 0.024 -0.088 0.042 6.200 73.800 1.216 
-0.044 -0.105 -0.066 0.078 0.010 -0.083 0.049 6.200 73.600 1.348 
-0.034 -0.088 -0.054 0.061 0.010 -0.071 0.039 6.200 73.400 1.485 
-0.032 -0.076 -0.046 0.056 0.007 -0.059 0.037 6.400 73.400 1.621 
-0.027 -0.063 -0.042 0.049 0.005 -0.049 0.027 6.400 73.400 1.758 
-0.027 -0.061 -0.044 0.049 0.005 -0.046 0.029 6.400 73.400 1.895 
-0.024 -0.054 -0.034 0.042 0.002 -0.042 0.024 6.400 73.600 2.144 
-0.024 -0.056 -0.032 0.042 0.005 -0.044 0.027 6.200 73.800 2.393 
-0.020 -0.051 -0.032 0.037 0.007 -0.042 0.022 6.200 74.200 2.642 
-0.020 -0.044 -0.024 0.032 0.002 -0.034 0.022 6.200 74.600 2.891 
-0.017 -0.044 -0.029 0.032 0.005 -0.034 0.017 6.200 75.000 2.989 
-0.022 -0.046 -0.022 0.034 0.002 -0.034 0.022 6.200 75.400 3.087 
-0.029 -0.032 -0.000 0.029 -0.012 -0.017 0.017 6.400 75.800 3.184 
-0.024 -0.017 0.005 0.022 -0.015 -0.005 0.015 6.400 76.400 3.282 
-0.010 -0.005 0.010 0.005 -0.007 -0.000 0.002 6.400 76.600 3.360 
-0.022 0.017 0.042 0.002 -0.029 0.029 0.002 6.400 77.000 3.438 
-0.005 0.042 0.051 -0.020 -0.024 0.044 -0.015 6.400 77.400 3.516 
0.010 0.066 0.059 -0.039 -0.022 0.061 -0.024 6.400 77.800 3.595 
0.002 0.076 0.071 -0.037 -0.034 0.076 -0.029 6.200 78.400 3.663 
0.007 0.076 0.071 -0.042 -0.029 0.073 -0.027 6.200 78.800 3.731 
0.007 0.068 0.059 -0.037 -0.027 0.066 -0.027 6.200 79.200 3.800 
0.010 0.095 0.081 -0.049 -0.037 0.090 -0.034 6.200 79.600 3.868 
0.015 0.112 0.098 -0.063 -0.042 0.105 -0.044 6.400 80.000 3.922 
0.020 0.110 0.088 -0.063 -0.034 0.100 -0.044 6.400 80.400 3.976 
0.022 0.103 0.081 -0.061 -0.029 0.093 -0.044 6.400 80.800 4.029 
0.024 0.095 0.066 -0.056 -0.022 0.083 -0.039 6.400 81.000 4.083 
0.024 0.071 0.046 -0.046 -0.010 0.059 -0.034 6.400 81.400 4.127 
0.032 0.066 0.034 -0.049 -0.000 0.051 -0.032 6.400 81.600 4.171 
0.027 0.061 0.034 -0.044 -0.002 0.049 -0.032 6.400 81.800 4.215 
0.022 0.056 0.034 -0.039 -0.005 0.046 -0.027 6.400 82.200 4.259 
0.012 0.017 0.002 -0.012 0.005 0.012 -0.012 6.400 82.200 4.293 
0.007 0.015 0.010 -0.012 -0.000 0.012 -0.007 6.400 82.400 4.327 
0.010 0.020 0.010 -0.015 -0.000 0.015 -0.012 6.400 82.600 4.361 
0.012 -0.017 -0.027 0.002 0.022 -0.022 0.002 6.400 82.600 4.396 
0.010 -0.015 -0.032 0.007 0.017 -0.020 -0.000 6.400 82.600 4.410 
0.005 -0.005 -0.010 -0.000 0.007 -0.007 -0.000 6.400 82.600 4.425 
-0.002 -0.032 -0.027 0.017 0.015 -0.029 0.010 6.200 82.600 4.440 
-0.007 -0.034 -0.027 0.022 0.010 -0.029 0.015 6.200 82.600 4.454 
-0.005 -0.017 -0.015 0.012 0.005 -0.015 0.005 6.200 82.600 4.459 
-0.002 -0.027 -0.022 0.015 0.012 -0.024 0.010 6.200 82.400 4.464 
-0.007 -0.054 -0.046 0.032 0.020 -0.049 0.017 6.200 82.200 4.469 
-0.010 -0.054 -0.044 0.032 0.017 -0.049 0.022 6.400 82.000 4.474 
-0.002 -0.051 -0.046 0.027 0.024 -0.049 0.015 6.400 81.600 4.459 
-0.002 -0.071 -0.071 0.039 0.034 -0.068 0.024 6.400 81.200 4.444 
-0.002 -0.073 -0.068 0.037 0.034 -0.071 0.022 6.400 80.800 4.430 
-0.000 -0.037 -0.037 0.020 0.020 -0.037 0.012 6.200 80.400 4.415 
-0.005 -0.027 -0.024 0.017 0.010 -0.024 0.007 6.200 79.800 4.400 
-0.007 -0.015 -0.010 0.012 -0.000 -0.010 0.007 6.200 79.400 4.386 
-0.002 -0.034 -0.032 0.020 0.015 -0.032 0.010 6.200 79.000 4.371 
-0.002 -0.034 -0.032 0.020 0.015 -0.032 0.012 6.400 78.800 4.357 
0.002 -0.022 -0.027 0.012 0.015 -0.022 0.005 6.400 78.400 4.327 
-0.000 -0.049 -0.051 0.027 0.024 -0.049 0.017 6.400 77.800 4.298 
-0.007 -0.051 -0.049 0.032 0.020 -0.046 0.017 6.200 77.400 4.269 
-0.002 -0.020 -0.020 0.012 0.007 -0.017 0.007 6.200 77.000 4.239 
-0.005 -0.017 -0.012 0.012 0.005 -0.015 0.005 6.200 76.600 4.215 
-0.007 -0.024 -0.022 0.020 0.005 -0.020 0.010 6.200 76.400 4.190 
-0.007 -0.022 -0.022 0.020 0.005 -0.017 0.007 6.200 76.000 4.166 
0.007 -0.020 -0.027 0.007 0.017 -0.022 0.005 6.200 75.800 4.142 
0.002 -0.017 -0.024 0.010 0.012 -0.017 0.002 6.200 75.600 4.112 
0.007 -0.015 -0.024 0.005 0.015 -0.017 0.002 6.200 75.400 4.083 
-0.000 0.015 0.007 -0.002 -0.007 0.015 -0.007 6.200 75.400 4.054 
-0.002 0.005 0.005 -0.000 -0.005 0.007 -0.000 6.200 75.200 4.024 
0.002 -0.005 -0.012 0.005 0.005 -0.005 -0.002 6.200 75.200 4.000 
-0.002 -0.017 -0.020 0.012 0.007 -0.015 0.007 6.400 75.200 3.976 
0.012 0.007 -0.005 -0.010 0.010 0.002 -0.010 6.400 75.200 3.951 
-0.000 0.015 0.010 -0.005 -0.007 0.015 -0.005 6.400 75.200 3.927 
-0.010 -0.002 -0.002 0.012 -0.007 0.002 0.002 6.400 75.000 3.902 
-0.002 0.005 0.005 -0.000 -0.005 0.007 -0.000 6.600 74.800 3.878 
-0.000 0.015 0.010 -0.005 -0.007 0.015 -0.007 6.400 74.600 3.853 
0.010 0.005 -0.012 -0.002 0.007 -0.000 -0.005 6.400 74.400 3.829 
0.005 -0.007 -0.020 0.005 0.010 -0.010 -0.002 6.400 74.200 3.810 
0.007 0.002 -0.007 -0.002 0.007 -0.000 -0.002 6.400 74.000 3.790 
0.007 -0.005 -0.015 -0.000 0.010 -0.007 -0.002 6.400 73.800 3.770 
-0.000 -0.020 -0.017 0.010 0.010 -0.020 0.007 6.400 73.600 3.751 
-0.007 -0.027 -0.017 0.017 0.007 -0.022 0.010 6.400 73.400 3.731 
0.002 -0.007 -0.007 0.002 0.007 -0.007 0.002 6.200 73.200 3.712 
-0.002 -0.022 -0.017 0.012 0.010 -0.020 0.005 6.200 73.000 3.692 
-0.005 -0.027 -0.022 0.017 0.010 -0.024 0.010 6.200 72.800 3.673 
-0.002 -0.049 -0.049 0.027 0.022 -0.046 0.015 6.200 72.800 3.658 
-0.002 -0.034 -0.037 0.022 0.015 -0.032 0.012 6.200 72.600 3.643 
0.005 -0.020 -0.022 0.007 0.015 -0.022 0.002 6.200 72.400 3.629 
-0.015 -0.024 -0.017 0.024 -0.002 -0.017 0.012 6.400 72.400 3.614 
-0.012 -0.027 -0.017 0.022 0.002 -0.020 0.010 6.400 72.200 3.595 
-0.002 -0.029 -0.022 0.015 0.012 -0.027 0.010 6.400 72.200 3.575 
-0.020 -0.044 -0.027 0.034 0.002 -0.034 0.020 6.400 72.000 3.556 
-0.007 -0.042 -0.032 0.024 0.015 -0.037 0.017 6.400 72.000 3.536 
-0.010 -0.054 -0.046 0.034 0.017 -0.049 0.020 6.400 71.800 3.521 
-0.010 -0.034 -0.022 0.022 0.007 -0.029 0.015 6.400 71.800 3.507 
-0.012 -0.037 -0.029 0.027 0.007 -0.029 0.015 6.400 71.600 3.492 
-0.012 -0.049 -0.039 0.032 0.012 -0.042 0.020 6.200 71.600 3.477 
-0.010 -0.046 -0.037 0.029 0.015 -0.042 0.017 6.200 71.400 3.453 
-0.015 -0.046 -0.024 0.027 0.010 -0.039 0.020 6.200 71.200 3.429 
-0.015 -0.046 -0.037 0.034 0.010 -0.039 0.017 6.200 71.000 3.404 
-0.015 -0.024 -0.007 0.020 -0.002 -0.017 0.012 6.400 70.800 3.380 
-0.005 -0.034 -0.027 0.020 0.012 -0.032 0.010 6.400 70.600 3.360 
-0.010 -0.049 -0.042 0.032 0.015 -0.044 0.020 6.400 70.400 3.341 
-0.002 -0.015 -0.010 0.007 0.005 -0.012 0.002 6.400 70.200 3.321 
-0.000 -0.024 -0.029 0.015 0.012 -0.024 0.007 6.200 70.000 3.302 
0.007 -0.027 -0.029 0.007 0.022 -0.029 0.005 6.200 69.800 3.282 
-0.000 -0.037 -0.032 0.017 0.020 -0.037 0.012 6.400 69.600 3.263 
-0.000 -0.015 -0.020 0.010 0.007 -0.015 0.002 6.400 69.400 3.243 
0.002 -0.027 -0.029 0.012 0.017 -0.027 0.007 6.400 69.200 3.223 
0.005 -0.029 -0.029 0.010 0.020 -0.032 0.005 6.400 69.000 3.184 
-0.002 -0.015 -0.015 0.010 0.005 -0.012 0.005 6.400 68.800 3.145 
-0.000 -0.017 -0.017 0.010 0.010 -0.017 0.002 6.400 68.600 3.106 
-0.010 -0.039 -0.029 0.024 0.010 -0.034 0.017 6.400 68.400 3.067 
-0.007 -0.015 -0.010 0.012 -0.000 -0.010 0.005 6.400 68.400 3.043 
-0.007 -0.007 -0.002 0.010 -0.002 -0.002 0.005 6.400 68.200 3.018 
-0.010 -0.027 -0.022 0.022 0.005 -0.022 0.010 6.400 68.200 2.994 
-0.005 -0.005 -0.005 0.007 -0.002 -0.002 0.002 6.200 68.000 2.969 
0.007 0.005 -0.005 -0.005 0.005 0.002 -0.007 6.200 67.800 2.945 
-0.002 0.012 0.012 -0.002 -0.007 0.015 -0.002 6.200 67.800 2.921 
0.002 -0.007 -0.007 0.002 0.007 -0.007 -0.000 6.200 67.800 2.896 
-0.000 -0.020 -0.020 0.010 0.010 -0.020 0.007 6.400 67.600 2.872 
-0.002 -0.007 -0.007 0.007 0.002 -0.005 -0.000 6.400 67.600 2.852 
0.007 0.002 0.002 -0.007 0.007 -0.000 -0.002 6.400 67.400 2.833 
-0.000 0.005 0.005 -0.002 -0.002 0.005 -0.005 6.400 67.400 2.813 
-0.005 -0.007 -0.005 0.007 -0.000 -0.005 0.005 6.200 67.200 2.794 
-0.017 -0.020 -0.010 0.022 -0.007 -0.010 0.010 6.200 67.200 2.769 
0.010 0.007 -0.007 -0.005 0.007 0.002 -0.005 6.200 67.000 2.745 
0.002 0.010 -0.000 -0.002 -0.002 0.010 -0.007 6.200 66.800 2.720 
-0.000 0.002 0.002 -0.000 -0.000 0.002 -0.000 6.400 66.800 2.696 
0.002 -0.000 -0.000 -0.002 0.002 -0.000 -0.002 6.400 66.600 2.681 
0.005 -0.017 -0.020 0.005 0.015 -0.020 0.005 6.400 66.400 2.667 
-0.005 -0.024 -0.020 0.015 0.007 -0.022 0.007 6.400 66.400 2.652 
0.002 -0.022 -0.022 0.010 0.015 -0.022 0.007 6.400 66.200 2.637 
0.002 -0.024 -0.029 0.012 0.015 -0.024 0.005 6.400 66.200 2.632 
0.007 -0.020 -0.027 0.007 0.017 -0.022 0.005 6.400 66.000 2.628 
0.002 -0.020 -0.022 0.010 0.012 -0.020 0.002 6.400 66.000 2.623 
0.002 -0.037 -0.046 0.022 0.022 -0.037 0.012 6.400 66.000 2.618 
-0.000 -0.054 -0.056 0.029 0.027 -0.054 0.015 6.400 65.800 2.628 
0.010 -0.061 -0.073 0.027 0.042 -0.066 0.017 6.400 65.800 2.637 
0.020 -0.017 -0.039 -0.000 0.029 -0.027 -0.002 6.400 65.600 2.647 
0.051 0.029 -0.024 -0.039 0.037 0.005 -0.027 6.400 65.400 2.657 
0.073 0.037 -0.037 -0.054 0.056 -0.000 -0.039 6.400 65.400 2.676 
0.073 0.054 -0.024 -0.061 0.046 0.017 -0.042 6.400 65.200 2.696 
0.085 0.081 -0.010 -0.081 0.046 0.039 -0.059 6.400 65.200 2.716 
0.073 0.090 0.015 -0.081 0.029 0.054 -0.054 6.200 65.000 2.735 
0.083 0.103 0.007 -0.085 0.032 0.061 -0.063 6.200 65.000 2.764 
0.083 0.159 0.073 -0.120 0.005 0.117 -0.081 6.400 64.800 2.794 
0.105 0.259 0.151 -0.181 -0.024 0.208 -0.125 6.400 64.600 2.823 
0.122 0.303 0.181 -0.212 -0.029 0.242 -0.142 6.400 64.400 2.852 
0.120 0.347 0.222 -0.230 -0.054 0.288 -0.159 6.400 64.400 2.886 
0.129 0.420 0.288 -0.274 -0.081 0.357 -0.183 6.400 64.200 2.921 
0.122 0.393 0.266 -0.254 -0.073 0.332 -0.173 6.400 64.000 2.955 
0.100 0.359 0.259 -0.230 -0.078 0.310 -0.154 6.200 64.000 2.989 
0.095 0.339 0.234 -0.212 -0.073 0.293 -0.147 6.200 63.800 3.018 
0.125 0.379 0.252 -0.249 -0.063 0.317 -0.168 6.200 63.600 3.048 
0.149 0.398 0.242 -0.269 -0.049 0.325 -0.186 6.400 63.600 3.077 
0.168 0.410 0.237 -0.286 -0.037 0.327 -0.193 6.400 63.400 3.106 
0.195 0.459 0.259 -0.325 -0.034 0.361 -0.220 6.400 63.400 3.131 
0.210 0.466 0.249 -0.335 -0.022 0.361 -0.225 6.600 63.400 3.155 
0.220 0.481 0.252 -0.344 -0.020 0.371 -0.237 6.600 63.400 3.179 
0.220 0.440 0.210 -0.325 -0.000 0.330 -0.220 6.600 63.400 3.204 
0.210 0.371 0.156 -0.288 0.024 0.266 -0.195 6.400 63.400 3.223 
0.200 0.291 0.085 -0.242 0.056 0.190 -0.164 6.400 63.200 3.243 
0.173 0.252 0.068 -0.208 0.049 0.166 -0.144 6.400 63.200 3.263 
0.144 0.234 0.090 -0.188 0.027 0.164 -0.127 6.400 63.200 3.282 
0.120 0.256 0.132 -0.186 -0.007 0.198 -0.127 6.400 63.000 3.287 
0.110 0.244 0.127 -0.173 -0.012 0.190 -0.117 6.400 62.800 3.292 
0.083 0.217 0.129 -0.147 -0.024 0.176 -0.103 6.400 62.800 3.297 
0.090 0.208 0.115 -0.147 -0.012 0.164 -0.100 6.400 62.600 3.302 
0.105 0.190 0.083 -0.147 0.010 0.139 -0.100 6.400 62.400 3.297 
0.117 0.134 0.012 -0.122 0.051 0.076 -0.083 6.400 62.200 3.292 
0.107 0.066 -0.049 -0.083 0.076 0.012 -0.061 6.200 62.200 3.287 
0.115 0.012 -0.110 -0.059 0.110 -0.044 -0.042 6.200 62.200 3.282 
0.090 -0.046 -0.134 -0.022 0.115 -0.090 -0.017 6.200 62.000 3.272 
0.049 -0.061 -0.107 0.005 0.081 -0.085 0.005 6.200 62.000 3.263 
0.017 -0.066 -0.085 0.027 0.051 -0.073 0.015 6.200 62.000 3.253 
0.005 -0.068 -0.073 0.032 0.039 -0.071 0.022 6.400 61.800 3.243 
-0.015 -0.093 -0.081 0.056 0.032 -0.085 0.034 6.400 61.800 3.223 
-0.027 -0.125 -0.100 0.078 0.037 -0.110 0.051 6.400 61.600 3.204 
-0.029 -0.110 -0.083 0.071 0.027 -0.095 0.044 6.400 61.600 3.184 
-0.017 -0.078 -0.066 0.051 0.022 -0.068 0.032 6.400 61.600 3.165 
-0.024 -0.095 -0.071 0.061 0.024 -0.083 0.037 6.400 61.600 3.140 
-0.029 -0.115 -0.088 0.073 0.029 -0.100 0.049 6.400 61.400 3.116 
-0.034 -0.122 -0.083 0.076 0.027 -0.105 0.049 6.400 61.400 3.092 
-0.034 -0.120 -0.088 0.078 0.027 -0.103 0.051 6.400 61.400 3.067 
-0.034 -0.144 -0.107 0.088 0.039 -0.127 0.056 6.400 61.600 3.043 
-0.044 -0.154 -0.107 0.098 0.034 -0.132 0.066 6.400 61.800 3.018 
-0.032 -0.093 -0.068 0.066 0.015 -0.076 0.039 6.400 62.400 2.994 
-0.032 -0.105 -0.071 0.068 0.022 -0.088 0.046 6.200 62.800 2.969 
-0.037 -0.137 -0.105 0.090 0.032 -0.117 0.056 6.200 63.400 2.945 
-0.034 -0.122 -0.090 0.081 0.027 -0.105 0.051 6.400 64.000 2.921 
-0.027 -0.122 -0.095 0.076 0.034 -0.107 0.046 6.400 64.600 2.896 
-0.042 -0.132 -0.095 0.090 0.024 -0.110 0.059 6.400 65.200 2.872 
-0.054 -0.142 -0.093 0.100 0.017 -0.115 0.063 6.400 66.200 2.847 
-0.051 -0.134 -0.088 0.095 0.017 -0.107 0.061 6.200 67.000 2.823 
-0.042 -0.134 -0.100 0.093 0.027 -0.112 0.056 6.200 68.000 2.799 
-0.044 -0.134 -0.100 0.095 0.024 -0.112 0.059 6.200 69.200 2.774 
-0.051 -0.122 -0.081 0.093 0.010 -0.095 0.056 6.200 70.200 2.759 
-0.056 -0.139 -0.088 0.100 0.015 -0.110 0.066 6.200 71.200 2.745 
-0.063 -0.147 -0.088 0.107 0.010 -0.115 0.068 6.200 72.400 2.730 
-0.059 -0.147 -0.088 0.103 0.015 -0.117 0.068 6.400 73.600 2.716 
-0.063 -0.137 -0.073 0.100 0.005 -0.105 0.063 6.400 75.000 2.701 
-0.061 -0.125 -0.066 0.095 0.002 -0.093 0.061 6.400 76.200 2.686 
-0.056 -0.122 -0.071 0.093 0.005 -0.093 0.056 6.400 77.600 2.672 
-0.071 -0.122 -0.051 0.098 -0.010 -0.085 0.063 6.200 79.200 2.657 
-0.073 -0.125 -0.051 0.100 -0.010 -0.088 0.063 6.200 80.600 2.632 
-0.073 -0.132 -0.066 0.107 -0.007 -0.095 0.068 6.200 82.200 2.608 
-0.076 -0.132 -0.056 0.105 -0.010 -0.093 0.066 6.200 83.800 2.584 
-0.073 -0.122 -0.054 0.100 -0.012 -0.085 0.066 6.400 85.400 2.559 
-0.063 -0.122 -0.063 0.095 -0.002 -0.090 0.059 6.400 87.200 2.545 
-0.066 -0.139 -0.081 0.107 0.005 -0.105 0.068 6.400 88.800 2.530 
-0.068 -0.107 -0.044 0.090 -0.015 -0.073 0.056 6.400 90.600 2.515 
-0.063 -0.093 -0.032 0.081 -0.017 -0.061 0.051 6.400 92.400 2.501 
-0.076 -0.095 -0.017 0.085 -0.027 -0.056 0.054 6.400 94.200 2.491 
-0.063 -0.078 -0.015 0.071 -0.024 -0.046 0.046 6.400 96.000 2.481 
-0.061 -0.063 -0.007 0.066 -0.029 -0.032 0.039 6.400 97.600 2.471 
-0.046 -0.046 -0.000 0.046 -0.022 -0.022 0.032 6.400 99.200 2.462 
-0.044 -0.044 -0.005 0.046 -0.022 -0.022 0.027 6.400 100.800 2.457 
-0.044 -0.054 -0.012 0.051 -0.017 -0.032 0.032 6.400 102.200 2.452 
-0.034 -0.044 -0.015 0.042 -0.012 -0.027 0.024 6.400 103.400 2.447 
-0.020 -0.015 0.007 0.017 -0.012 -0.005 0.012 6.400 104.600 2.442 
-0.007 0.015 0.017 -0.000 -0.015 0.020 -0.005 6.400 105.800 2.432 
-0.005 0.037 0.042 -0.015 -0.022 0.039 -0.010 6.200 106.800 2.422 
0.007 0.042 0.032 -0.022 -0.012 0.039 -0.020 6.200 107.800 2.413 
0.007 0.027 0.020 -0.017 -0.005 0.024 -0.012 6.400 108.600 2.403 
0.020 0.042 0.024 -0.032 -0.000 0.032 -0.022 6.400 109.400 2.398 
0.032 0.061 0.034 -0.049 0.002 0.046 -0.032 6.400 110.200 2.393 
0.029 0.049 0.017 -0.037 0.005 0.034 -0.029 6.400 110.600 2.388 
0.029 0.022 -0.005 -0.027 0.020 0.007 -0.017 6.200 111.200 2.383 
0.032 0.007 -0.024 -0.020 0.029 -0.007 -0.015 6.200 111.600 2.374 
0.037 0.037 -0.002 -0.034 0.020 0.020 -0.024 6.400 112.000 2.364 
0.044 0.044 -0.002 -0.042 0.022 0.022 -0.032 6.400 112.200 2.354 
0.044 0.034 -0.007 -0.039 0.027 0.012 -0.027 6.400 112.400 2.344 
0.042 0.034 -0.007 -0.037 0.024 0.015 -0.027 6.400 112.600 2.335 
0.037 0.029 -0.007 -0.032 0.022 0.012 -0.022 6.400 112.800 2.325 
0.042 0.012 -0.024 -0.029 0.037 -0.007 -0.020 6.400 112.800 2.315 
0.037 -0.020 -0.061 -0.005 0.046 -0.037 -0.005 6.400 112.800 2.305 
0.039 -0.007 -0.044 -0.017 0.044 -0.027 -0.012 6.400 112.600 2.295 
0.042 0.015 -0.022 -0.029 0.034 -0.005 -0.020 6.400 112.600 2.286 
0.042 -0.002 -0.042 -0.020 0.044 -0.022 -0.015 6.400 112.400 2.276 
0.037 -0.007 -0.044 -0.015 0.042 -0.024 -0.010 6.400 112.400 2.266 
0.029 -0.010 -0.042 -0.007 0.034 -0.024 -0.010 6.400 112.200 2.261 
0.024 -0.022 -0.049 -0.000 0.037 -0.034 -0.000 6.400 112.000 2.256 
0.024 -0.029 -0.054 0.002 0.039 -0.042 -0.000 6.400 111.400 2.252 
0.024 -0.022 -0.046 -0.000 0.037 -0.034 -0.000 6.400 110.800 2.247 
0.037 -0.002 -0.039 -0.017 0.039 -0.020 -0.015 6.200 110.000 2.242 
0.044 0.002 -0.049 -0.020 0.044 -0.020 -0.015 6.200 109.400 2.237 
0.063 0.005 -0.063 -0.032 0.061 -0.027 -0.024 6.200 108.400 2.232 
0.085 0.027 -0.056 -0.056 0.073 -0.015 -0.037 6.200 107.600 2.227 
0.073 0.059 -0.017 -0.063 0.044 0.022 -0.046 6.400 106.600 2.227 
0.049 0.051 -0.000 -0.049 0.024 0.027 -0.034 6.600 105.600 2.227 
0.020 0.049 0.027 -0.032 -0.005 0.039 -0.024 6.600 104.600 2.227 
0.002 0.085 0.078 -0.042 -0.039 0.085 -0.029 6.600 103.600 2.227 
0.012 0.120 0.107 -0.066 -0.046 0.115 -0.046 6.400 102.800 2.242 
0.017 0.137 0.115 -0.073 -0.051 0.129 -0.051 6.200 101.800 2.256 
0.051 0.164 0.105 -0.103 -0.029 0.139 -0.073 6.200 101.000 2.271 
0.071 0.173 0.093 -0.117 -0.015 0.139 -0.081 6.200 100.200 2.286 
0.085 0.173 0.076 -0.122 -0.000 0.132 -0.088 6.200 99.600 2.310 
0.125 0.190 0.063 -0.156 0.029 0.129 -0.105 6.200 98.800 2.335 
0.137 0.210 0.061 -0.166 0.032 0.142 -0.117 6.400 98.000 2.359 
0.142 0.208 0.061 -0.171 0.039 0.137 -0.117 6.600 97.400 2.383 
0.168 0.198 0.029 -0.183 0.071 0.115 -0.125 6.600 96.800 2.418 
0.168 0.171 0.002 -0.168 0.083 0.088 -0.112 6.600 96.000 2.452 
0.181 0.186 0.002 -0.181 0.088 0.095 -0.125 6.400 95.400 2.486 
0.190 0.181 -0.015 -0.183 0.100 0.085 -0.125 6.400 95.000 2.520 
0.188 0.156 -0.034 -0.171 0.110 0.063 -0.117 6.400 94.600 2.559 
0.173 0.144 -0.037 -0.154 0.103 0.059 -0.105 6.400 94.000 2.598 
0.171 0.120 -0.056 -0.142 0.112 0.034 -0.100 6.400 93.800 2.637 
0.161 0.051 -0.115 -0.103 0.137 -0.029 -0.071 6.400 93.400 2.676 
0.142 -0.017 -0.166 -0.059 0.151 -0.088 -0.044 6.400 93.000 2.711 
0.103 -0.054 -0.156 -0.024 0.129 -0.105 -0.017 6.400 92.800 2.745 
0.090 -0.005 -0.103 -0.039 0.093 -0.049 -0.032 6.400 92.400 2.779 
0.085 -0.007 -0.098 -0.037 0.090 -0.049 -0.027 6.400 92.200 2.813 
0.090 -0.046 -0.139 -0.020 0.115 -0.090 -0.017 6.400 91.800 2.842 
0.120 -0.063 -0.188 -0.024 0.151 -0.122 -0.020 6.200 91.600 2.872 
0.134 -0.063 -0.205 -0.032 0.166 -0.129 -0.027 6.200 91.400 2.901 
0.134 -0.100 -0.242 -0.012 0.186 -0.166 -0.012 6.200 91.000 2.930 
0.122 -0.142 -0.269 0.012 0.193 -0.203 0.005 6.200 90.800 2.950 
0.112 -0.147 -0.264 0.020 0.186 -0.203 0.012 6.200 90.400 2.969 
0.076 -0.127 -0.210 0.029 0.139 -0.164 0.015 6.200 90.000 2.989 
0.037 -0.107 -0.154 0.042 0.090 -0.125 0.024 6.400 89.600 3.009 
0.022 -0.076 -0.093 0.024 0.061 -0.085 0.015 6.400 89.200 3.013 
0.015 -0.068 -0.081 0.027 0.049 -0.076 0.017 6.400 88.600 3.018 
0.010 -0.093 -0.107 0.044 0.056 -0.098 0.024 6.400 88.400 3.023 
0.002 -0.120 -0.134 0.066 0.063 -0.120 0.039 6.400 88.000 3.028 
0.005 -0.129 -0.132 0.061 0.071 -0.132 0.039 6.400 87.800 3.023 
-0.002 -0.129 -0.127 0.066 0.063 -0.127 0.044 6.400 87.400 3.018 
-0.000 -0.137 -0.147 0.073 0.068 -0.137 0.044 6.400 87.000 3.013 
-0.005 -0.125 -0.132 0.071 0.059 -0.122 0.044 6.400 86.400 3.009 
-0.012 -0.134 -0.122 0.073 0.056 -0.127 0.046 6.400 86.000 2.999 
-0.012 -0.142 -0.129 0.078 0.059 -0.134 0.051 6.400 85.600 2.989 
-0.027 -0.149 -0.132 0.093 0.049 -0.134 0.056 6.400 85.200 2.979 
-0.022 -0.139 -0.125 0.085 0.049 -0.127 0.054 6.400 84.600 2.969 
-0.032 -0.142 -0.112 0.088 0.039 -0.125 0.056 6.400 84.400 2.955 
