I II III aVR aVL aVF V1 AO LV SPO2
0.002 0.015 0.005 -0.005 -0.005 0.015 0.032 86.400 8.000 3.048 
-0.002 0.017 0.012 -0.002 -0.010 0.020 0.034 86.000 8.000 3.028 
-0.015 -0.000 -0.002 0.017 -0.015 0.007 0.027 85.600 8.200 3.009 
-0.010 0.010 0.005 0.007 -0.015 0.015 0.017 85.200 8.400 2.984 
-0.012 0.010 0.007 0.010 -0.017 0.017 0.007 84.800 8.600 2.960 
-0.012 0.002 0.005 0.010 -0.012 0.010 -0.000 84.400 8.600 2.935 
-0.000 0.002 -0.005 0.002 -0.000 0.002 -0.012 84.000 8.800 2.911 
-0.002 -0.002 -0.012 0.010 -0.000 -0.000 -0.015 83.600 9.000 2.891 
0.007 0.017 -0.002 -0.005 -0.000 0.015 -0.020 83.200 9.200 2.872 
-0.000 0.007 -0.002 0.002 -0.002 0.007 -0.029 82.800 9.600 2.852 
0.010 0.007 -0.010 -0.005 0.007 0.002 -0.032 82.600 9.800 2.833 
0.012 0.015 -0.007 -0.007 0.005 0.010 -0.037 82.200 10.000 2.823 
-0.000 -0.000 -0.010 0.005 -0.000 -0.000 -0.027 81.800 10.200 2.813 
0.022 0.007 -0.027 -0.007 0.020 -0.002 -0.027 81.400 10.400 2.803 
0.012 0.005 -0.015 -0.005 0.010 -0.000 -0.037 81.200 10.600 2.794 
0.005 -0.010 -0.015 0.002 0.010 -0.012 -0.042 80.800 10.800 2.794 
0.022 0.005 -0.024 -0.010 0.020 -0.005 -0.042 80.400 11.000 2.794 
0.022 -0.005 -0.039 -0.002 0.024 -0.015 -0.049 80.000 11.200 2.794 
0.039 0.007 -0.044 -0.017 0.037 -0.012 -0.049 79.600 11.200 2.794 
0.037 -0.005 -0.046 -0.012 0.039 -0.022 -0.037 79.400 11.400 2.799 
0.029 0.005 -0.034 -0.012 0.027 -0.010 -0.029 79.000 11.600 2.803 
0.027 0.010 -0.024 -0.015 0.022 -0.002 -0.029 78.600 11.600 2.808 
0.012 -0.005 -0.022 -0.000 0.015 -0.010 -0.015 78.200 11.800 2.813 
0.010 -0.007 -0.024 0.002 0.015 -0.012 -0.002 78.000 11.800 2.823 
-0.012 -0.012 -0.010 0.017 -0.005 -0.005 0.012 77.600 12.000 2.833 
-0.015 -0.022 -0.015 0.022 -0.002 -0.015 0.010 77.200 12.000 2.842 
-0.032 -0.042 -0.017 0.042 -0.010 -0.024 0.010 76.800 12.200 2.852 
-0.015 -0.027 -0.024 0.027 -0.000 -0.020 0.020 76.600 12.200 2.857 
-0.007 -0.032 -0.029 0.022 0.010 -0.027 0.012 76.200 12.400 2.862 
-0.002 -0.029 -0.034 0.020 0.012 -0.027 0.010 75.800 12.400 2.867 
-0.029 -0.044 -0.027 0.044 -0.007 -0.029 0.012 75.600 12.400 2.872 
-0.022 -0.046 -0.032 0.039 0.002 -0.034 0.012 75.200 12.600 2.867 
-0.007 -0.039 -0.039 0.027 0.012 -0.034 0.010 74.800 12.600 2.862 
-0.020 -0.042 -0.034 0.037 0.002 -0.032 0.010 74.600 12.800 2.857 
-0.032 -0.046 -0.027 0.046 -0.007 -0.029 0.012 74.200 13.000 2.852 
-0.012 -0.034 -0.029 0.027 0.005 -0.027 0.017 74.000 13.000 2.842 
-0.017 -0.037 -0.032 0.034 0.002 -0.027 0.007 73.600 13.200 2.833 
-0.010 -0.034 -0.037 0.029 0.007 -0.029 0.015 73.400 13.400 2.823 
-0.007 -0.034 -0.032 0.024 0.010 -0.029 0.012 73.200 13.600 2.813 
-0.022 -0.046 -0.034 0.039 0.002 -0.034 0.010 72.800 13.800 2.779 
-0.015 -0.034 -0.034 0.032 0.002 -0.027 0.012 72.600 14.200 2.745 
-0.002 -0.022 -0.032 0.020 0.010 -0.020 0.012 72.400 14.400 2.711 
-0.024 -0.037 -0.029 0.039 -0.005 -0.024 0.012 72.000 14.600 2.676 
-0.027 -0.049 -0.034 0.044 -0.002 -0.034 0.010 71.800 15.000 2.662 
-0.010 -0.042 -0.037 0.029 0.012 -0.037 0.010 71.600 15.400 2.647 
-0.015 -0.032 -0.032 0.032 0.002 -0.024 0.010 71.400 15.600 2.632 
-0.017 -0.037 -0.032 0.034 0.002 -0.027 0.010 71.200 16.000 2.618 
-0.007 -0.034 -0.042 0.029 0.010 -0.029 0.007 71.000 16.400 2.598 
-0.022 -0.042 -0.029 0.037 -0.000 -0.029 0.010 70.800 16.800 2.579 
-0.024 -0.042 -0.027 0.039 -0.002 -0.029 0.007 70.600 17.200 2.559 
-0.024 -0.039 -0.032 0.042 -0.005 -0.027 0.005 70.400 17.600 2.540 
-0.012 -0.034 -0.029 0.027 0.005 -0.027 0.002 70.200 18.000 2.525 
-0.032 -0.037 -0.015 0.039 -0.012 -0.020 0.007 70.000 18.400 2.510 
-0.007 -0.017 -0.017 0.017 0.002 -0.012 0.007 69.800 18.800 2.496 
-0.002 -0.012 -0.024 0.015 0.005 -0.010 0.010 69.600 19.000 2.481 
-0.034 -0.054 -0.024 0.046 -0.007 -0.037 -0.000 69.400 19.400 2.466 
0.017 -0.044 -0.068 0.017 0.039 -0.051 -0.007 69.400 19.800 2.452 
0.076 -0.034 -0.120 -0.015 0.093 -0.071 -0.017 69.200 20.000 2.437 
0.083 -0.029 -0.115 -0.024 0.098 -0.071 -0.020 69.000 20.200 2.422 
0.083 -0.000 -0.088 -0.039 0.083 -0.042 -0.039 68.800 20.400 2.403 
0.090 0.083 -0.020 -0.081 0.049 0.039 -0.071 68.600 20.600 2.383 
0.103 0.200 0.090 -0.147 0.002 0.149 -0.117 68.400 20.800 2.364 
0.129 0.376 0.232 -0.244 -0.059 0.313 -0.225 68.200 20.800 2.344 
0.168 0.530 0.344 -0.339 -0.095 0.447 -0.335 68.200 20.800 2.330 
0.154 0.576 0.410 -0.359 -0.134 0.501 -0.391 68.000 20.800 2.315 
0.088 0.567 0.474 -0.325 -0.195 0.523 -0.422 67.800 20.800 2.300 
0.032 0.620 0.579 -0.320 -0.278 0.606 -0.442 67.600 20.600 2.286 
0.010 0.696 0.672 -0.344 -0.337 0.691 -0.462 67.400 20.600 2.271 
-0.005 0.662 0.650 -0.320 -0.335 0.664 -0.454 67.200 20.400 2.256 
-0.015 0.613 0.615 -0.293 -0.320 0.620 -0.462 67.000 20.200 2.242 
-0.056 0.613 0.662 -0.274 -0.361 0.642 -0.430 66.800 19.800 2.227 
-0.071 0.608 0.669 -0.264 -0.374 0.645 -0.408 66.400 19.600 2.217 
-0.083 0.452 0.525 -0.178 -0.308 0.493 -0.320 66.200 19.400 2.208 
-0.085 0.269 0.339 -0.083 -0.220 0.313 -0.234 66.000 19.000 2.198 
-0.100 0.151 0.239 -0.020 -0.176 0.203 -0.173 65.800 18.800 2.188 
-0.081 0.063 0.137 0.012 -0.112 0.105 -0.129 65.600 18.600 2.178 
-0.061 0.032 0.083 0.020 -0.076 0.063 -0.103 65.400 18.600 2.168 
-0.046 0.005 0.046 0.024 -0.049 0.029 -0.076 65.200 18.400 2.159 
-0.039 -0.029 -0.000 0.039 -0.024 -0.010 -0.071 65.000 18.600 2.149 
-0.034 -0.032 -0.010 0.039 -0.017 -0.015 -0.042 65.000 19.000 2.139 
-0.039 -0.039 -0.015 0.046 -0.020 -0.020 -0.012 64.800 19.400 2.129 
-0.022 -0.044 -0.034 0.039 -0.000 -0.032 0.012 64.600 20.200 2.120 
-0.015 -0.071 -0.066 0.049 0.022 -0.063 0.027 64.400 21.400 2.110 
0.002 -0.093 -0.098 0.046 0.049 -0.093 0.034 64.400 23.000 2.105 
-0.022 -0.125 -0.107 0.076 0.042 -0.112 0.037 64.200 25.000 2.100 
-0.027 -0.132 -0.112 0.083 0.039 -0.117 0.029 64.200 27.600 2.095 
-0.020 -0.129 -0.115 0.078 0.046 -0.120 0.037 64.000 30.600 2.090 
-0.002 -0.120 -0.120 0.063 0.059 -0.117 0.049 64.000 34.200 2.085 
-0.007 -0.139 -0.134 0.076 0.063 -0.134 0.056 63.800 38.400 2.081 
-0.015 -0.147 -0.139 0.085 0.059 -0.139 0.054 63.800 43.000 2.076 
-0.002 -0.149 -0.149 0.078 0.073 -0.147 0.054 63.800 48.200 2.071 
-0.017 -0.159 -0.154 0.095 0.063 -0.149 0.051 63.800 53.800 2.066 
-0.007 -0.168 -0.171 0.093 0.078 -0.164 0.054 63.800 59.800 2.061 
-0.005 -0.168 -0.164 0.088 0.081 -0.166 0.054 64.000 65.800 2.056 
0.010 -0.166 -0.178 0.081 0.093 -0.171 0.056 64.000 72.000 2.051 
0.005 -0.171 -0.188 0.090 0.090 -0.173 0.063 64.400 78.000 2.042 
0.010 -0.166 -0.181 0.081 0.093 -0.171 0.061 64.800 84.000 2.032 
0.020 -0.164 -0.186 0.073 0.103 -0.173 0.063 65.200 89.800 2.022 
0.015 -0.168 -0.186 0.078 0.100 -0.176 0.059 65.800 95.200 2.012 
0.020 -0.171 -0.195 0.078 0.105 -0.181 0.061 66.600 100.000 1.998 
0.022 -0.183 -0.208 0.083 0.115 -0.193 0.061 67.400 104.400 1.983 
0.007 -0.183 -0.195 0.090 0.100 -0.186 0.066 68.400 108.200 1.968 
0.046 -0.164 -0.212 0.061 0.129 -0.186 0.063 69.600 111.400 1.954 
0.022 -0.181 -0.215 0.085 0.112 -0.190 0.073 70.800 113.800 1.944 
0.029 -0.186 -0.220 0.081 0.122 -0.200 0.071 72.400 115.800 1.934 
0.037 -0.181 -0.232 0.081 0.127 -0.198 0.068 73.800 117.000 1.924 
0.042 -0.186 -0.230 0.073 0.134 -0.205 0.073 75.400 117.600 1.915 
0.032 -0.193 -0.234 0.085 0.129 -0.208 0.066 77.000 117.800 1.905 
0.061 -0.178 -0.247 0.063 0.151 -0.208 0.073 78.800 117.600 1.895 
0.049 -0.188 -0.247 0.076 0.144 -0.212 0.073 80.400 117.200 1.885 
0.044 -0.205 -0.247 0.081 0.147 -0.227 0.076 82.200 116.600 1.875 
0.039 -0.210 -0.259 0.090 0.144 -0.230 0.076 83.800 115.800 1.866 
0.042 -0.205 -0.259 0.088 0.144 -0.225 0.081 85.400 115.000 1.856 
0.054 -0.195 -0.254 0.073 0.151 -0.222 0.081 87.000 114.400 1.846 
0.051 -0.198 -0.254 0.076 0.151 -0.222 0.085 88.400 113.800 1.836 
0.056 -0.188 -0.256 0.073 0.151 -0.215 0.085 89.800 113.200 1.827 
0.032 -0.200 -0.242 0.090 0.132 -0.215 0.081 91.200 113.000 1.817 
0.059 -0.171 -0.234 0.059 0.144 -0.200 0.071 92.200 112.800 1.807 
0.066 -0.171 -0.242 0.056 0.151 -0.203 0.066 93.200 112.800 1.797 
0.056 -0.159 -0.225 0.056 0.137 -0.186 0.073 94.200 112.800 1.788 
0.059 -0.147 -0.215 0.049 0.132 -0.176 0.071 95.000 113.200 1.778 
0.054 -0.139 -0.200 0.046 0.125 -0.166 0.063 95.800 113.400 1.768 
0.039 -0.132 -0.176 0.049 0.105 -0.151 0.061 96.400 113.600 1.758 
0.051 -0.103 -0.164 0.032 0.103 -0.127 0.056 97.000 114.000 1.739 
0.059 -0.059 -0.134 0.010 0.088 -0.088 0.046 97.600 114.200 1.719 
0.049 -0.054 -0.110 0.007 0.076 -0.078 0.032 98.000 114.400 1.700 
0.051 -0.022 -0.081 -0.010 0.063 -0.046 0.027 98.400 114.600 1.680 
0.039 -0.007 -0.061 -0.007 0.044 -0.027 0.017 98.800 114.600 1.661 
0.029 0.005 -0.037 -0.010 0.027 -0.010 0.010 99.200 114.400 1.641 
0.039 0.017 -0.032 -0.022 0.032 -0.002 -0.000 99.600 114.000 1.621 
0.024 0.015 -0.020 -0.015 0.017 0.002 -0.005 99.800 113.600 1.602 
0.027 0.037 -0.007 -0.022 0.010 0.024 -0.010 100.200 113.000 1.587 
0.017 0.034 0.005 -0.020 -0.000 0.027 -0.010 100.400 112.400 1.573 
0.012 0.029 0.010 -0.017 -0.002 0.024 -0.017 100.800 111.600 1.558 
0.020 0.027 -0.002 -0.017 0.007 0.017 -0.027 101.000 110.600 1.543 
0.010 0.024 0.005 -0.012 -0.002 0.020 -0.020 101.200 109.800 1.587 
0.002 0.022 0.005 -0.005 -0.007 0.022 -0.017 101.600 108.600 1.631 
-0.010 0.015 0.012 0.005 -0.017 0.020 -0.020 101.800 107.600 1.675 
0.005 0.022 0.007 -0.007 -0.005 0.020 -0.022 102.000 106.600 1.719 
0.005 0.017 -0.005 -0.002 -0.002 0.015 -0.015 102.000 105.400 1.792 
-0.012 0.005 -0.000 0.012 -0.015 0.012 -0.010 102.200 104.400 1.866 
-0.002 0.010 0.002 0.002 -0.007 0.012 -0.012 102.200 103.400 1.939 
-0.012 0.002 0.005 0.010 -0.012 0.010 -0.012 102.200 102.200 2.012 
0.002 0.007 -0.000 -0.002 -0.000 0.007 -0.015 102.200 101.000 2.105 
-0.020 -0.007 -0.000 0.020 -0.015 0.002 -0.012 102.200 99.800 2.198 
-0.002 0.005 -0.002 0.005 -0.005 0.007 -0.010 102.000 98.600 2.291 
-0.010 0.005 0.005 0.007 -0.012 0.010 -0.007 101.800 97.400 2.383 
-0.012 0.007 0.007 0.010 -0.015 0.015 -0.017 101.600 96.000 2.486 
-0.010 -0.000 0.005 0.007 -0.010 0.005 -0.015 101.200 94.400 2.589 
-0.010 0.010 0.005 0.007 -0.015 0.015 -0.012 101.000 92.600 2.691 
-0.015 -0.000 -0.000 0.015 -0.015 0.007 -0.007 100.400 90.600 2.794 
-0.020 -0.012 -0.012 0.027 -0.012 -0.002 -0.010 100.000 88.400 2.872 
-0.015 -0.007 -0.005 0.017 -0.010 -0.000 -0.002 99.400 86.000 2.950 
-0.007 -0.000 -0.005 0.010 -0.007 0.005 -0.005 98.600 83.200 3.028 
-0.012 -0.010 -0.007 0.017 -0.007 -0.002 -0.002 97.800 80.000 3.106 
-0.012 -0.010 -0.012 0.020 -0.007 -0.002 -0.010 97.000 76.600 3.160 
-0.000 -0.000 -0.012 0.007 -0.000 -0.000 0.007 96.200 72.800 3.214 
-0.012 -0.015 -0.012 0.020 -0.005 -0.007 -0.005 95.400 69.000 3.267 
-0.020 -0.012 -0.010 0.024 -0.012 -0.002 -0.005 94.600 64.800 3.321 
-0.012 -0.017 -0.012 0.020 -0.002 -0.010 -0.002 93.800 60.600 3.346 
-0.012 -0.020 -0.020 0.022 -0.002 -0.012 -0.005 93.200 56.200 3.370 
-0.005 -0.010 -0.015 0.012 -0.000 -0.007 -0.000 92.400 51.600 3.394 
-0.010 -0.015 -0.015 0.017 -0.002 -0.010 -0.005 91.800 47.200 3.419 
-0.015 -0.015 -0.015 0.022 -0.007 -0.007 -0.000 91.200 42.800 3.414 
-0.000 -0.010 -0.022 0.012 0.005 -0.010 0.002 90.800 38.200 3.409 
-0.017 -0.020 -0.015 0.024 -0.007 -0.010 -0.005 90.400 34.000 3.404 
-0.000 -0.005 -0.020 0.010 0.002 -0.005 -0.002 90.000 30.000 3.399 
-0.010 -0.012 -0.012 0.017 -0.002 -0.007 -0.005 89.800 26.200 3.389 
-0.017 -0.024 -0.027 0.032 -0.005 -0.015 -0.002 89.600 22.600 3.380 
-0.012 -0.024 -0.027 0.027 -0.000 -0.017 -0.005 89.400 19.400 3.370 
-0.005 -0.015 -0.027 0.020 0.002 -0.012 -0.000 89.400 16.600 3.360 
-0.015 -0.039 -0.034 0.032 0.005 -0.032 -0.000 89.400 14.200 3.350 
0.007 -0.012 -0.034 0.010 0.015 -0.015 0.007 89.400 12.000 3.341 
-0.000 -0.015 -0.024 0.012 0.007 -0.015 0.005 89.400 10.200 3.331 
-0.024 -0.022 -0.012 0.032 -0.012 -0.010 -0.005 89.400 8.800 3.321 
-0.022 -0.022 -0.010 0.027 -0.010 -0.010 -0.007 89.200 7.400 3.311 
-0.010 -0.012 -0.015 0.017 -0.002 -0.007 -0.002 89.200 6.400 3.302 
-0.010 -0.012 -0.015 0.017 -0.002 -0.007 -0.002 89.000 5.600 3.292 
-0.020 -0.022 -0.020 0.029 -0.007 -0.012 -0.000 89.000 5.000 3.282 
-0.012 -0.029 -0.024 0.024 0.002 -0.022 -0.002 88.600 4.600 3.277 
-0.017 -0.022 -0.015 0.024 -0.005 -0.012 -0.000 88.400 4.200 3.272 
-0.005 -0.020 -0.022 0.017 0.005 -0.017 -0.002 88.200 4.000 3.267 
-0.012 -0.032 -0.029 0.027 0.005 -0.024 -0.002 87.800 4.000 3.263 
-0.015 -0.027 -0.017 0.024 -0.000 -0.020 -0.000 87.400 4.000 3.248 
-0.010 -0.020 -0.015 0.017 -0.000 -0.015 -0.005 87.000 4.000 3.233 
-0.000 -0.005 -0.012 0.007 0.002 -0.005 0.005 86.600 4.000 3.219 
-0.012 -0.015 -0.007 0.017 -0.005 -0.007 0.005 86.200 4.000 3.204 
-0.007 -0.000 -0.000 0.007 -0.007 0.005 0.002 85.800 4.200 3.189 
-0.012 0.020 0.015 0.005 -0.022 0.027 0.002 85.400 4.400 3.175 
0.012 0.029 0.012 -0.017 -0.002 0.024 0.015 85.000 4.600 3.160 
-0.000 0.034 0.020 -0.010 -0.017 0.034 0.022 84.600 4.600 3.145 
-0.015 0.007 0.010 0.010 -0.017 0.015 0.024 84.200 5.000 3.121 
-0.020 0.015 0.024 0.007 -0.027 0.024 0.024 83.800 5.200 3.096 
-0.010 0.032 0.032 -0.005 -0.024 0.037 0.010 83.400 5.400 3.072 
-0.010 0.022 0.029 -0.005 -0.020 0.027 -0.000 83.000 5.600 3.048 
-0.000 0.024 0.015 -0.007 -0.012 0.024 -0.010 82.600 6.000 3.023 
-0.005 0.007 0.005 0.002 -0.007 0.010 -0.012 82.200 6.200 2.999 
-0.012 0.002 0.007 0.010 -0.012 0.010 -0.012 82.000 6.600 2.974 
0.002 0.032 0.022 -0.012 -0.012 0.032 -0.032 81.600 6.800 2.950 
-0.000 0.024 0.022 -0.010 -0.012 0.024 -0.034 81.200 7.200 2.935 
0.002 0.024 0.017 -0.010 -0.010 0.024 -0.032 80.800 7.400 2.921 
-0.005 0.012 0.010 -0.000 -0.010 0.015 -0.039 80.400 7.800 2.906 
0.007 0.015 -0.002 -0.005 -0.000 0.012 -0.034 80.000 8.000 2.891 
0.012 0.020 -0.002 -0.010 0.002 0.015 -0.042 79.600 8.200 2.886 
0.027 0.039 0.010 -0.032 0.007 0.027 -0.034 79.400 8.400 2.882 
0.024 0.049 0.015 -0.032 -0.000 0.037 -0.049 79.000 8.800 2.877 
0.020 0.029 -0.000 -0.020 0.005 0.020 -0.059 78.600 8.800 2.872 
0.017 0.015 -0.015 -0.010 0.010 0.007 -0.059 78.200 9.000 2.877 
0.029 0.005 -0.032 -0.012 0.027 -0.010 -0.054 77.800 9.200 2.882 
0.034 0.012 -0.029 -0.020 0.029 -0.005 -0.049 77.400 9.400 2.886 
0.032 0.024 -0.022 -0.020 0.020 0.010 -0.037 77.000 9.400 2.891 
0.012 0.015 -0.007 -0.007 0.005 0.010 -0.029 76.800 9.600 2.896 
0.002 0.002 -0.002 -0.000 0.002 0.002 -0.015 76.400 9.600 2.901 
-0.010 -0.007 -0.000 0.010 -0.005 -0.002 -0.005 76.000 9.800 2.906 
-0.020 0.005 0.012 0.015 -0.022 0.015 -0.000 75.800 9.800 2.911 
-0.027 -0.010 0.010 0.022 -0.022 0.005 -0.000 75.400 9.800 2.916 
-0.007 -0.002 0.002 0.007 -0.005 0.002 0.002 75.000 10.000 2.921 
-0.024 -0.022 -0.002 0.027 -0.012 -0.010 0.005 74.800 10.000 2.926 
-0.020 -0.022 -0.007 0.024 -0.007 -0.012 0.002 74.400 10.200 2.930 
-0.017 -0.020 -0.012 0.024 -0.007 -0.010 0.002 74.200 10.200 2.930 
-0.029 -0.037 -0.015 0.037 -0.010 -0.022 -0.000 73.800 10.400 2.930 
-0.010 -0.022 -0.022 0.022 0.002 -0.017 0.005 73.600 10.600 2.930 
-0.015 -0.017 -0.012 0.022 -0.005 -0.010 0.005 73.400 10.600 2.930 
-0.020 -0.022 -0.005 0.022 -0.007 -0.012 0.005 73.000 10.800 2.921 
-0.022 -0.032 -0.015 0.029 -0.005 -0.020 0.007 72.800 11.000 2.911 
-0.022 -0.027 -0.012 0.029 -0.007 -0.015 0.007 72.400 11.200 2.901 
-0.027 -0.032 -0.015 0.034 -0.010 -0.017 0.002 72.200 11.600 2.891 
-0.015 -0.020 -0.012 0.022 -0.005 -0.012 0.005 72.000 11.800 2.877 
-0.012 -0.020 -0.015 0.020 -0.002 -0.012 0.002 71.600 12.000 2.862 
-0.005 -0.017 -0.017 0.015 0.005 -0.015 0.010 71.400 12.400 2.847 
-0.024 -0.037 -0.022 0.037 -0.005 -0.024 0.010 71.200 12.600 2.833 
-0.000 -0.010 -0.017 0.010 0.005 -0.010 0.005 70.800 13.000 2.799 
-0.010 -0.012 -0.007 0.015 -0.002 -0.007 0.010 70.600 13.200 2.764 
-0.007 -0.015 -0.015 0.015 -0.000 -0.010 0.002 70.400 13.600 2.730 
-0.024 -0.020 -0.002 0.027 -0.015 -0.007 0.005 70.200 13.800 2.696 
-0.020 -0.024 -0.015 0.027 -0.007 -0.015 0.015 69.800 14.200 2.676 
-0.017 -0.022 -0.015 0.024 -0.005 -0.012 0.012 69.600 14.600 2.657 
-0.015 -0.027 -0.015 0.022 -0.000 -0.020 0.002 69.400 14.800 2.637 
-0.007 -0.022 -0.020 0.017 0.005 -0.017 -0.000 69.200 15.200 2.618 
-0.005 -0.002 -0.010 0.010 -0.002 -0.000 0.010 69.000 15.400 2.598 
-0.012 -0.007 -0.005 0.015 -0.007 -0.000 0.007 68.800 15.800 2.579 
-0.024 -0.020 -0.002 0.027 -0.015 -0.007 0.002 68.600 16.000 2.559 
-0.034 -0.027 -0.000 0.034 -0.020 -0.010 -0.000 68.400 16.200 2.540 
-0.012 -0.007 -0.005 0.015 -0.007 -0.000 0.002 68.200 16.400 2.525 
-0.010 -0.010 -0.007 0.015 -0.005 -0.005 -0.002 68.000 16.600 2.510 
-0.000 -0.007 -0.022 0.012 0.005 -0.007 -0.005 68.000 16.800 2.496 
0.049 -0.015 -0.073 -0.012 0.056 -0.039 -0.017 67.800 16.800 2.481 
0.083 -0.005 -0.100 -0.032 0.085 -0.046 -0.020 67.600 17.000 2.466 
0.088 0.007 -0.090 -0.042 0.085 -0.037 -0.027 67.400 17.000 2.452 
0.083 0.051 -0.042 -0.061 0.059 0.010 -0.056 67.400 17.000 2.437 
0.095 0.168 0.059 -0.125 0.012 0.122 -0.083 67.200 17.000 2.422 
0.132 0.327 0.188 -0.225 -0.032 0.261 -0.171 67.000 17.000 2.403 
0.151 0.525 0.359 -0.330 -0.110 0.449 -0.271 66.800 16.800 2.383 
0.159 0.635 0.466 -0.391 -0.159 0.557 -0.359 66.600 16.800 2.364 
0.117 0.667 0.545 -0.388 -0.215 0.608 -0.386 66.600 16.600 2.344 
0.049 0.679 0.623 -0.359 -0.291 0.654 -0.425 66.400 16.400 2.330 
0.020 0.745 0.718 -0.379 -0.352 0.735 -0.452 66.200 16.200 2.315 
-0.002 0.755 0.745 -0.369 -0.379 0.757 -0.449 66.000 16.000 2.300 
-0.002 0.684 0.672 -0.332 -0.344 0.686 -0.440 65.800 15.800 2.286 
-0.054 0.647 0.691 -0.291 -0.376 0.674 -0.432 65.600 15.600 2.271 
-0.046 0.684 0.720 -0.313 -0.388 0.708 -0.418 65.400 15.400 2.256 
-0.068 0.608 0.662 -0.261 -0.371 0.642 -0.374 65.200 15.200 2.242 
-0.095 0.361 0.449 -0.129 -0.276 0.410 -0.261 65.000 15.000 2.227 
-0.100 0.220 0.313 -0.056 -0.210 0.271 -0.200 64.800 15.000 2.212 
-0.085 0.139 0.210 -0.020 -0.154 0.183 -0.149 64.600 14.800 2.198 
-0.059 0.093 0.139 -0.010 -0.105 0.122 -0.120 64.400 14.800 2.183 
-0.063 0.042 0.093 0.017 -0.083 0.073 -0.088 64.200 14.800 2.168 
-0.039 0.029 0.056 0.012 -0.054 0.049 -0.073 64.200 15.000 2.159 
-0.017 0.017 0.024 0.005 -0.024 0.027 -0.049 64.000 15.200 2.149 
-0.027 -0.002 0.012 0.022 -0.024 0.012 -0.027 63.800 15.800 2.139 
-0.042 -0.037 -0.000 0.042 -0.022 -0.015 -0.010 63.600 16.400 2.129 
-0.024 -0.056 -0.037 0.044 0.005 -0.044 0.005 63.400 17.400 2.125 
-0.010 -0.056 -0.061 0.042 0.020 -0.051 0.029 63.200 18.800 2.120 
-0.012 -0.081 -0.081 0.054 0.029 -0.073 0.034 63.200 20.400 2.115 
-0.027 -0.110 -0.088 0.071 0.029 -0.095 0.037 63.000 22.600 2.110 
-0.020 -0.107 -0.093 0.066 0.034 -0.098 0.037 62.800 25.400 2.100 
-0.020 -0.103 -0.098 0.068 0.032 -0.093 0.044 62.800 28.400 2.090 
-0.007 -0.112 -0.120 0.068 0.049 -0.107 0.046 62.600 32.200 2.081 
0.002 -0.115 -0.117 0.056 0.061 -0.115 0.049 62.400 36.400 2.071 
-0.005 -0.127 -0.125 0.068 0.059 -0.125 0.044 62.400 41.200 2.066 
-0.010 -0.129 -0.122 0.071 0.056 -0.125 0.046 62.400 46.400 2.061 
0.005 -0.115 -0.125 0.059 0.063 -0.117 0.049 62.400 51.800 2.056 
0.007 -0.127 -0.142 0.063 0.071 -0.129 0.054 62.400 57.600 2.051 
0.024 -0.125 -0.144 0.049 0.088 -0.137 0.054 62.400 63.600 2.042 
0.020 -0.120 -0.147 0.054 0.081 -0.129 0.056 62.600 69.600 2.032 
0.017 -0.129 -0.156 0.061 0.083 -0.137 0.054 62.800 75.600 2.022 
0.022 -0.129 -0.159 0.059 0.088 -0.139 0.056 63.200 81.600 2.012 
0.020 -0.137 -0.159 0.061 0.088 -0.147 0.056 63.600 87.200 1.998 
0.029 -0.139 -0.173 0.059 0.100 -0.154 0.059 64.200 92.600 1.983 
0.027 -0.144 -0.176 0.061 0.100 -0.156 0.059 65.000 97.400 1.968 
0.032 -0.151 -0.188 0.063 0.107 -0.166 0.054 65.800 101.800 1.954 
0.012 -0.166 -0.183 0.081 0.095 -0.171 0.056 66.800 105.600 1.944 
0.051 -0.139 -0.198 0.049 0.122 -0.164 0.063 68.000 108.600 1.934 
0.059 -0.144 -0.215 0.049 0.132 -0.173 0.068 69.200 111.200 1.924 
0.049 -0.149 -0.208 0.056 0.125 -0.173 0.056 70.600 113.000 1.915 
0.049 -0.161 -0.210 0.056 0.129 -0.186 0.059 72.000 114.200 1.905 
0.037 -0.176 -0.220 0.073 0.125 -0.193 0.059 73.600 114.800 1.895 
0.051 -0.168 -0.230 0.063 0.137 -0.193 0.073 75.200 115.000 1.885 
0.059 -0.166 -0.227 0.056 0.142 -0.195 0.078 77.000 114.800 1.875 
0.042 -0.198 -0.239 0.078 0.142 -0.217 0.066 78.600 114.400 1.871 
0.044 -0.198 -0.252 0.083 0.144 -0.220 0.073 80.400 113.800 1.866 
0.056 -0.190 -0.254 0.071 0.151 -0.217 0.076 82.000 113.000 1.861 
0.063 -0.176 -0.239 0.056 0.151 -0.208 0.068 83.600 112.200 1.856 
0.068 -0.173 -0.247 0.056 0.156 -0.208 0.063 85.200 111.200 1.846 
0.066 -0.164 -0.239 0.054 0.149 -0.195 0.063 86.600 110.600 1.836 
0.076 -0.154 -0.239 0.044 0.154 -0.190 0.068 87.800 110.000 1.827 
0.081 -0.142 -0.227 0.034 0.151 -0.181 0.063 89.200 109.400 1.817 
0.061 -0.147 -0.217 0.049 0.134 -0.176 0.066 90.200 109.200 1.807 
0.068 -0.134 -0.208 0.037 0.137 -0.168 0.061 91.200 109.000 1.797 
0.066 -0.115 -0.193 0.032 0.125 -0.147 0.056 92.200 109.000 1.788 
