I II III aVR aVL aVF V1 AO LV SPO2
0.061 -0.154 -0.222 0.051 0.139 -0.183 0.066 84.000 121.000 1.832 
0.044 -0.161 -0.217 0.066 0.125 -0.183 0.078 85.400 120.400 1.817 
0.024 -0.164 -0.200 0.076 0.107 -0.176 0.090 87.000 119.800 1.807 
0.044 -0.166 -0.217 0.066 0.127 -0.188 0.081 88.400 118.800 1.797 
0.042 -0.159 -0.212 0.066 0.122 -0.178 0.083 90.000 117.800 1.788 
0.034 -0.161 -0.212 0.073 0.115 -0.178 0.081 91.200 117.000 1.778 
0.049 -0.156 -0.217 0.061 0.127 -0.181 0.083 92.400 116.200 1.773 
0.049 -0.147 -0.203 0.054 0.122 -0.171 0.081 93.200 115.600 1.768 
0.046 -0.137 -0.195 0.051 0.115 -0.159 0.081 94.000 115.200 1.763 
0.049 -0.139 -0.200 0.051 0.120 -0.164 0.073 94.600 115.000 1.758 
0.042 -0.132 -0.183 0.051 0.107 -0.151 0.078 95.400 114.800 1.748 
0.061 -0.103 -0.166 0.022 0.112 -0.132 0.076 96.000 115.000 1.739 
0.049 -0.090 -0.149 0.027 0.095 -0.115 0.071 96.600 115.400 1.729 
0.034 -0.085 -0.137 0.034 0.078 -0.103 0.056 97.200 115.800 1.719 
0.032 -0.071 -0.112 0.024 0.068 -0.085 0.042 97.600 116.200 1.705 
0.044 -0.027 -0.090 0.002 0.059 -0.049 0.034 97.800 116.800 1.690 
0.029 -0.020 -0.059 -0.000 0.039 -0.034 0.024 98.000 117.200 1.675 
0.027 0.002 -0.037 -0.007 0.027 -0.010 0.010 98.600 117.800 1.661 
0.042 0.046 -0.010 -0.037 0.020 0.027 0.010 99.200 118.000 1.636 
0.017 0.044 0.015 -0.024 -0.005 0.037 -0.000 100.000 118.200 1.612 
0.007 0.054 0.034 -0.024 -0.020 0.051 -0.002 100.800 118.200 1.587 
0.010 0.059 0.037 -0.027 -0.020 0.054 -0.010 101.400 118.200 1.563 
0.034 0.085 0.032 -0.049 -0.007 0.068 -0.007 102.200 117.800 1.543 
0.012 0.068 0.044 -0.034 -0.022 0.063 -0.015 103.000 117.400 1.524 
-0.002 0.061 0.049 -0.022 -0.032 0.063 -0.017 104.000 116.800 1.504 
-0.010 0.061 0.059 -0.020 -0.039 0.066 -0.010 105.000 115.800 1.485 
-0.022 0.046 0.051 -0.002 -0.044 0.059 -0.020 105.800 114.800 1.475 
-0.015 0.051 0.046 -0.007 -0.039 0.059 -0.022 106.400 113.800 1.465 
-0.015 0.051 0.049 -0.010 -0.039 0.059 -0.015 107.000 112.600 1.455 
-0.012 0.046 0.039 -0.007 -0.034 0.054 -0.017 107.400 111.400 1.446 
-0.012 0.046 0.039 -0.007 -0.034 0.054 -0.012 107.600 110.200 1.465 
-0.017 0.046 0.042 -0.002 -0.039 0.056 -0.020 107.600 108.800 1.485 
-0.022 0.039 0.044 -0.000 -0.042 0.051 -0.010 107.600 107.600 1.504 
-0.027 0.032 0.042 0.007 -0.042 0.046 -0.007 107.600 106.400 1.524 
-0.020 0.039 0.042 -0.000 -0.039 0.049 -0.010 107.400 105.000 1.582 
-0.017 0.039 0.044 -0.005 -0.037 0.049 -0.012 107.400 103.800 1.641 
-0.020 0.037 0.042 -0.000 -0.037 0.046 -0.010 107.200 102.400 1.700 
-0.022 0.039 0.042 0.002 -0.042 0.051 -0.012 107.200 101.200 1.758 
-0.032 0.027 0.049 0.007 -0.044 0.044 -0.005 107.200 99.800 1.841 
-0.017 0.039 0.049 -0.007 -0.037 0.049 -0.005 106.800 98.200 1.924 
-0.022 0.032 0.044 -0.000 -0.037 0.044 -0.007 106.200 96.600 2.007 
-0.037 0.022 0.049 0.012 -0.046 0.042 -0.010 105.600 94.800 2.090 
-0.029 0.017 0.037 0.012 -0.037 0.032 -0.012 104.800 92.800 2.193 
-0.027 0.017 0.032 0.012 -0.034 0.032 -0.015 104.200 90.400 2.295 
-0.007 0.039 0.032 -0.007 -0.027 0.044 -0.012 103.800 87.800 2.398 
-0.024 0.020 0.034 0.007 -0.034 0.032 -0.015 103.400 84.800 2.501 
-0.022 0.022 0.029 0.007 -0.032 0.034 -0.020 103.200 81.600 2.598 
-0.022 0.024 0.037 0.005 -0.034 0.037 -0.010 103.000 78.000 2.696 
-0.022 0.020 0.027 0.010 -0.032 0.032 -0.012 102.400 74.200 2.794 
-0.015 0.027 0.027 0.002 -0.027 0.034 -0.015 101.800 70.200 2.891 
-0.037 0.012 0.034 0.020 -0.042 0.032 -0.007 100.800 66.000 2.960 
-0.037 0.005 0.027 0.024 -0.039 0.024 -0.017 99.800 61.600 3.028 
-0.007 0.032 0.027 -0.005 -0.022 0.037 -0.007 99.000 57.000 3.096 
-0.015 0.017 0.020 0.005 -0.022 0.024 -0.007 98.200 52.400 3.165 
-0.024 0.010 0.017 0.017 -0.029 0.022 -0.007 97.600 48.000 3.204 
-0.022 0.012 0.022 0.012 -0.027 0.024 -0.002 97.000 43.400 3.243 
-0.015 0.022 0.020 0.005 -0.024 0.029 -0.002 96.000 39.000 3.282 
-0.002 0.024 0.020 -0.007 -0.015 0.027 -0.005 95.200 35.000 3.321 
-0.005 0.024 0.022 -0.005 -0.017 0.027 -0.000 94.000 31.200 3.336 
-0.022 0.015 0.024 0.010 -0.029 0.027 -0.005 93.000 27.800 3.350 
-0.027 0.015 0.022 0.017 -0.034 0.029 -0.002 92.000 24.600 3.365 
-0.020 0.007 0.015 0.012 -0.022 0.017 -0.005 91.400 21.800 3.380 
-0.032 0.002 0.020 0.022 -0.032 0.020 -0.015 90.800 19.400 3.370 
-0.024 0.015 0.022 0.015 -0.032 0.027 -0.007 90.800 17.200 3.360 
-0.029 0.012 0.022 0.020 -0.034 0.027 -0.005 90.800 15.400 3.350 
-0.020 0.022 0.024 0.007 -0.029 0.032 -0.005 91.200 13.800 3.341 
-0.012 0.034 0.032 -0.002 -0.029 0.042 -0.005 91.200 12.400 3.331 
-0.005 0.042 0.034 -0.012 -0.024 0.044 -0.005 91.400 11.400 3.321 
-0.020 0.042 0.046 -0.002 -0.039 0.051 0.010 91.200 10.600 3.311 
-0.010 0.049 0.046 -0.012 -0.034 0.054 0.012 90.600 10.000 3.302 
-0.017 0.042 0.046 -0.005 -0.037 0.051 0.024 90.200 9.400 3.282 
-0.024 0.034 0.051 -0.000 -0.042 0.046 0.024 89.800 9.000 3.263 
-0.002 0.071 0.061 -0.027 -0.037 0.073 0.017 89.600 8.600 3.243 
-0.022 0.054 0.063 -0.010 -0.049 0.066 0.010 89.400 8.400 3.223 
-0.017 0.049 0.054 -0.010 -0.042 0.059 0.007 89.400 8.000 3.214 
-0.005 0.061 0.051 -0.020 -0.034 0.063 -0.005 89.600 7.800 3.204 
-0.007 0.044 0.044 -0.015 -0.029 0.049 -0.010 89.600 7.600 3.194 
-0.020 0.034 0.037 0.002 -0.037 0.044 -0.024 89.600 7.600 3.184 
-0.005 0.049 0.046 -0.017 -0.029 0.051 -0.032 89.600 7.600 3.170 
-0.000 0.059 0.049 -0.024 -0.029 0.059 -0.039 89.400 7.600 3.155 
-0.015 0.037 0.042 -0.005 -0.032 0.044 -0.039 89.200 7.600 3.140 
-0.002 0.032 0.020 -0.007 -0.017 0.034 -0.042 88.800 7.600 3.126 
-0.010 0.015 0.007 0.007 -0.017 0.020 -0.046 88.200 7.800 3.101 
-0.012 0.017 0.015 0.005 -0.020 0.024 -0.039 87.800 8.000 3.077 
0.007 0.032 0.015 -0.015 -0.007 0.029 -0.037 87.400 8.400 3.053 
0.010 0.034 0.017 -0.017 -0.007 0.029 -0.039 87.200 8.800 3.028 
-0.007 0.020 0.010 0.002 -0.017 0.024 -0.051 87.000 9.200 3.004 
0.010 0.022 0.007 -0.012 -0.000 0.017 -0.037 86.800 9.800 2.979 
0.020 0.037 0.002 -0.020 0.002 0.027 -0.034 86.600 10.400 2.955 
0.020 0.034 0.002 -0.020 0.002 0.024 -0.034 86.200 11.000 2.930 
0.005 0.029 0.007 -0.007 -0.010 0.027 -0.027 85.800 11.600 2.911 
0.015 0.032 0.007 -0.017 -0.000 0.024 -0.029 85.400 12.200 2.891 
0.005 0.037 0.015 -0.012 -0.012 0.034 -0.010 85.000 13.000 2.872 
-0.027 0.002 0.017 0.020 -0.027 0.017 -0.012 84.600 13.600 2.852 
-0.017 0.015 0.017 0.010 -0.024 0.024 0.005 84.400 14.000 2.842 
-0.022 0.010 0.020 0.012 -0.027 0.022 0.002 84.200 14.600 2.833 
-0.029 -0.000 0.020 0.020 -0.029 0.015 0.005 84.000 15.000 2.823 
-0.024 0.002 0.015 0.017 -0.024 0.015 0.005 83.600 15.200 2.813 
-0.029 -0.007 0.010 0.024 -0.024 0.007 0.010 83.200 15.400 2.813 
-0.020 -0.000 0.005 0.017 -0.020 0.010 0.002 82.400 15.400 2.813 
-0.022 -0.002 0.005 0.020 -0.020 0.010 0.007 81.600 15.200 2.813 
-0.024 -0.002 0.010 0.020 -0.022 0.010 0.007 80.400 14.800 2.813 
-0.024 -0.005 0.002 0.024 -0.022 0.007 0.010 79.200 14.400 2.818 
-0.029 -0.007 0.005 0.027 -0.024 0.007 0.007 77.800 13.800 2.823 
-0.024 -0.002 0.010 0.020 -0.022 0.010 0.005 76.400 13.200 2.828 
-0.022 -0.010 -0.000 0.022 -0.017 0.002 0.005 75.000 12.400 2.833 
-0.024 -0.012 0.002 0.024 -0.017 -0.000 0.002 73.800 11.800 2.842 
-0.032 -0.012 0.010 0.027 -0.024 0.005 0.007 72.400 11.000 2.852 
-0.024 -0.007 0.010 0.020 -0.020 0.005 0.005 71.200 10.400 2.862 
-0.020 -0.002 0.010 0.015 -0.017 0.007 0.010 69.800 10.000 2.872 
-0.022 -0.005 0.007 0.020 -0.020 0.007 0.010 68.600 9.600 2.872 
-0.032 -0.015 0.007 0.029 -0.024 0.002 0.002 67.400 9.600 2.872 
-0.024 -0.012 0.005 0.022 -0.017 -0.000 -0.000 66.400 9.600 2.872 
-0.017 -0.000 0.007 0.015 -0.017 0.010 -0.005 65.600 9.800 2.872 
-0.020 -0.005 0.007 0.017 -0.017 0.005 0.002 65.200 10.400 2.867 
-0.015 0.002 0.010 0.010 -0.015 0.010 0.005 65.400 11.200 2.862 
-0.020 -0.000 0.012 0.015 -0.020 0.010 0.002 66.000 12.200 2.857 
-0.022 -0.002 0.007 0.020 -0.020 0.010 -0.000 66.800 13.600 2.852 
-0.012 0.010 0.012 0.007 -0.017 0.017 0.002 67.800 15.000 2.838 
-0.029 -0.005 0.020 0.020 -0.027 0.010 0.005 69.000 16.800 2.823 
-0.029 -0.000 0.020 0.020 -0.029 0.015 0.002 70.200 18.400 2.808 
-0.017 0.002 0.005 0.015 -0.017 0.012 -0.000 71.200 20.200 2.794 
-0.020 0.002 0.012 0.015 -0.020 0.012 0.005 72.200 21.800 2.774 
-0.012 0.010 0.010 0.007 -0.017 0.017 -0.000 73.000 23.200 2.755 
-0.020 0.015 0.022 0.010 -0.027 0.024 0.007 73.600 24.400 2.735 
-0.007 0.007 -0.000 0.007 -0.010 0.012 -0.000 74.200 25.400 2.716 
0.037 0.005 -0.042 -0.015 0.034 -0.012 -0.017 74.600 26.000 2.696 
0.068 -0.002 -0.081 -0.027 0.071 -0.037 -0.017 75.000 26.400 2.676 
0.081 0.022 -0.061 -0.049 0.071 -0.017 -0.024 75.400 26.600 2.657 
0.083 0.071 -0.022 -0.071 0.049 0.029 -0.046 75.600 26.400 2.637 
0.083 0.164 0.061 -0.112 0.002 0.122 -0.083 75.600 26.000 2.618 
0.100 0.300 0.190 -0.195 -0.049 0.252 -0.161 75.200 25.200 2.598 
0.142 0.498 0.347 -0.315 -0.107 0.427 -0.264 74.800 24.400 2.579 
0.173 0.613 0.432 -0.388 -0.132 0.527 -0.364 74.200 23.400 2.559 
0.120 0.620 0.493 -0.366 -0.190 0.562 -0.400 73.600 22.200 2.545 
0.063 0.632 0.559 -0.342 -0.252 0.601 -0.425 72.800 21.000 2.530 
0.012 0.703 0.684 -0.354 -0.339 0.698 -0.449 72.400 19.800 2.515 
-0.022 0.745 0.752 -0.354 -0.393 0.757 -0.457 72.200 18.800 2.501 
-0.012 0.696 0.694 -0.335 -0.359 0.703 -0.466 72.000 17.800 2.486 
-0.049 0.657 0.698 -0.300 -0.376 0.681 -0.462 72.000 16.800 2.471 
-0.076 0.667 0.733 -0.291 -0.408 0.706 -0.432 72.200 16.200 2.457 
-0.066 0.642 0.701 -0.283 -0.386 0.676 -0.396 72.200 15.800 2.442 
-0.105 0.420 0.513 -0.151 -0.315 0.474 -0.298 72.000 15.600 2.422 
-0.105 0.269 0.364 -0.076 -0.239 0.322 -0.222 71.800 15.600 2.403 
-0.090 0.178 0.264 -0.042 -0.178 0.225 -0.166 71.400 15.800 2.383 
-0.068 0.117 0.173 -0.017 -0.127 0.151 -0.127 70.800 16.200 2.364 
-0.061 0.076 0.127 -0.002 -0.098 0.107 -0.100 70.200 16.800 2.349 
-0.061 0.032 0.088 0.017 -0.076 0.063 -0.078 69.800 17.600 2.335 
-0.049 0.010 0.054 0.022 -0.054 0.034 -0.061 69.200 18.600 2.320 
-0.032 0.020 0.042 0.012 -0.042 0.037 -0.037 68.800 19.800 2.305 
-0.032 0.002 0.034 0.015 -0.032 0.020 -0.015 68.400 21.400 2.286 
-0.034 -0.024 0.007 0.032 -0.022 -0.007 0.005 68.200 23.000 2.266 
-0.029 -0.044 -0.022 0.042 -0.007 -0.029 0.020 67.800 25.000 2.247 
-0.032 -0.076 -0.051 0.059 0.007 -0.059 0.029 67.400 27.200 2.227 
-0.015 -0.066 -0.061 0.046 0.020 -0.059 0.039 67.000 29.800 2.208 
-0.017 -0.078 -0.061 0.049 0.022 -0.068 0.042 66.600 32.800 2.188 
-0.024 -0.090 -0.063 0.056 0.022 -0.078 0.051 66.200 36.200 2.168 
-0.017 -0.090 -0.078 0.056 0.029 -0.081 0.054 66.000 40.000 2.149 
-0.015 -0.098 -0.083 0.056 0.034 -0.090 0.051 65.800 44.200 2.139 
-0.015 -0.110 -0.093 0.061 0.042 -0.103 0.046 65.800 49.000 2.129 
-0.007 -0.098 -0.090 0.054 0.042 -0.093 0.056 65.800 54.000 2.120 
-0.010 -0.115 -0.105 0.063 0.049 -0.110 0.059 66.000 59.400 2.110 
-0.010 -0.112 -0.107 0.063 0.046 -0.107 0.059 66.400 64.800 2.100 
0.005 -0.107 -0.105 0.049 0.059 -0.110 0.059 66.800 70.600 2.090 
-0.007 -0.120 -0.115 0.066 0.054 -0.115 0.063 67.200 76.200 2.081 
-0.007 -0.122 -0.120 0.068 0.054 -0.117 0.066 67.600 82.000 2.071 
-0.012 -0.134 -0.125 0.076 0.056 -0.127 0.054 68.200 87.600 2.056 
0.002 -0.125 -0.129 0.063 0.066 -0.125 0.059 68.800 92.800 2.042 
0.002 -0.127 -0.132 0.063 0.066 -0.127 0.071 69.400 97.800 2.027 
0.010 -0.129 -0.149 0.066 0.076 -0.134 0.066 70.000 102.400 2.012 
0.010 -0.127 -0.147 0.063 0.073 -0.132 0.063 70.600 106.600 2.002 
0.020 -0.127 -0.154 0.059 0.083 -0.137 0.063 71.400 110.200 1.993 
0.015 -0.142 -0.161 0.066 0.085 -0.149 0.063 72.400 113.200 1.983 
0.017 -0.139 -0.168 0.068 0.088 -0.147 0.071 73.400 115.600 1.973 
0.032 -0.139 -0.176 0.056 0.103 -0.154 0.071 74.600 117.400 1.958 
0.042 -0.134 -0.181 0.049 0.110 -0.154 0.073 76.000 118.600 1.944 
0.039 -0.149 -0.193 0.059 0.115 -0.168 0.071 77.400 119.400 1.929 
0.042 -0.149 -0.200 0.059 0.117 -0.168 0.071 79.000 119.800 1.915 
0.049 -0.144 -0.198 0.051 0.122 -0.168 0.076 80.600 119.800 1.905 
0.046 -0.159 -0.205 0.056 0.127 -0.181 0.071 82.400 119.600 1.895 
0.056 -0.144 -0.203 0.046 0.129 -0.171 0.078 84.000 119.200 1.885 
0.061 -0.149 -0.210 0.044 0.137 -0.178 0.076 85.800 118.800 1.875 
0.051 -0.149 -0.203 0.051 0.127 -0.173 0.083 87.600 118.200 1.861 
0.049 -0.142 -0.195 0.049 0.120 -0.166 0.078 89.600 117.800 1.846 
0.046 -0.147 -0.193 0.051 0.120 -0.168 0.081 91.400 117.200 1.832 
0.029 -0.156 -0.193 0.068 0.107 -0.171 0.073 93.200 117.000 1.817 
0.046 -0.137 -0.193 0.051 0.115 -0.159 0.081 94.800 116.800 1.807 
0.051 -0.139 -0.188 0.044 0.122 -0.164 0.081 96.600 116.600 1.797 
0.056 -0.120 -0.173 0.032 0.117 -0.147 0.083 98.000 116.600 1.788 
0.061 -0.105 -0.171 0.024 0.115 -0.134 0.076 99.400 116.800 1.778 
0.046 -0.098 -0.154 0.032 0.095 -0.120 0.071 100.600 117.000 1.773 
0.046 -0.093 -0.139 0.024 0.093 -0.115 0.061 101.600 117.200 1.768 
0.046 -0.061 -0.110 0.010 0.078 -0.083 0.056 102.400 117.400 1.763 
0.029 -0.046 -0.083 0.012 0.054 -0.061 0.046 103.000 117.600 1.758 
0.039 -0.015 -0.063 -0.007 0.046 -0.034 0.039 103.600 117.600 1.748 
0.039 0.010 -0.034 -0.022 0.034 -0.010 0.020 103.800 117.800 1.739 
0.012 0.012 -0.005 -0.010 0.007 0.007 0.017 103.800 117.600 1.729 
0.022 0.042 0.010 -0.027 0.002 0.032 0.012 103.600 117.600 1.719 
0.010 0.046 0.022 -0.020 -0.012 0.042 -0.000 103.200 117.200 1.700 
-0.005 0.054 0.044 -0.017 -0.032 0.056 -0.007 102.600 116.800 1.680 
0.015 0.076 0.051 -0.039 -0.022 0.068 -0.010 101.800 116.200 1.661 
0.015 0.078 0.051 -0.039 -0.024 0.071 -0.022 101.000 115.600 1.641 
-0.007 0.068 0.063 -0.024 -0.042 0.073 -0.022 100.200 114.800 1.621 
0.010 0.081 0.061 -0.039 -0.029 0.076 -0.022 99.400 113.800 1.602 
-0.005 0.076 0.068 -0.029 -0.042 0.078 -0.015 98.600 113.000 1.582 
-0.024 0.059 0.068 -0.010 -0.054 0.071 -0.020 98.200 112.000 1.563 
-0.020 0.046 0.061 -0.010 -0.042 0.056 -0.024 98.000 111.000 1.543 
-0.017 0.051 0.068 -0.017 -0.042 0.061 -0.024 98.000 110.000 1.524 
-0.039 0.037 0.068 0.005 -0.056 0.056 -0.022 98.400 109.000 1.504 
-0.015 0.054 0.059 -0.015 -0.042 0.061 -0.020 98.800 108.000 1.485 
-0.029 0.039 0.054 0.002 -0.049 0.054 -0.017 99.600 107.200 1.480 
-0.024 0.042 0.056 -0.002 -0.044 0.054 -0.022 100.400 106.200 1.475 
-0.017 0.049 0.056 -0.010 -0.042 0.059 -0.017 101.400 105.400 1.470 
-0.020 0.044 0.054 -0.007 -0.042 0.054 -0.017 102.400 104.400 1.465 
-0.029 0.034 0.054 0.002 -0.046 0.049 -0.022 103.400 103.600 1.490 
-0.032 0.029 0.054 0.005 -0.046 0.046 -0.022 104.400 102.600 1.514 
-0.032 0.037 0.056 0.005 -0.049 0.054 -0.022 105.400 101.400 1.538 
-0.020 0.042 0.051 -0.005 -0.039 0.051 -0.022 106.200 100.200 1.563 
-0.049 0.024 0.056 0.022 -0.061 0.049 -0.027 107.000 98.600 1.626 
-0.029 0.032 0.051 0.005 -0.044 0.046 -0.020 107.400 96.800 1.690 
-0.032 0.029 0.051 0.007 -0.046 0.046 -0.020 107.600 94.800 1.753 
-0.037 0.027 0.051 0.012 -0.049 0.046 -0.020 107.400 92.400 1.817 
-0.037 0.024 0.051 0.012 -0.049 0.044 -0.022 106.800 89.800 1.905 
-0.034 0.029 0.056 0.007 -0.049 0.046 -0.020 106.000 86.600 1.993 
-0.017 0.042 0.051 -0.007 -0.037 0.051 -0.012 104.800 83.200 2.081 
-0.022 0.034 0.049 -0.002 -0.039 0.046 -0.017 103.400 79.400 2.168 
-0.027 0.024 0.044 0.005 -0.039 0.039 -0.017 102.000 75.400 2.266 
-0.020 0.020 0.034 0.002 -0.029 0.029 -0.022 100.600 71.000 2.364 
-0.024 0.020 0.039 0.005 -0.034 0.032 -0.010 99.400 66.400 2.462 
-0.037 0.012 0.042 0.017 -0.042 0.032 -0.015 98.200 61.800 2.559 
-0.032 0.012 0.042 0.012 -0.037 0.029 -0.012 97.200 57.000 2.652 
-0.024 0.020 0.039 0.005 -0.034 0.032 -0.010 96.400 52.200 2.745 
-0.032 0.012 0.037 0.015 -0.037 0.029 0.002 95.800 47.600 2.838 
-0.029 0.017 0.034 0.012 -0.037 0.032 -0.010 95.200 42.800 2.930 
-0.032 0.020 0.042 0.012 -0.042 0.037 -0.000 94.600 38.400 2.999 
-0.024 0.012 0.029 0.010 -0.029 0.024 -0.007 94.200 34.000 3.067 
-0.034 0.010 0.037 0.017 -0.039 0.027 -0.002 93.800 30.000 3.136 
-0.024 0.022 0.034 0.007 -0.034 0.034 -0.005 93.600 26.200 3.204 
-0.029 0.010 0.029 0.015 -0.034 0.024 -0.005 93.400 23.000 3.238 
-0.032 0.015 0.034 0.015 -0.039 0.032 -0.012 93.600 20.000 3.272 
-0.020 0.015 0.034 0.002 -0.027 0.024 0.002 93.600 17.400 3.306 
-0.012 0.022 0.029 -0.002 -0.022 0.029 0.005 93.800 15.200 3.341 
-0.024 0.005 0.029 0.010 -0.027 0.017 -0.000 93.800 13.400 3.350 
-0.032 -0.002 0.027 0.020 -0.029 0.015 -0.005 93.800 12.000 3.360 
-0.039 -0.000 0.037 0.022 -0.039 0.020 0.002 93.600 10.800 3.370 
-0.042 -0.002 0.034 0.024 -0.039 0.020 0.005 93.200 9.800 3.380 
-0.044 -0.010 0.024 0.032 -0.039 0.012 0.005 92.800 9.000 3.370 
-0.056 -0.020 0.034 0.039 -0.046 0.010 0.010 92.200 8.400 3.360 
-0.027 0.007 0.027 0.015 -0.029 0.022 0.012 91.800 8.000 3.350 
-0.034 -0.002 0.027 0.022 -0.032 0.015 0.007 91.400 7.800 3.341 
-0.032 0.010 0.034 0.015 -0.037 0.027 0.007 91.000 7.600 3.331 
-0.027 0.012 0.034 0.010 -0.032 0.027 0.007 91.000 7.600 3.321 
-0.015 0.032 0.039 -0.005 -0.029 0.039 0.012 90.800 7.400 3.311 
-0.032 0.029 0.051 0.007 -0.046 0.046 0.012 90.600 7.400 3.302 
-0.027 0.029 0.046 0.005 -0.042 0.044 0.010 90.400 7.400 3.292 
-0.029 0.034 0.051 0.005 -0.046 0.049 0.020 90.200 7.400 3.282 
-0.029 0.044 0.063 -0.002 -0.051 0.059 0.032 89.800 7.400 3.272 
-0.032 0.034 0.059 0.002 -0.049 0.051 0.034 89.200 7.200 3.263 
-0.037 0.034 0.063 0.005 -0.054 0.054 0.027 88.600 7.200 3.258 
-0.027 0.042 0.061 -0.002 -0.046 0.056 0.017 88.000 7.200 3.253 
-0.024 0.039 0.059 -0.005 -0.044 0.051 0.012 87.400 7.200 3.248 
-0.034 0.032 0.056 0.007 -0.049 0.049 0.007 86.800 7.400 3.243 
-0.034 0.017 0.044 0.012 -0.042 0.034 -0.012 86.200 7.400 3.223 
-0.037 0.015 0.044 0.015 -0.044 0.034 -0.010 85.800 7.600 3.204 
-0.022 0.039 0.061 -0.007 -0.042 0.051 -0.017 85.200 7.800 3.184 
-0.027 0.039 0.063 -0.005 -0.046 0.054 -0.032 84.600 8.000 3.165 
-0.024 0.039 0.054 -0.002 -0.044 0.051 -0.034 84.200 8.200 3.145 
-0.010 0.034 0.042 -0.010 -0.027 0.039 -0.039 83.600 8.400 3.126 
-0.029 0.015 0.039 0.010 -0.037 0.029 -0.037 83.000 8.600 3.106 
-0.010 0.024 0.027 -0.002 -0.022 0.029 -0.034 82.400 9.000 3.087 
0.010 0.044 0.029 -0.024 -0.012 0.039 -0.037 82.000 9.200 3.062 
-0.007 0.024 0.022 -0.002 -0.020 0.029 -0.049 81.600 9.400 3.038 
-0.029 0.007 0.032 0.015 -0.032 0.022 -0.049 81.400 9.800 3.013 
0.005 0.024 0.017 -0.012 -0.007 0.022 -0.049 81.200 10.000 2.989 
0.002 0.015 0.010 -0.007 -0.005 0.015 -0.049 81.200 10.200 2.965 
0.017 0.029 0.010 -0.022 0.002 0.022 -0.037 81.200 10.400 2.940 
0.017 0.042 0.015 -0.024 -0.002 0.034 -0.029 81.000 10.400 2.916 
-0.002 0.024 0.012 -0.002 -0.015 0.027 -0.027 81.000 10.600 2.891 
-0.020 0.017 0.024 0.007 -0.027 0.027 -0.027 80.800 10.600 2.882 
-0.010 0.024 0.022 -0.000 -0.022 0.029 -0.010 80.600 10.600 2.872 
-0.017 0.020 0.027 0.005 -0.027 0.029 0.005 80.200 10.800 2.862 
-0.042 -0.007 0.024 0.029 -0.037 0.015 0.010 79.800 10.800 2.852 
-0.039 -0.010 0.012 0.034 -0.034 0.010 0.012 79.400 10.800 2.852 
-0.032 -0.007 0.010 0.027 -0.027 0.010 0.002 79.000 10.800 2.852 
-0.032 -0.002 0.015 0.024 -0.029 0.015 0.012 78.800 10.800 2.852 
-0.042 -0.010 0.017 0.034 -0.037 0.012 0.005 78.400 10.800 2.852 
-0.042 -0.012 0.017 0.034 -0.034 0.010 -0.000 78.000 10.800 2.857 
-0.034 -0.017 0.007 0.032 -0.024 -0.000 -0.000 77.600 10.800 2.862 
-0.037 -0.005 0.017 0.029 -0.034 0.015 0.010 77.000 10.800 2.867 
-0.044 -0.017 0.012 0.039 -0.034 0.005 0.010 76.400 10.800 2.872 
-0.044 -0.005 0.022 0.034 -0.042 0.017 0.010 75.800 11.000 2.877 
-0.037 -0.005 0.017 0.029 -0.034 0.015 0.005 75.000 11.000 2.882 
-0.051 -0.015 0.024 0.039 -0.044 0.012 0.012 74.400 11.200 2.886 
-0.039 -0.015 0.015 0.032 -0.032 0.005 0.010 73.800 11.200 2.891 
-0.039 -0.022 0.002 0.039 -0.027 -0.002 -0.000 73.200 11.400 2.891 
-0.046 -0.020 0.010 0.042 -0.037 0.005 0.010 72.600 11.400 2.891 
-0.020 -0.002 0.002 0.020 -0.017 0.007 0.015 72.200 11.600 2.891 
-0.039 -0.022 -0.002 0.042 -0.027 -0.002 0.007 71.800 11.800 2.891 
-0.042 -0.027 -0.000 0.042 -0.027 -0.005 0.002 71.400 12.200 2.882 
-0.042 -0.024 -0.000 0.042 -0.029 -0.002 -0.000 71.000 12.400 2.872 
-0.039 -0.020 0.007 0.037 -0.029 -0.000 0.005 70.400 12.800 2.862 
-0.039 -0.020 0.002 0.039 -0.029 -0.000 -0.000 70.000 13.200 2.852 
-0.034 -0.020 0.005 0.032 -0.024 -0.002 0.010 69.400 13.600 2.838 
-0.034 -0.007 0.015 0.027 -0.029 0.010 0.005 68.800 14.200 2.823 
-0.032 -0.005 0.012 0.027 -0.029 0.012 0.005 68.400 14.600 2.808 
-0.034 -0.012 0.010 0.029 -0.027 0.005 -0.000 68.200 15.200 2.794 
-0.034 -0.007 0.007 0.032 -0.029 0.010 0.005 67.800 15.800 2.774 
-0.044 -0.007 0.022 0.034 -0.039 0.015 0.002 67.600 16.400 2.755 
-0.034 -0.000 0.017 0.027 -0.034 0.017 0.010 67.400 16.800 2.735 
-0.017 0.015 0.015 0.010 -0.024 0.024 0.015 67.200 17.400 2.716 
-0.020 0.002 0.007 0.017 -0.020 0.012 0.002 67.000 18.000 2.701 
-0.020 -0.017 -0.012 0.027 -0.010 -0.007 -0.000 66.600 18.400 2.686 
0.039 -0.005 -0.059 -0.010 0.042 -0.024 -0.017 66.200 18.800 2.672 
0.049 -0.010 -0.071 -0.012 0.054 -0.034 -0.017 65.800 19.000 2.657 
0.061 0.024 -0.056 -0.032 0.049 -0.005 -0.034 65.600 19.200 2.637 
