I II III aVL aVF V1 V2 LV AO Resp SPO2
-0.000 -0.012 -0.000 -0.032 0.007 0.010 0.015 -1.600 95.800 -0.083 2.007 
-0.000 -0.012 -0.000 -0.024 0.005 0.005 0.012 -1.800 93.600 -0.083 1.983 
-0.000 -0.027 -0.000 -0.022 -0.007 0.010 0.020 -1.800 92.200 -0.083 1.958 
-0.000 -0.032 -0.000 -0.032 -0.007 0.012 0.024 -1.800 90.600 -0.081 1.934 
-0.000 -0.024 -0.000 -0.034 -0.000 0.002 0.022 -1.600 90.000 -0.081 1.915 
-0.000 -0.029 -0.000 -0.037 -0.002 0.005 0.024 -1.600 89.400 -0.083 1.895 
-0.000 -0.032 -0.000 -0.027 -0.010 0.012 0.022 -1.600 89.400 -0.083 1.875 
-0.000 -0.042 -0.000 -0.032 -0.015 0.012 0.029 -1.800 89.600 -0.085 1.856 
-0.000 -0.046 -0.000 -0.034 -0.017 0.007 0.032 -2.000 89.800 -0.085 1.832 
-0.000 -0.037 -0.000 -0.032 -0.010 0.007 0.027 -2.200 90.000 -0.085 1.807 
-0.000 -0.037 -0.000 -0.032 -0.010 0.012 0.027 -2.600 90.200 -0.085 1.783 
-0.000 -0.044 -0.000 -0.039 -0.012 0.017 0.032 -3.000 90.400 -0.085 1.758 
-0.000 -0.054 -0.000 -0.027 -0.027 0.017 0.034 -3.200 90.800 -0.085 1.739 
-0.000 -0.049 -0.000 -0.027 -0.022 0.012 0.032 -3.600 91.200 -0.085 1.719 
-0.000 -0.044 -0.000 -0.027 -0.020 0.017 0.029 -3.600 91.600 -0.085 1.700 
-0.000 -0.051 -0.000 -0.029 -0.022 0.022 0.034 -3.600 92.000 -0.085 1.680 
-0.000 -0.049 -0.000 -0.029 -0.022 0.020 0.032 -3.200 92.000 -0.083 1.661 
-0.000 -0.049 -0.000 -0.024 -0.024 0.015 0.029 -2.800 92.000 -0.083 1.641 
-0.000 -0.046 -0.000 -0.024 -0.022 0.020 0.029 -2.400 91.200 -0.083 1.621 
-0.000 -0.056 -0.000 -0.022 -0.029 0.032 0.034 -1.800 90.400 -0.081 1.602 
-0.000 -0.051 -0.000 -0.017 -0.029 0.027 0.029 -1.600 90.200 -0.081 1.578 
-0.000 -0.046 -0.000 -0.027 -0.020 0.034 0.029 -1.200 89.800 -0.078 1.553 
-0.000 -0.024 -0.000 -0.034 -0.000 0.049 0.022 -1.200 90.600 -0.078 1.529 
-0.000 -0.032 -0.000 -0.034 -0.005 0.068 0.024 -1.000 91.400 -0.073 1.504 
-0.000 -0.017 -0.000 -0.051 0.015 0.095 0.024 -1.200 90.800 -0.073 1.480 
-0.000 0.012 -0.000 -0.059 0.039 0.117 0.012 -1.400 90.000 -0.073 1.455 
-0.000 0.020 -0.000 -0.061 0.046 0.117 0.007 -1.600 87.200 -0.073 1.431 
-0.000 0.037 -0.000 -0.063 0.061 0.071 -0.000 -2.000 84.200 -0.073 1.407 
-0.000 0.068 -0.000 -0.081 0.093 -0.032 -0.010 -2.600 83.800 -0.073 1.397 
-0.000 0.073 -0.000 -0.078 0.095 -0.073 -0.012 -3.000 83.600 -0.073 1.387 
-0.000 0.090 -0.000 -0.085 0.112 -0.088 -0.020 -3.800 87.000 -0.073 1.377 
-0.000 0.090 -0.000 -0.081 0.110 -0.100 -0.020 -4.800 90.600 -0.071 1.368 
-0.000 0.100 -0.000 -0.088 0.120 -0.110 -0.022 -5.000 93.400 -0.071 1.372 
-0.000 0.115 -0.000 -0.081 0.127 -0.134 -0.032 -5.400 96.400 -0.068 1.377 
-0.000 0.127 -0.000 -0.083 0.137 -0.144 -0.039 -4.600 97.200 -0.068 1.382 
-0.000 0.154 -0.000 -0.078 0.156 -0.161 -0.054 -3.600 98.000 -0.066 1.387 
-0.000 0.159 -0.000 -0.068 0.154 -0.164 -0.059 -2.000 97.600 -0.066 1.421 
-0.000 0.149 -0.000 -0.063 0.144 -0.154 -0.056 -0.400 97.000 -0.066 1.455 
-0.000 0.154 -0.000 -0.071 0.151 -0.151 -0.056 0.600 96.400 -0.063 1.490 
-0.000 0.122 -0.000 -0.056 0.120 -0.125 -0.044 1.600 95.600 -0.061 1.524 
-0.000 0.093 -0.000 -0.044 0.093 -0.088 -0.034 1.400 95.600 -0.061 1.587 
-0.000 0.071 -0.000 -0.037 0.073 -0.085 -0.024 1.200 95.400 -0.059 1.651 
-0.000 0.037 -0.000 -0.027 0.042 -0.066 -0.012 0.400 95.800 -0.059 1.714 
-0.000 -0.007 -0.000 -0.029 0.010 -0.042 0.012 -0.400 96.200 -0.056 1.778 
-0.000 -0.029 -0.000 -0.029 -0.007 -0.029 0.022 -1.000 95.200 -0.056 1.866 
-0.000 -0.046 -0.000 -0.020 -0.024 -0.034 0.027 -1.800 94.200 -0.054 1.954 
-0.000 -0.061 -0.000 -0.012 -0.039 -0.022 0.032 -2.200 90.600 -0.054 2.042 
-0.000 -0.066 -0.000 -0.017 -0.039 -0.017 0.037 -2.600 87.200 -0.051 2.129 
-0.000 -0.083 -0.000 -0.017 -0.054 -0.017 0.044 -2.600 83.600 -0.051 2.237 
-0.000 -0.081 -0.000 -0.012 -0.054 -0.020 0.042 -2.600 80.000 -0.051 2.344 
-0.000 -0.078 -0.000 -0.012 -0.051 -0.017 0.042 -2.200 79.400 -0.051 2.452 
-0.000 0.252 -0.000 -0.000 0.190 -0.205 -0.127 -1.600 78.800 -0.051 2.559 
-0.000 -0.122 -0.000 -0.054 -0.063 0.017 0.076 -0.800 81.000 -0.049 2.759 
-0.000 -0.073 -0.000 0.027 -0.068 -0.044 0.024 -0.200 83.200 -0.044 2.960 
-0.000 -0.269 -0.000 -0.015 -0.193 0.088 0.137 0.200 84.600 -0.042 3.160 
-0.000 -0.147 -0.000 -0.024 -0.098 0.015 0.078 0.800 86.200 -0.037 3.360 
-0.000 -0.120 -0.000 -0.034 -0.071 -0.007 0.068 0.800 85.600 -0.037 3.433 
-0.000 -0.107 -0.000 -0.056 -0.051 -0.017 0.071 1.000 85.000 -0.037 3.507 
-0.000 -0.132 -0.000 -0.073 -0.061 -0.024 0.088 0.600 84.000 -0.037 3.580 
-0.000 -0.159 -0.000 -0.085 -0.076 -0.015 0.105 0.200 82.800 -0.037 3.653 
-0.000 -0.173 -0.000 -0.103 -0.078 -0.005 0.120 -0.200 83.200 -0.034 3.702 
-0.000 -0.208 -0.000 -0.132 -0.088 0.017 0.147 -0.800 83.600 -0.034 3.751 
-0.000 -0.249 -0.000 -0.159 -0.107 -0.012 0.176 -1.200 84.800 -0.032 3.800 
-0.000 -0.276 -0.000 -0.176 -0.117 -0.095 0.195 -1.800 86.200 -0.029 3.849 
-0.000 -0.315 -0.000 -0.195 -0.137 -0.200 0.220 -2.000 86.400 -0.029 3.868 
-0.000 -0.291 -0.000 -0.225 -0.105 -0.376 0.217 -2.200 86.400 -0.029 3.888 
-0.000 -0.269 -0.000 -0.261 -0.071 -0.515 0.220 -2.400 84.800 -0.029 3.907 
-0.000 -0.271 -0.000 -0.244 -0.081 -0.654 0.215 -2.400 83.200 -0.029 3.927 
-0.000 -0.288 -0.000 -0.203 -0.115 -0.967 0.210 -2.400 80.800 -0.024 3.932 
-0.000 -0.295 -0.000 -0.181 -0.129 -1.209 0.205 -2.600 78.600 -0.022 3.937 
-0.000 -0.274 -0.000 -0.125 -0.142 -1.226 0.176 -2.600 77.200 -0.017 3.941 
-0.000 -0.227 -0.000 -0.078 -0.129 -1.072 0.137 -2.800 75.800 -0.015 3.946 
-0.000 -0.254 -0.000 -0.022 -0.178 -0.979 0.132 -3.000 75.600 -0.012 3.932 
-0.000 -0.217 -0.000 0.012 -0.168 -0.960 0.103 -3.200 75.400 -0.012 3.917 
-0.000 -0.222 -0.000 0.078 -0.205 -0.796 0.083 -3.400 75.600 -0.012 3.902 
-0.000 -0.188 -0.000 0.093 -0.186 -0.686 0.061 -3.600 75.800 -0.010 3.888 
-0.000 -0.147 -0.000 0.059 -0.139 -0.532 0.051 -3.800 75.200 -0.010 3.858 
-0.000 -0.151 -0.000 0.044 -0.134 -0.379 0.059 -3.800 74.600 -0.007 3.829 
-0.000 -0.134 -0.000 0.032 -0.115 -0.249 0.054 -3.800 73.000 -0.007 3.800 
-0.000 -0.112 -0.000 -0.000 -0.083 -0.166 0.054 -3.600 71.600 -0.002 3.770 
-0.000 -0.093 -0.000 -0.012 -0.063 -0.098 0.049 -3.200 70.800 -0.002 3.726 
-0.000 -0.059 -0.000 -0.015 -0.037 -0.068 0.032 -2.800 69.800 -0.000 3.683 
-0.000 -0.042 -0.000 -0.007 -0.027 -0.042 0.022 -2.400 71.000 -0.000 3.639 
-0.000 -0.037 -0.000 -0.010 -0.022 -0.029 0.020 -1.800 72.200 0.002 3.595 
-0.000 -0.032 -0.000 -0.000 -0.022 -0.022 0.015 -1.600 75.600 0.005 3.536 
-0.000 -0.029 -0.000 -0.000 -0.022 -0.012 0.012 -1.400 79.000 0.005 3.477 
-0.000 -0.027 -0.000 -0.000 -0.020 -0.002 0.012 -1.200 82.600 0.007 3.419 
-0.000 -0.039 -0.000 0.007 -0.032 0.002 0.015 -1.000 86.000 0.010 3.360 
-0.000 -0.034 -0.000 0.007 -0.029 0.002 0.012 -1.000 87.800 0.012 3.292 
-0.000 -0.024 -0.000 -0.002 -0.017 0.005 0.010 -1.000 89.600 0.012 3.223 
-0.000 -0.020 -0.000 -0.005 -0.012 0.012 0.010 -1.000 89.600 0.015 3.155 
-0.000 -0.022 -0.000 0.007 -0.020 0.015 0.007 -0.800 89.600 0.017 3.087 
-0.000 -0.012 -0.000 0.005 -0.010 0.010 0.002 -0.800 88.000 0.020 3.023 
-0.000 -0.017 -0.000 0.012 -0.017 0.005 0.002 -0.800 86.600 0.022 2.960 
-0.000 -0.010 -0.000 0.007 -0.010 0.015 -0.000 -0.800 83.800 0.024 2.896 
-0.000 0.005 -0.000 0.002 0.002 0.012 -0.005 -1.000 80.800 0.027 2.833 
-0.000 -0.007 -0.000 0.005 -0.007 0.005 -0.000 -1.400 77.000 0.029 2.774 
-0.000 0.005 -0.000 0.002 0.002 0.005 -0.005 -1.800 73.200 0.032 2.716 
-0.000 0.015 -0.000 0.002 0.010 0.002 -0.010 -2.000 69.600 0.034 2.657 
-0.000 0.005 -0.000 0.012 -0.002 0.007 -0.010 -2.400 66.000 0.037 2.598 
-0.000 -0.002 -0.000 0.015 -0.007 -0.002 -0.005 -2.600 64.200 0.037 2.559 
-0.000 0.020 -0.000 0.002 0.015 -0.005 -0.012 -2.800 62.400 0.037 2.520 
-0.000 0.022 -0.000 0.007 0.015 -0.000 -0.015 -2.800 63.000 0.039 2.481 
-0.000 0.010 -0.000 0.007 0.005 0.002 -0.010 -2.600 63.600 0.042 2.442 
-0.000 0.022 -0.000 0.007 0.015 -0.010 -0.015 -2.400 66.600 0.042 2.413 
-0.000 0.022 -0.000 -0.005 0.020 -0.022 -0.012 -2.000 69.600 0.044 2.383 
-0.000 0.042 -0.000 -0.000 0.032 -0.012 -0.022 -1.800 74.400 0.044 2.354 
-0.000 0.044 -0.000 -0.005 0.037 -0.012 -0.022 -1.400 79.400 0.046 2.325 
-0.000 0.029 -0.000 -0.000 0.022 -0.017 -0.017 -0.800 84.200 0.046 2.315 
-0.000 0.037 -0.000 -0.000 0.029 -0.020 -0.020 -0.000 89.200 0.046 2.305 
-0.000 0.059 -0.000 -0.005 0.046 -0.017 -0.029 1.000 92.800 0.046 2.295 
-0.000 0.054 -0.000 -0.005 0.044 -0.010 -0.027 2.200 96.200 0.046 2.286 
-0.000 0.056 -0.000 -0.007 0.046 -0.017 -0.027 3.400 99.000 0.046 2.286 
-0.000 0.068 -0.000 -0.005 0.054 -0.015 -0.034 4.400 101.600 0.046 2.286 
-0.000 0.076 -0.000 -0.010 0.063 -0.017 -0.037 4.600 104.200 0.046 2.286 
-0.000 0.068 -0.000 -0.010 0.056 -0.012 -0.034 4.600 106.600 0.046 2.286 
-0.000 0.076 -0.000 0.002 0.056 -0.017 -0.042 3.400 108.800 0.046 2.286 
-0.000 0.110 -0.000 -0.005 0.085 -0.017 -0.056 2.200 111.000 0.049 2.286 
-0.000 0.110 -0.000 -0.002 0.085 -0.017 -0.056 0.400 112.000 0.049 2.286 
-0.000 0.120 -0.000 -0.002 0.093 -0.010 -0.061 -1.400 113.200 0.051 2.286 
-0.000 0.120 -0.000 -0.002 0.093 -0.017 -0.061 -3.200 113.200 0.051 2.286 
-0.000 0.129 -0.000 -0.005 0.100 -0.022 -0.066 -5.000 113.200 0.051 2.286 
-0.000 0.132 -0.000 -0.000 0.100 -0.010 -0.068 -5.800 112.400 0.051 2.286 
-0.000 0.149 -0.000 -0.000 0.112 -0.007 -0.076 -6.800 111.400 0.051 2.286 
-0.000 0.159 -0.000 -0.005 0.122 -0.022 -0.081 -6.800 109.800 0.049 2.286 
-0.000 0.164 -0.000 -0.012 0.129 -0.007 -0.081 -6.800 108.200 0.046 2.286 
-0.000 0.190 -0.000 -0.010 0.149 -0.002 -0.095 -6.200 106.400 0.044 2.286 
-0.000 0.195 -0.000 -0.005 0.149 0.012 -0.098 -5.400 104.600 0.042 2.286 
-0.000 0.208 -0.000 -0.007 0.161 0.012 -0.103 -4.600 103.200 0.042 2.281 
-0.000 0.222 -0.000 -0.012 0.173 0.017 -0.110 -3.600 101.600 0.044 2.276 
-0.000 0.239 -0.000 -0.015 0.188 0.029 -0.117 -3.000 100.600 0.044 2.271 
-0.000 0.230 -0.000 -0.007 0.176 0.042 -0.115 -2.400 99.600 0.046 2.266 
-0.000 0.234 -0.000 -0.002 0.178 0.039 -0.120 -2.400 99.200 0.044 2.256 
-0.000 0.252 -0.000 -0.015 0.198 0.046 -0.122 -2.200 98.600 0.042 2.247 
-0.000 0.254 -0.000 -0.015 0.198 0.059 -0.125 -2.400 98.600 0.039 2.237 
-0.000 0.264 -0.000 -0.015 0.205 0.063 -0.129 -2.600 98.800 0.037 2.227 
-0.000 0.261 -0.000 -0.015 0.205 0.063 -0.127 -2.600 99.400 0.037 2.217 
-0.000 0.264 -0.000 -0.015 0.205 0.063 -0.129 -2.600 99.800 0.037 2.208 
-0.000 0.259 -0.000 -0.020 0.205 0.076 -0.125 -2.200 100.400 0.037 2.198 
-0.000 0.259 -0.000 -0.027 0.208 0.073 -0.122 -1.800 100.800 0.037 2.188 
-0.000 0.237 -0.000 -0.032 0.195 0.068 -0.110 -1.200 100.800 0.037 2.173 
-0.000 0.222 -0.000 -0.027 0.181 0.071 -0.105 -0.600 100.800 0.034 2.159 
-0.000 0.203 -0.000 -0.024 0.166 0.073 -0.095 -0.200 100.800 0.034 2.144 
-0.000 0.195 -0.000 -0.037 0.166 0.063 -0.088 -0.000 100.800 0.032 2.129 
-0.000 0.168 -0.000 -0.037 0.147 0.056 -0.073 -0.000 101.200 0.029 2.110 
-0.000 0.139 -0.000 -0.032 0.122 0.051 -0.061 -0.200 101.400 0.027 2.090 
-0.000 0.132 -0.000 -0.039 0.120 0.044 -0.056 -0.600 102.000 0.024 2.071 
-0.000 0.112 -0.000 -0.039 0.105 0.039 -0.046 -1.200 102.600 0.022 2.051 
-0.000 0.078 -0.000 -0.042 0.081 0.032 -0.027 -1.600 102.800 0.022 2.007 
-0.000 0.073 -0.000 -0.037 0.073 0.022 -0.027 -2.000 103.000 0.024 1.963 
-0.000 0.059 -0.000 -0.037 0.063 0.020 -0.020 -2.400 102.200 0.024 1.919 
-0.000 0.029 -0.000 -0.027 0.037 0.020 -0.007 -2.600 101.400 0.027 1.875 
-0.000 0.015 -0.000 -0.044 0.034 0.005 0.005 -2.800 100.000 0.027 1.851 
-0.000 -0.002 -0.000 -0.034 0.017 0.005 0.010 -3.000 98.800 0.024 1.827 
-0.000 0.002 -0.000 -0.032 0.020 0.002 0.007 -3.000 97.800 0.024 1.802 
-0.000 -0.005 -0.000 -0.034 0.015 -0.002 0.012 -3.200 96.800 0.022 1.778 
-0.000 -0.012 -0.000 -0.029 0.007 -0.005 0.015 -3.200 97.000 0.022 1.753 
-0.000 -0.015 -0.000 -0.034 0.007 -0.007 0.017 -3.200 97.200 0.024 1.729 
-0.000 -0.017 -0.000 -0.027 0.002 -0.007 0.015 -3.400 98.000 0.024 1.705 
-0.000 -0.046 -0.000 -0.020 -0.024 -0.005 0.027 -3.400 98.800 0.027 1.680 
-0.000 -0.034 -0.000 -0.027 -0.012 -0.007 0.024 -3.400 99.200 0.027 1.661 
-0.000 -0.032 -0.000 -0.029 -0.007 -0.007 0.024 -3.400 99.400 0.024 1.641 
-0.000 -0.044 -0.000 -0.029 -0.017 -0.007 0.029 -3.200 99.000 0.024 1.621 
-0.000 -0.046 -0.000 -0.029 -0.020 -0.010 0.032 -3.000 98.400 0.022 1.602 
-0.000 -0.046 -0.000 -0.024 -0.022 -0.010 0.029 -2.800 97.600 0.022 1.578 
-0.000 -0.046 -0.000 -0.027 -0.020 -0.015 0.029 -2.400 96.800 0.024 1.553 
-0.000 -0.042 -0.000 -0.027 -0.017 -0.010 0.027 -2.000 96.400 0.024 1.529 
-0.000 -0.049 -0.000 -0.022 -0.024 -0.005 0.029 -1.600 95.800 0.027 1.504 
-0.000 -0.059 -0.000 -0.022 -0.032 -0.010 0.034 -1.200 95.400 0.027 1.485 
-0.000 -0.051 -0.000 -0.020 -0.027 -0.002 0.029 -1.000 95.200 0.027 1.465 
-0.000 -0.054 -0.000 -0.020 -0.029 -0.002 0.032 -0.800 94.400 0.027 1.446 
-0.000 -0.051 -0.000 -0.032 -0.022 -0.005 0.034 -0.600 93.400 0.027 1.426 
-0.000 -0.056 -0.000 -0.022 -0.029 -0.000 0.034 -0.600 92.000 0.029 1.402 
-0.000 -0.061 -0.000 -0.020 -0.034 -0.002 0.034 -0.600 90.600 0.029 1.377 
-0.000 -0.059 -0.000 -0.022 -0.032 0.012 0.034 -0.600 89.400 0.029 1.353 
-0.000 -0.063 -0.000 -0.017 -0.039 0.005 0.034 -0.800 88.200 0.032 1.328 
-0.000 -0.066 -0.000 -0.012 -0.042 0.005 0.034 -0.800 88.000 0.032 1.304 
-0.000 -0.054 -0.000 -0.024 -0.027 0.012 0.032 -1.000 87.800 0.034 1.280 
-0.000 -0.037 -0.000 -0.029 -0.012 0.020 0.027 -1.000 88.200 0.034 1.255 
-0.000 -0.039 -0.000 -0.034 -0.012 0.039 0.029 -1.200 88.800 0.037 1.231 
-0.000 -0.015 -0.000 -0.037 0.007 0.059 0.017 -1.200 89.200 0.037 1.216 
-0.000 -0.002 -0.000 -0.046 0.022 0.083 0.015 -1.400 89.600 0.037 1.201 
-0.000 0.010 -0.000 -0.056 0.037 0.098 0.012 -1.600 89.000 0.037 1.187 
-0.000 0.017 -0.000 -0.056 0.042 0.093 0.007 -1.800 88.200 0.037 1.172 
-0.000 0.032 -0.000 -0.068 0.059 0.010 0.005 -2.000 86.400 0.037 1.172 
-0.000 0.059 -0.000 -0.078 0.083 -0.066 -0.005 -2.200 84.400 0.037 1.172 
-0.000 0.066 -0.000 -0.081 0.090 -0.093 -0.007 -2.400 82.000 0.039 1.172 
-0.000 0.068 -0.000 -0.085 0.095 -0.110 -0.007 -2.600 79.600 0.042 1.172 
-0.000 0.095 -0.000 -0.083 0.115 -0.129 -0.022 -2.600 77.600 0.042 1.201 
-0.000 0.093 -0.000 -0.085 0.112 -0.132 -0.020 -2.800 75.600 0.042 1.231 
-0.000 0.110 -0.000 -0.073 0.120 -0.147 -0.032 -3.000 74.400 0.042 1.260 
-0.000 0.134 -0.000 -0.076 0.139 -0.159 -0.044 -3.000 73.200 0.042 1.289 
-0.000 0.142 -0.000 -0.078 0.147 -0.178 -0.046 -3.000 72.600 0.044 1.348 
-0.000 0.147 -0.000 -0.066 0.144 -0.171 -0.054 -3.000 72.000 0.046 1.407 
-0.000 0.137 -0.000 -0.066 0.137 -0.161 -0.049 -2.800 72.000 0.049 1.465 
-0.000 0.129 -0.000 -0.061 0.129 -0.149 -0.046 -2.600 72.000 0.051 1.524 
-0.000 0.093 -0.000 -0.044 0.093 -0.112 -0.034 -2.400 72.800 0.051 1.617 
-0.000 0.063 -0.000 -0.032 0.063 -0.088 -0.024 -2.200 73.400 0.049 1.709 
-0.000 0.051 -0.000 -0.034 0.056 -0.085 -0.017 -1.800 74.800 0.049 1.802 
-0.000 0.020 -0.000 -0.039 0.034 -0.073 -0.000 -1.600 76.200 0.046 1.895 
-0.000 -0.032 -0.000 -0.029 -0.007 -0.049 0.024 -1.200 78.000 0.049 2.012 
-0.000 -0.059 -0.000 -0.024 -0.032 -0.039 0.034 -1.000 79.800 0.051 2.129 
-0.000 -0.063 -0.000 -0.017 -0.039 -0.037 0.034 -0.800 81.600 0.051 2.247 
-0.000 -0.076 -0.000 -0.012 -0.049 -0.032 0.039 -0.600 83.400 0.056 2.364 
-0.000 -0.083 -0.000 -0.007 -0.059 -0.034 0.042 -0.600 85.000 0.056 2.481 
-0.000 -0.088 -0.000 -0.010 -0.061 -0.029 0.044 -0.600 86.600 0.056 2.598 
-0.000 -0.088 -0.000 -0.010 -0.061 -0.027 0.044 -0.800 88.000 0.056 2.716 
-0.000 -0.088 -0.000 -0.010 -0.061 -0.032 0.044 -1.000 89.600 0.056 2.833 
-0.000 0.320 -0.000 0.007 0.237 -0.264 -0.164 -1.200 90.600 0.056 2.945 
-0.000 -0.083 -0.000 0.005 -0.063 -0.037 0.037 -1.400 91.800 0.056 3.057 
-0.000 -0.098 -0.000 0.015 -0.081 -0.037 0.042 -1.800 92.600 0.056 3.170 
-0.000 -0.283 -0.000 -0.012 -0.205 0.076 0.144 -2.000 93.400 0.056 3.282 
-0.000 -0.115 -0.000 -0.024 -0.073 -0.017 0.063 -2.200 93.800 0.056 3.370 
-0.000 -0.107 -0.000 -0.039 -0.061 -0.020 0.063 -2.400 94.200 0.059 3.458 
-0.000 -0.112 -0.000 -0.059 -0.054 -0.032 0.073 -2.400 94.000 0.059 3.546 
-0.000 -0.137 -0.000 -0.068 -0.068 -0.046 0.088 -2.400 94.000 0.061 3.634 
-0.000 -0.156 -0.000 -0.085 -0.073 -0.029 0.105 -2.400 93.400 0.061 3.697 
-0.000 -0.188 -0.000 -0.105 -0.088 -0.007 0.127 -2.400 92.600 0.059 3.761 
-0.000 -0.222 -0.000 -0.125 -0.103 0.005 0.151 -2.200 91.800 0.059 3.824 
-0.000 -0.249 -0.000 -0.164 -0.105 -0.085 0.176 -2.200 90.800 0.056 3.888 
-0.000 -0.261 -0.000 -0.186 -0.103 -0.176 0.190 -2.200 89.800 0.059 3.927 
-0.000 -0.276 -0.000 -0.210 -0.100 -0.342 0.205 -2.200 88.800 0.061 3.966 
-0.000 -0.264 -0.000 -0.234 -0.081 -0.493 0.208 -2.000 88.000 0.063 4.005 
-0.000 -0.266 -0.000 -0.237 -0.081 -0.625 0.210 -2.000 87.200 0.066 4.044 
-0.000 -0.286 -0.000 -0.222 -0.103 -0.855 0.215 -2.000 86.600 0.066 4.059 
-0.000 -0.261 -0.000 -0.198 -0.095 -1.175 0.195 -1.800 86.000 0.066 4.073 
-0.000 -0.283 -0.000 -0.147 -0.139 -1.299 0.188 -1.800 85.600 0.066 4.088 
-0.000 -0.220 -0.000 -0.112 -0.107 -1.231 0.144 -1.600 85.000 0.066 4.103 
-0.000 -0.205 -0.000 -0.071 -0.117 -1.070 0.125 -1.400 84.800 0.066 4.103 
-0.000 -0.208 -0.000 -0.015 -0.147 -1.038 0.107 -1.200 84.400 0.066 4.103 
-0.000 -0.176 -0.000 0.020 -0.142 -0.952 0.078 -1.200 84.400 0.066 4.103 
-0.000 -0.178 -0.000 0.088 -0.176 -0.801 0.059 -1.000 84.400 0.066 4.103 
-0.000 -0.168 -0.000 0.083 -0.166 -0.650 0.054 -1.000 84.400 0.068 4.083 
-0.000 -0.132 -0.000 0.054 -0.125 -0.484 0.046 -1.000 84.600 0.068 4.063 
-0.000 -0.117 -0.000 0.022 -0.098 -0.339 0.049 -1.000 84.600 0.071 4.044 
-0.000 -0.137 -0.000 0.022 -0.112 -0.225 0.059 -1.200 84.600 0.073 4.024 
-0.000 -0.088 -0.000 -0.012 -0.059 -0.144 0.046 -1.200 84.200 0.076 3.990 
-0.000 -0.056 -0.000 -0.029 -0.027 -0.088 0.037 -1.400 83.600 0.076 3.956 
-0.000 -0.042 -0.000 -0.015 -0.022 -0.051 0.024 -1.600 82.600 0.078 3.922 
-0.000 -0.032 -0.000 -0.017 -0.015 -0.034 0.020 -1.800 81.400 0.081 3.888 
-0.000 -0.032 -0.000 -0.015 -0.015 -0.024 0.020 -2.000 80.000 0.078 3.844 
-0.000 -0.032 -0.000 -0.002 -0.022 -0.012 0.015 -2.200 78.400 0.078 3.800 
-0.000 -0.039 -0.000 0.002 -0.029 -0.002 0.017 -2.400 76.800 0.076 3.756 
-0.000 -0.024 -0.000 -0.007 -0.015 -0.005 0.012 -2.400 75.200 0.073 3.712 
-0.000 -0.027 -0.000 -0.002 -0.017 -0.000 0.012 -2.600 73.800 0.076 3.585 
-0.000 -0.029 -0.000 -0.000 -0.022 0.002 0.012 -2.600 72.200 0.078 3.458 
-0.000 -0.017 -0.000 0.002 -0.012 0.005 0.005 -2.600 70.800 0.081 3.331 
-0.000 -0.015 -0.000 0.005 -0.012 0.002 0.002 -2.400 69.400 0.083 3.204 
-0.000 -0.022 -0.000 0.002 -0.017 -0.002 0.007 -2.400 68.200 0.083 3.145 
-0.000 -0.012 -0.000 -0.000 -0.007 0.002 0.005 -2.200 67.000 0.083 3.087 
-0.000 -0.010 -0.000 -0.010 -0.002 -0.000 0.005 -2.000 66.400 0.083 3.028 
-0.000 -0.010 -0.000 0.005 -0.010 0.005 -0.000 -1.800 65.800 0.083 2.969 
-0.000 -0.012 -0.000 0.005 -0.010 0.005 0.002 -1.800 66.000 0.083 2.916 
-0.000 -0.000 -0.000 -0.002 0.002 -0.007 -0.002 -1.800 66.200 0.083 2.862 
-0.000 -0.000 -0.000 -0.005 0.002 -0.000 -0.000 -1.800 67.200 0.083 2.808 
-0.000 -0.002 -0.000 0.002 -0.002 -0.002 -0.002 -2.000 68.400 0.083 2.755 
-0.000 -0.010 -0.000 -0.000 -0.007 -0.000 0.002 -2.200 69.800 0.083 2.720 
-0.000 -0.002 -0.000 -0.005 0.002 -0.002 -0.000 -2.400 71.400 0.083 2.686 
-0.000 -0.000 -0.000 -0.005 0.002 -0.000 -0.000 -2.400 73.000 0.083 2.652 
-0.000 0.015 -0.000 -0.012 0.017 -0.012 -0.005 -2.600 74.600 0.083 2.618 
-0.000 0.015 -0.000 -0.012 0.017 -0.007 -0.005 -2.400 76.400 0.085 2.598 
-0.000 0.017 -0.000 -0.012 0.020 -0.010 -0.007 -2.200 78.000 0.085 2.579 
-0.000 0.034 -0.000 -0.005 0.029 -0.012 -0.017 -2.000 79.600 0.085 2.559 
-0.000 0.024 -0.000 -0.010 0.024 -0.012 -0.012 -1.800 81.400 0.088 2.540 
-0.000 0.037 -0.000 -0.012 0.034 -0.012 -0.017 -1.600 83.200 0.088 2.530 
-0.000 0.042 -0.000 -0.015 0.039 -0.015 -0.017 -1.200 85.200 0.088 2.520 
-0.000 0.056 -0.000 -0.012 0.049 -0.015 -0.027 -1.000 87.000 0.088 2.510 
-0.000 0.051 -0.000 -0.007 0.044 -0.007 -0.024 -0.800 89.000 0.088 2.501 
-0.000 0.054 -0.000 -0.002 0.042 -0.012 -0.029 -0.800 91.000 0.088 2.501 
-0.000 0.068 -0.000 -0.012 0.059 -0.015 -0.032 -0.800 93.000 0.088 2.501 
-0.000 0.076 -0.000 -0.010 0.063 -0.017 -0.037 -1.000 95.000 0.088 2.501 
-0.000 0.078 -0.000 -0.010 0.063 -0.017 -0.039 -1.000 97.000 0.088 2.501 
