I II III aVR aVL aVF V1 AO SPO2
0.042 -0.127 -0.164 0.042 0.105 -0.147 0.010 92.400 1.993 
0.029 -0.154 -0.176 0.059 0.107 -0.168 0.029 92.000 2.042 
0.029 -0.171 -0.195 0.068 0.115 -0.186 0.039 91.400 2.090 
0.024 -0.200 -0.220 0.085 0.125 -0.212 0.051 91.000 2.139 
0.017 -0.254 -0.264 0.115 0.144 -0.261 0.071 90.400 2.188 
0.010 -0.278 -0.276 0.129 0.149 -0.283 0.083 90.000 2.247 
0.007 -0.269 -0.269 0.127 0.142 -0.271 0.083 89.400 2.305 
0.005 -0.249 -0.252 0.122 0.129 -0.252 0.073 89.000 2.364 
0.005 -0.244 -0.242 0.117 0.127 -0.247 0.068 88.600 2.422 
-0.005 -0.225 -0.217 0.115 0.107 -0.222 0.061 88.200 2.481 
0.010 -0.198 -0.200 0.090 0.110 -0.203 0.054 88.000 2.540 
0.005 -0.176 -0.176 0.083 0.093 -0.178 0.046 87.600 2.598 
0.005 -0.156 -0.151 0.071 0.083 -0.159 0.039 87.400 2.657 
0.015 -0.144 -0.147 0.059 0.088 -0.151 0.032 87.200 2.711 
-0.007 -0.154 -0.142 0.078 0.071 -0.149 0.037 86.800 2.764 
-0.007 -0.154 -0.139 0.078 0.071 -0.149 0.063 86.600 2.818 
0.007 -0.156 -0.159 0.073 0.085 -0.159 0.066 86.400 2.872 
0.063 -0.100 -0.151 0.012 0.115 -0.132 0.044 86.200 2.906 
0.059 -0.105 -0.159 0.022 0.112 -0.134 0.015 86.000 2.940 
0.059 -0.125 -0.176 0.029 0.122 -0.154 0.017 85.800 2.974 
0.046 -0.107 -0.142 0.024 0.100 -0.129 -0.022 85.600 3.009 
0.095 -0.012 -0.098 -0.046 0.103 -0.059 -0.134 85.400 3.028 
0.164 0.149 -0.012 -0.156 0.090 0.068 -0.313 85.200 3.048 
0.269 0.269 0.012 -0.274 0.134 0.134 -0.479 85.000 3.067 
0.366 0.357 -0.000 -0.366 0.188 0.173 -0.589 84.800 3.087 
0.427 0.347 -0.071 -0.391 0.254 0.134 -0.608 84.600 3.096 
0.408 0.354 -0.049 -0.383 0.232 0.151 -0.581 84.400 3.106 
0.447 0.313 -0.127 -0.383 0.291 0.090 -0.547 84.200 3.116 
0.396 0.166 -0.220 -0.286 0.313 -0.032 -0.418 83.800 3.126 
0.271 0.007 -0.249 -0.147 0.269 -0.127 -0.256 83.600 3.126 
0.181 -0.046 -0.220 -0.071 0.205 -0.137 -0.171 83.400 3.126 
0.107 -0.093 -0.193 -0.010 0.154 -0.147 -0.103 83.200 3.126 
0.054 -0.181 -0.230 0.061 0.144 -0.208 -0.022 83.000 3.126 
0.007 -0.244 -0.244 0.115 0.129 -0.247 0.042 82.800 3.116 
-0.034 -0.266 -0.230 0.149 0.100 -0.249 0.081 82.600 3.106 
-0.037 -0.254 -0.210 0.142 0.090 -0.234 0.081 82.400 3.096 
-0.032 -0.239 -0.203 0.134 0.088 -0.222 0.083 82.200 3.087 
-0.046 -0.254 -0.200 0.147 0.081 -0.230 0.076 82.000 3.077 
-0.034 -0.239 -0.198 0.134 0.085 -0.222 0.085 81.800 3.067 
-0.037 -0.247 -0.203 0.139 0.088 -0.227 0.081 81.600 3.057 
-0.027 -0.252 -0.217 0.137 0.100 -0.237 0.090 81.200 3.048 
-0.039 -0.293 -0.249 0.164 0.107 -0.274 0.095 81.000 3.028 
-0.037 -0.315 -0.274 0.173 0.122 -0.295 0.110 80.800 3.009 
-0.027 -0.308 -0.278 0.166 0.127 -0.293 0.110 80.600 2.989 
-0.024 -0.276 -0.249 0.149 0.115 -0.264 0.098 80.400 2.969 
-0.039 -0.281 -0.232 0.156 0.103 -0.261 0.100 80.200 2.945 
-0.049 -0.269 -0.222 0.161 0.085 -0.244 0.095 80.000 2.921 
-0.042 -0.252 -0.205 0.144 0.085 -0.230 0.088 79.800 2.896 
-0.034 -0.244 -0.203 0.137 0.088 -0.227 0.085 79.600 2.872 
-0.044 -0.252 -0.200 0.144 0.083 -0.230 0.083 79.400 2.842 
-0.039 -0.237 -0.205 0.142 0.081 -0.217 0.083 79.200 2.813 
-0.032 -0.234 -0.193 0.129 0.085 -0.217 0.071 79.000 2.784 
-0.032 -0.234 -0.200 0.132 0.085 -0.217 0.066 78.600 2.755 
-0.024 -0.239 -0.203 0.127 0.095 -0.227 0.068 78.600 2.706 
-0.029 -0.249 -0.212 0.137 0.095 -0.234 0.076 78.600 2.657 
-0.029 -0.271 -0.230 0.144 0.107 -0.256 0.088 78.800 2.608 
-0.024 -0.283 -0.249 0.149 0.117 -0.271 0.090 79.200 2.559 
-0.027 -0.305 -0.266 0.161 0.127 -0.291 0.095 80.000 2.545 
-0.032 -0.315 -0.276 0.171 0.127 -0.298 0.100 81.000 2.530 
-0.039 -0.320 -0.269 0.173 0.122 -0.300 0.093 82.400 2.515 
-0.027 -0.298 -0.259 0.156 0.122 -0.283 0.095 84.000 2.501 
-0.020 -0.261 -0.232 0.137 0.112 -0.252 0.095 86.000 2.496 
-0.032 -0.261 -0.227 0.147 0.100 -0.244 0.095 88.000 2.491 
-0.029 -0.261 -0.227 0.144 0.103 -0.247 0.098 90.400 2.486 
-0.034 -0.269 -0.227 0.149 0.100 -0.252 0.100 93.000 2.481 
-0.042 -0.266 -0.222 0.154 0.093 -0.244 0.100 95.200 2.476 
-0.037 -0.259 -0.215 0.144 0.093 -0.239 0.100 97.600 2.471 
-0.042 -0.276 -0.225 0.154 0.098 -0.254 0.110 99.400 2.466 
-0.042 -0.276 -0.232 0.159 0.098 -0.254 0.110 101.200 2.462 
-0.042 -0.274 -0.222 0.154 0.095 -0.252 0.110 102.600 2.457 
-0.044 -0.283 -0.232 0.161 0.098 -0.261 0.122 104.000 2.452 
-0.037 -0.281 -0.232 0.154 0.105 -0.261 0.125 105.600 2.447 
-0.051 -0.313 -0.254 0.178 0.105 -0.286 0.139 107.200 2.442 
-0.071 -0.337 -0.252 0.198 0.098 -0.300 0.147 109.000 2.432 
-0.076 -0.344 -0.259 0.205 0.098 -0.305 0.147 110.800 2.422 
-0.083 -0.354 -0.261 0.215 0.095 -0.313 0.161 112.400 2.413 
-0.081 -0.339 -0.252 0.208 0.090 -0.298 0.168 114.000 2.403 
-0.093 -0.352 -0.249 0.217 0.083 -0.305 0.176 115.200 2.398 
-0.098 -0.349 -0.249 0.222 0.078 -0.300 0.181 116.600 2.393 
-0.090 -0.352 -0.247 0.215 0.085 -0.305 0.186 117.800 2.388 
-0.112 -0.357 -0.232 0.230 0.066 -0.300 0.190 119.000 2.383 
-0.115 -0.359 -0.232 0.232 0.066 -0.300 0.195 120.000 2.374 
-0.110 -0.352 -0.225 0.222 0.066 -0.295 0.193 121.200 2.364 
-0.110 -0.352 -0.232 0.227 0.066 -0.295 0.190 122.200 2.354 
-0.117 -0.354 -0.217 0.227 0.061 -0.295 0.186 123.200 2.344 
-0.120 -0.344 -0.210 0.225 0.054 -0.283 0.186 124.200 2.335 
-0.117 -0.337 -0.210 0.222 0.051 -0.278 0.186 125.000 2.325 
-0.110 -0.347 -0.225 0.222 0.063 -0.291 0.186 125.800 2.315 
-0.100 -0.339 -0.225 0.212 0.071 -0.288 0.176 126.800 2.305 
-0.103 -0.339 -0.225 0.215 0.068 -0.288 0.166 127.600 2.295 
-0.100 -0.320 -0.208 0.205 0.061 -0.269 0.151 128.400 2.286 
-0.081 -0.291 -0.198 0.181 0.066 -0.249 0.144 129.000 2.276 
-0.068 -0.281 -0.193 0.166 0.073 -0.247 0.127 129.600 2.266 
-0.061 -0.281 -0.203 0.164 0.081 -0.249 0.115 130.200 2.261 
-0.037 -0.271 -0.212 0.144 0.100 -0.252 0.105 130.600 2.256 
-0.032 -0.256 -0.210 0.137 0.098 -0.239 0.095 131.000 2.252 
-0.020 -0.249 -0.212 0.127 0.105 -0.239 0.088 131.400 2.247 
-0.017 -0.259 -0.225 0.129 0.112 -0.249 0.085 131.400 2.237 
-0.012 -0.249 -0.220 0.122 0.112 -0.242 0.073 131.600 2.227 
0.005 -0.227 -0.215 0.103 0.120 -0.230 0.063 131.600 2.217 
0.022 -0.208 -0.212 0.085 0.127 -0.217 0.054 131.400 2.208 
0.015 -0.225 -0.220 0.095 0.127 -0.232 0.061 131.200 2.198 
0.017 -0.217 -0.220 0.093 0.127 -0.225 0.054 130.800 2.188 
0.024 -0.212 -0.217 0.085 0.132 -0.225 0.051 130.200 2.178 
0.029 -0.222 -0.230 0.085 0.142 -0.237 0.044 129.600 2.168 
0.022 -0.222 -0.225 0.090 0.134 -0.232 0.051 129.000 2.154 
0.020 -0.225 -0.227 0.095 0.132 -0.234 0.046 128.200 2.139 
0.015 -0.239 -0.232 0.103 0.134 -0.247 0.044 127.200 2.125 
0.037 -0.198 -0.225 0.076 0.137 -0.215 0.044 126.400 2.110 
0.032 -0.186 -0.205 0.071 0.125 -0.200 0.034 125.200 2.100 
0.027 -0.168 -0.176 0.061 0.112 -0.181 0.024 123.800 2.090 
0.027 -0.149 -0.164 0.056 0.103 -0.161 0.017 122.400 2.081 
0.029 -0.142 -0.156 0.049 0.100 -0.156 0.015 120.800 2.071 
0.034 -0.154 -0.173 0.054 0.112 -0.171 0.020 119.000 2.061 
0.039 -0.159 -0.181 0.051 0.120 -0.178 0.022 117.400 2.051 
0.037 -0.171 -0.193 0.061 0.122 -0.188 0.027 115.600 2.042 
0.032 -0.190 -0.203 0.071 0.127 -0.205 0.039 113.600 2.032 
0.032 -0.208 -0.217 0.078 0.137 -0.222 0.044 112.200 2.027 
0.034 -0.217 -0.237 0.085 0.144 -0.234 0.044 110.600 2.022 
0.042 -0.210 -0.237 0.078 0.147 -0.230 0.046 109.400 2.017 
0.032 -0.230 -0.247 0.093 0.147 -0.244 0.051 108.200 2.012 
0.034 -0.222 -0.239 0.085 0.147 -0.239 0.044 107.600 2.002 
0.022 -0.212 -0.220 0.088 0.129 -0.222 0.039 106.800 1.993 
0.032 -0.203 -0.220 0.078 0.134 -0.217 0.039 106.400 1.983 
0.032 -0.225 -0.239 0.088 0.144 -0.239 0.042 105.800 1.973 
0.032 -0.227 -0.244 0.090 0.147 -0.242 0.042 105.200 1.963 
0.051 -0.203 -0.242 0.071 0.154 -0.227 0.042 104.600 1.954 
0.044 -0.161 -0.188 0.051 0.125 -0.183 0.027 104.200 1.944 
0.046 -0.107 -0.132 0.020 0.100 -0.129 0.005 103.800 1.934 
0.054 -0.085 -0.122 0.007 0.098 -0.112 0.010 103.400 1.919 
0.054 -0.088 -0.122 0.007 0.098 -0.115 0.015 103.000 1.905 
0.059 -0.073 -0.117 -0.000 0.095 -0.103 0.010 102.600 1.890 
0.068 -0.061 -0.112 -0.012 0.100 -0.095 0.002 102.400 1.875 
0.066 -0.049 -0.105 -0.012 0.090 -0.081 -0.000 101.800 1.866 
0.078 -0.034 -0.095 -0.029 0.095 -0.073 -0.007 101.400 1.856 
0.103 -0.015 -0.090 -0.056 0.110 -0.066 -0.032 100.800 1.846 
0.112 -0.005 -0.103 -0.061 0.115 -0.061 -0.054 100.200 1.836 
0.105 -0.010 -0.100 -0.054 0.110 -0.061 -0.071 99.600 1.827 
0.122 -0.037 -0.142 -0.051 0.142 -0.098 -0.076 99.000 1.817 
0.112 -0.081 -0.176 -0.024 0.154 -0.137 -0.063 98.400 1.807 
0.103 -0.090 -0.171 -0.017 0.149 -0.142 -0.066 97.800 1.797 
0.112 -0.095 -0.193 -0.015 0.161 -0.151 -0.061 97.200 1.807 
0.098 -0.115 -0.200 0.002 0.156 -0.164 -0.051 96.600 1.817 
0.107 -0.100 -0.186 -0.015 0.159 -0.154 -0.044 96.000 1.827 
0.107 -0.107 -0.203 -0.005 0.161 -0.161 -0.027 95.400 1.836 
0.085 -0.137 -0.215 0.022 0.154 -0.178 -0.015 94.800 1.861 
0.090 -0.115 -0.190 0.005 0.149 -0.159 -0.007 94.200 1.885 
0.073 -0.112 -0.171 0.012 0.129 -0.149 -0.000 93.800 1.910 
0.044 -0.132 -0.159 0.037 0.110 -0.154 0.015 93.200 1.934 
0.049 -0.127 -0.168 0.037 0.112 -0.151 0.022 92.800 2.037 
0.046 -0.164 -0.198 0.054 0.129 -0.186 0.032 92.400 2.139 
0.037 -0.193 -0.222 0.076 0.134 -0.210 0.044 91.800 2.242 
0.024 -0.208 -0.217 0.085 0.129 -0.220 0.054 91.400 2.344 
0.012 -0.188 -0.183 0.081 0.107 -0.193 0.051 91.000 2.403 
0.010 -0.166 -0.164 0.073 0.093 -0.171 0.044 90.600 2.462 
0.007 -0.151 -0.144 0.066 0.083 -0.154 0.044 90.400 2.520 
0.005 -0.142 -0.132 0.061 0.076 -0.144 0.039 90.000 2.579 
0.007 -0.142 -0.134 0.061 0.078 -0.144 0.034 89.600 2.632 
0.012 -0.139 -0.142 0.059 0.083 -0.144 0.034 89.200 2.686 
0.020 -0.151 -0.151 0.056 0.095 -0.161 0.034 89.000 2.740 
0.012 -0.176 -0.173 0.076 0.100 -0.181 0.037 88.600 2.794 
0.017 -0.181 -0.186 0.076 0.107 -0.188 0.049 88.400 2.833 
-0.002 -0.212 -0.198 0.103 0.105 -0.210 0.073 88.200 2.872 
0.010 -0.230 -0.230 0.105 0.125 -0.234 0.083 88.000 2.911 
0.068 -0.164 -0.222 0.044 0.151 -0.198 0.068 87.800 2.950 
0.076 -0.147 -0.212 0.032 0.149 -0.183 0.029 87.600 2.969 
0.063 -0.164 -0.217 0.046 0.147 -0.195 0.029 87.400 2.989 
0.029 -0.134 -0.149 0.046 0.098 -0.149 -0.007 87.200 3.009 
0.081 -0.002 -0.076 -0.042 0.083 -0.042 -0.122 86.800 3.028 
0.164 0.183 0.034 -0.181 0.073 0.103 -0.298 86.600 3.043 
0.247 0.303 0.068 -0.281 0.095 0.181 -0.464 86.400 3.057 
0.347 0.413 0.081 -0.386 0.142 0.239 -0.598 86.200 3.072 
0.430 0.440 0.022 -0.440 0.210 0.225 -0.640 86.000 3.087 
0.422 0.432 0.024 -0.435 0.208 0.222 -0.620 85.800 3.092 
0.449 0.413 -0.032 -0.432 0.244 0.188 -0.586 85.600 3.096 
0.435 0.276 -0.149 -0.359 0.298 0.059 -0.471 85.400 3.101 
0.288 0.100 -0.176 -0.200 0.239 -0.044 -0.305 85.200 3.106 
0.212 0.042 -0.159 -0.132 0.193 -0.063 -0.203 85.000 3.106 
0.142 -0.015 -0.142 -0.071 0.149 -0.085 -0.129 84.800 3.106 
0.083 -0.110 -0.178 0.007 0.139 -0.151 -0.049 84.600 3.106 
0.024 -0.198 -0.208 0.081 0.125 -0.210 0.027 84.400 3.106 
-0.024 -0.244 -0.208 0.129 0.098 -0.232 0.078 84.200 3.101 
-0.024 -0.237 -0.198 0.125 0.095 -0.225 0.083 84.000 3.096 
-0.029 -0.239 -0.203 0.132 0.090 -0.225 0.090 83.800 3.092 
-0.029 -0.247 -0.205 0.132 0.095 -0.232 0.098 83.600 3.087 
-0.034 -0.247 -0.205 0.137 0.090 -0.230 0.095 83.400 3.072 
-0.034 -0.242 -0.193 0.132 0.088 -0.225 0.093 83.200 3.057 
-0.027 -0.237 -0.195 0.125 0.093 -0.222 0.095 83.000 3.043 
-0.034 -0.237 -0.195 0.132 0.085 -0.220 0.090 82.600 3.028 
-0.039 -0.225 -0.183 0.132 0.073 -0.205 0.085 82.400 3.009 
-0.029 -0.220 -0.181 0.120 0.081 -0.205 0.085 82.200 2.989 
-0.032 -0.230 -0.190 0.127 0.083 -0.212 0.088 82.000 2.969 
-0.032 -0.239 -0.198 0.132 0.088 -0.222 0.090 81.800 2.950 
-0.046 -0.259 -0.208 0.151 0.083 -0.234 0.093 81.600 2.926 
-0.037 -0.249 -0.210 0.142 0.088 -0.230 0.095 81.400 2.901 
-0.037 -0.247 -0.205 0.139 0.088 -0.227 0.085 81.200 2.877 
-0.034 -0.242 -0.198 0.134 0.088 -0.225 0.090 81.000 2.852 
-0.039 -0.230 -0.186 0.132 0.076 -0.210 0.083 80.800 2.818 
-0.039 -0.230 -0.178 0.129 0.076 -0.210 0.081 80.600 2.784 
-0.034 -0.225 -0.171 0.120 0.078 -0.208 0.073 80.400 2.750 
-0.032 -0.217 -0.176 0.120 0.078 -0.200 0.073 80.200 2.716 
-0.037 -0.217 -0.168 0.122 0.073 -0.198 0.078 80.400 2.691 
-0.039 -0.217 -0.166 0.122 0.071 -0.198 0.073 80.400 2.667 
-0.029 -0.212 -0.171 0.115 0.078 -0.198 0.078 81.000 2.642 
-0.032 -0.215 -0.171 0.117 0.076 -0.198 0.085 81.600 2.618 
-0.029 -0.225 -0.176 0.117 0.083 -0.210 0.083 82.600 2.593 
-0.039 -0.227 -0.176 0.127 0.076 -0.208 0.081 83.800 2.569 
-0.032 -0.220 -0.173 0.120 0.078 -0.203 0.083 85.600 2.545 
-0.049 -0.237 -0.176 0.137 0.071 -0.212 0.085 87.400 2.520 
-0.049 -0.247 -0.186 0.142 0.076 -0.222 0.090 89.600 2.505 
-0.044 -0.242 -0.183 0.137 0.078 -0.220 0.095 92.000 2.491 
-0.034 -0.230 -0.181 0.125 0.081 -0.212 0.098 94.400 2.476 
-0.044 -0.239 -0.181 0.134 0.076 -0.217 0.103 96.800 2.462 
-0.054 -0.239 -0.178 0.144 0.066 -0.212 0.107 99.000 2.452 
-0.054 -0.239 -0.176 0.142 0.066 -0.212 0.107 101.200 2.442 
-0.051 -0.237 -0.168 0.137 0.068 -0.210 0.110 102.600 2.432 
-0.071 -0.254 -0.178 0.161 0.056 -0.217 0.110 104.200 2.422 
-0.068 -0.261 -0.181 0.159 0.063 -0.227 0.122 105.800 2.413 
-0.061 -0.259 -0.186 0.154 0.068 -0.227 0.125 107.200 2.403 
-0.066 -0.264 -0.186 0.159 0.066 -0.230 0.129 108.800 2.393 
-0.078 -0.274 -0.186 0.171 0.059 -0.234 0.142 110.600 2.383 
-0.085 -0.291 -0.198 0.186 0.061 -0.247 0.154 112.400 2.379 
-0.085 -0.293 -0.195 0.183 0.061 -0.249 0.161 114.000 2.374 
-0.083 -0.283 -0.183 0.176 0.059 -0.242 0.154 115.400 2.369 
-0.098 -0.286 -0.176 0.186 0.046 -0.237 0.161 117.000 2.364 
-0.107 -0.303 -0.178 0.198 0.044 -0.249 0.173 118.000 2.354 
-0.107 -0.305 -0.178 0.198 0.046 -0.252 0.173 119.200 2.344 
-0.115 -0.315 -0.186 0.208 0.044 -0.256 0.190 120.400 2.335 
-0.107 -0.313 -0.190 0.203 0.049 -0.259 0.190 121.400 2.325 
-0.129 -0.317 -0.166 0.212 0.029 -0.252 0.195 122.400 2.320 
-0.127 -0.317 -0.176 0.215 0.032 -0.254 0.195 123.400 2.315 
-0.132 -0.322 -0.173 0.220 0.029 -0.256 0.198 124.200 2.310 
-0.132 -0.303 -0.154 0.210 0.020 -0.237 0.198 125.200 2.305 
-0.132 -0.291 -0.144 0.205 0.015 -0.225 0.186 126.200 2.295 
-0.122 -0.264 -0.122 0.183 0.010 -0.203 0.168 127.000 2.286 
-0.110 -0.249 -0.120 0.171 0.015 -0.193 0.168 127.800 2.276 
-0.112 -0.234 -0.105 0.166 0.005 -0.178 0.151 128.600 2.266 
-0.105 -0.242 -0.120 0.166 0.017 -0.188 0.149 129.400 2.256 
-0.098 -0.244 -0.127 0.161 0.024 -0.195 0.139 130.000 2.247 
-0.071 -0.232 -0.142 0.142 0.046 -0.195 0.134 130.600 2.237 
-0.066 -0.232 -0.147 0.139 0.051 -0.198 0.125 131.200 2.227 
-0.054 -0.234 -0.161 0.134 0.063 -0.208 0.115 131.600 2.222 
-0.049 -0.225 -0.151 0.125 0.063 -0.200 0.100 132.000 2.217 
-0.039 -0.203 -0.142 0.110 0.063 -0.183 0.088 132.200 2.212 
-0.029 -0.183 -0.134 0.098 0.063 -0.168 0.073 132.400 2.208 
-0.027 -0.176 -0.127 0.090 0.061 -0.161 0.066 132.400 2.188 
-0.007 -0.161 -0.137 0.076 0.073 -0.156 0.061 132.400 2.168 
0.005 -0.161 -0.144 0.068 0.085 -0.164 0.059 132.400 2.149 
-0.000 -0.171 -0.151 0.076 0.085 -0.171 0.054 132.200 2.129 
-0.000 -0.173 -0.156 0.078 0.088 -0.173 0.054 131.800 2.115 
0.007 -0.168 -0.156 0.071 0.093 -0.171 0.051 131.200 2.100 
0.010 -0.164 -0.154 0.068 0.093 -0.168 0.046 130.600 2.085 
0.005 -0.183 -0.166 0.078 0.098 -0.186 0.044 129.800 2.071 
0.007 -0.183 -0.171 0.078 0.100 -0.186 0.049 129.000 2.061 
0.007 -0.178 -0.168 0.078 0.098 -0.181 0.046 128.000 2.051 
0.010 -0.171 -0.164 0.073 0.095 -0.176 0.037 126.800 2.042 
0.015 -0.159 -0.154 0.063 0.095 -0.166 0.039 125.600 2.032 
0.015 -0.168 -0.166 0.068 0.100 -0.176 0.034 124.200 2.027 
0.012 -0.159 -0.159 0.068 0.093 -0.164 0.037 122.600 2.022 
0.020 -0.149 -0.147 0.054 0.095 -0.159 0.032 121.000 2.017 
0.017 -0.147 -0.147 0.056 0.090 -0.154 0.027 119.200 2.012 
0.012 -0.154 -0.144 0.061 0.090 -0.159 0.034 117.400 2.002 
0.022 -0.154 -0.149 0.054 0.100 -0.164 0.037 115.600 1.993 
0.015 -0.164 -0.164 0.068 0.098 -0.171 0.039 114.000 1.983 
0.010 -0.168 -0.159 0.071 0.095 -0.173 0.027 112.400 1.973 
0.012 -0.147 -0.149 0.063 0.085 -0.151 0.037 111.200 1.968 
0.017 -0.142 -0.142 0.054 0.088 -0.149 0.037 109.800 1.963 
0.022 -0.137 -0.142 0.049 0.090 -0.147 0.034 109.000 1.958 
0.037 -0.117 -0.129 0.029 0.095 -0.134 0.034 108.000 1.954 
0.022 -0.125 -0.125 0.042 0.085 -0.134 0.024 107.200 1.944 
0.017 -0.134 -0.132 0.049 0.085 -0.142 0.027 106.600 1.934 
0.020 -0.134 -0.137 0.049 0.088 -0.144 0.027 105.800 1.924 
0.022 -0.134 -0.134 0.046 0.090 -0.144 0.029 105.200 1.915 
0.027 -0.120 -0.120 0.034 0.088 -0.132 0.027 104.600 1.900 
0.029 -0.112 -0.112 0.027 0.085 -0.127 0.017 104.000 1.885 
0.029 -0.090 -0.093 0.017 0.076 -0.105 0.012 103.600 1.871 
0.034 -0.076 -0.083 0.007 0.073 -0.093 0.017 103.000 1.856 
0.034 -0.059 -0.068 -0.000 0.063 -0.076 0.010 102.800 1.846 
0.032 -0.049 -0.063 -0.000 0.056 -0.063 0.012 102.400 1.836 
0.029 -0.061 -0.059 -0.000 0.061 -0.076 -0.000 102.000 1.827 
0.049 -0.039 -0.061 -0.017 0.068 -0.063 -0.000 101.400 1.817 
0.054 -0.024 -0.056 -0.024 0.066 -0.051 -0.007 101.000 1.807 
0.073 0.002 -0.051 -0.046 0.073 -0.034 -0.022 100.600 1.797 
0.085 0.027 -0.034 -0.068 0.073 -0.015 -0.049 100.000 1.788 
0.083 0.042 -0.024 -0.071 0.063 -0.000 -0.078 99.400 1.778 
0.090 0.042 -0.027 -0.076 0.071 -0.002 -0.090 98.800 1.788 
0.088 0.022 -0.039 -0.068 0.078 -0.022 -0.093 98.200 1.797 
0.085 0.012 -0.051 -0.059 0.081 -0.029 -0.090 97.600 1.807 
0.098 0.034 -0.039 -0.078 0.081 -0.015 -0.095 97.000 1.817 
0.093 0.032 -0.039 -0.073 0.078 -0.015 -0.085 96.400 1.841 
0.081 0.024 -0.034 -0.063 0.068 -0.015 -0.081 95.600 1.866 
0.083 0.027 -0.032 -0.066 0.071 -0.015 -0.071 95.000 1.890 
0.081 0.017 -0.042 -0.059 0.073 -0.022 -0.054 94.400 1.915 
0.068 0.002 -0.046 -0.044 0.068 -0.032 -0.046 94.000 1.958 
0.039 -0.007 -0.020 -0.029 0.044 -0.027 -0.032 93.400 2.002 
0.017 -0.032 -0.024 -0.005 0.034 -0.039 -0.012 93.000 2.046 
0.015 -0.044 -0.037 0.005 0.037 -0.051 0.002 92.400 2.090 
0.015 -0.054 -0.037 0.005 0.042 -0.061 0.002 92.000 2.144 
0.005 -0.068 -0.049 0.020 0.039 -0.071 0.015 91.400 2.198 
0.007 -0.090 -0.066 0.027 0.054 -0.093 0.027 91.000 2.252 
-0.000 -0.098 -0.071 0.037 0.049 -0.098 0.029 90.600 2.305 
-0.007 -0.112 -0.071 0.044 0.049 -0.107 0.027 90.000 2.364 
-0.007 -0.110 -0.073 0.044 0.049 -0.105 0.027 89.600 2.422 
-0.007 -0.107 -0.073 0.044 0.046 -0.103 0.024 89.200 2.481 
-0.005 -0.107 -0.073 0.042 0.049 -0.105 0.024 88.800 2.540 
-0.007 -0.103 -0.066 0.042 0.044 -0.098 0.020 88.600 2.593 
0.005 -0.095 -0.068 0.029 0.054 -0.098 0.020 88.200 2.647 
0.002 -0.105 -0.078 0.037 0.056 -0.105 0.022 87.800 2.701 
