I II III aVR aVL aVF V1 AO SPO2
-0.015 -0.144 -0.115 0.073 0.059 -0.137 0.005 80.000 2.764 
-0.015 -0.168 -0.139 0.085 0.071 -0.161 0.012 80.000 2.735 
-0.020 -0.186 -0.159 0.100 0.073 -0.176 0.022 80.000 2.706 
-0.010 -0.183 -0.164 0.093 0.083 -0.178 0.024 80.200 2.676 
-0.020 -0.205 -0.173 0.107 0.083 -0.195 0.032 80.800 2.647 
-0.017 -0.210 -0.181 0.107 0.088 -0.200 0.034 81.200 2.618 
-0.007 -0.210 -0.198 0.107 0.098 -0.205 0.039 82.400 2.589 
-0.012 -0.225 -0.205 0.115 0.100 -0.217 0.039 83.600 2.559 
-0.007 -0.237 -0.220 0.117 0.112 -0.232 0.042 85.200 2.545 
-0.000 -0.242 -0.227 0.115 0.122 -0.242 0.049 87.000 2.530 
-0.002 -0.242 -0.234 0.120 0.120 -0.239 0.046 89.200 2.515 
0.005 -0.249 -0.242 0.117 0.129 -0.252 0.054 91.400 2.501 
-0.005 -0.274 -0.261 0.137 0.132 -0.271 0.056 93.800 2.486 
-0.010 -0.291 -0.266 0.144 0.137 -0.286 0.068 96.400 2.471 
-0.002 -0.300 -0.291 0.149 0.149 -0.298 0.068 98.600 2.457 
-0.007 -0.325 -0.310 0.164 0.156 -0.320 0.085 100.800 2.442 
-0.007 -0.357 -0.339 0.178 0.171 -0.352 0.093 102.400 2.432 
-0.012 -0.347 -0.315 0.171 0.161 -0.339 0.095 104.200 2.422 
-0.012 -0.315 -0.298 0.161 0.147 -0.308 0.095 105.800 2.413 
-0.020 -0.281 -0.249 0.144 0.122 -0.271 0.076 107.600 2.403 
-0.029 -0.274 -0.234 0.147 0.107 -0.259 0.073 109.200 2.398 
-0.022 -0.247 -0.217 0.132 0.103 -0.234 0.068 111.000 2.393 
-0.044 -0.254 -0.208 0.149 0.083 -0.232 0.088 112.800 2.388 
-0.051 -0.281 -0.217 0.161 0.090 -0.254 0.095 114.600 2.383 
-0.051 -0.271 -0.210 0.156 0.085 -0.244 0.105 116.000 2.374 
-0.054 -0.274 -0.208 0.159 0.083 -0.247 0.117 117.400 2.364 
-0.071 -0.283 -0.200 0.171 0.071 -0.247 0.120 118.600 2.354 
-0.081 -0.278 -0.183 0.173 0.059 -0.237 0.120 119.800 2.344 
-0.088 -0.266 -0.168 0.173 0.046 -0.222 0.115 121.000 2.339 
-0.093 -0.269 -0.164 0.176 0.042 -0.222 0.110 122.200 2.335 
-0.083 -0.264 -0.168 0.168 0.049 -0.222 0.125 123.200 2.330 
-0.105 -0.276 -0.156 0.183 0.034 -0.222 0.127 124.200 2.325 
-0.107 -0.286 -0.164 0.190 0.037 -0.232 0.129 125.200 2.315 
-0.110 -0.295 -0.168 0.195 0.039 -0.239 0.125 126.000 2.305 
-0.115 -0.295 -0.171 0.200 0.034 -0.237 0.125 127.000 2.295 
-0.095 -0.281 -0.168 0.181 0.046 -0.232 0.120 128.000 2.286 
-0.105 -0.278 -0.161 0.186 0.034 -0.225 0.105 128.800 2.276 
-0.090 -0.261 -0.156 0.168 0.042 -0.215 0.103 129.600 2.266 
-0.088 -0.249 -0.151 0.164 0.037 -0.205 0.100 130.400 2.256 
-0.068 -0.230 -0.149 0.144 0.046 -0.195 0.081 131.200 2.247 
-0.063 -0.239 -0.164 0.147 0.056 -0.208 0.078 131.800 2.242 
-0.059 -0.232 -0.156 0.137 0.059 -0.203 0.081 132.600 2.237 
-0.049 -0.220 -0.164 0.132 0.061 -0.195 0.063 133.000 2.232 
-0.032 -0.200 -0.151 0.107 0.068 -0.183 0.051 133.600 2.227 
-0.020 -0.178 -0.144 0.093 0.071 -0.168 0.039 133.800 2.217 
-0.012 -0.178 -0.142 0.083 0.078 -0.171 0.024 134.200 2.208 
-0.020 -0.166 -0.137 0.088 0.063 -0.156 0.022 134.200 2.198 
-0.007 -0.159 -0.137 0.076 0.073 -0.154 0.017 134.200 2.188 
0.007 -0.144 -0.134 0.061 0.081 -0.147 0.012 134.000 2.178 
-0.000 -0.137 -0.127 0.063 0.068 -0.137 0.007 133.800 2.168 
0.012 -0.132 -0.134 0.056 0.078 -0.137 0.002 133.600 2.159 
0.015 -0.129 -0.125 0.049 0.081 -0.137 -0.002 133.200 2.149 
0.024 -0.122 -0.134 0.044 0.085 -0.134 -0.005 132.600 2.139 
0.024 -0.115 -0.125 0.039 0.083 -0.127 -0.007 132.000 2.129 
0.024 -0.120 -0.125 0.039 0.085 -0.132 -0.012 131.200 2.120 
0.024 -0.117 -0.129 0.042 0.083 -0.129 -0.010 130.400 2.110 
0.027 -0.107 -0.120 0.034 0.081 -0.120 -0.020 129.400 2.100 
0.034 -0.112 -0.125 0.029 0.090 -0.129 -0.005 128.200 2.090 
0.020 -0.129 -0.134 0.049 0.085 -0.139 -0.024 127.000 2.081 
0.015 -0.120 -0.122 0.046 0.076 -0.127 -0.005 125.600 2.071 
0.015 -0.117 -0.115 0.044 0.073 -0.125 -0.005 124.200 2.061 
0.027 -0.107 -0.117 0.032 0.081 -0.120 -0.012 122.600 2.051 
0.017 -0.112 -0.115 0.042 0.073 -0.120 -0.007 120.800 2.042 
0.017 -0.129 -0.132 0.049 0.083 -0.137 -0.000 119.000 2.032 
0.015 -0.151 -0.151 0.061 0.090 -0.159 0.005 117.200 2.022 
0.010 -0.159 -0.151 0.066 0.090 -0.164 0.010 115.400 2.012 
0.034 -0.171 -0.193 0.063 0.120 -0.188 0.017 114.000 2.002 
0.010 -0.168 -0.164 0.073 0.095 -0.173 0.020 112.600 1.993 
0.017 -0.168 -0.171 0.068 0.103 -0.176 0.022 111.600 1.988 
0.012 -0.168 -0.164 0.071 0.098 -0.173 0.015 110.600 1.983 
0.007 -0.122 -0.115 0.051 0.068 -0.125 0.007 110.000 1.978 
0.007 -0.090 -0.090 0.039 0.054 -0.093 -0.005 109.200 1.973 
0.005 -0.085 -0.076 0.034 0.049 -0.088 -0.020 108.600 1.954 
0.010 -0.059 -0.059 0.020 0.039 -0.063 -0.015 108.000 1.934 
0.010 -0.034 -0.027 0.005 0.027 -0.039 -0.027 107.600 1.915 
0.015 -0.039 -0.032 0.002 0.034 -0.046 -0.032 107.000 1.895 
0.017 -0.044 -0.046 0.007 0.039 -0.051 -0.017 106.400 1.880 
0.015 -0.049 -0.046 0.010 0.039 -0.056 -0.010 106.000 1.866 
0.020 -0.034 -0.044 0.002 0.037 -0.044 -0.012 105.600 1.851 
0.017 -0.024 -0.027 -0.002 0.029 -0.032 -0.029 105.400 1.836 
0.027 -0.015 -0.020 -0.017 0.034 -0.027 -0.032 105.000 1.827 
0.037 -0.005 -0.032 -0.020 0.039 -0.022 -0.029 104.600 1.817 
0.042 0.002 -0.032 -0.024 0.042 -0.017 -0.032 104.200 1.807 
0.063 0.012 -0.046 -0.039 0.059 -0.020 -0.049 103.800 1.797 
0.068 0.005 -0.054 -0.042 0.066 -0.029 -0.066 103.200 1.792 
0.066 0.010 -0.044 -0.044 0.061 -0.022 -0.085 102.600 1.788 
0.071 0.002 -0.059 -0.042 0.071 -0.032 -0.095 102.000 1.783 
0.071 -0.015 -0.073 -0.034 0.078 -0.049 -0.093 101.400 1.778 
0.073 -0.024 -0.078 -0.034 0.085 -0.061 -0.090 100.800 1.792 
0.071 -0.027 -0.081 -0.029 0.085 -0.061 -0.085 100.000 1.807 
0.073 -0.029 -0.088 -0.029 0.088 -0.066 -0.076 99.400 1.822 
0.081 -0.024 -0.085 -0.037 0.093 -0.063 -0.071 98.800 1.836 
0.066 -0.034 -0.083 -0.024 0.083 -0.066 -0.056 98.200 1.871 
0.066 -0.044 -0.088 -0.022 0.088 -0.076 -0.046 97.600 1.905 
0.046 -0.051 -0.078 -0.007 0.073 -0.073 -0.039 97.000 1.939 
0.022 -0.068 -0.068 0.012 0.056 -0.078 -0.024 96.600 1.973 
-0.002 -0.093 -0.071 0.039 0.044 -0.090 -0.000 96.000 2.022 
-0.005 -0.103 -0.076 0.044 0.046 -0.100 0.007 95.400 2.071 
0.002 -0.107 -0.088 0.042 0.056 -0.107 0.020 95.000 2.120 
-0.002 -0.134 -0.105 0.056 0.066 -0.132 0.032 94.400 2.168 
-0.012 -0.166 -0.132 0.078 0.071 -0.159 0.049 94.200 2.227 
-0.017 -0.171 -0.132 0.083 0.068 -0.161 0.056 93.800 2.286 
-0.029 -0.181 -0.132 0.095 0.061 -0.166 0.054 93.400 2.344 
-0.029 -0.178 -0.132 0.095 0.061 -0.164 0.049 93.000 2.403 
-0.020 -0.164 -0.125 0.083 0.063 -0.154 0.054 92.600 2.462 
-0.020 -0.164 -0.120 0.081 0.063 -0.154 0.044 92.200 2.520 
-0.027 -0.171 -0.122 0.088 0.059 -0.156 0.049 91.800 2.579 
-0.020 -0.166 -0.125 0.083 0.063 -0.156 0.044 91.400 2.637 
-0.010 -0.164 -0.129 0.076 0.073 -0.159 0.044 91.000 2.681 
-0.020 -0.161 -0.120 0.081 0.061 -0.151 0.051 90.600 2.725 
-0.042 -0.178 -0.110 0.098 0.049 -0.156 0.063 90.200 2.769 
-0.015 -0.154 -0.112 0.071 0.063 -0.147 0.073 90.000 2.813 
0.039 -0.090 -0.100 0.012 0.085 -0.110 0.046 89.600 2.847 
0.049 -0.056 -0.078 -0.010 0.078 -0.081 0.012 89.200 2.882 
0.032 -0.078 -0.078 0.007 0.071 -0.093 0.017 89.000 2.916 
-0.002 -0.044 -0.012 0.010 0.020 -0.042 -0.015 88.600 2.950 
0.032 0.032 0.027 -0.044 0.017 0.017 -0.110 88.400 2.969 
0.117 0.208 0.115 -0.173 0.015 0.149 -0.286 88.200 2.989 
0.200 0.337 0.156 -0.278 0.032 0.237 -0.449 88.000 3.009 
0.320 0.442 0.147 -0.393 0.100 0.283 -0.574 87.800 3.028 
0.391 0.442 0.076 -0.427 0.171 0.247 -0.608 87.600 3.033 
0.379 0.442 0.083 -0.420 0.159 0.254 -0.593 87.400 3.038 
0.405 0.410 0.034 -0.422 0.200 0.208 -0.557 87.000 3.043 
0.398 0.283 -0.088 -0.354 0.256 0.085 -0.444 86.800 3.048 
0.261 0.107 -0.127 -0.198 0.208 -0.022 -0.269 86.400 3.053 
0.171 0.017 -0.127 -0.107 0.164 -0.068 -0.178 86.200 3.057 
0.095 -0.029 -0.098 -0.046 0.110 -0.076 -0.103 85.800 3.062 
0.042 -0.107 -0.125 0.022 0.095 -0.127 -0.037 85.600 3.067 
-0.012 -0.183 -0.139 0.083 0.081 -0.176 0.042 85.400 3.062 
-0.071 -0.222 -0.129 0.137 0.042 -0.186 0.090 85.200 3.057 
-0.061 -0.210 -0.120 0.122 0.044 -0.178 0.100 84.800 3.053 
-0.061 -0.205 -0.117 0.120 0.042 -0.173 0.093 84.600 3.048 
-0.073 -0.210 -0.115 0.132 0.032 -0.173 0.105 84.400 3.043 
-0.081 -0.215 -0.115 0.139 0.027 -0.173 0.103 84.200 3.038 
-0.073 -0.208 -0.107 0.127 0.032 -0.171 0.098 83.800 3.033 
-0.073 -0.203 -0.103 0.125 0.029 -0.166 0.098 83.400 3.028 
-0.061 -0.186 -0.098 0.110 0.032 -0.154 0.103 83.200 3.009 
-0.071 -0.200 -0.100 0.122 0.029 -0.164 0.100 82.800 2.989 
-0.078 -0.200 -0.095 0.127 0.022 -0.161 0.103 82.600 2.969 
-0.066 -0.190 -0.093 0.112 0.029 -0.156 0.105 82.400 2.950 
-0.066 -0.190 -0.100 0.117 0.029 -0.156 0.103 82.200 2.926 
-0.078 -0.193 -0.090 0.125 0.020 -0.154 0.103 81.800 2.901 
-0.073 -0.193 -0.093 0.120 0.024 -0.156 0.105 81.600 2.877 
-0.076 -0.198 -0.098 0.125 0.024 -0.159 0.100 81.200 2.852 
-0.071 -0.200 -0.103 0.122 0.029 -0.164 0.095 81.000 2.823 
-0.063 -0.190 -0.095 0.112 0.032 -0.159 0.107 80.600 2.794 
-0.066 -0.190 -0.103 0.117 0.029 -0.156 0.105 80.200 2.764 
-0.061 -0.188 -0.093 0.107 0.034 -0.156 0.103 80.000 2.735 
-0.068 -0.183 -0.085 0.112 0.024 -0.149 0.103 79.800 2.706 
-0.068 -0.173 -0.078 0.107 0.020 -0.139 0.103 79.600 2.676 
-0.061 -0.166 -0.073 0.098 0.022 -0.134 0.103 79.800 2.647 
-0.071 -0.173 -0.071 0.107 0.017 -0.137 0.098 80.000 2.618 
-0.071 -0.166 -0.063 0.103 0.012 -0.129 0.098 80.800 2.589 
-0.071 -0.164 -0.066 0.105 0.012 -0.127 0.098 81.400 2.559 
-0.076 -0.171 -0.063 0.107 0.010 -0.132 0.100 83.000 2.530 
-0.076 -0.168 -0.061 0.107 0.010 -0.129 0.098 84.400 2.501 
-0.071 -0.166 -0.068 0.105 0.012 -0.129 0.100 86.600 2.476 
-0.095 -0.181 -0.063 0.127 -0.005 -0.132 0.107 89.000 2.452 
-0.085 -0.183 -0.063 0.117 0.007 -0.139 0.105 91.600 2.427 
-0.085 -0.176 -0.061 0.117 0.002 -0.132 0.105 94.200 2.403 
-0.093 -0.188 -0.066 0.127 0.002 -0.142 0.112 96.600 2.383 
-0.085 -0.186 -0.071 0.122 0.007 -0.142 0.112 99.000 2.364 
-0.088 -0.183 -0.066 0.122 0.005 -0.139 0.117 100.600 2.344 
-0.088 -0.181 -0.066 0.122 0.002 -0.137 0.122 102.400 2.325 
-0.093 -0.173 -0.051 0.120 -0.005 -0.127 0.127 103.600 2.315 
-0.098 -0.178 -0.051 0.125 -0.007 -0.129 0.132 105.000 2.305 
-0.088 -0.190 -0.073 0.125 0.007 -0.147 0.139 106.400 2.295 
-0.107 -0.232 -0.095 0.156 0.010 -0.178 0.154 107.800 2.286 
-0.110 -0.276 -0.129 0.176 0.029 -0.220 0.171 109.400 2.266 
-0.107 -0.315 -0.176 0.195 0.051 -0.261 0.200 111.200 2.247 
-0.120 -0.376 -0.220 0.230 0.068 -0.315 0.220 112.600 2.227 
-0.129 -0.432 -0.271 0.266 0.088 -0.366 0.244 114.000 2.208 
-0.127 -0.481 -0.325 0.291 0.115 -0.418 0.271 115.200 2.198 
-0.142 -0.535 -0.361 0.322 0.127 -0.464 0.295 116.600 2.188 
-0.151 -0.576 -0.393 0.349 0.137 -0.501 0.310 117.800 2.178 
-0.159 -0.615 -0.420 0.369 0.149 -0.535 0.322 119.200 2.168 
-0.168 -0.642 -0.447 0.393 0.154 -0.557 0.337 120.200 2.159 
-0.171 -0.650 -0.442 0.393 0.154 -0.564 0.342 121.400 2.149 
-0.173 -0.659 -0.452 0.400 0.156 -0.571 0.344 122.400 2.139 
-0.178 -0.654 -0.447 0.403 0.149 -0.564 0.337 123.400 2.129 
-0.178 -0.647 -0.437 0.398 0.147 -0.557 0.332 124.400 2.120 
-0.176 -0.618 -0.413 0.383 0.134 -0.530 0.320 125.200 2.110 
-0.173 -0.571 -0.369 0.359 0.112 -0.484 0.303 126.000 2.100 
-0.168 -0.523 -0.325 0.332 0.093 -0.437 0.276 126.800 2.090 
-0.159 -0.476 -0.286 0.303 0.081 -0.396 0.247 127.600 2.081 
-0.151 -0.413 -0.227 0.266 0.056 -0.337 0.234 128.400 2.071 
-0.142 -0.379 -0.195 0.239 0.049 -0.308 0.200 129.000 2.061 
-0.112 -0.317 -0.168 0.198 0.046 -0.261 0.186 129.600 2.051 
-0.110 -0.288 -0.139 0.181 0.034 -0.232 0.164 130.000 2.046 
-0.090 -0.261 -0.129 0.156 0.042 -0.215 0.142 130.400 2.042 
-0.078 -0.222 -0.107 0.132 0.034 -0.183 0.127 130.400 2.037 
-0.073 -0.212 -0.103 0.125 0.034 -0.176 0.115 130.600 2.032 
-0.066 -0.195 -0.093 0.112 0.032 -0.161 0.098 130.800 2.022 
-0.054 -0.176 -0.083 0.095 0.034 -0.149 0.081 130.800 2.012 
-0.042 -0.156 -0.078 0.081 0.037 -0.134 0.076 130.800 2.002 
-0.034 -0.134 -0.066 0.068 0.034 -0.117 0.059 130.600 1.993 
-0.027 -0.127 -0.051 0.054 0.037 -0.112 0.059 130.200 1.983 
-0.029 -0.107 -0.034 0.046 0.024 -0.093 0.044 130.000 1.973 
-0.024 -0.081 -0.012 0.032 0.017 -0.068 0.024 129.400 1.963 
-0.007 -0.042 0.010 0.002 0.015 -0.037 0.022 128.600 1.954 
-0.012 -0.020 0.037 -0.005 -0.002 -0.012 0.015 127.800 1.939 
-0.017 -0.000 0.056 -0.010 -0.017 0.010 0.002 126.800 1.924 
-0.012 0.015 0.073 -0.024 -0.020 0.022 -0.005 125.800 1.910 
-0.012 0.010 0.068 -0.022 -0.017 0.017 -0.012 124.600 1.895 
-0.015 0.005 0.063 -0.017 -0.017 0.012 -0.007 123.200 1.885 
-0.007 0.017 0.071 -0.027 -0.015 0.022 -0.005 121.800 1.875 
-0.012 0.024 0.078 -0.027 -0.024 0.032 -0.007 120.200 1.866 
-0.012 0.020 0.083 -0.029 -0.022 0.027 -0.012 118.600 1.856 
-0.010 0.020 0.071 -0.024 -0.020 0.024 -0.012 117.000 1.846 
-0.010 0.002 0.056 -0.017 -0.010 0.007 -0.000 115.200 1.836 
-0.007 -0.005 0.051 -0.017 -0.005 -0.000 0.002 113.600 1.827 
-0.020 -0.017 0.049 -0.005 -0.010 -0.007 -0.002 111.800 1.817 
-0.010 -0.000 0.054 -0.017 -0.010 0.005 0.005 110.400 1.812 
-0.007 0.010 0.063 -0.024 -0.012 0.015 0.002 108.800 1.807 
-0.015 0.020 0.076 -0.022 -0.024 0.027 -0.002 107.800 1.802 
-0.010 0.020 0.076 -0.027 -0.020 0.024 -0.000 106.800 1.797 
-0.012 0.017 0.076 -0.024 -0.020 0.024 0.002 106.000 1.788 
-0.017 0.015 0.081 -0.022 -0.024 0.024 -0.000 105.200 1.778 
-0.020 0.020 0.093 -0.027 -0.029 0.029 -0.002 104.800 1.768 
-0.015 0.029 0.093 -0.032 -0.029 0.037 -0.000 104.200 1.758 
-0.007 0.044 0.105 -0.044 -0.029 0.049 0.002 103.600 1.748 
-0.010 0.059 0.120 -0.049 -0.039 0.063 -0.010 103.000 1.739 
0.007 0.073 0.112 -0.063 -0.029 0.071 -0.010 102.600 1.729 
0.012 0.078 0.122 -0.073 -0.027 0.073 -0.007 102.000 1.719 
0.015 0.093 0.122 -0.076 -0.032 0.085 -0.012 101.600 1.709 
0.020 0.107 0.134 -0.085 -0.034 0.098 -0.005 101.200 1.700 
0.022 0.107 0.139 -0.090 -0.032 0.098 -0.005 101.000 1.690 
0.027 0.112 0.134 -0.093 -0.029 0.100 -0.010 100.600 1.680 
0.029 0.127 0.144 -0.100 -0.034 0.112 -0.010 100.000 1.670 
0.039 0.139 0.149 -0.112 -0.029 0.120 -0.027 99.600 1.661 
0.056 0.171 0.166 -0.139 -0.029 0.144 -0.046 99.200 1.651 
0.076 0.198 0.171 -0.161 -0.022 0.161 -0.066 98.600 1.641 
0.088 0.212 0.178 -0.176 -0.017 0.168 -0.093 98.000 1.636 
0.090 0.215 0.178 -0.178 -0.017 0.171 -0.115 97.600 1.631 
0.083 0.200 0.171 -0.168 -0.017 0.159 -0.110 97.000 1.626 
0.088 0.215 0.171 -0.173 -0.020 0.171 -0.105 96.400 1.621 
0.088 0.215 0.176 -0.176 -0.020 0.171 -0.107 95.800 1.636 
0.081 0.205 0.176 -0.168 -0.022 0.166 -0.103 95.200 1.651 
0.088 0.215 0.176 -0.176 -0.020 0.171 -0.093 94.600 1.665 
0.081 0.225 0.188 -0.173 -0.032 0.186 -0.085 93.800 1.680 
0.059 0.193 0.183 -0.149 -0.037 0.164 -0.071 93.000 1.714 
0.056 0.195 0.181 -0.147 -0.042 0.168 -0.059 92.200 1.748 
0.027 0.161 0.176 -0.115 -0.054 0.149 -0.037 91.200 1.783 
0.015 0.142 0.173 -0.100 -0.056 0.134 -0.017 90.400 1.817 
0.007 0.122 0.161 -0.088 -0.054 0.120 -0.022 89.800 1.861 
0.010 0.105 0.147 -0.083 -0.042 0.100 -0.010 89.000 1.905 
0.007 0.095 0.134 -0.073 -0.039 0.093 0.007 88.800 1.949 
-0.007 0.063 0.117 -0.051 -0.039 0.068 0.024 88.600 1.993 
-0.010 0.068 0.125 -0.051 -0.044 0.073 0.027 88.400 2.046 
-0.017 0.063 0.129 -0.046 -0.049 0.073 0.027 88.200 2.100 
-0.017 0.071 0.134 -0.049 -0.051 0.081 0.020 88.000 2.154 
-0.015 0.071 0.132 -0.051 -0.049 0.078 0.007 87.600 2.208 
-0.007 0.098 0.147 -0.066 -0.056 0.103 0.007 87.200 2.266 
-0.022 0.105 0.168 -0.061 -0.073 0.117 -0.000 87.000 2.325 
-0.015 0.117 0.176 -0.073 -0.073 0.125 -0.012 86.600 2.383 
0.002 0.132 0.178 -0.090 -0.063 0.132 -0.007 86.400 2.442 
-0.015 0.122 0.181 -0.076 -0.076 0.129 -0.002 86.200 2.486 
-0.034 0.103 0.178 -0.054 -0.085 0.120 0.022 86.000 2.530 
-0.024 0.088 0.154 -0.051 -0.068 0.100 0.034 85.800 2.574 
-0.000 0.120 0.164 -0.081 -0.059 0.120 0.015 85.400 2.618 
0.042 0.166 0.171 -0.127 -0.042 0.147 -0.015 85.200 2.652 
0.046 0.154 0.149 -0.120 -0.029 0.132 -0.015 85.000 2.686 
0.020 0.178 0.205 -0.122 -0.068 0.168 -0.051 84.800 2.720 
0.061 0.254 0.234 -0.178 -0.066 0.225 -0.144 84.600 2.755 
0.156 0.444 0.335 -0.322 -0.066 0.366 -0.337 84.400 2.784 
0.256 0.593 0.383 -0.447 -0.039 0.466 -0.505 84.200 2.813 
0.357 0.689 0.383 -0.547 0.012 0.510 -0.635 84.000 2.842 
0.425 0.689 0.308 -0.579 0.081 0.476 -0.689 83.800 2.872 
0.410 0.672 0.300 -0.559 0.076 0.466 -0.650 83.600 2.877 
0.398 0.611 0.261 -0.527 0.093 0.413 -0.598 83.200 2.882 
0.403 0.505 0.147 -0.476 0.151 0.305 -0.501 83.000 2.886 
0.274 0.381 0.147 -0.347 0.083 0.244 -0.339 82.800 2.891 
0.168 0.300 0.176 -0.256 0.020 0.217 -0.244 82.600 2.886 
0.100 0.278 0.225 -0.212 -0.039 0.230 -0.181 82.200 2.882 
0.042 0.205 0.212 -0.147 -0.061 0.186 -0.107 82.000 2.877 
-0.000 0.139 0.181 -0.090 -0.068 0.139 -0.034 81.600 2.872 
-0.054 0.127 0.220 -0.056 -0.117 0.154 0.012 81.200 2.867 
-0.059 0.139 0.239 -0.061 -0.127 0.168 0.017 81.000 2.862 
-0.056 0.159 0.261 -0.073 -0.134 0.188 0.012 80.800 2.857 
-0.054 0.171 0.261 -0.076 -0.139 0.198 -0.002 80.400 2.852 
-0.068 0.181 0.293 -0.078 -0.159 0.215 0.007 80.200 2.833 
-0.061 0.198 0.303 -0.090 -0.159 0.230 -0.000 80.000 2.813 
-0.049 0.222 0.315 -0.107 -0.159 0.247 -0.000 79.800 2.794 
-0.049 0.217 0.305 -0.103 -0.156 0.242 -0.000 79.400 2.774 
-0.066 0.186 0.295 -0.081 -0.159 0.220 -0.002 79.200 2.750 
-0.059 0.188 0.293 -0.088 -0.151 0.217 0.002 79.000 2.725 
-0.066 0.164 0.274 -0.071 -0.147 0.198 0.010 78.600 2.701 
-0.063 0.161 0.266 -0.068 -0.144 0.193 0.010 78.400 2.676 
-0.066 0.159 0.266 -0.066 -0.144 0.193 0.005 78.000 2.647 
-0.049 0.166 0.261 -0.081 -0.132 0.190 0.015 77.800 2.618 
-0.051 0.156 0.252 -0.073 -0.129 0.183 0.015 77.600 2.589 
-0.034 0.176 0.256 -0.093 -0.122 0.193 0.007 77.200 2.559 
-0.051 0.178 0.274 -0.085 -0.139 0.205 0.017 77.000 2.525 
-0.044 0.181 0.276 -0.093 -0.134 0.203 0.007 76.800 2.491 
-0.046 0.203 0.295 -0.100 -0.147 0.227 -0.002 76.600 2.457 
-0.049 0.220 0.317 -0.110 -0.159 0.244 -0.002 76.400 2.422 
-0.051 0.234 0.327 -0.112 -0.168 0.261 -0.012 76.400 2.393 
-0.051 0.249 0.352 -0.125 -0.176 0.276 -0.012 76.200 2.364 
-0.049 0.261 0.352 -0.127 -0.178 0.286 -0.015 76.200 2.335 
-0.046 0.264 0.359 -0.132 -0.178 0.288 -0.017 76.000 2.305 
-0.044 0.266 0.352 -0.132 -0.176 0.288 -0.020 76.400 2.286 
-0.049 0.254 0.354 -0.127 -0.176 0.278 -0.017 76.600 2.266 
-0.044 0.259 0.347 -0.129 -0.173 0.281 -0.020 77.200 2.247 
-0.044 0.247 0.337 -0.125 -0.166 0.269 -0.007 77.800 2.227 
-0.054 0.234 0.330 -0.110 -0.171 0.261 -0.005 79.000 2.212 
-0.051 0.242 0.335 -0.115 -0.171 0.269 -0.002 80.200 2.198 
-0.054 0.225 0.325 -0.107 -0.166 0.252 0.005 81.800 2.183 
-0.066 0.205 0.320 -0.093 -0.168 0.239 0.002 83.600 2.168 
-0.073 0.205 0.322 -0.088 -0.176 0.242 0.015 85.600 2.159 
-0.056 0.203 0.300 -0.093 -0.156 0.232 0.020 87.800 2.149 
-0.063 0.178 0.288 -0.081 -0.151 0.210 0.024 90.000 2.139 
-0.068 0.166 0.283 -0.073 -0.151 0.200 0.032 92.200 2.129 
-0.085 0.151 0.281 -0.054 -0.161 0.195 0.039 94.000 2.120 
-0.083 0.149 0.274 -0.054 -0.156 0.190 0.042 96.000 2.110 
-0.088 0.147 0.283 -0.054 -0.161 0.190 0.051 97.800 2.100 
-0.073 0.154 0.278 -0.066 -0.149 0.190 0.042 99.400 2.090 
-0.090 0.156 0.293 -0.056 -0.168 0.203 0.046 101.000 2.090 
-0.105 0.132 0.286 -0.037 -0.171 0.186 0.071 102.600 2.090 
-0.103 0.120 0.271 -0.032 -0.161 0.171 0.078 104.000 2.090 
-0.115 0.103 0.266 -0.017 -0.166 0.161 0.090 105.400 2.090 
-0.120 0.083 0.252 -0.005 -0.161 0.144 0.095 106.600 2.085 
-0.134 0.071 0.256 0.007 -0.168 0.139 0.103 107.800 2.081 
-0.147 0.063 0.254 0.020 -0.178 0.137 0.110 108.800 2.076 
-0.149 0.049 0.247 0.027 -0.173 0.125 0.115 110.000 2.071 
-0.147 0.059 0.254 0.020 -0.176 0.132 0.115 110.800 2.071 
-0.147 0.071 0.256 0.020 -0.181 0.144 0.115 111.800 2.071 
-0.154 0.046 0.244 0.032 -0.176 0.125 0.117 112.600 2.071 
-0.129 0.054 0.232 0.015 -0.156 0.120 0.112 113.400 2.071 
-0.149 0.034 0.227 0.037 -0.166 0.110 0.122 114.000 2.071 
-0.147 0.027 0.225 0.034 -0.159 0.100 0.112 114.600 2.071 
-0.134 0.029 0.215 0.027 -0.149 0.098 0.110 115.200 2.071 
-0.139 0.020 0.210 0.034 -0.149 0.090 0.110 115.800 2.071 
-0.137 0.042 0.220 0.027 -0.156 0.110 0.100 116.200 2.076 
-0.127 0.051 0.222 0.017 -0.151 0.115 0.085 116.800 2.081 
-0.105 0.051 0.203 0.005 -0.129 0.105 0.071 117.200 2.085 
-0.081 0.063 0.193 -0.015 -0.112 0.105 0.071 117.600 2.090 
-0.073 0.063 0.183 -0.017 -0.105 0.100 0.061 118.000 2.100 
-0.066 0.078 0.193 -0.029 -0.105 0.112 0.044 118.400 2.110 
-0.037 0.081 0.173 -0.049 -0.076 0.100 0.046 118.600 2.120 
-0.042 0.081 0.178 -0.046 -0.081 0.103 0.034 118.800 2.129 
-0.044 0.085 0.173 -0.042 -0.085 0.107 0.017 118.800 2.134 
-0.027 0.098 0.173 -0.059 -0.076 0.112 0.020 118.800 2.139 
-0.020 0.095 0.166 -0.063 -0.066 0.105 0.015 118.600 2.144 
-0.007 0.098 0.154 -0.068 -0.056 0.103 0.012 118.400 2.149 
