I II III aVR aVL aVF V1 V2 AO SPO2 
0.288 -0.681 -0.969 0.198 0.630 -0.825 0.173 0.129 57.800 3.507 
0.305 -0.755 -1.062 0.227 0.684 -0.906 0.212 0.147 54.800 3.492 
0.313 -0.786 -1.096 0.237 0.706 -0.943 0.264 0.156 51.800 3.477 
0.305 -0.752 -1.055 0.222 0.681 -0.904 0.259 0.147 50.200 3.468 
0.242 -0.718 -0.957 0.237 0.601 -0.838 0.137 0.156 48.600 3.458 
0.178 -0.750 -0.928 0.286 0.554 -0.838 0.032 0.188 49.600 3.448 
0.122 -0.811 -0.928 0.342 0.527 -0.872 0.059 0.227 50.800 3.438 
0.134 -0.842 -0.974 0.354 0.557 -0.908 -0.049 0.234 53.600 3.424 
0.178 -0.821 -0.994 0.320 0.589 -0.908 -0.200 0.212 56.400 3.409 
0.171 -0.801 -0.974 0.317 0.571 -0.886 -0.308 0.208 59.600 3.394 
0.198 -0.759 -0.955 0.281 0.579 -0.857 -0.413 0.186 62.800 3.380 
0.256 -0.689 -0.943 0.215 0.601 -0.816 -0.491 0.142 66.200 3.370 
0.256 -0.598 -0.845 0.166 0.557 -0.725 -0.457 0.112 69.600 3.360 
0.225 -0.498 -0.718 0.134 0.474 -0.611 -0.388 0.088 72.000 3.350 
0.178 -0.398 -0.569 0.107 0.379 -0.486 -0.330 0.071 74.400 3.341 
0.142 -0.283 -0.430 0.073 0.283 -0.354 -0.274 0.044 74.400 3.331 
0.129 -0.225 -0.349 0.046 0.242 -0.288 -0.222 0.029 74.600 3.321 
0.110 -0.193 -0.303 0.042 0.208 -0.247 -0.200 0.024 72.800 3.311 
0.098 -0.193 -0.286 0.046 0.195 -0.242 -0.168 0.029 71.000 3.302 
0.073 -0.151 -0.230 0.042 0.149 -0.188 -0.120 0.024 69.200 3.292 
0.073 -0.125 -0.198 0.027 0.137 -0.161 -0.073 0.015 67.400 3.282 
0.063 -0.098 -0.161 0.017 0.112 -0.129 -0.051 0.010 66.200 3.272 
0.054 -0.078 -0.127 0.010 0.093 -0.105 -0.029 0.005 65.200 3.263 
0.049 -0.034 -0.085 -0.005 0.066 -0.059 -0.034 -0.007 64.400 3.253 
0.044 0.002 -0.037 -0.024 0.044 -0.020 -0.024 -0.017 63.800 3.243 
0.042 0.017 -0.032 -0.024 0.034 -0.002 -0.020 -0.022 62.800 3.233 
0.034 0.027 -0.002 -0.032 0.022 0.010 -0.012 -0.022 62.000 3.223 
0.010 0.051 0.046 -0.032 -0.015 0.046 0.002 -0.022 60.800 3.204 
-0.007 0.059 0.078 -0.032 -0.037 0.063 0.029 -0.020 59.600 3.184 
-0.022 0.056 0.081 -0.017 -0.049 0.068 0.044 -0.015 58.400 3.165 
-0.020 0.049 0.076 -0.017 -0.044 0.059 0.051 -0.012 57.200 3.145 
-0.024 0.051 0.078 -0.015 -0.049 0.063 0.049 -0.012 57.400 3.126 
-0.037 0.049 0.085 -0.005 -0.061 0.068 0.049 -0.007 57.600 3.106 
-0.039 0.056 0.093 -0.007 -0.066 0.076 0.051 -0.007 59.600 3.087 
-0.024 0.063 0.088 -0.020 -0.056 0.076 0.049 -0.015 61.800 3.067 
-0.042 0.049 0.090 -0.002 -0.066 0.071 0.046 -0.005 64.800 3.053 
-0.046 0.051 0.098 -0.002 -0.071 0.076 0.049 -0.005 68.000 3.038 
-0.032 0.068 0.103 -0.020 -0.066 0.085 0.037 -0.015 71.200 3.023 
-0.032 0.081 0.110 -0.022 -0.071 0.098 0.046 -0.020 74.400 3.009 
-0.032 0.088 0.117 -0.027 -0.076 0.105 0.051 -0.022 77.400 2.984 
-0.017 0.095 0.110 -0.037 -0.063 0.105 0.054 -0.029 80.200 2.960 
-0.015 0.100 0.107 -0.039 -0.063 0.107 0.051 -0.032 81.400 2.935 
-0.024 0.085 0.112 -0.032 -0.066 0.098 0.051 -0.022 82.600 2.911 
-0.034 0.088 0.122 -0.027 -0.078 0.105 0.051 -0.020 82.400 2.886 
-0.024 0.100 0.127 -0.039 -0.073 0.112 0.061 -0.027 82.000 2.862 
-0.029 0.105 0.134 -0.037 -0.081 0.120 0.056 -0.027 81.400 2.838 
-0.034 0.093 0.132 -0.032 -0.081 0.110 0.066 -0.022 80.800 2.813 
-0.037 0.095 0.132 -0.029 -0.083 0.115 0.068 -0.022 79.800 2.784 
-0.044 0.090 0.142 -0.027 -0.088 0.112 0.073 -0.017 78.800 2.755 
-0.059 0.098 0.151 -0.017 -0.107 0.127 0.073 -0.015 77.400 2.725 
-0.059 0.100 0.159 -0.020 -0.107 0.129 0.083 -0.017 75.800 2.696 
-0.059 0.112 0.166 -0.024 -0.115 0.142 0.093 -0.020 73.600 2.672 
-0.044 0.110 0.156 -0.034 -0.098 0.132 0.093 -0.024 71.400 2.647 
-0.066 0.100 0.164 -0.015 -0.115 0.134 0.107 -0.015 69.800 2.623 
-0.063 0.095 0.166 -0.020 -0.110 0.127 0.134 -0.012 68.200 2.598 
-0.068 0.115 0.183 -0.022 -0.125 0.149 0.147 -0.017 67.400 2.569 
-0.076 0.125 0.208 -0.027 -0.137 0.164 0.161 -0.020 66.800 2.540 
-0.090 0.125 0.222 -0.020 -0.151 0.171 0.178 -0.015 65.800 2.510 
-0.112 0.100 0.225 -0.000 -0.161 0.156 0.200 0.002 64.600 2.481 
-0.110 0.110 0.225 -0.002 -0.164 0.166 0.215 -0.002 63.200 2.452 
-0.103 0.117 0.225 -0.010 -0.161 0.168 0.230 -0.007 61.800 2.422 
-0.088 0.127 0.222 -0.022 -0.151 0.171 0.239 -0.015 64.600 2.393 
-0.098 0.122 0.230 -0.017 -0.159 0.171 0.259 -0.010 67.200 2.364 
-0.107 0.134 0.244 -0.015 -0.173 0.188 0.274 -0.012 75.800 2.339 
-0.115 0.139 0.264 -0.017 -0.183 0.198 0.293 -0.010 84.200 2.315 
-0.122 0.151 0.274 -0.015 -0.198 0.212 0.300 -0.012 91.600 2.291 
-0.127 0.132 0.259 -0.002 -0.193 0.195 0.305 -0.005 98.800 2.266 
-0.112 0.134 0.247 -0.010 -0.178 0.190 0.317 -0.010 100.200 2.237 
-0.112 0.120 0.242 -0.007 -0.171 0.176 0.322 -0.005 101.800 2.208 
-0.115 0.125 0.242 -0.005 -0.176 0.183 0.325 -0.005 101.200 2.178 
-0.115 0.110 0.230 -0.000 -0.168 0.168 0.325 -0.000 100.800 2.149 
-0.122 0.093 0.227 0.010 -0.168 0.154 0.313 0.007 102.200 2.120 
-0.149 0.056 0.212 0.044 -0.176 0.132 0.298 0.029 103.600 2.090 
-0.208 -0.015 0.198 0.110 -0.200 0.090 0.269 0.071 106.000 2.061 
-0.256 -0.100 0.168 0.173 -0.205 0.029 0.244 0.117 108.600 2.032 
-0.259 -0.137 0.122 0.198 -0.190 -0.007 0.227 0.129 108.600 2.002 
-0.239 -0.134 0.107 0.186 -0.171 -0.015 0.212 0.122 108.600 1.973 
-0.222 -0.139 0.090 0.178 -0.151 -0.027 0.188 0.117 106.800 1.944 
-0.203 -0.147 0.059 0.173 -0.129 -0.044 0.161 0.115 105.000 1.915 
-0.198 -0.166 0.034 0.181 -0.115 -0.066 0.139 0.120 105.200 1.885 
-0.183 -0.173 0.015 0.176 -0.095 -0.081 0.122 0.117 105.200 1.856 
-0.166 -0.173 -0.007 0.171 -0.078 -0.090 0.105 0.110 107.400 1.827 
-0.164 -0.188 -0.015 0.171 -0.068 -0.105 0.085 0.115 109.600 1.797 
-0.144 -0.190 -0.039 0.164 -0.049 -0.117 0.066 0.110 111.600 1.768 
-0.127 -0.195 -0.063 0.159 -0.029 -0.132 0.054 0.105 113.600 1.739 
-0.098 -0.176 -0.076 0.137 -0.010 -0.127 0.039 0.088 114.400 1.709 
-0.083 -0.181 -0.090 0.129 0.007 -0.139 0.037 0.085 115.200 1.680 
-0.068 -0.171 -0.098 0.117 0.017 -0.137 0.027 0.078 115.200 1.656 
-0.044 -0.164 -0.112 0.100 0.039 -0.142 0.024 0.066 115.400 1.631 
-0.046 -0.168 -0.117 0.105 0.039 -0.144 0.015 0.068 116.200 1.607 
-0.049 -0.183 -0.120 0.110 0.044 -0.159 0.017 0.076 117.000 1.582 
-0.061 -0.178 -0.107 0.115 0.029 -0.147 0.015 0.078 117.800 1.553 
-0.054 -0.159 -0.098 0.103 0.027 -0.132 0.007 0.068 118.800 1.524 
-0.027 -0.134 -0.098 0.076 0.042 -0.120 0.002 0.051 117.600 1.495 
-0.007 -0.125 -0.107 0.061 0.056 -0.120 0.002 0.042 116.400 1.465 
0.005 -0.120 -0.117 0.054 0.066 -0.122 -0.000 0.037 112.200 1.431 
0.007 -0.105 -0.110 0.049 0.061 -0.107 -0.002 0.029 108.200 1.397 
-0.005 -0.110 -0.098 0.054 0.051 -0.107 -0.000 0.037 101.800 1.363 
-0.005 -0.093 -0.081 0.046 0.042 -0.090 0.002 0.029 95.400 1.328 
-0.002 -0.071 -0.063 0.034 0.034 -0.068 -0.005 0.022 91.000 1.299 
0.012 -0.051 -0.061 0.020 0.039 -0.056 0.002 0.010 86.600 1.270 
0.015 -0.046 -0.054 0.012 0.039 -0.054 0.007 0.007 86.600 1.241 
0.015 -0.051 -0.066 0.020 0.042 -0.059 0.002 0.010 86.400 1.211 
0.010 -0.059 -0.063 0.022 0.039 -0.063 0.005 0.015 84.800 1.187 
0.005 -0.071 -0.066 0.029 0.042 -0.073 0.007 0.020 83.200 1.162 
0.029 -0.078 -0.093 0.017 0.068 -0.093 -0.002 0.015 79.400 1.138 
0.015 -0.088 -0.090 0.032 0.059 -0.095 -0.010 0.022 75.600 1.114 
0.012 -0.098 -0.103 0.039 0.061 -0.103 -0.022 0.027 74.200 1.104 
0.073 0.002 -0.054 -0.046 0.073 -0.034 -0.083 -0.027 72.600 1.094 
-0.005 -0.183 -0.168 0.090 0.088 -0.181 -0.002 0.061 72.000 1.084 
0.017 -0.142 -0.154 0.061 0.088 -0.149 -0.024 0.039 71.200 1.074 
0.037 -0.120 -0.154 0.042 0.098 -0.137 -0.054 0.024 70.400 1.089 
0.042 -0.117 -0.149 0.034 0.100 -0.137 -0.061 0.022 69.800 1.104 
0.034 -0.110 -0.142 0.037 0.090 -0.127 -0.068 0.022 71.200 1.118 
0.044 -0.112 -0.147 0.029 0.100 -0.134 -0.083 0.020 72.600 1.133 
0.044 -0.112 -0.147 0.029 0.100 -0.134 -0.100 0.020 75.400 1.167 
0.037 -0.115 -0.142 0.034 0.095 -0.132 -0.107 0.024 78.200 1.201 
0.017 -0.103 -0.120 0.044 0.068 -0.110 -0.103 0.027 79.800 1.236 
0.022 -0.095 -0.107 0.032 0.071 -0.105 -0.107 0.022 81.600 1.270 
0.010 -0.090 -0.088 0.034 0.056 -0.095 -0.090 0.024 81.800 1.333 
0.010 -0.073 -0.076 0.029 0.046 -0.078 -0.090 0.020 81.800 1.397 
0.020 -0.054 -0.066 0.015 0.046 -0.063 -0.103 0.010 81.600 1.460 
0.020 -0.029 -0.039 -0.000 0.034 -0.039 -0.112 -0.000 81.400 1.524 
0.015 -0.037 -0.042 0.007 0.034 -0.044 -0.115 0.005 81.200 1.685 
0.012 -0.039 -0.042 0.010 0.032 -0.044 -0.103 0.007 80.800 1.846 
0.020 -0.017 -0.029 -0.005 0.029 -0.027 -0.103 -0.002 80.000 2.007 
0.020 0.002 -0.010 -0.015 0.020 -0.007 -0.110 -0.010 79.000 2.168 
0.032 -0.010 -0.029 -0.017 0.037 -0.024 -0.117 -0.010 78.800 2.247 
0.044 -0.020 -0.059 -0.015 0.054 -0.042 -0.127 -0.010 78.600 2.325 
0.061 -0.017 -0.068 -0.027 0.071 -0.046 -0.134 -0.017 79.000 2.403 
0.059 -0.017 -0.066 -0.024 0.068 -0.046 -0.122 -0.017 79.400 2.481 
0.056 -0.017 -0.068 -0.022 0.066 -0.044 -0.122 -0.015 79.600 2.549 
0.059 -0.015 -0.063 -0.027 0.066 -0.044 -0.110 -0.017 79.800 2.618 
0.081 -0.015 -0.088 -0.037 0.088 -0.054 -0.093 -0.024 79.400 2.686 
0.071 -0.039 -0.105 -0.017 0.090 -0.073 -0.066 -0.012 79.200 2.755 
0.054 -0.049 -0.095 -0.005 0.078 -0.076 -0.054 -0.005 78.600 2.813 
0.044 -0.049 -0.088 -0.000 0.068 -0.071 -0.029 -0.000 78.200 2.872 
0.032 -0.061 -0.085 0.012 0.063 -0.076 -0.022 0.007 78.400 2.930 
0.002 -0.083 -0.073 0.034 0.044 -0.083 -0.012 0.024 78.400 2.989 
-0.010 -0.081 -0.066 0.044 0.032 -0.076 -0.007 0.027 78.800 3.038 
-0.007 -0.085 -0.061 0.039 0.037 -0.081 -0.002 0.029 79.000 3.087 
-0.017 -0.085 -0.059 0.046 0.027 -0.076 -0.002 0.032 79.000 3.136 
-0.027 -0.105 -0.063 0.059 0.027 -0.090 0.007 0.042 79.000 3.184 
-0.029 -0.125 -0.083 0.071 0.034 -0.110 0.015 0.049 79.200 3.228 
-0.034 -0.137 -0.088 0.078 0.034 -0.120 0.020 0.054 79.400 3.272 
-0.027 -0.147 -0.107 0.081 0.046 -0.132 0.017 0.056 79.200 3.316 
-0.027 -0.149 -0.112 0.083 0.049 -0.134 0.027 0.056 79.000 3.360 
-0.039 -0.154 -0.100 0.090 0.039 -0.134 0.024 0.061 78.800 3.399 
-0.042 -0.154 -0.098 0.090 0.037 -0.132 0.024 0.063 78.400 3.438 
-0.051 -0.156 -0.093 0.098 0.027 -0.129 0.022 0.066 78.200 3.477 
-0.049 -0.156 -0.085 0.093 0.029 -0.132 0.024 0.066 78.200 3.516 
-0.039 -0.151 -0.095 0.088 0.037 -0.132 0.029 0.061 78.000 3.546 
-0.054 -0.134 -0.059 0.083 0.015 -0.107 0.012 0.061 78.000 3.575 
-0.039 -0.122 -0.068 0.073 0.022 -0.103 0.002 0.051 77.600 3.604 
-0.049 -0.161 -0.095 0.098 0.032 -0.137 0.029 0.068 77.200 3.634 
-0.039 -0.159 -0.105 0.093 0.042 -0.139 0.020 0.063 76.800 3.653 
-0.049 -0.151 -0.088 0.093 0.027 -0.127 0.012 0.063 76.200 3.673 
-0.046 -0.161 -0.095 0.095 0.034 -0.137 -0.000 0.066 76.200 3.692 
-0.029 -0.188 -0.137 0.098 0.066 -0.173 0.010 0.071 76.000 3.712 
-0.015 -0.256 -0.227 0.129 0.115 -0.249 0.020 0.088 75.800 3.717 
-0.002 -0.374 -0.361 0.183 0.186 -0.371 0.056 0.122 75.800 3.722 
-0.017 -0.432 -0.400 0.217 0.200 -0.422 0.083 0.147 75.400 3.726 
-0.007 -0.452 -0.427 0.222 0.220 -0.447 0.093 0.151 75.000 3.731 
-0.002 -0.474 -0.454 0.230 0.234 -0.471 0.112 0.156 74.800 3.726 
0.024 -0.476 -0.484 0.217 0.264 -0.488 0.095 0.149 74.600 3.722 
0.024 -0.488 -0.498 0.225 0.269 -0.501 0.085 0.151 74.800 3.717 
0.059 -0.508 -0.547 0.215 0.313 -0.537 0.088 0.147 75.200 3.712 
0.105 -0.552 -0.637 0.215 0.381 -0.603 0.073 0.147 75.000 3.692 
0.132 -0.606 -0.720 0.230 0.435 -0.672 0.083 0.156 75.000 3.673 
0.173 -0.645 -0.791 0.222 0.496 -0.730 0.085 0.154 74.400 3.653 
0.195 -0.691 -0.860 0.234 0.542 -0.789 0.117 0.164 73.600 3.634 
0.190 -0.764 -0.935 0.278 0.574 -0.860 0.178 0.188 72.800 3.619 
0.217 -0.813 -1.009 0.288 0.625 -0.921 0.225 0.195 71.800 3.604 
0.215 -0.816 -1.006 0.288 0.623 -0.923 0.271 0.198 70.800 3.590 
0.176 -0.769 -0.918 0.283 0.562 -0.857 0.237 0.195 69.600 3.575 
0.142 -0.740 -0.855 0.286 0.513 -0.811 0.117 0.198 68.400 3.556 
0.059 -0.794 -0.835 0.359 0.457 -0.823 0.110 0.242 67.000 3.536 
0.061 -0.855 -0.896 0.388 0.488 -0.884 0.054 0.261 66.200 3.516 
0.068 -0.879 -0.928 0.396 0.508 -0.913 -0.044 0.269 65.400 3.497 
0.088 -0.874 -0.947 0.386 0.525 -0.918 -0.183 0.259 65.200 3.477 
0.105 -0.864 -0.947 0.369 0.537 -0.916 -0.274 0.252 65.200 3.458 
0.151 -0.808 -0.935 0.317 0.557 -0.884 -0.391 0.217 66.400 3.438 
0.178 -0.735 -0.884 0.264 0.547 -0.823 -0.415 0.183 67.600 3.419 
0.178 -0.623 -0.781 0.212 0.491 -0.711 -0.354 0.147 69.200 3.409 
0.159 -0.496 -0.637 0.161 0.408 -0.574 -0.300 0.110 71.000 3.399 
0.117 -0.393 -0.488 0.127 0.315 -0.452 -0.256 0.090 70.400 3.389 
0.088 -0.310 -0.374 0.100 0.244 -0.354 -0.217 0.071 70.000 3.380 
0.090 -0.259 -0.330 0.076 0.220 -0.303 -0.181 0.054 67.600 3.365 
0.063 -0.237 -0.288 0.081 0.183 -0.269 -0.159 0.056 65.200 3.350 
0.044 -0.220 -0.247 0.081 0.154 -0.242 -0.129 0.056 63.400 3.336 
0.017 -0.203 -0.198 0.083 0.120 -0.210 -0.083 0.059 61.800 3.321 
0.012 -0.176 -0.176 0.076 0.100 -0.181 -0.049 0.051 61.600 3.311 
-0.002 -0.147 -0.129 0.068 0.071 -0.144 -0.027 0.046 61.600 3.302 
-0.010 -0.107 -0.078 0.049 0.044 -0.103 -0.020 0.037 62.800 3.292 
-0.005 -0.059 -0.032 0.022 0.024 -0.056 -0.007 0.020 64.000 3.282 
-0.010 -0.032 -0.002 0.012 0.007 -0.027 -0.005 0.012 64.600 3.272 
-0.010 -0.015 0.015 0.002 -0.002 -0.010 0.002 0.005 65.200 3.263 
-0.010 0.015 0.049 -0.015 -0.017 0.020 0.005 -0.005 64.400 3.253 
-0.042 0.049 0.117 -0.017 -0.066 0.071 0.020 -0.005 63.600 3.243 
-0.046 0.054 0.129 -0.017 -0.073 0.078 0.046 -0.005 62.800 3.233 
-0.046 0.051 0.127 -0.017 -0.071 0.076 0.049 -0.005 61.800 3.223 
-0.039 0.049 0.112 -0.017 -0.063 0.068 0.051 -0.005 62.000 3.214 
-0.049 0.037 0.117 -0.010 -0.066 0.061 0.049 0.002 62.000 3.204 
-0.042 0.027 0.098 -0.007 -0.054 0.049 0.054 0.002 62.600 3.184 
-0.054 0.029 0.105 0.002 -0.068 0.056 0.059 0.005 63.200 3.165 
-0.051 0.029 0.110 -0.002 -0.066 0.056 0.056 0.005 63.800 3.145 
-0.042 0.037 0.110 -0.012 -0.059 0.059 0.049 -0.000 64.400 3.126 
-0.046 0.042 0.115 -0.010 -0.066 0.066 0.046 -0.000 64.800 3.106 
-0.049 0.039 0.107 -0.005 -0.068 0.063 0.044 -0.000 65.400 3.087 
-0.046 0.039 0.112 -0.010 -0.066 0.063 0.039 -0.000 65.400 3.067 
-0.054 0.042 0.122 -0.007 -0.073 0.068 0.039 0.002 65.400 3.048 
-0.049 0.063 0.137 -0.020 -0.081 0.088 0.039 -0.007 65.200 3.023 
-0.061 0.051 0.129 -0.002 -0.085 0.083 0.037 -0.000 65.000 2.999 
-0.046 0.044 0.115 -0.010 -0.068 0.068 0.042 -0.002 65.400 2.974 
-0.034 0.061 0.122 -0.027 -0.063 0.078 0.042 -0.012 65.800 2.950 
-0.034 0.066 0.129 -0.029 -0.066 0.083 0.049 -0.012 66.800 2.921 
-0.032 0.063 0.120 -0.027 -0.063 0.081 0.049 -0.012 67.800 2.891 
-0.039 0.068 0.127 -0.024 -0.073 0.088 0.049 -0.012 69.000 2.862 
-0.046 0.061 0.137 -0.022 -0.076 0.085 0.059 -0.007 70.000 2.833 
-0.049 0.071 0.144 -0.022 -0.083 0.095 0.068 -0.010 71.000 2.779 
-0.056 0.083 0.164 -0.024 -0.098 0.112 0.081 -0.012 72.000 2.725 
-0.061 0.081 0.166 -0.022 -0.100 0.112 0.081 -0.010 73.400 2.672 
-0.061 0.093 0.181 -0.029 -0.107 0.125 0.090 -0.012 74.800 2.618 
-0.081 0.090 0.193 -0.015 -0.125 0.132 0.107 -0.005 76.800 2.589 
-0.083 0.085 0.186 -0.010 -0.125 0.127 0.120 -0.002 78.600 2.559 
-0.100 0.076 0.203 -0.000 -0.137 0.127 0.134 0.005 80.600 2.530 
-0.085 0.088 0.208 -0.017 -0.129 0.132 0.144 -0.002 82.600 2.501 
-0.103 0.103 0.230 -0.012 -0.154 0.154 0.166 -0.002 84.200 2.476 
-0.093 0.110 0.227 -0.020 -0.147 0.156 0.176 -0.007 86.000 2.452 
-0.095 0.105 0.225 -0.017 -0.147 0.154 0.193 -0.005 87.600 2.427 
-0.105 0.090 0.225 -0.007 -0.149 0.144 0.208 0.002 89.200 2.403 
-0.105 0.088 0.227 -0.007 -0.149 0.142 0.230 0.002 91.000 2.379 
-0.110 0.093 0.227 -0.002 -0.156 0.149 0.242 0.002 92.800 2.354 
-0.103 0.085 0.217 -0.005 -0.144 0.137 0.256 0.002 94.200 2.330 
-0.110 0.090 0.230 -0.005 -0.154 0.147 0.266 0.005 95.800 2.305 
-0.127 0.081 0.232 0.012 -0.166 0.144 0.278 0.012 97.400 2.276 
-0.125 0.071 0.220 0.015 -0.159 0.134 0.291 0.015 99.000 2.247 
-0.137 0.063 0.222 0.027 -0.168 0.132 0.303 0.022 101.000 2.217 
-0.134 0.066 0.230 0.020 -0.166 0.134 0.303 0.020 103.000 2.188 
-0.144 0.061 0.237 0.027 -0.173 0.134 0.308 0.024 104.800 2.159 
-0.149 0.051 0.230 0.034 -0.173 0.127 0.308 0.029 106.600 2.129 
-0.151 0.049 0.232 0.037 -0.176 0.125 0.303 0.032 107.000 2.100 
-0.149 0.034 0.215 0.042 -0.166 0.110 0.300 0.037 107.400 2.071 
-0.144 0.012 0.188 0.051 -0.149 0.085 0.300 0.042 106.800 2.042 
-0.129 -0.002 0.156 0.051 -0.127 0.063 0.288 0.042 106.400 2.012 
-0.122 -0.020 0.137 0.054 -0.112 0.042 0.274 0.044 106.000 1.983 
-0.112 -0.022 0.127 0.049 -0.100 0.034 0.261 0.042 105.800 1.954 
-0.120 -0.029 0.122 0.059 -0.105 0.032 0.242 0.046 105.200 1.919 
-0.105 -0.027 0.105 0.054 -0.090 0.027 0.212 0.042 104.600 1.885 
-0.100 -0.024 0.105 0.049 -0.088 0.027 0.200 0.039 104.400 1.851 
-0.100 -0.027 0.105 0.049 -0.085 0.024 0.181 0.039 104.000 1.817 
-0.090 -0.024 0.088 0.046 -0.078 0.022 0.171 0.037 105.200 1.788 
-0.088 -0.046 0.071 0.054 -0.063 -0.002 0.156 0.042 106.400 1.758 
-0.093 -0.054 0.071 0.059 -0.066 -0.007 0.149 0.046 107.400 1.729 
-0.085 -0.046 0.061 0.056 -0.061 -0.002 0.134 0.042 108.400 1.700 
-0.083 -0.046 0.066 0.051 -0.059 -0.005 0.120 0.042 108.000 1.670 
-0.078 -0.054 0.051 0.054 -0.051 -0.015 0.105 0.042 107.800 1.641 
-0.063 -0.061 0.034 0.046 -0.032 -0.029 0.093 0.039 107.400 1.612 
-0.071 -0.071 0.032 0.056 -0.034 -0.034 0.081 0.044 106.800 1.582 
-0.061 -0.078 0.012 0.056 -0.022 -0.046 0.076 0.044 106.000 1.548 
-0.059 -0.095 -0.010 0.063 -0.010 -0.066 0.054 0.049 105.400 1.514 
-0.051 -0.095 -0.012 0.059 -0.002 -0.068 0.037 0.046 104.200 1.480 
-0.037 -0.103 -0.037 0.056 0.015 -0.083 0.034 0.044 103.000 1.446 
-0.022 -0.125 -0.078 0.061 0.042 -0.112 0.024 0.046 102.400 1.411 
-0.032 -0.132 -0.068 0.066 0.034 -0.115 0.020 0.051 101.800 1.377 
-0.020 -0.147 -0.103 0.071 0.054 -0.137 0.017 0.054 101.000 1.343 
-0.020 -0.147 -0.098 0.068 0.054 -0.137 0.020 0.054 100.200 1.309 
-0.020 -0.144 -0.090 0.066 0.054 -0.134 0.002 0.051 98.800 1.275 
-0.034 -0.147 -0.076 0.073 0.039 -0.129 0.002 0.059 97.200 1.241 
-0.022 -0.137 -0.088 0.066 0.046 -0.125 -0.000 0.051 96.000 1.206 
-0.005 -0.137 -0.095 0.054 0.063 -0.134 -0.007 0.044 94.600 1.172 
-0.022 -0.144 -0.095 0.071 0.051 -0.132 -0.000 0.054 94.200 1.143 
-0.010 -0.139 -0.098 0.059 0.061 -0.134 -0.005 0.046 93.600 1.114 
-0.017 -0.134 -0.085 0.061 0.051 -0.125 -0.005 0.049 93.400 1.084 
-0.012 -0.122 -0.073 0.049 0.049 -0.115 -0.010 0.042 93.000 1.055 
-0.012 -0.117 -0.076 0.051 0.046 -0.110 -0.005 0.042 93.000 1.035 
-0.015 -0.117 -0.071 0.051 0.044 -0.110 -0.000 0.042 92.800 1.016 
-0.010 -0.103 -0.059 0.039 0.042 -0.098 -0.005 0.034 92.600 0.996 
-0.005 -0.103 -0.063 0.037 0.046 -0.100 -0.010 0.034 92.200 0.977 
0.032 -0.015 -0.017 -0.022 0.039 -0.029 -0.039 -0.007 92.000 0.977 
-0.034 -0.159 -0.093 0.081 0.046 -0.142 0.012 0.061 91.600 0.977 
-0.010 -0.090 -0.046 0.034 0.037 -0.085 -0.010 0.032 91.200 0.977 
-0.010 -0.088 -0.049 0.034 0.034 -0.083 -0.022 0.029 90.800 0.977 
-0.005 -0.071 -0.039 0.024 0.032 -0.068 -0.027 0.022 90.600 1.001 
0.005 -0.071 -0.049 0.020 0.042 -0.073 -0.042 0.020 90.400 1.026 
0.002 -0.078 -0.051 0.024 0.042 -0.078 -0.061 0.022 90.400 1.050 
0.007 -0.085 -0.059 0.022 0.051 -0.088 -0.076 0.024 90.400 1.074 
0.015 -0.081 -0.063 0.017 0.056 -0.088 -0.076 0.020 90.200 1.123 
0.002 -0.073 -0.037 0.017 0.039 -0.073 -0.076 0.022 90.000 1.172 
-0.010 -0.068 -0.024 0.022 0.024 -0.063 -0.081 0.024 89.800 1.221 
0.017 -0.042 -0.024 -0.005 0.039 -0.049 -0.088 0.005 89.600 1.270 
0.015 -0.034 -0.017 -0.005 0.032 -0.042 -0.090 0.005 89.600 1.338 
0.017 -0.027 -0.012 -0.010 0.032 -0.034 -0.110 -0.000 89.800 1.407 
0.012 -0.027 -0.012 -0.005 0.027 -0.032 -0.117 0.002 89.400 1.475 
0.012 -0.032 -0.020 -0.002 0.029 -0.037 -0.103 0.005 89.000 1.543 
0.022 -0.022 -0.020 -0.012 0.034 -0.032 -0.093 -0.002 87.400 1.621 
0.039 -0.000 -0.007 -0.034 0.039 -0.020 -0.100 -0.015 85.600 1.700 
0.024 0.007 0.012 -0.029 0.022 -0.005 -0.105 -0.012 83.600 1.778 
0.034 0.010 0.002 -0.034 0.029 -0.007 -0.117 -0.017 81.400 1.856 
0.037 -0.000 -0.015 -0.029 0.037 -0.017 -0.129 -0.015 80.400 1.934 
0.049 -0.002 -0.022 -0.037 0.051 -0.027 -0.120 -0.017 79.200 2.012 
0.051 -0.022 -0.037 -0.032 0.063 -0.046 -0.112 -0.012 79.000 2.090 
0.066 -0.012 -0.049 -0.042 0.073 -0.044 -0.105 -0.020 78.600 2.168 
0.083 -0.005 -0.061 -0.051 0.085 -0.046 -0.110 -0.029 78.600 2.242 
0.088 -0.020 -0.078 -0.049 0.098 -0.063 -0.093 -0.024 78.400 2.315 
0.076 -0.042 -0.083 -0.034 0.098 -0.078 -0.068 -0.015 78.400 2.388 
0.071 -0.046 -0.085 -0.027 0.095 -0.081 -0.051 -0.010 78.200 2.462 
0.044 -0.061 -0.073 -0.007 0.076 -0.083 -0.037 0.002 78.200 2.525 
0.029 -0.071 -0.073 0.007 0.066 -0.085 -0.022 0.012 78.200 2.589 
0.015 -0.085 -0.066 0.020 0.059 -0.093 -0.015 0.022 78.400 2.652 
