I II III aVR aVL aVF V1 V2 AO SPO2 
-0.005 0.020 0.015 -0.002 -0.015 0.022 0.020 -0.007 66.200 3.150 
-0.024 0.020 0.042 0.005 -0.034 0.032 0.032 -0.000 66.200 3.136 
-0.024 0.017 0.027 0.012 -0.032 0.029 0.032 -0.000 66.000 3.121 
-0.024 0.020 0.039 0.005 -0.034 0.032 0.034 -0.000 66.000 3.106 
-0.029 0.012 0.037 0.012 -0.034 0.027 0.037 0.002 65.800 3.096 
-0.032 0.012 0.037 0.015 -0.037 0.029 0.037 0.005 65.800 3.087 
-0.034 0.015 0.044 0.012 -0.042 0.032 0.037 0.005 66.000 3.077 
-0.039 0.015 0.049 0.015 -0.046 0.034 0.037 0.005 66.400 3.067 
-0.032 0.027 0.059 0.002 -0.044 0.044 0.037 -0.000 66.800 3.048 
-0.037 0.022 0.054 0.010 -0.046 0.042 0.037 0.002 67.400 3.028 
-0.054 0.017 0.061 0.024 -0.061 0.044 0.046 0.010 68.000 3.009 
-0.054 0.022 0.068 0.020 -0.063 0.049 0.044 0.007 68.800 2.989 
-0.054 0.034 0.081 0.015 -0.071 0.061 0.042 0.005 69.600 2.969 
-0.068 0.029 0.088 0.024 -0.083 0.063 0.039 0.010 70.400 2.950 
-0.071 0.044 0.100 0.022 -0.093 0.081 0.044 0.007 71.200 2.930 
-0.066 0.046 0.110 0.012 -0.088 0.081 0.054 0.005 72.200 2.911 
-0.063 0.054 0.112 0.007 -0.090 0.085 0.054 -0.000 73.000 2.886 
-0.068 0.063 0.125 0.007 -0.100 0.098 0.066 -0.000 74.000 2.862 
-0.081 0.068 0.139 0.012 -0.115 0.110 0.073 0.002 75.000 2.838 
-0.088 0.081 0.161 0.007 -0.127 0.125 0.083 -0.000 76.000 2.813 
-0.107 0.093 0.193 0.012 -0.154 0.147 0.095 0.002 77.200 2.784 
-0.107 0.103 0.208 0.005 -0.159 0.156 0.105 -0.000 78.400 2.755 
-0.117 0.107 0.220 0.007 -0.171 0.166 0.117 -0.000 79.600 2.725 
-0.117 0.125 0.237 -0.000 -0.178 0.183 0.134 -0.005 81.000 2.696 
-0.134 0.134 0.261 0.005 -0.200 0.203 0.151 -0.002 82.200 2.667 
-0.134 0.149 0.278 -0.005 -0.208 0.217 0.164 -0.007 83.600 2.637 
-0.134 0.159 0.291 -0.010 -0.212 0.227 0.183 -0.010 84.800 2.608 
-0.142 0.164 0.303 -0.010 -0.222 0.234 0.195 -0.010 86.200 2.579 
-0.139 0.168 0.308 -0.015 -0.222 0.239 0.212 -0.012 87.400 2.554 
-0.147 0.168 0.313 -0.010 -0.230 0.242 0.232 -0.010 88.400 2.530 
-0.159 0.168 0.322 -0.002 -0.242 0.249 0.256 -0.005 89.400 2.505 
-0.176 0.161 0.335 0.010 -0.256 0.249 0.274 0.002 90.600 2.481 
-0.164 0.176 0.337 -0.005 -0.252 0.259 0.288 -0.007 91.400 2.462 
-0.164 0.166 0.332 -0.002 -0.247 0.249 0.298 -0.002 92.400 2.442 
-0.168 0.164 0.325 0.007 -0.249 0.249 0.313 -0.000 93.200 2.422 
-0.159 0.154 0.310 0.005 -0.234 0.234 0.315 -0.000 94.000 2.403 
-0.154 0.154 0.308 -0.000 -0.230 0.232 0.330 -0.002 94.600 2.379 
-0.164 0.151 0.315 0.007 -0.239 0.234 0.332 0.002 95.400 2.354 
-0.168 0.147 0.315 0.012 -0.242 0.232 0.339 0.005 96.200 2.330 
-0.178 0.132 0.305 0.027 -0.244 0.222 0.339 0.012 96.800 2.305 
-0.176 0.122 0.300 0.027 -0.237 0.210 0.347 0.015 97.600 2.281 
-0.161 0.120 0.281 0.022 -0.220 0.200 0.344 0.012 98.200 2.256 
-0.164 0.098 0.256 0.037 -0.212 0.181 0.349 0.020 98.800 2.232 
-0.154 0.093 0.247 0.032 -0.200 0.171 0.342 0.017 99.600 2.208 
-0.149 0.088 0.234 0.032 -0.193 0.164 0.337 0.017 100.200 2.178 
-0.147 0.076 0.225 0.034 -0.183 0.149 0.322 0.022 101.000 2.149 
-0.144 0.061 0.198 0.046 -0.173 0.134 0.305 0.024 101.800 2.120 
-0.132 0.054 0.188 0.039 -0.159 0.120 0.291 0.024 102.600 2.090 
-0.117 0.059 0.176 0.029 -0.147 0.117 0.274 0.017 103.400 2.056 
-0.105 0.044 0.154 0.029 -0.127 0.098 0.254 0.017 104.000 2.022 
-0.095 0.042 0.134 0.029 -0.115 0.090 0.230 0.015 104.600 1.988 
-0.093 0.029 0.122 0.032 -0.107 0.076 0.208 0.020 105.200 1.954 
-0.073 0.022 0.103 0.022 -0.083 0.059 0.190 0.015 105.600 1.895 
-0.068 0.007 0.078 0.029 -0.071 0.042 0.166 0.017 106.200 1.836 
-0.059 -0.010 0.046 0.037 -0.054 0.020 0.149 0.020 106.400 1.778 
-0.049 -0.022 0.029 0.034 -0.037 0.002 0.132 0.022 106.800 1.719 
-0.039 -0.029 0.010 0.034 -0.024 -0.010 0.115 0.020 107.000 1.690 
-0.037 -0.039 0.002 0.037 -0.017 -0.020 0.095 0.022 107.000 1.661 
-0.020 -0.039 -0.017 0.029 -0.000 -0.029 0.085 0.017 107.000 1.631 
-0.012 -0.042 -0.029 0.027 0.010 -0.034 0.071 0.015 107.000 1.602 
-0.005 -0.044 -0.034 0.022 0.017 -0.042 0.061 0.015 106.800 1.578 
0.005 -0.042 -0.039 0.015 0.027 -0.044 0.046 0.010 106.600 1.553 
0.005 -0.054 -0.061 0.027 0.032 -0.056 0.037 0.015 106.200 1.529 
0.005 -0.071 -0.071 0.032 0.042 -0.073 0.024 0.020 105.600 1.504 
0.007 -0.063 -0.071 0.029 0.039 -0.066 0.024 0.017 105.000 1.475 
0.002 -0.076 -0.076 0.037 0.042 -0.076 0.024 0.022 104.400 1.446 
0.005 -0.085 -0.085 0.039 0.049 -0.088 0.017 0.024 103.600 1.416 
0.010 -0.088 -0.095 0.039 0.054 -0.093 0.012 0.024 103.000 1.387 
0.015 -0.085 -0.100 0.037 0.059 -0.093 0.007 0.022 102.000 1.358 
0.010 -0.085 -0.093 0.037 0.054 -0.090 0.002 0.022 101.200 1.328 
0.005 -0.081 -0.085 0.039 0.046 -0.083 0.005 0.022 100.200 1.299 
0.010 -0.081 -0.085 0.034 0.051 -0.085 0.005 0.022 99.000 1.270 
0.005 -0.088 -0.085 0.039 0.049 -0.090 -0.002 0.024 98.200 1.241 
-0.005 -0.088 -0.081 0.046 0.039 -0.085 -0.005 0.029 97.200 1.211 
0.007 -0.076 -0.083 0.034 0.046 -0.078 -0.005 0.020 96.400 1.182 
0.010 -0.063 -0.071 0.027 0.042 -0.068 -0.002 0.015 95.800 1.153 
0.007 -0.068 -0.071 0.029 0.042 -0.071 -0.007 0.017 95.400 1.138 
0.005 -0.076 -0.081 0.037 0.044 -0.078 -0.005 0.022 95.000 1.123 
0.002 -0.078 -0.081 0.039 0.042 -0.078 -0.002 0.022 94.600 1.109 
0.005 -0.083 -0.088 0.039 0.046 -0.085 0.005 0.024 94.400 1.094 
0.090 0.100 0.010 -0.095 0.042 0.056 -0.100 -0.066 93.800 1.094 
-0.032 -0.161 -0.134 0.100 0.049 -0.144 0.046 0.061 93.400 1.094 
-0.010 -0.100 -0.093 0.056 0.042 -0.095 0.015 0.034 92.800 1.094 
-0.002 -0.085 -0.085 0.046 0.042 -0.083 -0.012 0.027 92.200 1.094 
-0.007 -0.095 -0.088 0.051 0.042 -0.090 -0.015 0.032 91.600 1.128 
0.012 -0.066 -0.081 0.029 0.046 -0.071 -0.024 0.015 91.000 1.162 
0.005 -0.068 -0.071 0.032 0.039 -0.071 -0.037 0.020 90.600 1.197 
-0.005 -0.061 -0.056 0.034 0.027 -0.059 -0.051 0.020 90.000 1.231 
-0.007 -0.066 -0.061 0.039 0.027 -0.061 -0.056 0.022 89.600 1.284 
-0.012 -0.051 -0.039 0.032 0.015 -0.044 -0.063 0.020 89.200 1.338 
-0.005 -0.042 -0.039 0.024 0.017 -0.039 -0.068 0.012 88.800 1.392 
-0.000 -0.032 -0.032 0.017 0.017 -0.032 -0.066 0.007 88.400 1.446 
-0.010 -0.034 -0.022 0.022 0.007 -0.029 -0.068 0.012 88.000 1.519 
-0.007 -0.024 -0.020 0.017 0.005 -0.020 -0.083 0.007 87.400 1.592 
-0.000 -0.022 -0.027 0.015 0.012 -0.022 -0.095 0.005 86.800 1.665 
0.002 -0.012 -0.012 0.005 0.010 -0.012 -0.090 -0.000 86.400 1.739 
-0.000 -0.005 -0.005 0.002 0.002 -0.005 -0.085 -0.000 85.800 1.822 
0.010 0.015 0.005 -0.012 0.002 0.010 -0.085 -0.010 85.400 1.905 
0.007 0.015 0.012 -0.012 -0.000 0.012 -0.083 -0.010 84.800 1.988 
0.024 0.015 -0.007 -0.020 0.017 0.002 -0.093 -0.015 84.400 2.071 
0.022 0.005 -0.020 -0.012 0.020 -0.005 -0.095 -0.012 83.800 2.144 
0.029 0.015 -0.020 -0.020 0.022 -0.000 -0.098 -0.017 83.400 2.217 
0.044 0.032 -0.020 -0.034 0.029 0.010 -0.100 -0.027 83.000 2.291 
0.059 0.032 -0.029 -0.044 0.044 0.002 -0.098 -0.032 82.600 2.364 
0.066 0.017 -0.051 -0.039 0.059 -0.015 -0.081 -0.029 82.400 2.432 
0.063 -0.000 -0.068 -0.029 0.063 -0.032 -0.059 -0.024 82.000 2.501 
0.054 -0.024 -0.081 -0.012 0.066 -0.051 -0.029 -0.012 81.600 2.569 
0.027 -0.046 -0.076 0.012 0.051 -0.059 -0.012 0.005 81.200 2.637 
0.020 -0.042 -0.061 0.012 0.042 -0.051 0.007 0.005 81.000 2.696 
0.010 -0.051 -0.063 0.022 0.037 -0.056 0.010 0.012 80.600 2.755 
-0.015 -0.078 -0.066 0.049 0.024 -0.071 0.015 0.029 80.400 2.813 
-0.005 -0.063 -0.061 0.037 0.027 -0.061 0.020 0.020 80.000 2.872 
-0.022 -0.081 -0.054 0.049 0.020 -0.068 0.024 0.032 79.800 2.921 
-0.029 -0.088 -0.059 0.059 0.015 -0.073 0.032 0.037 79.400 2.969 
-0.029 -0.098 -0.071 0.066 0.020 -0.083 0.032 0.039 79.200 3.018 
-0.029 -0.112 -0.085 0.073 0.027 -0.098 0.042 0.044 78.800 3.067 
-0.024 -0.117 -0.093 0.071 0.034 -0.105 0.042 0.044 78.400 3.116 
-0.017 -0.125 -0.107 0.071 0.046 -0.115 0.042 0.044 78.200 3.165 
-0.005 -0.125 -0.120 0.066 0.059 -0.122 0.037 0.042 77.800 3.214 
-0.022 -0.134 -0.110 0.078 0.046 -0.122 0.042 0.049 77.400 3.263 
-0.020 -0.129 -0.112 0.076 0.046 -0.120 0.046 0.046 77.200 3.302 
-0.017 -0.115 -0.100 0.068 0.042 -0.105 0.042 0.042 76.800 3.341 
-0.007 -0.117 -0.112 0.063 0.051 -0.112 0.037 0.039 76.400 3.380 
-0.027 -0.151 -0.122 0.088 0.049 -0.137 0.073 0.056 76.200 3.419 
-0.002 -0.085 -0.083 0.044 0.042 -0.083 0.012 0.027 75.800 3.453 
-0.005 -0.105 -0.090 0.051 0.049 -0.103 0.020 0.034 75.600 3.487 
-0.015 -0.139 -0.117 0.073 0.056 -0.132 0.039 0.049 75.200 3.521 
-0.007 -0.154 -0.142 0.078 0.071 -0.149 0.032 0.051 74.800 3.556 
-0.000 -0.156 -0.151 0.076 0.078 -0.156 0.022 0.049 74.600 3.570 
-0.000 -0.171 -0.166 0.083 0.085 -0.171 0.017 0.054 74.200 3.585 
0.002 -0.215 -0.215 0.105 0.110 -0.215 0.027 0.068 73.800 3.600 
0.020 -0.291 -0.305 0.134 0.166 -0.300 0.042 0.088 73.400 3.614 
0.039 -0.379 -0.422 0.173 0.230 -0.398 0.066 0.110 73.200 3.619 
0.042 -0.437 -0.476 0.198 0.261 -0.457 0.090 0.129 73.000 3.624 
0.042 -0.481 -0.520 0.220 0.283 -0.501 0.112 0.144 72.800 3.629 
0.044 -0.508 -0.549 0.232 0.298 -0.530 0.120 0.151 72.400 3.634 
0.063 -0.525 -0.591 0.232 0.327 -0.557 0.107 0.151 72.200 3.619 
0.071 -0.537 -0.613 0.237 0.339 -0.571 0.098 0.154 72.000 3.604 
0.120 -0.549 -0.669 0.215 0.396 -0.608 0.090 0.142 71.800 3.590 
0.161 -0.611 -0.769 0.225 0.466 -0.691 0.093 0.147 71.600 3.575 
0.171 -0.676 -0.847 0.254 0.510 -0.762 0.107 0.166 71.600 3.556 
0.239 -0.718 -0.947 0.234 0.598 -0.838 0.110 0.156 71.400 3.536 
0.259 -0.774 -1.031 0.256 0.647 -0.904 0.149 0.168 71.400 3.516 
0.266 -0.862 -1.131 0.300 0.698 -0.994 0.210 0.195 71.200 3.497 
0.283 -0.921 -1.206 0.320 0.745 -1.062 0.261 0.210 70.800 3.473 
0.278 -0.921 -1.194 0.320 0.740 -1.060 0.295 0.212 70.600 3.448 
0.247 -0.847 -1.094 0.300 0.672 -0.969 0.208 0.198 70.200 3.424 
0.198 -0.828 -1.028 0.317 0.613 -0.926 0.063 0.208 70.000 3.399 
0.105 -0.886 -0.994 0.393 0.549 -0.938 0.081 0.259 69.800 3.365 
0.093 -0.943 -1.035 0.425 0.564 -0.989 -0.002 0.281 69.600 3.331 
0.103 -0.947 -1.048 0.422 0.576 -0.999 -0.129 0.278 69.400 3.297 
0.139 -0.926 -1.062 0.393 0.603 -0.994 -0.286 0.259 69.200 3.263 
0.147 -0.889 -1.033 0.371 0.591 -0.962 -0.388 0.244 68.800 3.253 
0.230 -0.799 -1.021 0.281 0.630 -0.913 -0.510 0.188 68.400 3.243 
0.249 -0.713 -0.960 0.232 0.606 -0.838 -0.508 0.151 68.200 3.233 
0.227 -0.601 -0.818 0.183 0.527 -0.713 -0.420 0.122 67.800 3.223 
0.193 -0.479 -0.672 0.144 0.432 -0.574 -0.349 0.093 67.800 3.209 
0.166 -0.381 -0.542 0.105 0.357 -0.464 -0.293 0.068 67.600 3.194 
0.127 -0.295 -0.422 0.085 0.276 -0.359 -0.239 0.054 67.800 3.179 
0.095 -0.281 -0.371 0.090 0.237 -0.327 -0.195 0.059 67.800 3.165 
0.078 -0.249 -0.327 0.085 0.203 -0.288 -0.176 0.054 68.000 3.155 
0.061 -0.222 -0.286 0.083 0.173 -0.252 -0.147 0.051 68.000 3.145 
0.046 -0.190 -0.239 0.073 0.142 -0.212 -0.093 0.046 67.800 3.136 
0.037 -0.168 -0.208 0.068 0.122 -0.186 -0.056 0.042 67.800 3.126 
0.020 -0.151 -0.168 0.066 0.095 -0.161 -0.027 0.042 67.600 3.116 
0.010 -0.117 -0.129 0.056 0.068 -0.122 -0.032 0.034 67.400 3.106 
-0.002 -0.076 -0.078 0.042 0.037 -0.073 -0.022 0.024 67.400 3.096 
-0.017 -0.046 -0.029 0.032 0.007 -0.037 -0.007 0.020 67.400 3.087 
-0.005 -0.034 -0.027 0.020 0.012 -0.032 0.002 0.010 67.400 3.072 
-0.020 -0.017 0.002 0.020 -0.010 -0.007 0.017 0.010 67.400 3.057 
-0.039 0.012 0.056 0.012 -0.044 0.032 0.037 0.007 67.200 3.043 
-0.061 0.017 0.078 0.022 -0.068 0.049 0.063 0.012 67.200 3.028 
-0.066 0.017 0.083 0.024 -0.073 0.051 0.083 0.015 66.800 3.013 
-0.063 0.024 0.085 0.022 -0.076 0.056 0.076 0.010 66.600 2.999 
-0.063 0.034 0.095 0.017 -0.081 0.066 0.076 0.007 66.600 2.984 
-0.061 0.044 0.103 0.010 -0.083 0.076 0.078 0.002 66.400 2.969 
-0.071 0.044 0.107 0.017 -0.093 0.081 0.085 0.007 66.400 2.960 
-0.068 0.049 0.112 0.012 -0.093 0.083 0.083 0.005 66.400 2.950 
-0.061 0.068 0.127 -0.002 -0.095 0.100 0.083 -0.005 66.600 2.940 
-0.068 0.078 0.147 -0.005 -0.107 0.112 0.090 -0.005 67.000 2.930 
-0.073 0.078 0.147 -0.000 -0.112 0.115 0.093 -0.005 67.600 2.911 
-0.061 0.081 0.137 -0.007 -0.100 0.112 0.088 -0.010 68.200 2.891 
-0.046 0.100 0.147 -0.027 -0.095 0.125 0.093 -0.020 69.000 2.872 
-0.056 0.095 0.147 -0.017 -0.103 0.125 0.105 -0.015 69.800 2.852 
-0.049 0.110 0.156 -0.029 -0.103 0.134 0.110 -0.022 70.600 2.833 
-0.022 0.134 0.151 -0.054 -0.088 0.147 0.112 -0.039 71.600 2.813 
-0.005 0.166 0.168 -0.078 -0.088 0.168 0.117 -0.056 72.400 2.794 
0.017 0.198 0.178 -0.105 -0.081 0.190 0.125 -0.073 73.400 2.774 
0.022 0.200 0.178 -0.110 -0.078 0.190 0.134 -0.076 74.400 2.750 
0.029 0.203 0.166 -0.112 -0.071 0.188 0.129 -0.081 75.200 2.725 
0.020 0.193 0.168 -0.103 -0.076 0.183 0.132 -0.073 76.400 2.701 
0.017 0.193 0.173 -0.103 -0.078 0.186 0.137 -0.073 77.600 2.676 
-0.022 0.168 0.188 -0.071 -0.105 0.181 0.144 -0.051 78.800 2.647 
-0.029 0.171 0.200 -0.071 -0.115 0.186 0.149 -0.049 80.000 2.618 
-0.042 0.171 0.215 -0.066 -0.127 0.193 0.154 -0.046 81.000 2.589 
-0.046 0.159 0.210 -0.059 -0.125 0.183 0.166 -0.039 82.200 2.559 
-0.059 0.154 0.217 -0.049 -0.134 0.183 0.183 -0.034 83.400 2.530 
-0.073 0.151 0.225 -0.039 -0.149 0.188 0.195 -0.029 84.600 2.501 
-0.071 0.161 0.234 -0.046 -0.151 0.198 0.210 -0.032 85.600 2.471 
-0.088 0.164 0.252 -0.037 -0.168 0.208 0.225 -0.027 86.600 2.442 
-0.105 0.156 0.264 -0.027 -0.183 0.210 0.244 -0.020 88.000 2.408 
-0.115 0.151 0.271 -0.020 -0.190 0.210 0.256 -0.015 89.400 2.374 
-0.122 0.156 0.281 -0.017 -0.200 0.217 0.271 -0.015 90.800 2.339 
-0.129 0.164 0.295 -0.017 -0.210 0.230 0.283 -0.015 92.200 2.305 
-0.144 0.159 0.308 -0.010 -0.222 0.232 0.303 -0.007 93.200 2.281 
-0.142 0.161 0.310 -0.012 -0.222 0.232 0.308 -0.010 94.200 2.256 
-0.139 0.171 0.310 -0.015 -0.225 0.242 0.330 -0.012 94.800 2.232 
-0.147 0.161 0.310 -0.007 -0.227 0.234 0.342 -0.007 95.400 2.208 
-0.156 0.147 0.303 0.005 -0.230 0.225 0.354 -0.000 96.400 2.178 
-0.151 0.144 0.295 0.005 -0.222 0.220 0.361 -0.000 97.200 2.149 
-0.161 0.139 0.298 0.012 -0.230 0.220 0.361 0.005 98.800 2.120 
-0.156 0.129 0.286 0.015 -0.220 0.208 0.354 0.007 100.200 2.090 
-0.151 0.127 0.276 0.015 -0.215 0.203 0.354 0.005 102.200 2.061 
-0.154 0.125 0.274 0.017 -0.215 0.203 0.349 0.007 104.400 2.032 
-0.142 0.120 0.259 0.012 -0.200 0.190 0.347 0.005 105.800 2.002 
-0.127 0.120 0.247 0.005 -0.186 0.183 0.337 -0.000 107.400 1.973 
-0.129 0.105 0.232 0.015 -0.181 0.171 0.325 0.005 107.400 1.949 
-0.117 0.095 0.212 0.012 -0.164 0.154 0.303 0.005 107.200 1.924 
-0.098 0.093 0.188 0.005 -0.144 0.142 0.288 -0.000 106.000 1.900 
-0.083 0.078 0.164 0.002 -0.122 0.120 0.266 -0.000 104.600 1.875 
-0.068 0.073 0.142 -0.002 -0.105 0.107 0.244 -0.005 104.400 1.851 
-0.056 0.059 0.115 -0.000 -0.085 0.088 0.222 -0.002 104.200 1.827 
-0.049 0.037 0.090 0.005 -0.066 0.061 0.200 0.002 105.000 1.802 
-0.024 0.032 0.056 -0.002 -0.039 0.044 0.176 -0.005 105.800 1.778 
-0.034 0.012 0.051 0.010 -0.039 0.029 0.159 0.005 105.800 1.758 
-0.015 0.005 0.020 0.005 -0.017 0.012 0.137 -0.000 106.000 1.739 
-0.007 0.002 0.012 0.002 -0.007 0.007 0.120 -0.000 105.800 1.719 
0.002 -0.007 -0.005 -0.000 0.007 -0.007 0.103 -0.000 105.400 1.700 
0.005 -0.022 -0.022 0.007 0.017 -0.024 0.090 0.002 105.200 1.675 
0.007 -0.029 -0.034 0.010 0.022 -0.032 0.073 0.005 105.000 1.651 
0.022 -0.029 -0.046 0.002 0.037 -0.039 0.063 -0.000 105.200 1.626 
0.027 -0.020 -0.044 -0.005 0.037 -0.032 0.046 -0.005 105.600 1.602 
0.037 -0.024 -0.056 -0.007 0.049 -0.042 0.037 -0.007 106.000 1.578 
0.034 -0.032 -0.059 -0.005 0.051 -0.049 0.039 -0.002 106.600 1.553 
0.034 -0.032 -0.066 -0.000 0.051 -0.049 0.032 -0.002 106.400 1.529 
0.039 -0.042 -0.076 -0.000 0.061 -0.061 0.027 -0.002 106.000 1.504 
0.037 -0.046 -0.081 0.005 0.061 -0.063 0.022 -0.000 104.600 1.475 
0.032 -0.051 -0.083 0.010 0.059 -0.066 0.020 0.005 103.200 1.446 
0.027 -0.051 -0.081 0.015 0.054 -0.063 0.010 0.005 102.000 1.416 
0.022 -0.066 -0.085 0.022 0.056 -0.076 0.005 0.012 100.800 1.387 
0.015 -0.068 -0.073 0.022 0.049 -0.076 -0.005 0.015 99.400 1.353 
0.015 -0.051 -0.073 0.022 0.042 -0.059 -0.007 0.010 98.000 1.319 
0.022 -0.046 -0.066 0.012 0.046 -0.056 0.002 0.005 96.200 1.284 
0.027 -0.044 -0.071 0.010 0.049 -0.056 0.002 0.002 94.400 1.250 
0.034 -0.032 -0.066 -0.000 0.051 -0.049 0.007 -0.002 92.200 1.192 
0.032 -0.024 -0.059 -0.002 0.044 -0.039 0.002 -0.005 90.000 1.133 
0.024 -0.032 -0.054 0.002 0.042 -0.044 -0.000 -0.000 88.800 1.074 
0.034 -0.022 -0.059 -0.005 0.046 -0.039 -0.002 -0.007 87.400 1.016 
0.027 -0.022 -0.051 -0.000 0.039 -0.034 -0.000 -0.005 87.200 1.011 
0.020 -0.032 -0.046 0.005 0.037 -0.042 0.005 0.002 87.000 1.006 
0.029 -0.029 -0.059 -0.000 0.044 -0.044 0.002 -0.002 86.400 1.001 
0.054 0.010 -0.042 -0.032 0.049 -0.017 -0.024 -0.024 86.000 0.996 
-0.005 -0.095 -0.085 0.049 0.044 -0.093 0.046 0.032 84.800 1.011 
0.017 -0.039 -0.056 0.012 0.037 -0.046 -0.000 0.005 83.800 1.026 
0.017 -0.032 -0.049 0.007 0.034 -0.039 -0.007 0.002 83.400 1.040 
0.012 -0.032 -0.039 0.007 0.029 -0.037 -0.005 0.005 83.000 1.055 
0.015 -0.024 -0.032 0.002 0.027 -0.032 -0.020 -0.000 83.400 1.099 
0.012 -0.020 -0.032 0.005 0.022 -0.024 -0.039 -0.000 83.800 1.143 
0.020 -0.022 -0.046 0.005 0.032 -0.032 -0.056 -0.002 84.200 1.187 
-0.000 -0.029 -0.027 0.015 0.015 -0.029 -0.056 0.007 84.600 1.231 
0.002 -0.015 -0.015 0.005 0.010 -0.015 -0.059 0.002 84.600 1.299 
-0.007 -0.005 -0.002 0.010 -0.005 -0.000 -0.056 0.002 84.600 1.368 
-0.002 0.007 0.007 -0.000 -0.005 0.010 -0.061 -0.005 85.400 1.436 
-0.015 0.002 0.017 0.007 -0.015 0.010 -0.068 0.002 86.200 1.504 
-0.002 0.007 0.010 -0.002 -0.005 0.010 -0.085 -0.005 88.200 1.582 
0.010 0.020 0.007 -0.012 -0.000 0.015 -0.088 -0.012 90.200 1.661 
0.012 0.015 -0.000 -0.012 0.005 0.010 -0.078 -0.012 93.000 1.739 
0.010 0.024 0.022 -0.020 -0.002 0.020 -0.073 -0.015 96.000 1.817 
0.032 0.061 0.022 -0.042 0.002 0.046 -0.073 -0.034 99.200 1.895 
0.044 0.061 0.015 -0.051 0.015 0.039 -0.076 -0.037 102.400 1.973 
0.051 0.046 -0.005 -0.049 0.029 0.022 -0.081 -0.034 104.400 2.051 
0.054 0.049 -0.002 -0.051 0.029 0.022 -0.085 -0.037 106.600 2.129 
0.059 0.046 -0.017 -0.049 0.037 0.017 -0.085 -0.037 107.000 2.208 
0.073 0.063 -0.015 -0.066 0.042 0.027 -0.093 -0.049 107.200 2.286 
0.071 0.066 -0.002 -0.068 0.039 0.032 -0.083 -0.049 104.400 2.364 
0.103 0.078 -0.029 -0.088 0.063 0.027 -0.073 -0.063 101.600 2.442 
0.078 0.034 -0.046 -0.054 0.061 -0.005 -0.042 -0.039 95.800 2.510 
0.068 0.022 -0.044 -0.046 0.059 -0.012 -0.007 -0.032 90.200 2.579 
0.051 0.010 -0.042 -0.029 0.046 -0.015 0.015 -0.022 84.600 2.647 
0.029 0.005 -0.022 -0.017 0.027 -0.010 0.029 -0.015 79.000 2.716 
0.020 -0.002 -0.020 -0.010 0.022 -0.012 0.032 -0.007 73.800 2.774 
0.012 -0.005 -0.017 -0.002 0.015 -0.010 0.029 -0.005 68.600 2.833 
-0.000 -0.007 -0.007 0.005 0.005 -0.007 0.039 -0.000 63.400 2.891 
0.005 -0.005 -0.005 -0.002 0.007 -0.007 0.037 -0.002 58.200 2.950 
-0.012 -0.022 -0.012 0.020 -0.000 -0.015 0.049 0.010 55.400 2.999 
-0.015 -0.044 -0.032 0.032 0.007 -0.037 0.059 0.017 52.400 3.048 
-0.010 -0.051 -0.039 0.029 0.017 -0.046 0.066 0.017 52.000 3.096 
-0.002 -0.049 -0.046 0.027 0.022 -0.046 0.061 0.015 51.600 3.145 
0.005 -0.037 -0.039 0.015 0.024 -0.039 0.061 0.007 53.800 3.184 
-0.020 -0.056 -0.039 0.039 0.010 -0.046 0.063 0.022 56.200 3.223 
-0.017 -0.049 -0.029 0.032 0.007 -0.039 0.071 0.020 61.600 3.263 
-0.007 -0.056 -0.046 0.032 0.022 -0.051 0.073 0.020 67.200 3.302 
-0.020 -0.063 -0.039 0.039 0.012 -0.054 0.078 0.024 72.400 3.336 
-0.020 -0.073 -0.049 0.044 0.017 -0.063 0.078 0.029 77.800 3.370 
-0.044 -0.149 -0.103 0.095 0.032 -0.127 0.144 0.061 80.400 3.404 
0.002 -0.010 -0.017 0.007 0.007 -0.010 0.034 -0.000 83.000 3.438 
-0.010 -0.054 -0.037 0.029 0.017 -0.049 0.068 0.020 84.400 3.463 
0.012 -0.049 -0.059 0.017 0.037 -0.054 0.066 0.010 85.800 3.487 
0.002 -0.059 -0.071 0.034 0.032 -0.059 0.054 0.017 87.200 3.512 
-0.002 -0.059 -0.061 0.034 0.027 -0.056 0.051 0.017 88.400 3.536 
0.020 -0.068 -0.093 0.027 0.054 -0.078 0.042 0.015 88.200 3.546 
0.039 -0.120 -0.161 0.042 0.100 -0.139 0.059 0.024 87.800 3.556 
0.068 -0.212 -0.281 0.073 0.176 -0.247 0.066 0.046 85.000 3.565 
0.066 -0.276 -0.349 0.110 0.205 -0.308 0.107 0.068 82.200 3.575 
0.073 -0.315 -0.391 0.122 0.232 -0.352 0.134 0.078 79.200 3.575 
0.063 -0.361 -0.430 0.151 0.244 -0.393 0.154 0.098 76.000 3.575 
0.112 -0.366 -0.481 0.129 0.295 -0.422 0.147 0.083 74.200 3.575 
0.120 -0.366 -0.484 0.122 0.303 -0.425 0.132 0.081 72.600 3.575 
0.154 -0.386 -0.532 0.112 0.347 -0.462 0.122 0.076 70.800 3.565 
0.181 -0.432 -0.606 0.122 0.398 -0.523 0.107 0.081 69.000 3.556 
0.225 -0.486 -0.706 0.129 0.469 -0.598 0.117 0.085 66.400 3.546 
0.242 -0.547 -0.781 0.149 0.515 -0.667 0.112 0.100 63.600 3.536 
0.291 -0.601 -0.889 0.154 0.591 -0.745 0.122 0.100 60.800 3.521 
