I II III aVR aVL aVF V1 AO Resp SPO2
0.054 0.105 0.032 -0.068 0.002 0.078 -0.085 39.800 0.044 1.490 
0.049 0.071 0.015 -0.056 0.015 0.046 -0.076 39.800 0.042 1.465 
0.049 0.056 -0.002 -0.046 0.022 0.032 -0.063 39.800 0.039 1.441 
0.027 0.039 0.002 -0.027 0.007 0.027 -0.044 39.800 0.039 1.416 
-0.002 0.022 0.012 -0.002 -0.012 0.024 -0.032 39.800 0.039 1.392 
-0.000 0.029 0.027 -0.012 -0.015 0.029 -0.027 39.800 0.037 1.368 
-0.017 0.032 0.039 -0.002 -0.032 0.042 -0.017 39.800 0.037 1.309 
-0.015 0.024 0.022 0.005 -0.027 0.032 -0.012 39.800 0.034 1.250 
-0.020 -0.000 0.012 0.015 -0.020 0.010 -0.007 39.800 0.034 1.192 
-0.020 -0.015 -0.005 0.022 -0.012 -0.005 0.005 39.800 0.034 1.133 
-0.012 -0.007 -0.005 0.015 -0.007 -0.000 -0.000 39.800 0.034 1.118 
-0.007 -0.000 -0.007 0.012 -0.007 0.005 -0.000 40.000 0.032 1.104 
-0.012 0.007 0.007 0.010 -0.015 0.015 -0.000 40.000 0.032 1.089 
-0.027 -0.010 -0.000 0.027 -0.022 0.005 0.017 40.000 0.032 1.074 
-0.039 -0.020 0.007 0.037 -0.029 -0.000 0.027 39.800 0.032 1.094 
-0.037 -0.005 0.020 0.027 -0.034 0.015 0.020 39.800 0.032 1.114 
-0.027 -0.024 -0.010 0.032 -0.015 -0.010 0.020 39.800 0.032 1.133 
-0.032 -0.010 0.005 0.029 -0.027 0.007 0.017 39.800 0.029 1.153 
-0.027 -0.007 -0.002 0.029 -0.022 0.007 0.012 39.800 0.029 1.216 
-0.022 -0.012 -0.002 0.024 -0.015 -0.000 0.005 39.800 0.029 1.280 
-0.017 -0.012 -0.007 0.022 -0.010 -0.002 0.007 39.800 0.027 1.343 
-0.042 -0.015 0.012 0.037 -0.034 0.007 0.010 39.800 0.024 1.407 
-0.049 -0.017 0.020 0.039 -0.039 0.007 0.015 39.800 0.024 1.509 
-0.032 -0.015 0.007 0.029 -0.024 0.002 0.007 39.800 0.024 1.612 
-0.027 -0.024 -0.005 0.029 -0.015 -0.010 0.007 39.800 0.024 1.714 
-0.027 -0.017 -0.010 0.032 -0.017 -0.002 0.017 39.800 0.022 1.817 
-0.034 0.032 0.054 0.007 -0.049 0.049 0.015 39.800 0.022 1.949 
-0.034 0.129 0.149 -0.039 -0.098 0.147 0.029 39.600 0.022 2.081 
-0.024 0.274 0.288 -0.120 -0.161 0.286 0.071 39.600 0.022 2.212 
0.022 0.383 0.354 -0.198 -0.168 0.374 0.090 39.800 0.022 2.344 
0.112 0.498 0.379 -0.300 -0.137 0.442 0.046 39.800 0.022 2.481 
0.281 0.745 0.457 -0.508 -0.090 0.606 -0.120 39.800 0.022 2.618 
0.581 1.035 0.440 -0.801 0.063 0.745 -0.408 39.800 0.022 2.755 
0.813 1.306 0.481 -1.053 0.161 0.901 -0.696 39.800 0.022 2.891 
0.894 1.375 0.466 -1.126 0.208 0.928 -0.803 39.800 0.022 3.009 
0.723 0.908 0.173 -0.808 0.269 0.547 -0.571 39.800 0.022 3.126 
0.112 0.559 0.435 -0.330 -0.166 0.503 -0.137 39.800 0.022 3.243 
-0.286 0.300 0.579 -0.002 -0.435 0.444 0.178 39.800 0.022 3.360 
-0.432 0.190 0.615 0.125 -0.527 0.408 0.310 39.800 0.022 3.438 
-0.435 0.166 0.598 0.137 -0.518 0.383 0.276 39.800 0.022 3.516 
-0.379 0.151 0.525 0.117 -0.454 0.342 0.283 39.800 0.022 3.595 
-0.379 0.129 0.505 0.127 -0.442 0.320 0.342 39.800 0.024 3.673 
-0.361 0.115 0.469 0.127 -0.418 0.295 0.386 39.800 0.024 3.717 
-0.327 0.132 0.459 0.098 -0.393 0.295 0.422 39.600 0.022 3.761 
-0.317 0.137 0.452 0.093 -0.386 0.295 0.474 39.600 0.022 3.805 
-0.339 0.127 0.457 0.112 -0.403 0.298 0.525 39.800 0.022 3.849 
-0.320 0.117 0.437 0.103 -0.379 0.278 0.584 39.800 0.022 3.858 
-0.303 0.066 0.371 0.117 -0.335 0.217 0.684 39.800 0.022 3.868 
-0.298 0.020 0.317 0.139 -0.308 0.168 0.833 39.800 0.022 3.878 
-0.278 0.007 0.276 0.142 -0.281 0.147 0.891 39.600 0.022 3.888 
-0.271 0.017 0.278 0.132 -0.278 0.154 0.886 39.600 0.022 3.873 
-0.264 0.002 0.261 0.134 -0.264 0.134 0.833 39.600 0.022 3.858 
-0.234 -0.020 0.205 0.132 -0.225 0.098 0.720 39.600 0.022 3.844 
-0.200 -0.049 0.139 0.132 -0.176 0.051 0.525 39.800 0.024 3.829 
-0.208 -0.068 0.125 0.147 -0.173 0.037 0.354 39.800 0.024 3.805 
-0.178 -0.083 0.095 0.132 -0.137 0.007 0.212 39.800 0.024 3.780 
-0.117 -0.078 0.027 0.105 -0.078 -0.020 0.142 39.800 0.027 3.756 
-0.056 -0.063 -0.020 0.066 -0.024 -0.034 0.071 39.600 0.027 3.731 
-0.032 -0.076 -0.051 0.059 0.007 -0.059 0.044 39.600 0.027 3.692 
-0.037 -0.059 -0.029 0.051 -0.007 -0.039 0.027 39.600 0.029 3.653 
-0.029 -0.044 -0.027 0.044 -0.007 -0.029 0.012 39.600 0.029 3.614 
-0.022 -0.054 -0.037 0.042 0.005 -0.042 0.005 39.600 0.032 3.575 
-0.010 -0.054 -0.056 0.039 0.017 -0.049 -0.002 39.600 0.032 3.526 
-0.000 -0.063 -0.071 0.037 0.032 -0.063 -0.012 39.600 0.034 3.477 
-0.015 -0.061 -0.056 0.044 0.017 -0.054 -0.015 39.600 0.037 3.429 
-0.017 -0.068 -0.063 0.049 0.017 -0.059 -0.017 39.400 0.039 3.380 
-0.027 -0.083 -0.059 0.056 0.015 -0.068 -0.010 39.400 0.039 3.311 
-0.015 -0.078 -0.073 0.051 0.024 -0.071 -0.017 39.600 0.042 3.243 
-0.010 -0.059 -0.066 0.044 0.020 -0.054 -0.027 39.600 0.042 3.175 
-0.002 -0.073 -0.081 0.044 0.034 -0.071 -0.027 39.600 0.042 3.106 
-0.002 -0.090 -0.095 0.051 0.044 -0.088 -0.017 39.600 0.042 3.038 
-0.010 -0.093 -0.088 0.054 0.037 -0.088 -0.024 39.600 0.042 2.969 
-0.010 -0.100 -0.095 0.059 0.042 -0.095 -0.024 39.600 0.042 2.901 
-0.017 -0.115 -0.100 0.068 0.042 -0.105 -0.017 39.600 0.044 2.833 
-0.027 -0.115 -0.098 0.076 0.032 -0.100 -0.020 39.600 0.044 2.764 
-0.032 -0.129 -0.103 0.083 0.034 -0.112 -0.022 39.600 0.044 2.696 
-0.029 -0.142 -0.117 0.088 0.042 -0.127 -0.017 39.600 0.044 2.628 
-0.027 -0.147 -0.125 0.090 0.046 -0.132 -0.017 39.600 0.044 2.559 
-0.027 -0.164 -0.142 0.098 0.056 -0.149 -0.012 39.600 0.044 2.510 
-0.037 -0.208 -0.168 0.122 0.068 -0.188 -0.017 39.600 0.044 2.462 
-0.054 -0.227 -0.173 0.142 0.061 -0.200 -0.002 39.600 0.046 2.413 
-0.056 -0.247 -0.198 0.156 0.068 -0.217 -0.002 39.600 0.046 2.364 
-0.054 -0.261 -0.217 0.164 0.078 -0.234 -0.002 39.600 0.046 2.335 
-0.076 -0.286 -0.217 0.186 0.068 -0.247 0.002 39.600 0.046 2.305 
-0.088 -0.286 -0.217 0.198 0.056 -0.242 0.005 39.600 0.046 2.276 
-0.090 -0.325 -0.249 0.215 0.073 -0.278 0.005 39.600 0.049 2.247 
-0.095 -0.359 -0.276 0.234 0.085 -0.310 0.002 39.600 0.049 2.247 
-0.095 -0.371 -0.293 0.242 0.090 -0.322 -0.002 39.600 0.049 2.247 
-0.078 -0.383 -0.320 0.239 0.115 -0.344 -0.007 39.600 0.049 2.247 
-0.078 -0.400 -0.335 0.247 0.122 -0.361 -0.002 39.600 0.051 2.247 
-0.078 -0.410 -0.344 0.252 0.127 -0.371 -0.007 39.600 0.051 2.266 
-0.076 -0.400 -0.342 0.247 0.125 -0.361 -0.015 39.600 0.054 2.286 
-0.081 -0.386 -0.313 0.237 0.112 -0.344 -0.017 39.600 0.054 2.305 
-0.068 -0.357 -0.303 0.220 0.110 -0.322 -0.032 39.600 0.056 2.325 
-0.049 -0.330 -0.291 0.195 0.117 -0.305 -0.042 39.600 0.056 2.349 
-0.034 -0.320 -0.295 0.183 0.127 -0.303 -0.051 39.600 0.056 2.374 
-0.007 -0.278 -0.283 0.149 0.132 -0.274 -0.066 39.600 0.059 2.398 
0.022 -0.232 -0.264 0.110 0.139 -0.242 -0.081 39.600 0.061 2.422 
0.032 -0.205 -0.247 0.093 0.134 -0.220 -0.090 39.600 0.061 2.447 
0.037 -0.178 -0.222 0.076 0.127 -0.195 -0.093 39.600 0.063 2.471 
0.046 -0.149 -0.205 0.056 0.122 -0.171 -0.093 39.600 0.066 2.496 
0.051 -0.110 -0.168 0.034 0.107 -0.134 -0.093 39.600 0.068 2.520 
0.049 -0.076 -0.134 0.020 0.088 -0.100 -0.098 39.600 0.068 2.535 
0.054 -0.049 -0.110 0.002 0.078 -0.076 -0.103 39.600 0.068 2.549 
0.056 -0.042 -0.105 -0.002 0.078 -0.068 -0.085 39.600 0.068 2.564 
0.056 -0.017 -0.078 -0.017 0.066 -0.044 -0.078 39.600 0.071 2.579 
0.051 -0.000 -0.059 -0.022 0.051 -0.024 -0.063 39.600 0.071 2.574 
0.054 0.017 -0.044 -0.032 0.046 -0.010 -0.061 39.600 0.071 2.569 
0.034 0.039 -0.005 -0.032 0.015 0.022 -0.051 39.600 0.071 2.564 
0.034 0.042 -0.002 -0.032 0.015 0.024 -0.037 39.600 0.071 2.559 
0.029 0.017 -0.029 -0.015 0.022 0.002 -0.024 39.600 0.071 2.545 
0.044 0.027 -0.027 -0.029 0.032 0.005 -0.029 39.800 0.071 2.530 
0.024 0.032 0.002 -0.024 0.010 0.020 -0.022 39.800 0.071 2.515 
0.012 0.042 0.020 -0.022 -0.007 0.037 -0.010 39.800 0.071 2.501 
0.012 0.049 0.034 -0.029 -0.012 0.044 -0.010 39.800 0.068 2.481 
0.007 0.044 0.029 -0.022 -0.015 0.042 -0.002 39.800 0.068 2.462 
-0.000 0.029 0.022 -0.010 -0.015 0.029 -0.000 39.800 0.068 2.442 
-0.005 0.020 0.020 -0.005 -0.015 0.022 0.012 39.800 0.066 2.422 
-0.012 0.017 0.022 0.002 -0.020 0.024 0.005 39.800 0.066 2.393 
-0.017 0.024 0.037 -0.000 -0.029 0.034 0.015 39.800 0.066 2.364 
-0.017 0.024 0.039 -0.002 -0.029 0.034 0.017 39.800 0.066 2.335 
-0.007 0.005 0.007 0.005 -0.010 0.010 0.024 39.800 0.063 2.305 
-0.015 0.010 0.012 0.010 -0.020 0.017 0.017 39.800 0.063 2.266 
-0.020 0.020 0.032 0.005 -0.029 0.029 0.015 39.800 0.063 2.227 
-0.012 0.034 0.042 -0.007 -0.029 0.042 0.007 39.800 0.063 2.188 
-0.012 0.015 0.020 0.002 -0.020 0.022 0.017 39.800 0.061 2.149 
-0.010 0.012 0.015 0.002 -0.015 0.017 0.015 39.800 0.059 2.110 
-0.017 0.015 0.022 0.007 -0.024 0.024 0.020 39.800 0.059 2.071 
-0.020 0.024 0.039 -0.000 -0.032 0.034 0.029 39.800 0.059 2.032 
-0.015 0.051 0.063 -0.017 -0.039 0.059 0.034 39.800 0.059 1.993 
0.002 0.081 0.078 -0.042 -0.037 0.081 0.039 39.800 0.059 1.954 
0.007 0.115 0.105 -0.059 -0.049 0.112 0.056 39.800 0.059 1.915 
0.017 0.129 0.103 -0.068 -0.046 0.122 0.088 39.800 0.059 1.875 
0.032 0.142 0.107 -0.085 -0.039 0.127 0.110 39.800 0.056 1.836 
0.044 0.176 0.127 -0.107 -0.044 0.154 0.120 39.800 0.056 1.802 
0.042 0.193 0.151 -0.117 -0.054 0.173 0.120 39.800 0.056 1.768 
0.054 0.227 0.164 -0.134 -0.059 0.200 0.088 39.800 0.056 1.734 
0.061 0.222 0.154 -0.137 -0.049 0.193 0.110 39.800 0.054 1.700 
0.054 0.190 0.129 -0.117 -0.042 0.164 0.110 39.800 0.054 1.670 
0.056 0.176 0.122 -0.117 -0.032 0.149 0.037 39.800 0.054 1.641 
0.046 0.144 0.093 -0.093 -0.024 0.122 -0.000 39.800 0.054 1.612 
0.046 0.137 0.090 -0.090 -0.022 0.115 -0.039 39.800 0.054 1.582 
0.042 0.112 0.071 -0.076 -0.015 0.093 -0.054 39.800 0.056 1.553 
0.039 0.090 0.046 -0.061 -0.005 0.071 -0.063 39.800 0.056 1.524 
0.032 0.090 0.059 -0.061 -0.012 0.076 -0.059 39.800 0.056 1.495 
0.027 0.081 0.046 -0.049 -0.012 0.068 -0.073 39.800 0.059 1.465 
0.029 0.056 0.022 -0.039 0.002 0.042 -0.071 39.800 0.059 1.436 
0.034 0.024 -0.020 -0.024 0.022 0.007 -0.061 39.800 0.059 1.407 
0.046 0.007 -0.049 -0.022 0.044 -0.015 -0.054 39.800 0.059 1.377 
0.022 -0.012 -0.042 -0.000 0.029 -0.022 -0.034 39.800 0.059 1.348 
0.005 -0.027 -0.039 0.015 0.020 -0.029 -0.024 39.800 0.059 1.314 
-0.002 -0.029 -0.029 0.017 0.012 -0.027 -0.022 39.800 0.059 1.280 
-0.007 -0.002 -0.007 0.012 -0.005 0.002 -0.020 39.800 0.059 1.245 
-0.015 -0.024 -0.020 0.024 -0.002 -0.017 -0.015 40.000 0.059 1.211 
-0.012 -0.039 -0.029 0.027 0.007 -0.032 -0.010 40.000 0.059 1.192 
-0.024 -0.051 -0.027 0.039 0.002 -0.039 -0.000 40.000 0.059 1.172 
-0.034 -0.054 -0.029 0.049 -0.007 -0.037 0.005 40.000 0.059 1.153 
-0.051 -0.059 -0.020 0.061 -0.022 -0.032 0.012 40.000 0.059 1.133 
-0.056 -0.059 -0.010 0.061 -0.027 -0.029 0.017 40.000 0.059 1.133 
-0.049 -0.044 -0.007 0.054 -0.027 -0.020 0.010 40.000 0.059 1.133 
-0.027 -0.042 -0.027 0.042 -0.005 -0.027 0.015 40.000 0.059 1.133 
-0.042 -0.044 -0.015 0.049 -0.020 -0.022 0.012 40.000 0.059 1.133 
-0.037 -0.051 -0.027 0.051 -0.010 -0.032 0.017 40.000 0.059 1.177 
-0.032 -0.049 -0.027 0.046 -0.007 -0.032 0.017 40.000 0.059 1.221 
-0.039 -0.051 -0.015 0.046 -0.012 -0.032 0.017 40.000 0.059 1.265 
-0.042 -0.042 -0.005 0.044 -0.020 -0.020 0.020 40.000 0.059 1.309 
-0.037 -0.037 -0.005 0.039 -0.017 -0.017 0.012 40.000 0.056 1.402 
-0.037 -0.054 -0.020 0.046 -0.010 -0.034 0.017 40.000 0.056 1.495 
-0.042 -0.066 -0.029 0.056 -0.007 -0.044 0.029 40.000 0.054 1.587 
-0.039 -0.049 -0.007 0.044 -0.015 -0.029 0.024 40.000 0.051 1.680 
-0.049 -0.032 0.012 0.044 -0.032 -0.007 0.020 40.000 0.051 1.807 
-0.042 -0.017 0.024 0.029 -0.032 0.005 0.017 40.000 0.051 1.934 
-0.044 0.027 0.066 0.012 -0.056 0.049 0.020 40.000 0.051 2.061 
-0.044 0.134 0.176 -0.044 -0.110 0.156 0.034 40.000 0.049 2.188 
-0.034 0.266 0.295 -0.112 -0.166 0.283 0.076 40.000 0.049 2.330 
0.017 0.381 0.361 -0.198 -0.173 0.374 0.085 40.000 0.046 2.471 
0.127 0.515 0.383 -0.317 -0.129 0.452 0.037 40.000 0.046 2.613 
0.295 0.757 0.459 -0.525 -0.083 0.611 -0.144 40.000 0.042 2.755 
0.589 1.048 0.459 -0.818 0.066 0.755 -0.430 40.000 0.042 2.886 
0.801 1.304 0.496 -1.048 0.149 0.904 -0.716 40.000 0.042 3.018 
0.869 1.324 0.449 -1.094 0.208 0.889 -0.786 40.000 0.042 3.150 
0.647 0.835 0.186 -0.740 0.230 0.513 -0.518 40.000 0.039 3.282 
0.007 0.510 0.503 -0.259 -0.247 0.508 -0.071 40.000 0.039 3.385 
-0.342 0.283 0.628 0.029 -0.484 0.454 0.210 40.000 0.037 3.487 
-0.469 0.164 0.635 0.151 -0.549 0.398 0.335 40.000 0.037 3.590 
-0.462 0.147 0.611 0.156 -0.535 0.379 0.298 40.000 0.034 3.692 
-0.427 0.110 0.532 0.161 -0.481 0.325 0.322 40.000 0.034 3.751 
-0.413 0.107 0.518 0.154 -0.466 0.315 0.361 40.000 0.032 3.810 
-0.393 0.112 0.496 0.147 -0.449 0.310 0.403 40.000 0.032 3.868 
-0.342 0.115 0.457 0.115 -0.398 0.286 0.440 40.000 0.032 3.927 
-0.325 0.125 0.447 0.103 -0.386 0.288 0.488 40.000 0.032 3.951 
-0.339 0.110 0.452 0.115 -0.393 0.281 0.542 40.000 0.032 3.976 
-0.347 0.115 0.457 0.120 -0.403 0.288 0.613 40.000 0.032 4.000 
-0.327 0.063 0.391 0.132 -0.359 0.227 0.716 40.000 0.029 4.024 
-0.303 0.039 0.342 0.132 -0.322 0.190 0.855 40.000 0.029 4.020 
-0.269 0.022 0.286 0.127 -0.278 0.156 0.904 40.000 0.029 4.015 
-0.249 0.022 0.266 0.117 -0.259 0.147 0.896 40.000 0.027 4.010 
-0.247 -0.005 0.237 0.129 -0.244 0.120 0.833 40.000 0.027 4.005 
-0.237 -0.034 0.198 0.139 -0.220 0.085 0.713 40.000 0.027 3.961 
-0.215 -0.076 0.132 0.149 -0.176 0.032 0.508 40.000 0.027 3.917 
-0.210 -0.085 0.120 0.151 -0.166 0.020 0.347 40.000 0.027 3.873 
-0.195 -0.112 0.081 0.156 -0.139 -0.015 0.217 40.000 0.024 3.829 
-0.139 -0.117 0.017 0.132 -0.081 -0.046 0.144 40.000 0.024 3.790 
-0.068 -0.088 -0.029 0.083 -0.024 -0.054 0.061 40.000 0.024 3.751 
-0.054 -0.076 -0.032 0.071 -0.015 -0.049 0.046 40.000 0.024 3.712 
-0.044 -0.078 -0.042 0.066 -0.005 -0.056 0.037 40.000 0.024 3.673 
-0.032 -0.083 -0.059 0.061 0.010 -0.066 0.015 40.000 0.024 3.619 
-0.032 -0.088 -0.066 0.066 0.012 -0.071 0.007 40.000 0.022 3.565 
-0.029 -0.090 -0.068 0.063 0.017 -0.076 0.002 40.000 0.022 3.512 
-0.022 -0.090 -0.076 0.061 0.024 -0.078 -0.007 40.000 0.022 3.458 
-0.022 -0.088 -0.073 0.059 0.022 -0.076 -0.022 40.000 0.022 3.389 
-0.034 -0.105 -0.076 0.073 0.020 -0.088 -0.017 40.000 0.022 3.321 
-0.020 -0.110 -0.098 0.068 0.037 -0.100 -0.020 40.000 0.022 3.253 
-0.022 -0.117 -0.100 0.073 0.037 -0.105 -0.029 40.000 0.022 3.184 
-0.029 -0.120 -0.100 0.081 0.032 -0.105 -0.017 40.000 0.022 3.116 
-0.029 -0.112 -0.093 0.076 0.027 -0.098 -0.017 40.000 0.022 3.048 
-0.020 -0.129 -0.112 0.076 0.046 -0.120 -0.015 40.000 0.022 2.979 
-0.007 -0.122 -0.117 0.066 0.054 -0.117 -0.022 39.800 0.024 2.911 
-0.010 -0.122 -0.112 0.066 0.051 -0.117 -0.024 39.800 0.024 2.847 
-0.022 -0.125 -0.112 0.078 0.042 -0.112 -0.010 40.000 0.024 2.784 
-0.037 -0.137 -0.107 0.090 0.032 -0.117 -0.010 40.000 0.024 2.720 
-0.034 -0.149 -0.120 0.095 0.042 -0.132 -0.015 40.000 0.024 2.657 
-0.032 -0.183 -0.164 0.115 0.061 -0.166 -0.005 40.000 0.027 2.613 
-0.029 -0.208 -0.181 0.120 0.076 -0.193 -0.000 40.000 0.027 2.569 
-0.032 -0.203 -0.171 0.117 0.071 -0.186 -0.002 40.000 0.027 2.525 
-0.032 -0.220 -0.186 0.125 0.078 -0.203 -0.012 40.000 0.029 2.481 
-0.032 -0.234 -0.205 0.134 0.085 -0.217 -0.012 40.000 0.029 2.466 
-0.049 -0.264 -0.225 0.161 0.083 -0.239 -0.007 40.000 0.029 2.452 
-0.051 -0.293 -0.249 0.176 0.095 -0.266 0.002 40.000 0.029 2.437 
-0.063 -0.337 -0.281 0.205 0.105 -0.305 0.010 40.000 0.032 2.422 
-0.061 -0.349 -0.300 0.212 0.115 -0.317 -0.002 40.000 0.032 2.432 
-0.054 -0.366 -0.320 0.215 0.129 -0.339 -0.002 40.000 0.032 2.442 
-0.049 -0.396 -0.344 0.222 0.149 -0.371 -0.000 40.000 0.032 2.452 
-0.061 -0.408 -0.347 0.234 0.144 -0.376 -0.007 40.000 0.032 2.462 
-0.073 -0.418 -0.349 0.249 0.137 -0.381 -0.005 40.000 0.032 2.486 
-0.054 -0.425 -0.376 0.242 0.159 -0.398 -0.007 40.000 0.032 2.510 
-0.044 -0.437 -0.400 0.244 0.176 -0.415 -0.010 40.000 0.032 2.535 
-0.034 -0.432 -0.400 0.234 0.183 -0.415 -0.022 40.000 0.034 2.559 
-0.032 -0.418 -0.391 0.227 0.178 -0.400 -0.029 40.000 0.034 2.579 
-0.015 -0.398 -0.388 0.210 0.186 -0.391 -0.034 40.000 0.034 2.598 
0.005 -0.369 -0.376 0.183 0.190 -0.371 -0.049 40.000 0.034 2.618 
0.015 -0.322 -0.342 0.156 0.176 -0.330 -0.061 40.000 0.034 2.637 
0.024 -0.293 -0.320 0.137 0.171 -0.305 -0.068 40.000 0.034 2.657 
0.042 -0.261 -0.308 0.112 0.173 -0.281 -0.076 39.800 0.034 2.676 
0.044 -0.239 -0.288 0.100 0.164 -0.261 -0.083 39.800 0.034 2.696 
0.071 -0.198 -0.271 0.066 0.171 -0.232 -0.103 39.800 0.037 2.716 
0.081 -0.161 -0.239 0.039 0.161 -0.200 -0.105 39.600 0.037 2.720 
0.071 -0.142 -0.212 0.037 0.142 -0.176 -0.100 39.600 0.037 2.725 
0.083 -0.098 -0.181 0.007 0.132 -0.139 -0.103 39.600 0.037 2.730 
0.073 -0.071 -0.139 -0.002 0.110 -0.107 -0.107 39.400 0.039 2.735 
0.088 -0.054 -0.137 -0.020 0.115 -0.098 -0.103 39.400 0.039 2.730 
0.076 -0.022 -0.105 -0.022 0.088 -0.059 -0.088 39.400 0.039 2.725 
0.068 -0.007 -0.076 -0.029 0.073 -0.042 -0.073 39.600 0.039 2.720 
0.061 0.007 -0.051 -0.034 0.059 -0.022 -0.066 39.800 0.039 2.716 
0.056 0.005 -0.056 -0.027 0.054 -0.022 -0.051 40.000 0.039 2.701 
0.049 0.005 -0.046 -0.024 0.046 -0.020 -0.044 40.000 0.042 2.686 
0.037 0.027 -0.012 -0.029 0.024 0.010 -0.037 40.000 0.042 2.672 
0.042 0.042 0.002 -0.042 0.022 0.022 -0.037 40.000 0.042 2.657 
0.037 0.042 0.005 -0.039 0.017 0.024 -0.027 40.000 0.042 2.632 
0.020 0.032 0.012 -0.024 0.005 0.022 -0.015 39.800 0.042 2.608 
0.012 0.029 0.015 -0.020 -0.002 0.024 -0.010 39.600 0.042 2.584 
0.005 0.012 0.010 -0.010 -0.000 0.010 -0.007 39.400 0.044 2.559 
0.007 0.024 0.017 -0.015 -0.005 0.022 -0.000 39.200 0.044 2.530 
-0.002 0.034 0.039 -0.017 -0.020 0.037 0.005 39.000 0.044 2.501 
-0.012 0.034 0.046 -0.010 -0.029 0.042 0.012 39.200 0.044 2.471 
-0.022 0.039 0.061 -0.007 -0.042 0.051 0.010 39.200 0.044 2.442 
-0.017 0.024 0.042 -0.002 -0.029 0.034 0.015 39.400 0.046 2.408 
0.002 0.022 0.017 -0.010 -0.007 0.022 0.017 39.800 0.046 2.374 
-0.000 0.029 0.029 -0.015 -0.015 0.029 0.015 40.000 0.046 2.339 
-0.005 0.029 0.034 -0.012 -0.020 0.032 0.010 40.400 0.049 2.305 
-0.010 0.037 0.046 -0.012 -0.027 0.042 0.015 40.400 0.049 2.261 
-0.005 0.037 0.049 -0.020 -0.022 0.039 0.015 40.600 0.051 2.217 
0.002 0.037 0.037 -0.020 -0.015 0.037 0.020 40.600 0.051 2.173 
-0.000 0.037 0.042 -0.020 -0.017 0.037 0.012 40.600 0.051 2.129 
-0.000 0.049 0.049 -0.024 -0.024 0.049 0.020 40.600 0.054 2.085 
-0.000 0.054 0.054 -0.027 -0.027 0.054 0.039 40.400 0.054 2.042 
-0.000 0.083 0.078 -0.039 -0.042 0.083 0.044 40.400 0.054 1.998 
0.020 0.105 0.093 -0.066 -0.032 0.095 0.056 40.200 0.056 1.954 
0.027 0.142 0.117 -0.085 -0.044 0.129 0.078 40.000 0.059 1.919 
0.037 0.166 0.129 -0.100 -0.046 0.149 0.093 40.000 0.059 1.885 
0.054 0.183 0.127 -0.117 -0.037 0.156 0.115 40.000 0.061 1.851 
0.054 0.205 0.151 -0.129 -0.049 0.178 0.105 40.000 0.063 1.817 
0.061 0.237 0.176 -0.149 -0.056 0.208 0.083 40.000 0.063 1.783 
0.061 0.239 0.181 -0.151 -0.059 0.210 0.100 40.000 0.066 1.748 
0.061 0.212 0.154 -0.137 -0.044 0.183 0.098 40.200 0.066 1.714 
0.054 0.195 0.149 -0.127 -0.044 0.168 0.027 40.200 0.071 1.680 
0.046 0.166 0.117 -0.105 -0.037 0.144 -0.015 40.200 0.071 1.656 
0.044 0.144 0.093 -0.090 -0.027 0.122 -0.044 40.200 0.071 1.631 
0.032 0.105 0.063 -0.063 -0.020 0.090 -0.056 40.200 0.071 1.607 
0.032 0.083 0.051 -0.056 -0.010 0.068 -0.056 40.200 0.073 1.582 
0.037 0.100 0.061 -0.066 -0.012 0.083 -0.063 40.000 0.076 1.553 
0.061 0.095 0.032 -0.076 0.015 0.066 -0.085 40.000 0.076 1.524 
0.066 0.078 0.012 -0.071 0.027 0.046 -0.078 40.000 0.078 1.495 
0.051 0.051 0.002 -0.051 0.027 0.027 -0.059 40.000 0.081 1.465 
0.034 0.024 -0.012 -0.027 0.022 0.007 -0.054 40.000 0.252 1.402 
0.024 0.007 -0.017 -0.015 0.022 -0.005 -0.042 40.000 0.252 1.338 
0.024 0.002 -0.020 -0.015 0.024 -0.010 -0.039 40.000 0.422 1.275 
0.010 0.017 0.007 -0.012 0.002 0.012 -0.039 40.000 0.422 1.211 
-0.012 -0.002 0.007 0.010 -0.010 0.005 -0.022 40.000 0.252 1.192 
-0.012 0.007 0.020 0.002 -0.015 0.015 -0.017 40.000 0.252 1.172 
-0.020 -0.015 0.005 0.017 -0.012 -0.005 -0.017 40.000 0.081 1.153 
-0.032 -0.034 -0.005 0.034 -0.015 -0.017 -0.002 40.000 0.081 1.133 
-0.032 -0.032 -0.000 0.032 -0.015 -0.015 -0.002 40.200 0.078 1.143 
-0.046 -0.032 0.017 0.039 -0.029 -0.007 0.005 40.200 0.078 1.153 
-0.051 -0.042 0.010 0.046 -0.029 -0.015 0.010 40.200 0.078 1.162 
-0.039 -0.027 0.010 0.034 -0.024 -0.007 0.007 40.200 0.076 1.172 
-0.034 -0.029 0.002 0.034 -0.020 -0.012 0.010 40.400 0.076 1.221 
-0.027 -0.027 -0.007 0.032 -0.012 -0.012 0.010 40.400 0.073 1.270 
-0.046 -0.034 0.015 0.039 -0.029 -0.010 0.012 40.400 0.073 1.319 
-0.044 -0.032 0.010 0.039 -0.027 -0.010 0.015 40.600 0.071 1.368 
-0.034 -0.017 0.015 0.027 -0.024 -0.000 0.042 40.600 0.071 1.465 
-0.039 -0.027 0.010 0.034 -0.024 -0.007 0.017 40.600 0.068 1.563 
-0.032 -0.034 -0.000 0.032 -0.015 -0.017 0.020 40.600 0.068 1.661 
