I II III aVR aVL aVF V1 AO Resp SPO2
0.046 0.078 0.034 -0.063 0.007 0.056 0.012 40.000 0.203 2.457 
0.039 0.063 0.032 -0.054 0.007 0.044 0.012 40.000 0.200 2.442 
0.042 0.076 0.042 -0.061 0.005 0.056 0.015 40.000 0.200 2.422 
0.042 0.078 0.039 -0.061 0.002 0.059 0.007 40.000 0.198 2.403 
0.044 0.085 0.039 -0.063 0.002 0.063 0.010 40.000 0.198 2.383 
0.032 0.066 0.037 -0.049 -0.000 0.051 0.005 39.800 0.193 2.364 
0.029 0.068 0.042 -0.049 -0.005 0.054 0.022 39.800 0.193 2.335 
0.029 0.085 0.054 -0.056 -0.012 0.071 0.024 39.800 0.193 2.305 
0.034 0.085 0.054 -0.061 -0.007 0.068 0.029 39.800 0.193 2.276 
0.029 0.093 0.063 -0.061 -0.017 0.078 0.037 39.800 0.190 2.247 
0.044 0.110 0.061 -0.073 -0.010 0.088 0.054 39.600 0.190 2.212 
0.051 0.122 0.071 -0.085 -0.010 0.098 0.068 39.600 0.188 2.178 
0.063 0.159 0.093 -0.110 -0.015 0.127 0.088 39.600 0.188 2.144 
0.093 0.195 0.103 -0.144 -0.005 0.149 0.098 39.600 0.183 2.110 
0.093 0.225 0.127 -0.156 -0.020 0.178 0.110 39.600 0.183 2.076 
0.083 0.242 0.154 -0.159 -0.037 0.200 0.103 39.600 0.183 2.042 
0.098 0.256 0.161 -0.178 -0.029 0.208 0.090 39.600 0.183 2.007 
0.095 0.252 0.154 -0.171 -0.029 0.205 0.103 39.600 0.183 1.973 
0.081 0.217 0.137 -0.149 -0.027 0.178 0.085 39.600 0.183 1.944 
0.071 0.208 0.137 -0.139 -0.032 0.173 0.015 39.600 0.183 1.915 
0.085 0.188 0.103 -0.137 -0.007 0.147 -0.012 39.600 0.183 1.885 
0.073 0.161 0.090 -0.117 -0.007 0.125 -0.046 39.800 0.181 1.856 
0.081 0.159 0.076 -0.117 0.002 0.120 -0.059 39.800 0.181 1.836 
0.081 0.151 0.068 -0.115 0.005 0.112 -0.066 39.800 0.181 1.817 
0.073 0.154 0.073 -0.110 -0.002 0.117 -0.068 39.800 0.181 1.797 
0.081 0.159 0.076 -0.117 0.002 0.120 -0.073 39.800 0.181 1.778 
0.073 0.134 0.056 -0.100 0.007 0.098 -0.066 39.800 0.181 1.758 
0.081 0.107 0.024 -0.093 0.027 0.068 -0.051 39.800 0.181 1.739 
0.059 0.068 0.005 -0.061 0.024 0.039 -0.029 39.800 0.181 1.719 
0.044 0.049 0.002 -0.044 0.020 0.027 -0.024 39.800 0.178 1.700 
0.032 0.049 0.007 -0.034 0.007 0.034 -0.020 39.600 0.178 1.685 
0.037 0.068 0.024 -0.049 0.002 0.051 -0.017 39.600 0.178 1.670 
0.042 0.056 0.005 -0.044 0.015 0.037 -0.012 39.600 0.176 1.656 
0.042 0.054 0.010 -0.046 0.015 0.034 -0.010 39.600 0.176 1.641 
0.039 0.032 -0.005 -0.037 0.024 0.012 -0.000 39.400 0.176 1.621 
0.032 0.027 -0.007 -0.027 0.020 0.012 0.007 39.400 0.173 1.602 
0.012 0.017 -0.005 -0.010 0.005 0.012 0.017 39.400 0.173 1.582 
0.012 0.015 -0.000 -0.012 0.005 0.010 0.020 39.400 0.173 1.563 
0.007 0.010 -0.005 -0.005 0.002 0.007 0.017 39.400 0.173 1.519 
0.002 0.015 -0.000 -0.002 -0.005 0.015 0.024 39.400 0.171 1.475 
0.005 0.007 -0.002 -0.002 0.002 0.005 0.020 39.400 0.171 1.431 
0.005 0.005 -0.012 0.002 0.002 0.002 0.020 39.400 0.171 1.387 
0.005 0.010 -0.000 -0.005 -0.000 0.007 0.022 39.400 0.171 1.392 
-0.000 0.012 0.002 -0.000 -0.005 0.012 0.027 39.400 0.171 1.397 
0.002 0.017 0.007 -0.005 -0.005 0.017 0.020 39.400 0.171 1.402 
-0.007 0.007 0.007 0.005 -0.010 0.012 0.022 39.400 0.168 1.407 
-0.000 0.002 -0.005 0.002 -0.000 0.002 0.027 39.400 0.168 1.436 
0.007 0.012 -0.000 -0.007 0.002 0.010 0.032 39.400 0.168 1.465 
-0.007 -0.002 -0.000 0.007 -0.005 0.002 0.029 39.400 0.168 1.495 
-0.005 0.002 -0.000 0.005 -0.005 0.005 0.022 39.400 0.168 1.524 
0.007 0.012 -0.000 -0.007 0.002 0.010 0.017 39.400 0.168 1.597 
0.005 0.022 0.007 -0.007 -0.005 0.020 0.027 39.400 0.168 1.670 
-0.007 0.046 0.051 -0.017 -0.029 0.051 0.027 39.400 0.168 1.744 
0.007 0.166 0.156 -0.085 -0.076 0.164 0.029 39.400 0.168 1.817 
0.017 0.295 0.274 -0.154 -0.129 0.288 0.068 39.400 0.166 1.919 
0.066 0.398 0.320 -0.225 -0.132 0.366 0.085 39.600 0.166 2.022 
0.178 0.540 0.361 -0.359 -0.090 0.452 0.034 39.600 0.166 2.125 
0.330 0.808 0.471 -0.564 -0.073 0.645 -0.144 39.600 0.164 2.227 
0.581 1.101 0.518 -0.840 0.032 0.811 -0.427 39.600 0.164 2.344 
0.781 1.372 0.581 -1.072 0.095 0.982 -0.703 39.600 0.164 2.462 
0.867 1.419 0.545 -1.138 0.159 0.987 -0.789 39.600 0.164 2.579 
0.659 0.894 0.232 -0.774 0.212 0.564 -0.518 39.600 0.161 2.696 
0.076 0.518 0.432 -0.291 -0.183 0.481 -0.085 39.600 0.159 2.803 
-0.242 0.288 0.525 -0.020 -0.386 0.410 0.198 39.800 0.159 2.911 
-0.354 0.149 0.503 0.103 -0.427 0.327 0.293 39.800 0.156 3.018 
-0.359 0.151 0.508 0.105 -0.435 0.332 0.256 39.800 0.154 3.126 
-0.317 0.137 0.457 0.090 -0.386 0.295 0.259 39.800 0.151 3.209 
-0.322 0.117 0.444 0.100 -0.381 0.278 0.313 39.600 0.149 3.292 
-0.308 0.110 0.420 0.098 -0.361 0.264 0.349 39.600 0.149 3.375 
-0.274 0.103 0.383 0.083 -0.325 0.239 0.391 39.600 0.147 3.458 
-0.264 0.088 0.357 0.085 -0.308 0.220 0.449 39.600 0.144 3.507 
-0.264 0.076 0.337 0.095 -0.300 0.208 0.498 39.600 0.144 3.556 
-0.254 0.073 0.332 0.088 -0.291 0.200 0.554 39.600 0.142 3.604 
-0.247 0.037 0.286 0.105 -0.264 0.161 0.650 39.600 0.142 3.653 
-0.244 0.005 0.247 0.122 -0.247 0.127 0.789 39.600 -0.029 3.673 
-0.227 -0.007 0.210 0.122 -0.222 0.107 0.855 39.400 -0.029 3.692 
-0.212 -0.012 0.193 0.117 -0.205 0.095 0.867 39.400 -0.200 3.712 
-0.195 -0.042 0.149 0.122 -0.173 0.056 0.835 39.400 -0.200 3.731 
-0.171 -0.059 0.112 0.115 -0.142 0.027 0.740 39.400 -0.029 3.717 
-0.166 -0.068 0.088 0.122 -0.132 0.015 0.547 39.600 -0.029 3.702 
-0.164 -0.078 0.076 0.127 -0.125 0.005 0.361 39.600 0.139 3.687 
-0.144 -0.081 0.056 0.117 -0.103 -0.007 0.232 39.600 0.139 3.673 
-0.078 -0.083 -0.005 0.081 -0.037 -0.044 0.132 39.600 0.139 3.639 
-0.027 -0.066 -0.039 0.046 0.007 -0.051 0.071 39.600 0.139 3.604 
-0.002 -0.046 -0.046 0.027 0.022 -0.044 0.037 39.600 0.139 3.570 
0.012 -0.037 -0.054 0.015 0.032 -0.042 0.020 39.600 0.142 3.536 
-0.010 -0.039 -0.039 0.029 0.010 -0.034 0.015 39.600 0.142 3.482 
-0.002 -0.044 -0.046 0.027 0.020 -0.042 0.010 39.600 0.142 3.429 
-0.002 -0.066 -0.066 0.037 0.032 -0.063 0.002 39.600 0.142 3.375 
0.010 -0.066 -0.078 0.029 0.044 -0.071 -0.002 39.600 0.144 3.321 
0.012 -0.063 -0.073 0.024 0.044 -0.068 -0.010 39.400 0.147 3.253 
0.005 -0.066 -0.078 0.034 0.039 -0.068 -0.010 39.400 0.147 3.184 
0.017 -0.063 -0.083 0.024 0.049 -0.071 -0.022 39.400 0.147 3.116 
0.012 -0.071 -0.078 0.027 0.049 -0.076 -0.024 39.200 0.149 3.048 
-0.000 -0.076 -0.085 0.044 0.039 -0.076 -0.022 39.200 0.149 2.974 
-0.007 -0.085 -0.083 0.049 0.037 -0.081 -0.007 39.200 0.151 2.901 
-0.000 -0.095 -0.100 0.051 0.049 -0.095 -0.015 39.200 0.151 2.828 
-0.007 -0.095 -0.098 0.056 0.042 -0.090 -0.024 39.200 0.154 2.755 
-0.002 -0.095 -0.100 0.054 0.046 -0.093 -0.017 39.200 0.154 2.676 
-0.015 -0.103 -0.100 0.066 0.037 -0.095 -0.015 39.200 0.156 2.598 
-0.024 -0.120 -0.103 0.076 0.037 -0.107 -0.010 39.400 0.156 2.520 
-0.015 -0.134 -0.132 0.081 0.054 -0.127 -0.020 39.400 0.159 2.442 
-0.005 -0.154 -0.151 0.081 0.073 -0.151 -0.017 39.400 0.159 2.374 
-0.012 -0.149 -0.151 0.088 0.063 -0.142 -0.015 39.400 0.159 2.305 
-0.027 -0.168 -0.149 0.103 0.059 -0.154 -0.012 39.400 0.159 2.237 
-0.027 -0.193 -0.171 0.112 0.071 -0.178 -0.022 39.400 0.161 2.168 
-0.044 -0.210 -0.173 0.132 0.061 -0.188 -0.005 39.400 0.161 2.125 
-0.054 -0.254 -0.208 0.159 0.073 -0.227 0.002 39.400 0.161 2.081 
-0.054 -0.276 -0.227 0.168 0.085 -0.249 0.005 39.400 0.161 2.037 
-0.046 -0.288 -0.249 0.171 0.098 -0.264 -0.005 39.400 0.161 1.993 
-0.044 -0.300 -0.269 0.178 0.107 -0.278 -0.005 39.400 0.159 1.978 
-0.061 -0.327 -0.276 0.200 0.103 -0.295 -0.002 39.400 0.159 1.963 
-0.061 -0.359 -0.313 0.217 0.120 -0.327 -0.000 39.400 0.159 1.949 
-0.071 -0.391 -0.330 0.237 0.125 -0.354 0.002 39.400 0.159 1.934 
-0.068 -0.388 -0.335 0.237 0.127 -0.354 -0.010 39.400 0.156 1.944 
-0.063 -0.403 -0.354 0.242 0.139 -0.371 -0.002 39.600 0.154 1.954 
-0.061 -0.418 -0.366 0.244 0.149 -0.386 -0.015 39.400 0.151 1.963 
-0.046 -0.398 -0.354 0.225 0.154 -0.374 -0.012 39.400 0.149 1.973 
-0.044 -0.376 -0.347 0.217 0.144 -0.354 -0.022 39.200 0.149 1.998 
-0.022 -0.364 -0.359 0.203 0.161 -0.352 -0.039 39.200 0.147 2.022 
-0.012 -0.339 -0.342 0.183 0.159 -0.332 -0.044 39.000 0.147 2.046 
-0.007 -0.308 -0.310 0.164 0.147 -0.303 -0.056 39.000 0.142 2.071 
0.012 -0.266 -0.283 0.129 0.147 -0.271 -0.068 39.000 0.142 2.105 
0.046 -0.237 -0.291 0.100 0.166 -0.259 -0.073 38.800 0.139 2.139 
0.051 -0.203 -0.254 0.076 0.154 -0.227 -0.081 38.800 0.137 2.173 
0.068 -0.161 -0.242 0.054 0.149 -0.195 -0.098 38.800 0.134 2.208 
0.076 -0.115 -0.200 0.024 0.134 -0.151 -0.107 39.000 0.132 2.232 
0.071 -0.103 -0.176 0.017 0.122 -0.137 -0.100 39.000 0.129 2.256 
0.088 -0.071 -0.156 -0.010 0.125 -0.115 -0.103 39.200 0.127 2.281 
0.085 -0.044 -0.134 -0.017 0.107 -0.085 -0.095 39.400 0.125 2.305 
0.063 -0.027 -0.100 -0.012 0.078 -0.059 -0.093 39.400 0.122 2.315 
0.073 -0.005 -0.090 -0.027 0.076 -0.042 -0.078 39.600 0.120 2.325 
0.073 -0.002 -0.078 -0.034 0.076 -0.039 -0.066 39.600 0.117 2.335 
0.066 0.010 -0.068 -0.032 0.061 -0.022 -0.054 39.800 0.115 2.344 
0.054 0.015 -0.049 -0.029 0.046 -0.012 -0.046 39.800 0.115 2.344 
0.042 0.027 -0.022 -0.029 0.029 0.007 -0.034 39.800 0.112 2.344 
0.049 0.037 -0.012 -0.042 0.032 0.012 -0.042 39.600 0.112 2.344 
0.046 0.051 -0.000 -0.046 0.022 0.029 -0.032 39.600 0.110 2.344 
0.020 0.049 0.027 -0.032 -0.005 0.039 -0.020 39.600 0.107 2.335 
0.020 0.051 0.020 -0.029 -0.005 0.042 -0.010 39.400 0.107 2.325 
0.037 0.049 0.002 -0.037 0.012 0.032 -0.012 39.400 0.105 2.315 
0.032 0.042 0.005 -0.034 0.012 0.027 -0.010 39.600 0.103 2.305 
0.029 0.034 -0.002 -0.027 0.012 0.020 -0.010 39.600 0.103 2.291 
0.024 0.042 0.012 -0.029 0.005 0.029 0.002 39.600 0.100 2.276 
0.012 0.027 0.005 -0.015 -0.000 0.022 0.012 39.600 0.100 2.261 
0.020 0.032 0.007 -0.022 0.005 0.022 0.010 39.600 0.100 2.247 
0.034 0.046 0.007 -0.037 0.012 0.029 0.002 39.600 0.098 2.222 
0.020 0.029 0.010 -0.024 0.005 0.020 0.015 39.600 0.098 2.198 
0.017 0.042 0.020 -0.027 -0.002 0.034 0.012 39.400 0.095 2.173 
0.012 0.034 0.020 -0.022 -0.005 0.029 0.010 39.400 0.093 2.149 
-0.000 0.024 0.015 -0.007 -0.012 0.024 0.020 39.200 0.093 2.120 
0.015 0.042 0.020 -0.024 -0.005 0.034 0.017 39.200 0.093 2.090 
0.029 0.046 0.010 -0.034 0.007 0.032 0.012 39.200 0.093 2.061 
0.032 0.039 0.007 -0.034 0.012 0.024 0.017 39.200 0.093 2.032 
0.022 0.066 0.037 -0.039 -0.010 0.056 0.034 39.200 0.093 1.998 
0.017 0.083 0.056 -0.044 -0.024 0.076 0.049 39.200 0.093 1.963 
0.022 0.120 0.085 -0.063 -0.037 0.110 0.078 39.400 0.093 1.929 
0.044 0.151 0.098 -0.093 -0.032 0.129 0.090 39.400 0.093 1.895 
0.051 0.164 0.105 -0.103 -0.029 0.139 0.115 39.600 0.093 1.861 
0.049 0.181 0.122 -0.110 -0.042 0.156 0.132 39.600 0.093 1.827 
0.059 0.188 0.129 -0.122 -0.034 0.159 0.107 39.600 0.093 1.792 
0.095 0.222 0.112 -0.151 -0.015 0.176 0.093 39.800 0.093 1.758 
0.071 0.210 0.127 -0.134 -0.034 0.176 0.107 39.800 0.095 1.729 
0.066 0.195 0.120 -0.125 -0.032 0.164 0.073 39.800 0.095 1.700 
0.061 0.198 0.132 -0.127 -0.037 0.168 -0.002 39.600 0.095 1.670 
0.054 0.168 0.107 -0.107 -0.029 0.142 -0.029 39.600 0.098 1.641 
0.063 0.142 0.071 -0.098 -0.007 0.110 -0.054 39.600 0.098 1.621 
0.068 0.115 0.037 -0.085 0.012 0.081 -0.066 39.600 0.098 1.602 
0.049 0.120 0.061 -0.078 -0.010 0.095 -0.063 39.400 0.098 1.582 
0.061 0.122 0.046 -0.083 -0.000 0.093 -0.076 39.400 0.100 1.563 
0.071 0.110 0.024 -0.083 0.017 0.076 -0.083 39.400 0.100 1.543 
0.066 0.061 -0.010 -0.061 0.037 0.029 -0.066 39.400 0.100 1.524 
0.059 0.049 -0.017 -0.049 0.034 0.020 -0.059 39.400 0.100 1.504 
0.049 0.037 -0.022 -0.037 0.032 0.012 -0.054 39.400 0.103 1.485 
0.029 0.037 -0.007 -0.024 0.012 0.022 -0.042 39.200 0.103 1.460 
0.024 0.042 0.007 -0.027 0.005 0.029 -0.039 39.200 0.103 1.436 
0.029 0.029 -0.007 -0.024 0.015 0.015 -0.022 39.200 0.103 1.411 
0.017 0.010 -0.015 -0.010 0.012 0.002 -0.022 39.000 0.103 1.387 
0.012 0.010 -0.012 -0.005 0.007 0.005 -0.015 39.000 0.103 1.363 
0.010 0.007 -0.017 -0.000 0.007 0.002 -0.010 39.000 0.103 1.338 
-0.002 -0.012 -0.027 0.017 0.005 -0.010 -0.002 39.000 0.103 1.314 
-0.007 -0.007 -0.007 0.012 -0.002 -0.002 -0.005 39.200 0.103 1.289 
-0.015 -0.005 0.002 0.015 -0.012 0.002 0.002 39.200 0.103 1.265 
-0.027 -0.034 -0.015 0.034 -0.010 -0.020 0.010 39.200 0.100 1.241 
-0.022 -0.024 -0.007 0.027 -0.010 -0.012 0.010 39.200 0.100 1.216 
-0.010 -0.007 -0.005 0.012 -0.005 -0.002 -0.000 39.400 0.100 1.192 
-0.020 -0.005 0.002 0.020 -0.017 0.005 -0.000 39.400 0.098 1.182 
-0.012 -0.007 -0.005 0.015 -0.007 -0.000 0.007 39.600 0.098 1.172 
-0.017 -0.015 -0.005 0.020 -0.010 -0.005 0.002 39.600 0.098 1.162 
-0.007 0.010 0.005 0.005 -0.012 0.015 -0.002 39.600 0.095 1.153 
-0.015 -0.000 -0.000 0.015 -0.015 0.007 0.010 39.600 0.095 1.172 
-0.024 -0.000 0.010 0.020 -0.024 0.012 0.010 39.600 0.095 1.192 
-0.020 -0.005 0.002 0.020 -0.017 0.005 0.015 39.600 0.095 1.211 
-0.020 -0.012 0.002 0.020 -0.012 -0.002 0.012 39.600 0.095 1.231 
-0.020 -0.007 -0.000 0.020 -0.015 0.002 0.012 39.400 0.095 1.289 
-0.037 -0.005 0.020 0.027 -0.034 0.015 0.010 39.400 0.093 1.348 
-0.029 -0.012 0.015 0.022 -0.022 0.002 0.020 39.200 0.093 1.407 
-0.027 0.063 0.081 -0.012 -0.059 0.078 0.020 39.200 0.093 1.465 
-0.000 0.210 0.198 -0.098 -0.105 0.210 0.032 39.200 0.093 1.563 
-0.002 0.322 0.317 -0.156 -0.164 0.325 0.073 39.200 0.093 1.661 
0.063 0.430 0.357 -0.242 -0.151 0.398 0.078 39.200 0.093 1.758 
0.186 0.574 0.383 -0.376 -0.100 0.481 -0.002 39.200 0.093 1.856 
0.374 0.840 0.459 -0.603 -0.046 0.654 -0.227 39.200 0.093 1.978 
0.669 1.143 0.466 -0.901 0.098 0.808 -0.532 39.400 0.093 2.100 
0.850 1.402 0.537 -1.118 0.149 0.977 -0.774 39.400 0.093 2.222 
0.864 1.243 0.359 -1.043 0.244 0.811 -0.747 39.600 0.090 2.344 
0.508 0.735 0.225 -0.620 0.142 0.481 -0.408 39.600 0.090 2.466 
-0.056 0.418 0.466 -0.176 -0.264 0.447 0.002 39.600 0.090 2.589 
-0.330 0.256 0.579 0.042 -0.457 0.422 0.237 39.600 0.090 2.711 
-0.396 0.151 0.540 0.127 -0.471 0.349 0.295 39.600 0.090 2.833 
-0.376 0.164 0.532 0.110 -0.457 0.352 0.249 39.600 0.090 2.940 
-0.359 0.129 0.484 0.117 -0.422 0.310 0.286 39.600 0.090 3.048 
-0.361 0.117 0.466 0.129 -0.420 0.298 0.337 39.600 0.090 3.155 
-0.335 0.112 0.437 0.117 -0.391 0.281 0.383 39.400 0.090 3.263 
-0.303 0.125 0.418 0.095 -0.364 0.276 0.430 39.400 0.090 3.336 
-0.308 0.125 0.418 0.100 -0.369 0.278 0.476 39.400 0.090 3.409 
-0.303 0.110 0.403 0.103 -0.357 0.261 0.530 39.400 0.090 3.482 
-0.283 0.071 0.357 0.105 -0.317 0.212 0.608 39.400 0.093 3.556 
-0.293 0.034 0.322 0.132 -0.310 0.181 0.723 39.400 0.093 3.590 
-0.276 0.015 0.283 0.134 -0.283 0.154 0.850 39.400 0.090 3.624 
-0.247 0.007 0.237 0.129 -0.249 0.132 0.877 39.400 0.090 3.658 
-0.239 0.007 0.232 0.125 -0.242 0.127 0.869 39.600 0.090 3.692 
-0.239 -0.039 0.193 0.144 -0.220 0.081 0.808 39.600 0.090 3.692 
-0.220 -0.051 0.166 0.137 -0.193 0.059 0.674 39.600 0.090 3.692 
-0.186 -0.063 0.115 0.129 -0.154 0.029 0.452 39.600 0.090 3.692 
-0.193 -0.066 0.122 0.132 -0.159 0.032 0.313 39.600 0.090 3.692 
-0.151 -0.076 0.066 0.120 -0.112 -0.000 0.181 39.600 0.090 3.678 
-0.110 -0.073 0.029 0.095 -0.073 -0.017 0.125 39.600 0.090 3.663 
-0.063 -0.039 0.012 0.059 -0.044 -0.007 0.071 39.400 0.090 3.648 
-0.042 -0.056 -0.020 0.051 -0.012 -0.034 0.049 39.400 0.090 3.634 
-0.017 -0.054 -0.044 0.039 0.010 -0.044 0.027 39.400 0.090 3.541 
-0.015 -0.037 -0.034 0.032 0.005 -0.029 0.015 39.400 0.090 3.448 
0.005 -0.029 -0.046 0.020 0.020 -0.032 -0.002 39.400 0.090 3.355 
-0.010 -0.044 -0.046 0.034 0.012 -0.039 -0.002 39.400 0.088 3.263 
-0.020 -0.044 -0.037 0.039 0.002 -0.034 -0.017 39.400 0.088 3.199 
-0.017 -0.049 -0.046 0.042 0.007 -0.039 -0.017 39.600 0.088 3.136 
-0.005 -0.049 -0.059 0.034 0.020 -0.046 -0.017 39.600 0.088 3.072 
-0.005 -0.056 -0.063 0.037 0.024 -0.054 -0.029 39.600 0.088 3.009 
-0.002 -0.073 -0.076 0.042 0.034 -0.071 -0.024 39.600 0.088 2.935 
-0.007 -0.085 -0.085 0.051 0.037 -0.081 -0.024 39.600 0.088 2.862 
-0.002 -0.081 -0.095 0.051 0.039 -0.078 -0.027 39.600 0.088 2.789 
-0.012 -0.088 -0.085 0.056 0.032 -0.081 -0.027 39.600 0.090 2.716 
-0.024 -0.090 -0.081 0.066 0.022 -0.078 -0.024 39.600 0.090 2.642 
-0.022 -0.093 -0.081 0.063 0.024 -0.081 -0.020 39.600 0.090 2.569 
-0.027 -0.098 -0.090 0.073 0.022 -0.083 -0.012 39.600 0.090 2.496 
-0.032 -0.115 -0.093 0.078 0.027 -0.098 -0.017 39.600 0.093 2.422 
-0.020 -0.112 -0.103 0.071 0.037 -0.103 -0.015 39.600 0.093 2.359 
-0.020 -0.132 -0.120 0.081 0.046 -0.122 -0.015 39.600 0.093 2.295 
-0.024 -0.154 -0.139 0.095 0.054 -0.142 -0.010 39.600 0.095 2.232 
-0.034 -0.161 -0.137 0.103 0.046 -0.144 -0.007 39.600 0.095 2.168 
-0.046 -0.164 -0.132 0.112 0.037 -0.139 -0.010 39.600 0.098 2.129 
-0.068 -0.198 -0.137 0.137 0.032 -0.164 -0.002 39.600 0.098 2.090 
-0.063 -0.227 -0.173 0.151 0.051 -0.195 0.007 39.600 0.098 2.051 
-0.059 -0.259 -0.215 0.166 0.071 -0.230 -0.000 39.600 0.100 2.012 
-0.054 -0.259 -0.217 0.164 0.076 -0.232 -0.005 39.600 0.100 2.007 
-0.061 -0.283 -0.244 0.183 0.081 -0.252 0.002 39.600 0.100 2.002 
-0.073 -0.320 -0.269 0.208 0.088 -0.283 0.012 39.400 0.100 1.998 
-0.073 -0.344 -0.283 0.215 0.100 -0.308 0.005 39.400 0.103 1.993 
-0.076 -0.339 -0.281 0.217 0.095 -0.300 -0.005 39.400 0.103 2.007 
-0.093 -0.371 -0.295 0.242 0.093 -0.325 0.002 39.400 0.103 2.022 
-0.090 -0.396 -0.320 0.252 0.107 -0.349 -0.002 39.400 0.103 2.037 
-0.076 -0.398 -0.335 0.244 0.125 -0.359 -0.007 39.400 0.100 2.051 
-0.071 -0.391 -0.335 0.239 0.125 -0.354 -0.015 39.400 0.100 2.081 
-0.059 -0.354 -0.308 0.212 0.120 -0.325 -0.034 39.400 0.100 2.110 
-0.044 -0.330 -0.295 0.193 0.122 -0.308 -0.039 39.400 0.100 2.139 
-0.020 -0.298 -0.291 0.166 0.129 -0.288 -0.054 39.600 0.100 2.168 
-0.000 -0.264 -0.278 0.139 0.132 -0.264 -0.073 39.600 0.100 2.193 
0.002 -0.234 -0.244 0.120 0.120 -0.234 -0.076 39.600 0.098 2.217 
0.007 -0.203 -0.217 0.103 0.110 -0.205 -0.073 39.600 0.098 2.242 
0.029 -0.164 -0.198 0.071 0.112 -0.178 -0.090 39.600 0.093 2.266 
0.051 -0.139 -0.198 0.049 0.122 -0.164 -0.100 39.600 0.090 2.291 
0.063 -0.100 -0.176 0.024 0.115 -0.132 -0.105 39.600 0.088 2.315 
0.061 -0.083 -0.154 0.017 0.103 -0.112 -0.103 39.600 0.085 2.339 
0.049 -0.063 -0.120 0.012 0.081 -0.088 -0.090 39.800 0.083 2.364 
0.066 -0.029 -0.103 -0.015 0.081 -0.061 -0.088 39.600 0.083 2.374 
0.066 -0.007 -0.078 -0.027 0.071 -0.039 -0.078 39.600 0.081 2.383 
0.063 0.007 -0.066 -0.029 0.061 -0.024 -0.073 39.600 0.078 2.393 
0.054 0.029 -0.037 -0.034 0.039 0.002 -0.059 39.600 0.076 2.403 
0.049 0.039 -0.017 -0.039 0.029 0.015 -0.046 39.400 0.073 2.403 
0.044 0.056 0.002 -0.044 0.017 0.034 -0.042 39.400 0.071 2.403 
0.039 0.051 0.005 -0.042 0.015 0.032 -0.032 39.400 0.071 2.403 
0.027 0.054 0.022 -0.037 -0.000 0.042 -0.034 39.400 0.068 2.403 
0.020 0.051 0.027 -0.032 -0.005 0.042 -0.024 39.400 0.066 2.398 
0.015 0.046 0.022 -0.024 -0.007 0.039 -0.007 39.600 0.066 2.393 
0.010 0.046 0.027 -0.022 -0.012 0.042 -0.010 39.600 0.063 2.388 
0.015 0.054 0.032 -0.029 -0.012 0.046 -0.010 39.600 0.061 2.383 
0.012 0.051 0.029 -0.027 -0.012 0.046 -0.012 39.600 0.061 2.369 
0.002 0.059 0.046 -0.024 -0.027 0.059 -0.007 39.600 0.061 2.354 
-0.005 0.061 0.056 -0.022 -0.034 0.063 -0.000 39.600 0.061 2.339 
0.002 0.061 0.061 -0.032 -0.027 0.061 -0.000 39.600 0.061 2.325 
-0.022 0.042 0.051 -0.002 -0.042 0.054 0.012 39.600 0.061 2.300 
-0.017 0.044 0.046 -0.005 -0.039 0.054 0.012 39.800 0.061 2.276 
-0.000 0.059 0.051 -0.024 -0.029 0.059 0.005 39.800 0.061 2.252 
-0.002 0.046 0.037 -0.015 -0.024 0.049 0.007 39.800 0.059 2.227 
-0.002 0.044 0.039 -0.017 -0.024 0.046 0.012 39.800 0.059 2.198 
-0.012 0.046 0.049 -0.012 -0.034 0.054 0.010 39.800 0.059 2.168 
-0.022 0.039 0.056 -0.005 -0.042 0.051 0.015 39.800 0.059 2.139 
-0.015 0.061 0.068 -0.020 -0.044 0.068 0.010 39.800 0.059 2.110 
-0.005 0.063 0.061 -0.024 -0.037 0.066 0.020 39.800 0.059 2.076 
0.002 0.068 0.061 -0.032 -0.032 0.068 0.037 40.000 0.059 2.042 
-0.005 0.085 0.078 -0.034 -0.046 0.088 0.049 40.000 0.059 2.007 
0.010 0.122 0.107 -0.063 -0.051 0.117 0.059 40.000 0.056 1.973 
0.024 0.164 0.127 -0.088 -0.056 0.151 0.078 39.800 0.056 1.934 
0.029 0.181 0.142 -0.100 -0.061 0.166 0.095 39.800 0.054 1.895 
0.046 0.210 0.154 -0.122 -0.059 0.188 0.115 39.800 0.054 1.856 
0.073 0.225 0.139 -0.142 -0.039 0.188 0.120 39.800 0.054 1.817 
0.073 0.256 0.171 -0.159 -0.054 0.220 0.083 39.800 0.051 1.783 
0.063 0.254 0.176 -0.151 -0.063 0.222 0.107 39.800 0.051 1.748 
0.051 0.230 0.164 -0.132 -0.063 0.205 0.115 39.800 0.049 1.714 
0.054 0.220 0.154 -0.129 -0.056 0.193 0.049 39.800 0.049 1.680 
0.054 0.195 0.129 -0.117 -0.044 0.168 -0.015 39.800 0.046 1.651 
0.042 0.164 0.110 -0.095 -0.039 0.144 -0.046 39.800 0.046 1.621 
0.042 0.151 0.100 -0.090 -0.034 0.132 -0.049 39.800 0.046 1.592 
0.039 0.129 0.083 -0.081 -0.024 0.110 -0.061 39.800 0.044 1.563 
0.037 0.122 0.083 -0.078 -0.024 0.105 -0.061 39.800 0.044 1.538 
0.049 0.120 0.056 -0.076 -0.010 0.095 -0.073 39.800 0.044 1.514 
