I II III aVR aVL aVF V1 AO SPO2
-0.037 -0.274 -0.154 0.115 0.100 -0.254 0.054 5.000 3.692 
-0.034 -0.276 -0.159 0.115 0.105 -0.259 0.061 4.800 3.683 
-0.039 -0.278 -0.154 0.117 0.100 -0.259 0.059 4.800 3.673 
-0.037 -0.276 -0.151 0.112 0.103 -0.256 0.061 4.800 3.653 
-0.042 -0.259 -0.137 0.110 0.088 -0.237 0.059 4.800 3.634 
-0.046 -0.244 -0.122 0.107 0.076 -0.220 0.061 4.600 3.614 
-0.044 -0.249 -0.122 0.105 0.081 -0.227 0.056 4.600 3.595 
-0.049 -0.281 -0.149 0.125 0.093 -0.256 0.063 4.600 3.570 
-0.039 -0.276 -0.154 0.117 0.100 -0.256 0.056 4.600 3.546 
-0.042 -0.271 -0.139 0.112 0.095 -0.249 0.056 4.400 3.521 
-0.039 -0.269 -0.144 0.112 0.095 -0.249 0.049 4.400 3.497 
-0.037 -0.247 -0.122 0.098 0.088 -0.227 0.054 4.400 3.463 
-0.032 -0.237 -0.122 0.093 0.088 -0.220 0.063 4.400 3.429 
-0.059 -0.256 -0.115 0.117 0.071 -0.227 0.085 4.400 3.394 
-0.051 -0.288 -0.154 0.129 0.093 -0.261 0.112 4.400 3.360 
-0.042 -0.310 -0.178 0.132 0.115 -0.288 0.144 4.400 3.316 
-0.012 -0.259 -0.168 0.098 0.117 -0.252 0.122 4.600 3.272 
0.029 -0.154 -0.100 0.022 0.107 -0.168 0.076 4.600 3.228 
0.071 -0.051 -0.039 -0.051 0.098 -0.085 0.017 4.600 3.184 
0.137 0.034 -0.020 -0.127 0.120 -0.034 -0.093 4.600 3.136 
0.237 0.151 0.002 -0.237 0.161 0.034 -0.237 4.600 3.087 
0.308 0.217 -0.000 -0.308 0.200 0.063 -0.347 4.600 3.038 
0.286 0.205 0.007 -0.288 0.183 0.063 -0.371 4.600 2.989 
0.215 0.117 -0.010 -0.210 0.156 0.010 -0.374 4.600 2.886 
0.090 -0.015 -0.017 -0.081 0.098 -0.059 -0.320 4.800 2.784 
-0.066 -0.220 -0.066 0.100 0.044 -0.186 -0.247 4.800 2.681 
-0.168 -0.381 -0.129 0.234 0.022 -0.295 -0.183 4.800 2.579 
-0.203 -0.493 -0.200 0.303 0.044 -0.391 -0.147 4.600 2.535 
-0.217 -0.562 -0.259 0.347 0.063 -0.452 -0.112 4.600 2.491 
-0.227 -0.559 -0.249 0.352 0.054 -0.444 -0.081 4.600 2.447 
-0.222 -0.501 -0.193 0.320 0.029 -0.388 -0.078 4.600 2.403 
-0.195 -0.442 -0.161 0.276 0.027 -0.344 -0.044 4.600 2.364 
-0.151 -0.408 -0.171 0.237 0.054 -0.332 -0.017 4.600 2.325 
-0.125 -0.381 -0.168 0.210 0.066 -0.317 -0.005 4.600 2.286 
-0.098 -0.354 -0.168 0.183 0.081 -0.305 0.007 4.600 2.247 
-0.071 -0.325 -0.164 0.154 0.093 -0.288 0.022 4.600 2.217 
-0.054 -0.308 -0.164 0.137 0.100 -0.281 0.029 4.600 2.188 
-0.061 -0.303 -0.154 0.139 0.090 -0.271 0.046 4.600 2.159 
-0.044 -0.266 -0.139 0.115 0.090 -0.244 0.046 4.600 2.129 
-0.037 -0.256 -0.129 0.103 0.093 -0.237 0.061 4.600 2.110 
-0.049 -0.264 -0.129 0.115 0.083 -0.239 0.071 4.600 2.090 
-0.049 -0.286 -0.151 0.125 0.095 -0.261 0.073 4.600 2.071 
-0.037 -0.276 -0.151 0.112 0.103 -0.256 0.078 4.600 2.051 
-0.039 -0.264 -0.139 0.110 0.093 -0.244 0.078 4.600 2.046 
-0.032 -0.269 -0.147 0.105 0.103 -0.252 0.081 4.600 2.042 
-0.034 -0.259 -0.134 0.103 0.095 -0.242 0.076 4.600 2.037 
-0.029 -0.259 -0.149 0.105 0.100 -0.244 0.081 4.600 2.032 
-0.020 -0.252 -0.149 0.095 0.107 -0.242 0.081 4.800 2.042 
-0.017 -0.242 -0.137 0.085 0.105 -0.232 0.073 4.800 2.051 
-0.024 -0.242 -0.134 0.093 0.098 -0.230 0.073 4.800 2.061 
-0.027 -0.232 -0.120 0.088 0.090 -0.217 0.076 4.800 2.071 
-0.020 -0.234 -0.129 0.085 0.098 -0.225 0.078 4.800 2.085 
-0.015 -0.244 -0.147 0.088 0.107 -0.237 0.073 4.800 2.100 
-0.010 -0.249 -0.151 0.085 0.115 -0.244 0.076 4.800 2.115 
0.005 -0.227 -0.147 0.068 0.120 -0.230 0.090 5.000 2.129 
-0.007 -0.227 -0.132 0.073 0.107 -0.222 0.081 5.000 2.154 
-0.007 -0.210 -0.112 0.063 0.098 -0.205 0.078 5.000 2.178 
-0.002 -0.210 -0.112 0.059 0.103 -0.208 0.061 5.000 2.203 
-0.002 -0.186 -0.098 0.051 0.090 -0.183 0.056 5.000 2.227 
0.022 -0.166 -0.105 0.032 0.105 -0.176 0.054 5.000 2.242 
0.022 -0.164 -0.095 0.027 0.105 -0.173 0.054 5.000 2.256 
0.034 -0.161 -0.105 0.020 0.115 -0.178 0.056 5.000 2.271 
0.037 -0.164 -0.115 0.022 0.120 -0.181 0.051 5.000 2.286 
0.027 -0.137 -0.078 0.012 0.095 -0.149 0.051 5.000 2.295 
0.039 -0.122 -0.073 -0.002 0.100 -0.142 0.049 5.000 2.305 
0.034 -0.125 -0.073 0.002 0.098 -0.142 0.039 5.000 2.315 
0.049 -0.105 -0.066 -0.015 0.103 -0.129 0.037 5.000 2.325 
0.056 -0.093 -0.063 -0.024 0.103 -0.120 0.039 5.000 2.325 
0.068 -0.100 -0.078 -0.029 0.120 -0.134 0.034 5.000 2.325 
0.073 -0.088 -0.073 -0.037 0.117 -0.125 0.029 5.000 2.325 
0.063 -0.061 -0.034 -0.046 0.095 -0.093 0.032 5.000 2.325 
0.083 -0.037 -0.034 -0.066 0.103 -0.078 0.015 5.000 2.325 
0.088 -0.029 -0.029 -0.073 0.103 -0.073 0.005 5.000 2.325 
0.095 -0.017 -0.022 -0.083 0.105 -0.063 0.002 5.000 2.325 
0.095 -0.000 -0.010 -0.090 0.095 -0.046 0.002 5.000 2.325 
0.110 0.012 -0.007 -0.105 0.105 -0.042 -0.000 5.000 2.315 
0.110 0.024 0.002 -0.110 0.098 -0.029 -0.005 5.000 2.305 
0.115 0.039 0.012 -0.120 0.095 -0.017 -0.010 5.000 2.295 
0.125 0.049 0.015 -0.132 0.100 -0.012 -0.017 5.000 2.286 
0.134 0.051 0.012 -0.139 0.110 -0.015 -0.015 4.800 2.276 
0.134 0.063 0.022 -0.144 0.103 -0.002 -0.022 4.800 2.266 
0.144 0.073 0.022 -0.154 0.107 0.002 -0.027 4.800 2.256 
0.144 0.078 0.017 -0.151 0.105 0.007 -0.022 4.800 2.247 
0.147 0.078 0.017 -0.154 0.107 0.005 -0.029 4.800 2.232 
0.149 0.078 0.017 -0.156 0.110 0.005 -0.029 4.800 2.217 
0.149 0.085 0.027 -0.161 0.107 0.012 -0.037 4.800 2.203 
0.151 0.095 0.034 -0.168 0.105 0.020 -0.044 4.800 2.188 
0.151 0.085 0.024 -0.164 0.110 0.010 -0.039 4.800 2.168 
0.147 0.071 0.015 -0.154 0.112 -0.002 -0.037 4.800 2.149 
0.120 0.066 0.034 -0.137 0.088 0.007 -0.027 4.800 2.129 
0.103 0.049 0.034 -0.120 0.078 -0.002 -0.032 4.800 2.110 
0.098 0.017 0.005 -0.100 0.090 -0.032 -0.029 4.800 2.090 
0.081 -0.015 -0.007 -0.076 0.088 -0.054 -0.017 4.800 2.071 
0.063 -0.042 -0.020 -0.054 0.085 -0.073 -0.015 4.800 2.051 
0.059 -0.051 -0.024 -0.046 0.085 -0.081 -0.012 4.800 2.032 
0.034 -0.076 -0.022 -0.022 0.073 -0.093 -0.010 4.800 2.012 
0.017 -0.095 -0.024 -0.005 0.066 -0.103 -0.002 4.800 1.993 
0.012 -0.110 -0.032 0.005 0.068 -0.115 0.005 4.800 1.973 
0.010 -0.129 -0.059 0.020 0.076 -0.134 0.005 4.800 1.954 
0.010 -0.137 -0.061 0.022 0.078 -0.142 0.005 4.800 1.939 
0.002 -0.159 -0.071 0.034 0.083 -0.159 0.010 4.800 1.924 
-0.012 -0.173 -0.081 0.054 0.076 -0.166 0.024 4.800 1.910 
-0.007 -0.193 -0.100 0.059 0.090 -0.188 0.022 4.800 1.895 
-0.020 -0.205 -0.098 0.068 0.083 -0.195 0.024 4.800 1.875 
-0.017 -0.205 -0.103 0.068 0.085 -0.195 0.029 4.800 1.856 
-0.017 -0.212 -0.107 0.071 0.090 -0.203 0.022 4.800 1.836 
-0.029 -0.225 -0.115 0.088 0.083 -0.210 0.032 4.800 1.817 
-0.027 -0.212 -0.103 0.078 0.081 -0.198 0.029 4.800 1.792 
-0.020 -0.203 -0.093 0.066 0.083 -0.193 0.027 4.800 1.768 
-0.024 -0.198 -0.090 0.071 0.076 -0.186 0.024 4.800 1.744 
-0.027 -0.208 -0.095 0.076 0.078 -0.193 0.024 4.800 1.719 
-0.034 -0.217 -0.105 0.088 0.076 -0.200 0.034 4.800 1.685 
-0.037 -0.215 -0.095 0.085 0.071 -0.195 0.029 4.800 1.651 
-0.029 -0.225 -0.112 0.085 0.083 -0.210 0.027 4.800 1.617 
-0.042 -0.220 -0.095 0.090 0.068 -0.198 0.027 5.000 1.582 
-0.032 -0.220 -0.103 0.083 0.078 -0.203 0.024 5.000 1.543 
-0.034 -0.215 -0.090 0.081 0.073 -0.198 0.027 5.000 1.504 
-0.042 -0.198 -0.068 0.076 0.059 -0.176 0.029 5.000 1.465 
-0.037 -0.186 -0.061 0.068 0.056 -0.166 0.022 5.000 1.426 
-0.034 -0.186 -0.066 0.068 0.059 -0.168 0.022 5.000 1.368 
-0.032 -0.208 -0.088 0.076 0.073 -0.190 0.029 5.000 1.309 
-0.024 -0.220 -0.112 0.081 0.085 -0.208 0.029 5.000 1.250 
-0.024 -0.212 -0.100 0.076 0.083 -0.200 0.032 5.000 1.192 
-0.024 -0.215 -0.100 0.076 0.083 -0.203 0.027 5.000 1.201 
-0.027 -0.220 -0.110 0.083 0.083 -0.205 0.032 5.000 1.211 
-0.037 -0.217 -0.090 0.083 0.073 -0.198 0.029 5.000 1.221 
-0.034 -0.217 -0.095 0.083 0.076 -0.200 0.029 5.000 1.231 
-0.024 -0.210 -0.098 0.073 0.081 -0.198 0.029 5.000 1.280 
-0.020 -0.193 -0.083 0.061 0.078 -0.183 0.020 5.000 1.328 
-0.015 -0.176 -0.073 0.051 0.073 -0.168 0.015 5.000 1.377 
-0.027 -0.171 -0.068 0.061 0.059 -0.156 0.015 5.000 1.426 
-0.020 -0.159 -0.054 0.046 0.061 -0.149 0.007 5.000 1.509 
-0.020 -0.168 -0.063 0.051 0.066 -0.159 0.032 5.000 1.592 
-0.015 -0.168 -0.063 0.046 0.071 -0.161 0.029 5.000 1.675 
-0.015 -0.171 -0.068 0.049 0.071 -0.164 0.015 4.800 1.758 
-0.015 -0.151 -0.051 0.042 0.061 -0.144 0.017 4.800 1.866 
-0.007 -0.134 -0.037 0.027 0.061 -0.129 0.012 4.800 1.973 
0.002 -0.125 -0.039 0.017 0.066 -0.125 0.020 4.800 2.081 
-0.015 -0.147 -0.042 0.037 0.059 -0.139 0.024 4.800 2.188 
-0.017 -0.137 -0.039 0.037 0.051 -0.127 0.022 4.800 2.305 
-0.015 -0.142 -0.039 0.034 0.056 -0.134 0.005 4.800 2.422 
-0.005 -0.117 -0.029 0.020 0.054 -0.115 -0.002 4.800 2.540 
0.010 -0.120 -0.044 0.012 0.071 -0.125 -0.005 4.800 2.657 
0.002 -0.139 -0.049 0.022 0.073 -0.139 -0.007 4.800 2.755 
0.002 -0.144 -0.061 0.029 0.076 -0.144 -0.015 4.800 2.852 
0.002 -0.156 -0.063 0.029 0.081 -0.156 -0.000 4.800 2.950 
0.005 -0.159 -0.073 0.032 0.085 -0.161 -0.012 4.800 3.048 
0.005 -0.161 -0.083 0.037 0.085 -0.164 -0.010 4.800 3.116 
0.012 -0.161 -0.083 0.029 0.093 -0.166 -0.010 5.000 3.184 
0.007 -0.173 -0.093 0.039 0.095 -0.176 -0.010 5.000 3.253 
0.002 -0.186 -0.100 0.049 0.095 -0.186 -0.005 5.000 3.321 
0.007 -0.183 -0.103 0.044 0.100 -0.186 -0.005 4.800 3.365 
-0.000 -0.183 -0.100 0.051 0.093 -0.183 -0.000 4.800 3.409 
-0.010 -0.208 -0.110 0.066 0.095 -0.203 0.010 4.800 3.453 
-0.020 -0.210 -0.105 0.073 0.085 -0.200 0.010 4.800 3.497 
-0.032 -0.222 -0.112 0.088 0.081 -0.205 0.024 4.800 3.512 
-0.029 -0.232 -0.112 0.085 0.088 -0.217 0.032 4.800 3.526 
-0.037 -0.234 -0.107 0.090 0.081 -0.215 0.024 4.800 3.541 
-0.037 -0.227 -0.103 0.088 0.078 -0.208 0.027 4.800 3.556 
-0.054 -0.230 -0.093 0.100 0.061 -0.203 0.032 4.800 3.556 
-0.056 -0.244 -0.100 0.107 0.066 -0.215 0.029 4.800 3.556 
-0.046 -0.242 -0.105 0.100 0.076 -0.217 0.034 4.800 3.556 
-0.059 -0.247 -0.100 0.110 0.066 -0.217 0.037 4.800 3.556 
-0.056 -0.254 -0.103 0.107 0.071 -0.225 0.032 4.800 3.541 
-0.059 -0.269 -0.117 0.117 0.076 -0.239 0.044 4.800 3.526 
-0.056 -0.283 -0.134 0.125 0.085 -0.254 0.044 4.800 3.512 
-0.063 -0.274 -0.120 0.125 0.073 -0.242 0.039 4.800 3.497 
-0.059 -0.266 -0.117 0.117 0.076 -0.237 0.042 4.800 3.477 
-0.059 -0.256 -0.110 0.115 0.071 -0.227 0.044 4.800 3.458 
-0.063 -0.249 -0.095 0.112 0.061 -0.217 0.039 4.800 3.438 
-0.059 -0.244 -0.095 0.107 0.063 -0.215 0.042 4.800 3.419 
-0.068 -0.249 -0.088 0.112 0.056 -0.215 0.046 4.800 3.394 
-0.071 -0.244 -0.078 0.110 0.051 -0.208 0.039 4.800 3.370 
-0.076 -0.252 -0.088 0.120 0.051 -0.212 0.046 4.800 3.346 
-0.073 -0.271 -0.107 0.127 0.063 -0.234 0.046 4.800 3.321 
-0.068 -0.261 -0.103 0.120 0.063 -0.227 0.054 4.800 3.287 
-0.063 -0.254 -0.098 0.112 0.063 -0.222 0.051 4.800 3.253 
-0.068 -0.254 -0.095 0.117 0.059 -0.220 0.042 4.800 3.219 
-0.068 -0.252 -0.090 0.115 0.059 -0.217 0.051 4.800 3.184 
-0.071 -0.261 -0.100 0.122 0.061 -0.225 0.073 4.800 3.145 
-0.071 -0.291 -0.122 0.132 0.076 -0.254 0.110 4.800 3.106 
-0.061 -0.298 -0.142 0.132 0.088 -0.266 0.139 4.800 3.067 
-0.042 -0.247 -0.115 0.100 0.083 -0.225 0.120 5.000 3.028 
-0.005 -0.159 -0.063 0.037 0.076 -0.156 0.085 5.000 2.984 
0.029 -0.066 -0.015 -0.022 0.063 -0.081 0.022 5.000 2.940 
0.110 0.020 -0.000 -0.110 0.100 -0.034 -0.073 5.000 2.896 
0.217 0.129 0.007 -0.220 0.154 0.022 -0.217 5.000 2.852 
0.286 0.215 0.020 -0.295 0.178 0.073 -0.327 5.000 2.808 
0.266 0.193 0.010 -0.271 0.171 0.061 -0.369 5.000 2.764 
0.203 0.115 0.002 -0.203 0.147 0.015 -0.374 4.800 2.720 
0.071 -0.012 0.007 -0.073 0.078 -0.046 -0.327 4.800 2.676 
-0.073 -0.198 -0.037 0.093 0.027 -0.161 -0.259 4.800 2.637 
-0.195 -0.342 -0.061 0.227 -0.024 -0.244 -0.186 4.800 2.598 
-0.244 -0.430 -0.095 0.293 -0.029 -0.308 -0.154 4.800 2.559 
-0.252 -0.488 -0.147 0.325 -0.007 -0.361 -0.129 4.800 2.520 
-0.256 -0.498 -0.154 0.335 -0.007 -0.369 -0.103 4.800 2.486 
-0.242 -0.469 -0.144 0.315 -0.007 -0.347 -0.090 4.800 2.452 
-0.220 -0.425 -0.115 0.278 -0.007 -0.315 -0.063 4.800 2.418 
-0.181 -0.366 -0.095 0.230 0.002 -0.276 -0.039 4.800 2.383 
-0.137 -0.337 -0.110 0.193 0.032 -0.269 -0.032 4.800 2.364 
-0.115 -0.305 -0.098 0.164 0.039 -0.247 -0.024 4.800 2.344 
-0.095 -0.283 -0.093 0.142 0.046 -0.234 -0.005 4.800 2.325 
-0.081 -0.283 -0.105 0.134 0.061 -0.242 0.010 4.800 2.305 
-0.076 -0.271 -0.103 0.127 0.061 -0.232 0.015 4.800 2.291 
-0.073 -0.242 -0.081 0.115 0.049 -0.205 0.017 4.800 2.276 
-0.071 -0.227 -0.068 0.105 0.044 -0.190 0.032 4.800 2.261 
-0.054 -0.225 -0.076 0.093 0.059 -0.198 0.037 4.800 2.247 
-0.059 -0.237 -0.085 0.103 0.061 -0.208 0.051 4.800 2.242 
-0.056 -0.234 -0.090 0.103 0.061 -0.205 0.046 4.800 2.237 
-0.056 -0.247 -0.095 0.105 0.068 -0.217 0.056 4.800 2.232 
-0.056 -0.234 -0.088 0.100 0.061 -0.205 0.061 4.800 2.227 
-0.042 -0.232 -0.095 0.090 0.076 -0.210 0.061 4.800 2.227 
-0.034 -0.225 -0.098 0.083 0.078 -0.208 0.056 4.800 2.227 
-0.039 -0.230 -0.100 0.090 0.076 -0.210 0.046 4.800 2.227 
-0.020 -0.212 -0.098 0.068 0.088 -0.203 0.051 5.000 2.227 
-0.029 -0.217 -0.095 0.078 0.081 -0.203 0.051 5.000 2.247 
-0.034 -0.212 -0.090 0.081 0.073 -0.195 0.046 5.000 2.266 
-0.029 -0.203 -0.081 0.071 0.073 -0.188 0.056 5.000 2.286 
-0.012 -0.193 -0.085 0.056 0.085 -0.186 0.046 5.000 2.305 
-0.034 -0.188 -0.059 0.063 0.061 -0.171 0.049 5.000 2.315 
-0.020 -0.176 -0.071 0.056 0.068 -0.166 0.039 5.000 2.325 
-0.020 -0.168 -0.059 0.049 0.066 -0.159 0.042 5.000 2.335 
-0.022 -0.159 -0.049 0.046 0.059 -0.147 0.037 4.800 2.344 
-0.017 -0.164 -0.059 0.046 0.066 -0.154 0.042 4.800 2.349 
-0.012 -0.176 -0.073 0.049 0.076 -0.168 0.037 4.800 2.354 
-0.000 -0.176 -0.081 0.042 0.088 -0.176 0.034 4.800 2.359 
0.002 -0.161 -0.071 0.034 0.083 -0.161 0.027 4.800 2.364 
0.002 -0.137 -0.049 0.022 0.071 -0.137 0.034 4.800 2.364 
0.020 -0.125 -0.054 0.007 0.083 -0.134 0.022 4.800 2.364 
0.012 -0.125 -0.044 0.010 0.076 -0.129 0.024 4.800 2.364 
0.024 -0.115 -0.046 -0.000 0.083 -0.127 0.020 4.600 2.364 
0.022 -0.100 -0.029 -0.007 0.073 -0.110 0.012 4.600 2.359 
0.027 -0.081 -0.015 -0.020 0.068 -0.093 0.015 4.800 2.354 
0.039 -0.078 -0.022 -0.027 0.078 -0.098 0.017 4.800 2.349 
0.049 -0.061 -0.015 -0.042 0.081 -0.085 0.015 4.800 2.344 
0.061 -0.049 -0.020 -0.051 0.085 -0.078 -0.005 4.800 2.335 
0.071 -0.034 -0.015 -0.063 0.088 -0.068 -0.002 4.800 2.325 
0.071 -0.012 0.012 -0.076 0.078 -0.046 -0.000 4.800 2.315 
0.090 0.010 0.012 -0.095 0.085 -0.034 -0.020 4.800 2.305 
0.083 0.037 0.042 -0.103 0.066 -0.005 -0.017 4.800 2.291 
0.088 0.054 0.056 -0.115 0.061 0.010 -0.017 4.800 2.276 
0.076 0.063 0.083 -0.117 0.044 0.027 -0.022 4.800 2.261 
0.105 0.061 0.049 -0.129 0.076 0.010 -0.022 4.800 2.247 
0.095 0.056 0.054 -0.122 0.068 0.010 -0.022 4.800 2.232 
0.115 0.066 0.049 -0.139 0.083 0.010 -0.020 4.800 2.217 
0.120 0.088 0.059 -0.149 0.076 0.029 -0.024 4.800 2.203 
0.134 0.105 0.063 -0.166 0.083 0.039 -0.032 4.800 2.188 
0.127 0.100 0.071 -0.161 0.078 0.037 -0.039 4.800 2.168 
0.122 0.103 0.076 -0.159 0.071 0.042 -0.044 4.800 2.149 
0.125 0.117 0.088 -0.168 0.066 0.056 -0.046 4.800 2.129 
0.120 0.127 0.098 -0.168 0.056 0.068 -0.046 4.800 2.110 
0.125 0.110 0.073 -0.161 0.071 0.049 -0.046 4.800 2.090 
0.129 0.105 0.063 -0.161 0.078 0.042 -0.056 4.800 2.071 
0.127 0.100 0.066 -0.159 0.078 0.037 -0.046 4.800 2.051 
0.115 0.103 0.085 -0.156 0.063 0.046 -0.056 4.800 2.032 
0.103 0.095 0.088 -0.147 0.056 0.044 -0.056 4.800 2.002 
0.095 0.083 0.078 -0.134 0.054 0.037 -0.054 4.800 1.973 
0.083 0.061 0.073 -0.120 0.054 0.020 -0.046 4.800 1.944 
0.059 0.027 0.056 -0.085 0.046 -0.002 -0.044 4.800 1.915 
0.042 -0.012 0.037 -0.059 0.049 -0.032 -0.024 4.800 1.880 
0.029 -0.032 0.027 -0.042 0.046 -0.046 -0.027 5.000 1.846 
0.029 -0.051 0.010 -0.034 0.056 -0.066 -0.017 4.800 1.812 
0.015 -0.071 0.007 -0.017 0.051 -0.078 -0.012 4.800 1.778 
0.005 -0.085 0.005 -0.007 0.049 -0.088 -0.010 4.800 1.739 
-0.010 -0.095 -0.000 0.010 0.039 -0.090 -0.007 4.800 1.700 
-0.020 -0.105 0.002 0.020 0.034 -0.095 -0.000 4.800 1.661 
-0.024 -0.127 -0.012 0.032 0.039 -0.115 0.002 4.800 1.621 
-0.022 -0.137 -0.020 0.032 0.046 -0.125 0.007 4.800 1.587 
-0.029 -0.149 -0.032 0.046 0.046 -0.134 0.005 4.800 1.553 
-0.029 -0.156 -0.037 0.049 0.049 -0.142 0.012 4.800 1.519 
-0.046 -0.156 -0.022 0.059 0.032 -0.132 0.015 4.800 1.485 
-0.049 -0.164 -0.022 0.061 0.034 -0.139 0.012 4.800 1.455 
-0.037 -0.151 -0.027 0.051 0.039 -0.132 0.015 4.800 1.426 
-0.029 -0.156 -0.044 0.051 0.049 -0.142 -0.005 4.800 1.397 
-0.039 -0.161 -0.034 0.056 0.042 -0.142 0.007 4.800 1.368 
-0.044 -0.168 -0.034 0.061 0.042 -0.147 0.010 4.800 1.343 
-0.046 -0.164 -0.029 0.061 0.037 -0.139 0.010 4.800 1.319 
-0.042 -0.166 -0.037 0.061 0.042 -0.144 0.010 4.800 1.294 
-0.044 -0.176 -0.044 0.066 0.044 -0.154 0.020 4.800 1.270 
-0.039 -0.186 -0.059 0.068 0.054 -0.166 0.022 4.800 1.255 
-0.046 -0.183 -0.054 0.073 0.046 -0.159 0.027 4.800 1.241 
-0.046 -0.176 -0.039 0.066 0.042 -0.151 0.017 4.800 1.226 
-0.046 -0.168 -0.029 0.061 0.039 -0.144 0.022 4.800 1.211 
-0.054 -0.164 -0.020 0.063 0.029 -0.137 0.022 4.800 1.206 
-0.056 -0.166 -0.022 0.068 0.027 -0.137 0.010 4.800 1.201 
-0.054 -0.156 -0.012 0.061 0.024 -0.129 0.005 4.800 1.197 
-0.049 -0.159 -0.027 0.063 0.032 -0.134 0.012 4.800 1.192 
-0.054 -0.178 -0.034 0.071 0.037 -0.151 0.007 4.800 1.192 
-0.056 -0.173 -0.029 0.071 0.032 -0.144 0.017 4.800 1.192 
-0.044 -0.168 -0.034 0.061 0.042 -0.147 0.020 4.800 1.192 
-0.061 -0.193 -0.039 0.081 0.037 -0.161 0.022 5.000 1.192 
-0.044 -0.193 -0.051 0.071 0.054 -0.171 0.012 5.000 1.206 
-0.046 -0.186 -0.046 0.071 0.046 -0.161 0.020 5.000 1.221 
-0.054 -0.171 -0.024 0.066 0.032 -0.144 0.015 5.000 1.236 
-0.042 -0.154 -0.017 0.051 0.037 -0.132 0.010 5.000 1.250 
-0.037 -0.139 -0.015 0.044 0.034 -0.120 0.007 5.000 1.289 
-0.032 -0.112 0.010 0.027 0.024 -0.095 0.002 4.800 1.328 
-0.027 -0.105 0.012 0.022 0.027 -0.090 -0.000 4.800 1.368 
-0.024 -0.115 -0.000 0.024 0.034 -0.103 0.010 4.800 1.407 
-0.022 -0.129 -0.017 0.032 0.044 -0.117 0.017 4.800 1.470 
-0.022 -0.129 -0.022 0.034 0.044 -0.117 0.012 4.800 1.534 
-0.032 -0.129 -0.005 0.034 0.034 -0.112 0.012 4.800 1.597 
-0.032 -0.122 0.005 0.029 0.029 -0.105 -0.005 4.600 1.661 
-0.027 -0.122 -0.000 0.027 0.034 -0.107 0.005 4.600 1.758 
-0.024 -0.122 -0.000 0.024 0.037 -0.110 0.012 4.600 1.856 
-0.037 -0.115 0.017 0.029 0.022 -0.095 0.002 4.600 1.954 
-0.029 -0.100 0.020 0.020 0.022 -0.085 -0.000 4.600 2.051 
-0.042 -0.103 0.032 0.027 0.010 -0.081 -0.010 4.600 2.164 
-0.034 -0.100 0.024 0.022 0.017 -0.083 -0.012 4.800 2.276 
-0.020 -0.100 0.010 0.015 0.032 -0.090 -0.017 4.800 2.388 
-0.010 -0.103 -0.002 0.012 0.042 -0.098 -0.020 4.800 2.501 
-0.022 -0.115 -0.007 0.027 0.037 -0.103 -0.015 4.800 2.711 
-0.012 -0.125 -0.022 0.024 0.051 -0.117 -0.024 4.800 2.921 
0.007 -0.129 -0.039 0.012 0.073 -0.132 -0.029 4.800 3.131 
-0.000 -0.147 -0.049 0.024 0.073 -0.147 -0.024 4.800 3.341 
0.002 -0.134 -0.042 0.020 0.071 -0.134 -0.012 4.800 3.409 
-0.005 -0.127 -0.037 0.024 0.059 -0.125 -0.020 5.000 3.477 
-0.010 -0.129 -0.027 0.024 0.056 -0.125 -0.020 5.000 3.546 
-0.012 -0.147 -0.046 0.037 0.061 -0.139 -0.017 5.000 3.614 
-0.007 -0.166 -0.068 0.042 0.076 -0.161 -0.012 5.000 3.648 
-0.022 -0.183 -0.073 0.059 0.071 -0.171 0.002 5.000 3.683 
-0.039 -0.203 -0.073 0.076 0.063 -0.183 0.010 5.000 3.717 
-0.044 -0.195 -0.059 0.073 0.054 -0.173 0.015 5.000 3.751 
-0.044 -0.186 -0.054 0.071 0.049 -0.164 0.015 5.000 3.756 
-0.056 -0.193 -0.054 0.083 0.042 -0.164 0.015 4.800 3.761 
-0.059 -0.198 -0.054 0.085 0.042 -0.168 0.020 4.800 3.766 
-0.061 -0.225 -0.073 0.098 0.051 -0.193 0.022 4.800 3.770 
-0.073 -0.222 -0.061 0.105 0.039 -0.186 0.020 4.800 3.756 
-0.085 -0.227 -0.056 0.115 0.029 -0.183 0.027 4.800 3.741 
-0.068 -0.230 -0.078 0.107 0.046 -0.195 0.024 4.800 3.726 
-0.066 -0.230 -0.076 0.105 0.049 -0.195 0.029 4.800 3.712 
-0.076 -0.217 -0.059 0.105 0.034 -0.178 0.032 4.800 3.683 
-0.081 -0.212 -0.046 0.105 0.027 -0.171 0.029 4.800 3.653 
-0.066 -0.212 -0.061 0.098 0.042 -0.178 0.037 4.800 3.624 
-0.071 -0.220 -0.066 0.105 0.039 -0.183 0.042 4.800 3.595 
-0.059 -0.217 -0.071 0.095 0.051 -0.188 0.032 4.800 3.560 
-0.066 -0.205 -0.056 0.095 0.037 -0.171 0.029 4.800 3.526 
-0.076 -0.203 -0.039 0.095 0.027 -0.164 0.032 4.800 3.492 
-0.073 -0.212 -0.061 0.105 0.034 -0.176 0.027 4.800 3.458 
-0.068 -0.208 -0.056 0.098 0.037 -0.173 0.042 4.800 3.419 
-0.078 -0.205 -0.044 0.100 0.024 -0.166 0.039 4.800 3.380 
-0.073 -0.205 -0.042 0.095 0.029 -0.168 0.039 4.800 3.341 
