I II III aVR aVL aVF V1 AO SPO2
0.103 0.142 0.037 -0.120 0.032 0.090 -0.027 87.600 3.243 
0.188 0.220 0.037 -0.205 0.078 0.127 -0.139 87.600 3.184 
0.281 0.330 0.059 -0.310 0.117 0.190 -0.300 87.600 3.126 
0.325 0.398 0.078 -0.364 0.127 0.237 -0.383 87.800 3.067 
0.315 0.408 0.095 -0.361 0.112 0.252 -0.410 87.800 3.009 
0.210 0.293 0.093 -0.256 0.063 0.188 -0.398 87.800 2.950 
0.073 0.183 0.117 -0.132 -0.017 0.147 -0.354 88.000 2.891 
-0.051 0.002 0.054 0.024 -0.051 0.029 -0.281 88.000 2.847 
-0.132 -0.168 -0.029 0.147 -0.046 -0.103 -0.208 88.000 2.803 
-0.171 -0.281 -0.100 0.222 -0.029 -0.195 -0.161 88.000 2.759 
-0.200 -0.361 -0.154 0.278 -0.020 -0.261 -0.147 88.000 2.716 
-0.227 -0.379 -0.147 0.300 -0.037 -0.264 -0.115 88.000 2.681 
-0.210 -0.357 -0.144 0.283 -0.032 -0.252 -0.085 88.000 2.647 
-0.173 -0.300 -0.117 0.232 -0.022 -0.212 -0.061 88.000 2.613 
-0.166 -0.242 -0.068 0.200 -0.044 -0.159 -0.037 88.000 2.579 
-0.125 -0.188 -0.068 0.159 -0.029 -0.125 -0.034 88.000 2.564 
-0.095 -0.151 -0.056 0.125 -0.020 -0.103 -0.037 87.800 2.549 
-0.061 -0.120 -0.054 0.088 -0.000 -0.088 -0.024 87.800 2.535 
-0.044 -0.132 -0.083 0.085 0.022 -0.110 0.002 87.800 2.520 
-0.054 -0.147 -0.090 0.100 0.020 -0.120 0.007 87.800 2.520 
-0.049 -0.112 -0.068 0.083 0.007 -0.088 0.027 87.800 2.520 
-0.042 -0.144 -0.093 0.088 0.032 -0.122 0.032 88.000 2.520 
-0.044 -0.144 -0.100 0.095 0.029 -0.122 0.044 88.000 2.520 
-0.022 -0.122 -0.098 0.071 0.039 -0.110 0.042 88.000 2.520 
-0.012 -0.093 -0.078 0.051 0.034 -0.085 0.032 87.800 2.520 
-0.002 -0.090 -0.078 0.042 0.044 -0.088 0.039 87.800 2.520 
-0.005 -0.095 -0.083 0.046 0.044 -0.093 0.042 87.800 2.520 
-0.005 -0.088 -0.078 0.044 0.039 -0.085 0.042 88.000 2.530 
-0.002 -0.088 -0.083 0.044 0.042 -0.085 0.044 88.000 2.540 
-0.002 -0.078 -0.073 0.039 0.037 -0.076 0.054 88.000 2.549 
-0.010 -0.100 -0.085 0.054 0.042 -0.095 0.051 88.200 2.559 
0.015 -0.110 -0.122 0.046 0.071 -0.117 0.046 88.200 2.564 
0.012 -0.100 -0.112 0.044 0.063 -0.105 0.042 88.200 2.569 
0.017 -0.078 -0.090 0.029 0.056 -0.085 0.044 88.000 2.574 
0.010 -0.071 -0.073 0.027 0.046 -0.076 0.044 87.800 2.579 
0.005 -0.090 -0.090 0.042 0.051 -0.093 0.034 87.800 2.569 
0.027 -0.061 -0.090 0.020 0.059 -0.073 0.056 87.600 2.559 
0.015 -0.049 -0.054 0.012 0.039 -0.056 0.049 87.600 2.549 
0.020 -0.042 -0.046 0.005 0.042 -0.051 0.027 87.600 2.540 
0.027 -0.032 -0.056 0.002 0.044 -0.044 0.017 87.800 2.530 
0.039 -0.027 -0.066 -0.005 0.054 -0.046 0.002 88.000 2.520 
0.032 -0.007 -0.034 -0.015 0.037 -0.022 0.015 88.000 2.510 
0.044 -0.020 -0.061 -0.012 0.054 -0.042 0.022 88.000 2.501 
0.051 -0.017 -0.066 -0.017 0.061 -0.042 0.027 88.000 2.481 
0.061 -0.017 -0.078 -0.022 0.071 -0.046 0.034 87.800 2.462 
0.054 -0.029 -0.083 -0.012 0.068 -0.056 0.022 87.800 2.442 
0.073 0.005 -0.066 -0.039 0.071 -0.032 0.015 87.600 2.422 
0.081 0.027 -0.049 -0.056 0.068 -0.012 0.002 87.600 2.403 
0.098 0.076 -0.024 -0.085 0.061 0.027 -0.005 87.600 2.383 
0.105 0.103 0.005 -0.107 0.054 0.051 -0.010 87.600 2.364 
0.095 0.120 0.022 -0.105 0.037 0.073 -0.020 87.600 2.344 
0.110 0.122 0.020 -0.120 0.049 0.068 -0.034 87.800 2.325 
0.120 0.120 -0.000 -0.120 0.061 0.061 -0.024 88.000 2.305 
0.117 0.117 -0.002 -0.115 0.059 0.059 -0.024 88.000 2.286 
0.132 0.154 0.020 -0.142 0.056 0.088 -0.022 88.200 2.266 
0.134 0.156 0.029 -0.149 0.056 0.090 -0.029 88.000 2.242 
0.134 0.176 0.039 -0.154 0.046 0.110 -0.039 88.000 2.217 
0.137 0.200 0.061 -0.166 0.037 0.132 -0.049 88.000 2.193 
0.144 0.227 0.085 -0.186 0.032 0.156 -0.054 87.800 2.168 
0.173 0.242 0.068 -0.208 0.054 0.156 -0.063 87.800 2.134 
0.156 0.230 0.073 -0.193 0.042 0.151 -0.051 87.600 2.100 
0.166 0.256 0.088 -0.210 0.039 0.173 -0.059 87.600 2.066 
0.166 0.264 0.095 -0.212 0.034 0.181 -0.076 87.400 2.032 
0.154 0.252 0.093 -0.200 0.029 0.176 -0.061 87.400 2.002 
0.166 0.252 0.083 -0.208 0.042 0.168 -0.078 87.400 1.973 
0.151 0.256 0.112 -0.208 0.024 0.181 -0.068 87.400 1.944 
0.166 0.266 0.100 -0.215 0.034 0.183 -0.059 87.400 1.915 
0.139 0.252 0.110 -0.193 0.015 0.183 -0.078 87.400 1.880 
0.161 0.261 0.100 -0.210 0.032 0.181 -0.071 87.600 1.846 
0.154 0.220 0.068 -0.188 0.044 0.144 -0.071 87.600 1.812 
0.134 0.200 0.071 -0.168 0.034 0.134 -0.059 87.800 1.778 
0.117 0.181 0.061 -0.147 0.027 0.122 -0.049 87.800 1.744 
0.088 0.142 0.056 -0.115 0.017 0.098 -0.051 88.000 1.709 
0.083 0.129 0.044 -0.105 0.020 0.088 -0.029 88.000 1.675 
0.076 0.093 0.017 -0.083 0.029 0.056 -0.032 88.000 1.641 
0.056 0.085 0.024 -0.068 0.015 0.059 -0.015 88.000 1.617 
0.037 0.063 0.024 -0.049 0.005 0.046 -0.017 87.800 1.592 
0.042 0.020 -0.017 -0.032 0.032 -0.000 -0.010 87.800 1.568 
0.020 0.017 0.002 -0.020 0.012 0.007 -0.017 87.600 1.543 
-0.010 0.012 0.017 0.002 -0.015 0.017 -0.005 87.400 1.519 
-0.010 -0.005 -0.000 0.010 -0.007 -0.000 -0.000 87.400 1.495 
-0.000 -0.005 -0.000 -0.000 0.002 -0.005 -0.000 87.400 1.470 
-0.005 -0.017 -0.012 0.012 0.005 -0.015 0.005 87.400 1.446 
-0.012 -0.034 -0.024 0.024 0.005 -0.027 -0.007 87.600 1.421 
0.007 -0.039 -0.046 0.017 0.027 -0.042 -0.002 87.600 1.397 
0.010 -0.039 -0.051 0.017 0.029 -0.044 0.007 87.600 1.372 
-0.039 -0.071 -0.037 0.059 -0.002 -0.051 0.007 87.600 1.348 
-0.020 -0.063 -0.051 0.046 0.012 -0.054 0.017 87.600 1.319 
-0.015 -0.105 -0.088 0.059 0.039 -0.098 0.022 87.600 1.289 
-0.027 -0.115 -0.090 0.073 0.032 -0.100 0.024 87.800 1.260 
-0.044 -0.100 -0.054 0.071 0.007 -0.078 0.024 87.800 1.231 
-0.029 -0.078 -0.046 0.054 0.010 -0.063 0.020 87.800 1.201 
-0.037 -0.071 -0.034 0.054 -0.000 -0.051 0.022 87.800 1.172 
-0.020 -0.059 -0.039 0.039 0.010 -0.049 0.002 87.800 1.143 
-0.029 -0.066 -0.032 0.046 0.005 -0.051 0.010 88.000 1.114 
-0.010 -0.063 -0.059 0.039 0.022 -0.059 -0.000 88.000 1.094 
-0.017 -0.090 -0.073 0.054 0.029 -0.081 0.015 88.000 1.074 
-0.034 -0.105 -0.068 0.068 0.020 -0.088 0.024 88.000 1.055 
-0.034 -0.098 -0.061 0.066 0.015 -0.081 0.020 88.000 1.035 
-0.022 -0.056 -0.034 0.039 0.007 -0.044 0.024 88.200 1.035 
-0.017 -0.056 -0.042 0.039 0.012 -0.046 0.015 88.400 1.035 
-0.027 -0.051 -0.029 0.042 -0.000 -0.037 0.020 88.600 1.035 
-0.024 -0.068 -0.044 0.046 0.010 -0.056 0.020 88.800 1.035 
-0.029 -0.088 -0.063 0.061 0.015 -0.073 0.032 88.600 1.070 
-0.012 -0.071 -0.061 0.044 0.024 -0.063 0.024 88.600 1.104 
-0.020 -0.071 -0.054 0.046 0.017 -0.061 0.022 88.200 1.138 
-0.020 -0.081 -0.061 0.051 0.022 -0.071 0.027 88.000 1.172 
-0.020 -0.078 -0.063 0.051 0.020 -0.068 0.020 87.600 1.255 
-0.012 -0.073 -0.066 0.046 0.024 -0.066 0.020 87.200 1.338 
-0.034 -0.071 -0.037 0.054 0.002 -0.054 0.010 87.200 1.421 
-0.007 -0.037 -0.020 0.017 0.012 -0.032 0.015 87.000 1.504 
-0.007 -0.032 -0.024 0.020 0.010 -0.027 -0.005 87.200 1.626 
-0.007 -0.037 -0.034 0.024 0.012 -0.032 0.017 87.400 1.748 
-0.010 -0.017 -0.002 0.012 -0.000 -0.012 0.002 87.600 1.871 
-0.002 -0.010 -0.000 0.002 0.002 -0.007 0.005 88.000 1.993 
-0.000 -0.005 -0.000 -0.000 0.002 -0.005 -0.002 88.200 2.139 
0.010 0.002 -0.002 -0.007 0.010 -0.002 0.010 88.400 2.286 
0.005 -0.010 -0.010 -0.000 0.010 -0.012 0.010 88.400 2.432 
0.010 -0.022 -0.024 0.002 0.022 -0.027 0.017 88.400 2.579 
0.024 -0.022 -0.039 -0.005 0.037 -0.034 0.024 88.200 2.725 
0.015 0.015 -0.000 -0.015 0.007 0.007 0.010 88.200 2.872 
-0.002 0.012 0.022 -0.007 -0.007 0.015 0.012 88.000 3.018 
0.015 0.012 -0.000 -0.015 0.010 0.005 -0.002 87.800 3.165 
-0.002 0.027 0.029 -0.012 -0.015 0.029 -0.007 87.600 3.292 
0.007 0.046 0.042 -0.027 -0.015 0.044 -0.017 87.600 3.419 
0.015 0.054 0.039 -0.034 -0.012 0.046 -0.020 87.400 3.546 
0.017 0.007 -0.005 -0.015 0.015 -0.000 -0.007 87.400 3.673 
0.017 -0.000 -0.015 -0.010 0.017 -0.007 -0.007 87.400 3.766 
0.002 0.010 0.012 -0.007 -0.002 0.010 -0.022 87.200 3.858 
0.005 0.015 0.017 -0.012 -0.002 0.012 -0.020 87.400 3.951 
0.010 0.002 -0.005 -0.007 0.010 -0.002 -0.027 87.600 4.044 
0.010 -0.015 -0.017 -0.000 0.017 -0.020 -0.024 87.600 4.122 
0.015 -0.039 -0.056 0.015 0.034 -0.046 -0.020 87.800 4.200 
0.007 -0.073 -0.078 0.032 0.044 -0.076 -0.005 88.000 4.278 
0.024 -0.059 -0.083 0.017 0.054 -0.071 -0.000 88.200 4.357 
0.010 -0.051 -0.061 0.022 0.037 -0.056 -0.007 88.200 4.361 
0.007 -0.063 -0.068 0.027 0.039 -0.066 -0.002 88.200 4.366 
-0.000 -0.098 -0.095 0.049 0.049 -0.098 0.015 88.200 4.371 
0.015 -0.103 -0.112 0.042 0.066 -0.110 0.022 88.000 4.376 
-0.005 -0.095 -0.090 0.051 0.044 -0.093 0.020 88.000 4.366 
-0.007 -0.076 -0.066 0.042 0.032 -0.071 0.012 87.800 4.357 
-0.022 -0.095 -0.071 0.059 0.027 -0.083 0.022 87.800 4.347 
-0.027 -0.110 -0.085 0.071 0.029 -0.095 0.027 87.800 4.337 
-0.051 -0.132 -0.078 0.090 0.015 -0.105 0.029 87.800 4.327 
-0.044 -0.117 -0.071 0.081 0.015 -0.095 0.020 87.800 4.317 
-0.054 -0.129 -0.078 0.093 0.012 -0.103 0.024 87.800 4.308 
-0.042 -0.122 -0.076 0.081 0.020 -0.100 0.020 87.800 4.298 
-0.037 -0.098 -0.061 0.068 0.012 -0.078 0.017 87.800 4.278 
-0.046 -0.129 -0.083 0.088 0.020 -0.105 0.027 87.800 4.259 
-0.022 -0.134 -0.110 0.078 0.046 -0.122 0.029 87.600 4.239 
-0.042 -0.134 -0.088 0.085 0.027 -0.112 0.039 87.600 4.220 
-0.049 -0.112 -0.063 0.081 0.007 -0.088 0.027 87.400 4.186 
-0.051 -0.100 -0.046 0.076 -0.000 -0.073 0.024 87.400 4.151 
-0.034 -0.078 -0.049 0.059 0.005 -0.061 0.020 87.400 4.117 
-0.046 -0.076 -0.024 0.059 -0.007 -0.051 0.022 87.400 4.083 
-0.039 -0.071 -0.034 0.056 -0.002 -0.051 0.024 87.600 4.034 
-0.039 -0.090 -0.054 0.066 0.007 -0.071 0.032 87.800 3.985 
-0.022 -0.100 -0.081 0.063 0.029 -0.088 0.032 87.800 3.937 
-0.042 -0.093 -0.054 0.068 0.005 -0.071 0.024 88.000 3.888 
-0.027 -0.100 -0.073 0.063 0.024 -0.085 0.022 88.000 3.829 
-0.032 -0.095 -0.061 0.063 0.017 -0.078 0.029 88.000 3.770 
-0.024 -0.103 -0.076 0.063 0.027 -0.090 0.032 88.000 3.712 
-0.039 -0.098 -0.056 0.068 0.010 -0.078 0.037 87.800 3.653 
-0.039 -0.083 -0.039 0.059 0.002 -0.063 0.051 87.600 3.585 
-0.049 -0.085 -0.037 0.068 -0.005 -0.061 0.071 87.600 3.516 
-0.042 -0.115 -0.068 0.076 0.017 -0.093 0.100 87.600 3.448 
-0.024 -0.093 -0.066 0.059 0.022 -0.081 0.105 87.600 3.380 
0.010 -0.010 -0.015 -0.002 0.015 -0.015 0.071 87.800 3.321 
0.044 0.090 0.044 -0.066 -0.000 0.068 0.017 87.800 3.263 
0.110 0.195 0.090 -0.154 0.012 0.142 -0.063 88.000 3.204 
0.205 0.325 0.122 -0.266 0.044 0.222 -0.212 88.200 3.145 
0.278 0.449 0.178 -0.366 0.054 0.310 -0.330 88.200 3.096 
0.278 0.471 0.193 -0.374 0.044 0.332 -0.396 88.200 3.048 
0.215 0.425 0.212 -0.320 0.002 0.317 -0.383 88.000 2.999 
0.112 0.305 0.195 -0.210 -0.039 0.249 -0.354 87.800 2.950 
-0.022 0.154 0.183 -0.068 -0.098 0.166 -0.291 87.800 2.916 
-0.129 -0.049 0.083 0.088 -0.105 0.017 -0.215 87.600 2.882 
-0.190 -0.188 0.007 0.188 -0.095 -0.093 -0.161 87.400 2.847 
-0.200 -0.276 -0.068 0.234 -0.061 -0.176 -0.134 87.200 2.813 
-0.198 -0.337 -0.134 0.266 -0.029 -0.237 -0.117 87.200 2.799 
-0.222 -0.352 -0.117 0.281 -0.046 -0.239 -0.090 87.200 2.784 
-0.222 -0.339 -0.107 0.276 -0.051 -0.227 -0.063 87.400 2.769 
-0.178 -0.271 -0.088 0.222 -0.042 -0.181 -0.051 87.600 2.755 
-0.139 -0.200 -0.063 0.171 -0.039 -0.129 -0.042 87.800 2.750 
-0.107 -0.181 -0.068 0.142 -0.017 -0.127 -0.034 88.000 2.745 
-0.088 -0.144 -0.054 0.115 -0.015 -0.100 -0.020 88.200 2.740 
-0.071 -0.110 -0.032 0.088 -0.015 -0.073 -0.024 88.400 2.735 
-0.039 -0.093 -0.049 0.063 0.007 -0.073 -0.012 88.400 2.745 
-0.042 -0.083 -0.037 0.061 -0.000 -0.061 -0.005 88.600 2.755 
-0.032 -0.093 -0.056 0.061 0.015 -0.076 0.010 88.400 2.764 
-0.037 -0.095 -0.054 0.063 0.012 -0.076 0.024 88.200 2.774 
-0.029 -0.085 -0.054 0.056 0.015 -0.071 0.029 88.000 2.784 
-0.017 -0.083 -0.066 0.051 0.024 -0.073 0.024 87.800 2.794 
-0.015 -0.081 -0.066 0.049 0.027 -0.073 0.032 87.600 2.803 
-0.022 -0.059 -0.037 0.042 0.007 -0.046 0.022 87.400 2.813 
-0.027 -0.073 -0.037 0.046 0.010 -0.059 0.032 87.400 2.818 
-0.015 -0.071 -0.061 0.046 0.022 -0.063 0.032 87.400 2.823 
-0.005 -0.051 -0.051 0.032 0.022 -0.049 0.024 87.400 2.828 
-0.005 -0.046 -0.046 0.029 0.020 -0.044 0.029 87.400 2.833 
-0.007 -0.039 -0.027 0.022 0.012 -0.034 0.017 87.400 2.833 
0.010 -0.027 -0.032 0.007 0.024 -0.032 0.017 87.600 2.833 
0.015 0.002 -0.002 -0.012 0.015 -0.005 0.012 87.600 2.833 
0.007 -0.017 -0.020 0.002 0.017 -0.020 0.012 87.800 2.833 
0.002 -0.024 -0.022 0.010 0.015 -0.024 0.022 87.800 2.828 
0.010 -0.007 -0.007 -0.005 0.015 -0.012 0.017 87.600 2.823 
0.012 -0.007 -0.012 -0.005 0.017 -0.012 0.012 87.400 2.818 
0.046 -0.012 -0.059 -0.017 0.054 -0.034 0.015 87.200 2.813 
0.032 -0.022 -0.049 -0.007 0.044 -0.037 0.020 87.000 2.799 
0.022 -0.020 -0.044 -0.000 0.032 -0.029 0.022 86.800 2.784 
0.029 -0.000 -0.029 -0.015 0.029 -0.015 0.010 86.800 2.769 
0.039 0.017 -0.015 -0.032 0.032 -0.002 0.007 86.800 2.755 
0.061 0.051 -0.005 -0.059 0.037 0.022 0.005 87.000 2.735 
0.054 0.061 0.012 -0.059 0.024 0.034 -0.020 87.200 2.716 
0.059 0.081 0.022 -0.068 0.020 0.051 -0.012 87.400 2.696 
0.063 0.071 0.015 -0.071 0.029 0.039 -0.012 87.600 2.676 
0.066 0.085 0.029 -0.081 0.024 0.054 -0.015 87.600 2.652 
0.073 0.093 0.024 -0.085 0.027 0.056 -0.020 87.800 2.628 
0.081 0.105 0.029 -0.095 0.029 0.066 -0.020 87.800 2.603 
0.081 0.139 0.066 -0.112 0.012 0.100 -0.024 87.800 2.579 
0.090 0.147 0.059 -0.120 0.017 0.103 -0.027 87.800 2.549 
0.115 0.168 0.056 -0.142 0.032 0.112 -0.046 87.600 2.520 
0.117 0.186 0.071 -0.151 0.024 0.127 -0.059 87.600 2.491 
0.125 0.203 0.083 -0.166 0.024 0.142 -0.056 87.400 2.462 
0.127 0.222 0.105 -0.178 0.017 0.159 -0.059 87.200 2.437 
0.139 0.249 0.115 -0.195 0.015 0.181 -0.061 87.200 2.413 
0.139 0.225 0.098 -0.188 0.027 0.156 -0.054 87.400 2.388 
0.134 0.205 0.076 -0.171 0.032 0.139 -0.059 87.400 2.364 
0.122 0.222 0.107 -0.176 0.012 0.161 -0.059 87.600 2.305 
0.149 0.264 0.120 -0.208 0.017 0.190 -0.066 87.600 2.247 
0.161 0.300 0.147 -0.234 0.012 0.220 -0.083 87.400 2.188 
0.159 0.322 0.173 -0.244 -0.002 0.244 -0.095 87.200 2.129 
0.168 0.320 0.161 -0.249 0.010 0.237 -0.098 86.800 2.095 
0.159 0.317 0.164 -0.239 -0.000 0.239 -0.090 86.400 2.061 
0.159 0.310 0.154 -0.234 0.005 0.232 -0.081 86.400 2.027 
0.147 0.291 0.154 -0.222 0.002 0.217 -0.083 86.400 1.993 
0.137 0.281 0.149 -0.210 -0.002 0.212 -0.081 86.800 1.958 
0.132 0.271 0.142 -0.203 -0.002 0.205 -0.078 87.200 1.924 
0.132 0.256 0.122 -0.193 0.005 0.190 -0.071 87.800 1.890 
0.132 0.259 0.129 -0.195 0.002 0.193 -0.068 88.400 1.856 
0.115 0.237 0.127 -0.178 -0.002 0.181 -0.071 88.600 1.822 
0.093 0.227 0.139 -0.161 -0.020 0.181 -0.071 89.000 1.788 
0.076 0.215 0.139 -0.144 -0.032 0.178 -0.071 88.600 1.753 
0.071 0.186 0.120 -0.129 -0.022 0.151 -0.066 88.200 1.719 
0.061 0.156 0.090 -0.105 -0.017 0.127 -0.051 87.600 1.690 
0.049 0.117 0.071 -0.083 -0.010 0.093 -0.042 86.800 1.661 
0.039 0.093 0.056 -0.066 -0.007 0.073 -0.029 86.400 1.631 
0.029 0.071 0.044 -0.051 -0.005 0.056 -0.024 86.200 1.602 
0.015 0.054 0.039 -0.034 -0.012 0.046 -0.012 86.400 1.573 
-0.002 0.044 0.049 -0.022 -0.024 0.046 -0.034 86.600 1.543 
-0.005 0.037 0.039 -0.015 -0.022 0.039 -0.022 87.200 1.514 
-0.002 0.024 0.027 -0.010 -0.015 0.027 -0.017 87.600 1.485 
-0.015 0.017 0.032 -0.000 -0.022 0.024 -0.010 87.800 1.460 
-0.022 0.002 0.020 0.012 -0.022 0.015 -0.017 88.000 1.436 
-0.020 -0.012 0.005 0.017 -0.012 -0.002 -0.010 87.800 1.411 
-0.015 -0.032 -0.012 0.022 0.002 -0.024 -0.005 87.600 1.387 
-0.022 -0.032 -0.010 0.027 -0.005 -0.020 -0.002 87.400 1.358 
-0.020 -0.022 -0.000 0.020 -0.007 -0.012 -0.005 87.200 1.328 
-0.029 -0.017 0.015 0.022 -0.020 -0.002 -0.005 87.200 1.299 
-0.032 -0.002 0.024 0.020 -0.029 0.015 0.005 87.400 1.270 
-0.037 -0.020 0.012 0.032 -0.027 -0.000 0.002 87.600 1.241 
-0.046 -0.012 0.034 0.029 -0.039 0.012 -0.002 87.800 1.211 
-0.042 -0.007 0.032 0.027 -0.037 0.015 -0.012 87.800 1.182 
-0.032 0.002 0.032 0.017 -0.032 0.020 -0.015 87.800 1.153 
-0.024 -0.002 0.024 0.012 -0.022 0.010 -0.015 87.800 1.123 
-0.010 -0.015 -0.000 0.010 -0.002 -0.010 -0.005 87.600 1.094 
-0.029 -0.029 -0.000 0.029 -0.015 -0.015 0.005 87.400 1.065 
-0.022 -0.027 -0.002 0.024 -0.007 -0.015 -0.002 87.000 1.035 
-0.032 -0.032 0.005 0.029 -0.015 -0.015 0.002 86.800 1.021 
-0.039 -0.024 0.012 0.034 -0.027 -0.005 0.007 86.600 1.006 
-0.024 -0.027 -0.000 0.024 -0.010 -0.015 0.002 86.600 0.991 
-0.015 -0.039 -0.017 0.024 0.005 -0.032 0.002 86.600 0.977 
-0.015 -0.022 -0.005 0.017 -0.002 -0.015 -0.010 86.800 0.996 
-0.012 -0.007 0.010 0.007 -0.007 -0.000 -0.010 87.000 1.016 
-0.029 -0.027 0.002 0.029 -0.015 -0.012 -0.007 87.000 1.035 
-0.024 -0.029 -0.007 0.029 -0.010 -0.017 -0.010 87.000 1.055 
-0.034 -0.027 0.010 0.029 -0.020 -0.010 -0.002 87.000 1.123 
-0.017 0.002 0.022 0.007 -0.017 0.012 -0.015 86.800 1.192 
-0.010 -0.000 0.020 -0.000 -0.010 0.005 -0.010 86.800 1.260 
-0.022 -0.000 0.027 0.010 -0.022 0.012 -0.002 86.800 1.328 
-0.022 -0.005 0.015 0.015 -0.020 0.007 0.002 87.000 1.436 
-0.005 0.002 0.012 -0.000 -0.005 0.005 -0.010 87.200 1.543 
0.007 0.027 0.020 -0.017 -0.005 0.024 -0.015 87.400 1.651 
-0.000 0.037 0.034 -0.017 -0.017 0.037 -0.024 87.600 1.758 
0.012 0.032 0.022 -0.022 -0.002 0.027 -0.017 87.800 1.895 
0.005 0.034 0.029 -0.020 -0.012 0.032 -0.007 88.000 2.032 
0.007 0.044 0.039 -0.027 -0.015 0.042 -0.005 88.000 2.168 
0.007 0.061 0.054 -0.034 -0.022 0.059 -0.010 88.200 2.305 
0.007 0.078 0.071 -0.042 -0.032 0.076 -0.015 88.000 2.452 
-0.000 0.054 0.054 -0.027 -0.027 0.054 -0.010 87.800 2.598 
-0.007 0.066 0.081 -0.032 -0.039 0.071 -0.007 87.400 2.745 
-0.005 0.076 0.083 -0.037 -0.042 0.078 -0.022 87.000 2.891 
0.017 0.093 0.085 -0.059 -0.029 0.085 -0.024 86.600 3.023 
0.015 0.090 0.085 -0.056 -0.029 0.083 -0.034 86.400 3.155 
0.029 0.088 0.059 -0.059 -0.015 0.073 -0.042 86.400 3.287 
0.027 0.049 0.024 -0.039 0.002 0.037 -0.049 86.400 3.419 
0.010 0.044 0.037 -0.027 -0.012 0.039 -0.042 86.600 3.516 
0.007 0.044 0.039 -0.027 -0.015 0.042 -0.039 87.000 3.614 
0.012 0.051 0.046 -0.034 -0.012 0.046 -0.044 87.400 3.712 
0.015 0.046 0.037 -0.032 -0.007 0.039 -0.044 87.800 3.810 
0.022 0.022 0.005 -0.024 0.012 0.012 -0.044 87.800 3.868 
0.020 0.012 -0.010 -0.015 0.015 0.002 -0.039 88.000 3.927 
0.017 0.010 -0.007 -0.012 0.012 0.002 -0.027 87.600 3.985 
0.027 0.027 -0.000 -0.027 0.015 0.015 -0.027 87.400 4.044 
0.020 -0.000 -0.017 -0.010 0.020 -0.010 -0.032 87.000 4.063 
0.015 -0.010 -0.022 -0.002 0.020 -0.017 -0.022 86.600 4.083 
0.005 -0.012 -0.012 0.002 0.012 -0.015 -0.024 86.600 4.103 
-0.012 -0.027 -0.012 0.020 0.002 -0.020 -0.022 86.600 4.122 
-0.022 -0.039 -0.020 0.032 -0.002 -0.027 -0.015 87.000 4.127 
-0.020 -0.027 -0.002 0.022 -0.005 -0.017 -0.015 87.400 4.132 
-0.027 -0.049 -0.022 0.039 -0.002 -0.034 -0.007 87.800 4.137 
-0.022 -0.059 -0.037 0.042 0.007 -0.046 -0.000 88.400 4.142 
-0.017 -0.068 -0.046 0.042 0.017 -0.059 0.012 88.400 4.132 
-0.020 -0.076 -0.051 0.046 0.020 -0.066 0.015 88.400 4.122 
-0.029 -0.068 -0.039 0.049 0.005 -0.054 0.007 88.200 4.112 
-0.034 -0.076 -0.037 0.054 0.005 -0.059 0.012 87.800 4.103 
-0.027 -0.071 -0.044 0.049 0.010 -0.056 0.010 87.200 4.088 
-0.029 -0.068 -0.034 0.046 0.005 -0.054 0.010 86.600 4.073 
-0.032 -0.063 -0.027 0.046 -0.000 -0.046 0.012 86.400 4.059 
-0.032 -0.068 -0.037 0.051 0.002 -0.051 0.022 86.000 4.044 
-0.034 -0.085 -0.046 0.059 0.010 -0.068 0.017 86.200 4.020 
-0.042 -0.078 -0.034 0.059 -0.002 -0.056 0.017 86.200 3.995 
-0.027 -0.063 -0.037 0.046 0.005 -0.049 0.012 86.400 3.971 
-0.029 -0.044 -0.017 0.039 -0.007 -0.029 0.017 86.800 3.946 
-0.032 -0.056 -0.022 0.044 -0.002 -0.039 0.012 87.000 3.853 
-0.034 -0.059 -0.020 0.044 -0.005 -0.042 0.015 87.200 3.761 
-0.029 -0.063 -0.032 0.046 0.002 -0.049 0.017 87.400 3.668 
-0.032 -0.056 -0.027 0.046 -0.002 -0.039 0.015 87.600 3.575 
-0.029 -0.051 -0.024 0.042 -0.002 -0.037 0.015 87.800 3.507 
-0.042 -0.066 -0.022 0.054 -0.007 -0.044 0.020 87.800 3.438 
-0.034 -0.054 -0.020 0.044 -0.007 -0.037 0.015 87.800 3.370 
-0.029 -0.049 -0.015 0.037 -0.005 -0.034 0.022 87.800 3.302 
-0.039 -0.061 -0.020 0.049 -0.007 -0.042 0.042 87.800 3.233 
-0.044 -0.090 -0.037 0.063 0.002 -0.068 0.071 87.600 3.165 
-0.027 -0.078 -0.049 0.051 0.012 -0.063 0.088 87.600 3.096 
0.020 -0.017 -0.024 -0.007 0.029 -0.027 0.083 87.600 3.028 
0.044 0.076 0.029 -0.059 0.007 0.054 0.046 87.400 2.965 
0.071 0.181 0.117 -0.129 -0.020 0.147 -0.015 87.400 2.901 
0.122 0.274 0.156 -0.200 -0.015 0.212 -0.115 87.400 2.838 
0.234 0.400 0.166 -0.317 0.034 0.283 -0.261 87.400 2.774 
0.291 0.488 0.203 -0.391 0.046 0.344 -0.371 87.200 2.725 
0.295 0.474 0.186 -0.388 0.059 0.327 -0.415 87.200 2.676 
0.210 0.381 0.176 -0.298 0.020 0.276 -0.388 87.200 2.628 
0.095 0.254 0.161 -0.176 -0.032 0.208 -0.339 87.200 2.579 
