I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
-0.020 0.007 0.005 0.017 -0.022 0.017 0.027 0.002 90.200 84.000 0.164 2.452 
-0.012 0.017 0.007 0.010 -0.020 0.024 0.015 -0.005 89.400 83.400 0.159 2.442 
-0.015 0.020 0.017 0.007 -0.024 0.027 -0.005 -0.005 88.600 82.600 0.156 2.432 
-0.024 0.017 0.022 0.015 -0.032 0.029 -0.015 -0.000 87.600 82.000 0.154 2.422 
-0.039 0.007 0.022 0.029 -0.042 0.027 -0.017 0.007 86.400 81.200 0.149 2.413 
-0.027 0.017 0.022 0.017 -0.034 0.032 -0.024 -0.000 85.200 80.400 0.147 2.403 
-0.020 0.024 0.024 0.007 -0.032 0.034 -0.029 -0.005 83.800 79.600 0.147 2.383 
-0.020 0.020 0.027 0.007 -0.029 0.029 -0.029 -0.002 82.200 79.000 0.144 2.364 
-0.032 0.020 0.037 0.015 -0.042 0.037 -0.027 0.002 80.600 78.600 0.144 2.344 
-0.029 0.032 0.044 0.007 -0.044 0.046 -0.022 -0.002 78.600 78.000 0.142 2.325 
-0.022 0.032 0.037 0.005 -0.037 0.044 -0.029 -0.005 76.600 77.800 0.137 2.315 
-0.032 0.020 0.034 0.015 -0.042 0.037 -0.042 0.002 74.200 77.400 0.132 2.305 
-0.032 0.017 0.034 0.015 -0.039 0.034 -0.059 0.002 71.800 77.200 0.127 2.295 
-0.020 0.029 0.034 0.002 -0.034 0.039 -0.061 -0.005 69.000 77.000 0.122 2.286 
-0.027 0.027 0.034 0.010 -0.039 0.042 -0.078 -0.002 66.200 76.800 0.120 2.271 
-0.037 0.017 0.037 0.020 -0.044 0.037 -0.090 0.005 63.200 76.600 0.117 2.256 
-0.037 0.020 0.034 0.020 -0.046 0.039 -0.088 0.002 60.000 76.400 0.117 2.242 
-0.012 0.024 0.017 0.005 -0.024 0.032 -0.088 -0.007 56.600 76.200 0.112 2.227 
-0.017 0.022 0.020 0.007 -0.027 0.032 -0.095 -0.005 53.200 75.800 0.110 2.212 
-0.012 0.024 0.020 0.002 -0.024 0.032 -0.090 -0.007 49.600 75.600 0.107 2.198 
-0.007 0.029 0.015 -0.000 -0.022 0.034 -0.085 -0.010 46.200 75.400 0.105 2.183 
0.017 0.046 0.012 -0.022 -0.005 0.039 -0.076 -0.024 42.800 75.200 0.103 2.168 
0.022 0.051 0.005 -0.024 -0.002 0.042 -0.073 -0.027 39.200 75.000 0.100 2.154 
0.017 0.042 0.005 -0.020 -0.002 0.034 -0.073 -0.022 35.800 74.800 0.095 2.139 
0.002 0.022 0.005 -0.005 -0.007 0.022 -0.063 -0.010 32.600 74.600 0.093 2.125 
-0.010 0.020 0.015 0.002 -0.020 0.024 -0.051 -0.005 29.200 74.400 0.088 2.110 
-0.010 0.024 0.015 0.002 -0.022 0.029 -0.054 -0.007 26.200 74.200 0.085 2.095 
-0.024 0.010 0.017 0.017 -0.029 0.022 -0.049 0.002 23.200 74.000 0.085 2.081 
-0.024 -0.000 0.017 0.017 -0.024 0.012 -0.042 0.005 20.600 73.800 0.083 2.066 
-0.024 0.005 0.015 0.017 -0.027 0.017 -0.037 0.005 18.000 73.600 0.081 2.051 
-0.017 0.012 0.015 0.010 -0.022 0.022 -0.039 -0.000 15.800 73.200 0.076 2.042 
-0.024 -0.000 0.012 0.020 -0.024 0.012 -0.039 0.005 13.600 73.000 0.071 2.032 
-0.024 0.005 0.015 0.017 -0.027 0.017 -0.039 0.005 11.800 72.800 0.068 2.022 
-0.027 0.007 0.017 0.020 -0.029 0.022 -0.034 0.005 10.200 72.600 0.061 2.012 
-0.022 0.005 0.012 0.017 -0.024 0.017 -0.037 0.002 9.000 72.200 0.059 1.998 
-0.022 -0.002 0.005 0.020 -0.020 0.010 -0.042 0.005 7.800 72.000 0.056 1.983 
-0.029 0.002 0.012 0.024 -0.029 0.017 -0.037 0.007 6.800 71.600 0.054 1.968 
-0.020 0.015 0.015 0.012 -0.027 0.024 -0.044 -0.000 6.000 71.200 0.051 1.954 
-0.012 0.015 0.012 0.007 -0.020 0.022 -0.042 -0.002 5.600 71.000 0.046 1.939 
-0.017 0.002 -0.000 0.017 -0.017 0.012 -0.042 0.002 5.200 70.600 0.042 1.924 
-0.027 0.002 0.010 0.022 -0.027 0.017 -0.039 0.005 5.000 70.200 0.039 1.910 
-0.017 0.007 0.005 0.015 -0.020 0.017 -0.042 -0.000 4.800 70.000 0.032 1.895 
-0.012 0.015 0.007 0.010 -0.020 0.022 -0.037 -0.002 5.000 69.600 0.029 1.880 
-0.022 0.005 0.010 0.017 -0.024 0.017 -0.037 0.002 5.000 69.200 0.024 1.866 
-0.027 -0.002 0.010 0.022 -0.024 0.012 -0.037 0.007 5.400 68.800 0.022 1.851 
-0.022 0.010 0.010 0.017 -0.027 0.022 -0.034 0.002 5.800 68.400 0.017 1.836 
-0.020 0.015 0.010 0.015 -0.027 0.024 -0.032 -0.000 6.200 68.200 0.015 1.827 
-0.017 0.002 0.002 0.017 -0.017 0.012 -0.022 0.002 6.600 67.800 0.010 1.817 
-0.010 -0.010 -0.015 0.017 -0.005 -0.005 -0.017 0.005 7.200 67.400 0.007 1.807 
0.015 -0.007 -0.039 0.005 0.020 -0.015 -0.017 -0.005 7.800 67.200 0.002 1.797 
0.044 -0.000 -0.061 -0.012 0.044 -0.022 -0.002 -0.017 8.400 66.800 -0.000 1.807 
0.076 -0.015 -0.107 -0.022 0.083 -0.051 0.027 -0.022 9.000 66.400 -0.002 1.817 
0.127 -0.039 -0.186 -0.034 0.147 -0.103 0.107 -0.032 9.800 66.000 -0.007 1.827 
0.217 -0.049 -0.286 -0.073 0.242 -0.156 0.176 -0.059 10.400 65.800 -0.010 1.836 
0.303 -0.034 -0.354 -0.125 0.320 -0.186 0.227 -0.093 11.200 65.400 -0.012 1.861 
0.332 0.022 -0.322 -0.171 0.322 -0.144 0.266 -0.120 11.800 65.000 -0.017 1.885 
0.276 0.112 -0.186 -0.183 0.220 -0.024 0.293 -0.132 12.600 64.800 -0.020 1.910 
0.127 0.256 0.110 -0.181 -0.000 0.193 0.242 -0.129 13.400 64.600 -0.022 1.934 
0.005 0.398 0.381 -0.195 -0.193 0.396 0.161 -0.137 14.400 64.400 -0.024 1.978 
-0.115 0.515 0.611 -0.190 -0.371 0.574 0.105 -0.137 15.200 64.200 -0.027 2.022 
-0.159 0.493 0.632 -0.156 -0.405 0.574 0.107 -0.115 16.000 64.000 -0.029 2.066 
-0.147 0.457 0.589 -0.147 -0.374 0.530 0.125 -0.105 16.800 63.600 -0.032 2.110 
-0.181 0.371 0.535 -0.085 -0.366 0.462 0.325 -0.066 17.600 63.400 -0.037 2.164 
-0.212 0.278 0.474 -0.024 -0.352 0.386 0.508 -0.024 18.400 63.200 -0.039 2.217 
-0.232 0.212 0.422 0.022 -0.337 0.330 0.745 0.005 19.200 63.000 -0.044 2.271 
-0.217 0.176 0.379 0.029 -0.305 0.286 0.972 0.012 20.000 62.800 -0.046 2.325 
-0.252 0.142 0.374 0.066 -0.322 0.269 0.923 0.034 20.600 62.600 -0.049 2.383 
-0.281 0.078 0.339 0.112 -0.320 0.220 0.979 0.066 21.200 62.400 -0.051 2.442 
-0.288 0.029 0.298 0.139 -0.303 0.173 0.962 0.083 21.600 62.200 -0.054 2.501 
-0.274 0.022 0.276 0.137 -0.283 0.159 0.869 0.081 22.000 62.200 -0.056 2.559 
-0.261 -0.012 0.230 0.147 -0.254 0.120 0.789 0.088 22.200 62.000 -0.059 2.613 
-0.271 -0.046 0.210 0.166 -0.247 0.090 0.757 0.103 22.200 61.800 -0.063 2.667 
-0.264 -0.066 0.178 0.176 -0.230 0.066 0.635 0.107 22.200 61.800 -0.066 2.720 
-0.239 -0.051 0.173 0.154 -0.212 0.068 0.520 0.095 22.200 61.600 -0.071 2.774 
-0.220 -0.039 0.159 0.142 -0.200 0.071 0.393 0.083 22.000 61.400 -0.073 2.818 
-0.212 -0.068 0.134 0.147 -0.178 0.039 0.335 0.090 22.000 61.200 -0.076 2.862 
-0.193 -0.056 0.117 0.134 -0.164 0.042 0.164 0.081 22.000 61.200 -0.081 2.906 
-0.147 -0.027 0.100 0.098 -0.132 0.046 0.024 0.056 21.800 61.000 -0.085 2.950 
-0.132 -0.039 0.076 0.095 -0.112 0.027 -0.059 0.054 22.000 60.800 -0.088 2.979 
-0.127 -0.044 0.073 0.090 -0.105 0.020 -0.173 0.054 22.200 60.600 -0.090 3.009 
-0.110 -0.037 0.059 0.081 -0.090 0.020 -0.225 0.046 22.800 60.600 -0.093 3.038 
-0.078 -0.027 0.037 0.061 -0.063 0.012 -0.200 0.032 23.400 60.600 -0.095 3.067 
-0.061 -0.010 0.032 0.046 -0.056 0.022 -0.195 0.022 24.400 60.600 -0.269 3.087 
-0.051 -0.024 0.017 0.044 -0.039 0.002 -0.151 0.022 25.800 60.600 -0.271 3.106 
-0.049 -0.017 0.017 0.042 -0.039 0.007 -0.122 0.020 27.400 60.800 -0.442 3.126 
-0.022 0.015 0.015 0.015 -0.029 0.027 -0.127 -0.000 29.600 61.000 -0.444 3.145 
-0.015 0.015 0.007 0.012 -0.022 0.022 -0.125 -0.002 32.000 61.400 -0.278 3.160 
-0.015 0.007 0.002 0.015 -0.017 0.015 -0.120 -0.000 35.000 62.000 -0.281 3.175 
-0.020 -0.005 -0.005 0.022 -0.017 0.005 -0.105 0.005 38.200 62.600 -0.115 3.189 
-0.002 0.010 -0.000 0.002 -0.007 0.012 -0.103 -0.005 42.000 63.400 -0.117 3.204 
0.007 0.024 0.002 -0.007 -0.005 0.022 -0.107 -0.012 45.800 64.200 -0.120 3.209 
0.005 0.017 -0.005 -0.002 -0.002 0.015 -0.100 -0.010 50.000 65.200 -0.122 3.214 
-0.007 0.007 -0.007 0.012 -0.010 0.012 -0.093 -0.002 54.400 66.200 -0.125 3.219 
0.012 0.027 -0.010 -0.007 -0.000 0.022 -0.088 -0.015 58.800 67.000 -0.127 3.223 
0.017 0.027 -0.012 -0.010 0.005 0.020 -0.088 -0.017 63.000 68.000 -0.129 3.223 
0.012 0.012 -0.015 -0.005 0.007 0.007 -0.093 -0.010 67.200 69.200 -0.134 3.223 
0.007 -0.000 -0.022 0.005 0.007 -0.002 -0.085 -0.005 71.200 70.200 -0.137 3.223 
0.017 0.017 -0.020 -0.007 0.010 0.010 -0.095 -0.015 75.000 71.200 -0.142 3.223 
0.022 0.022 -0.017 -0.012 0.012 0.012 -0.100 -0.017 78.400 72.200 -0.142 3.214 
0.012 0.002 -0.024 -0.000 0.012 -0.002 -0.100 -0.007 81.600 73.000 -0.144 3.204 
0.012 -0.002 -0.034 0.005 0.015 -0.007 -0.095 -0.005 84.200 74.000 -0.144 3.194 
0.020 0.010 -0.029 -0.005 0.015 -0.000 -0.098 -0.012 86.400 74.800 -0.147 3.184 
0.024 0.012 -0.032 -0.007 0.020 -0.000 -0.107 -0.015 88.200 75.600 -0.151 3.136 
0.015 -0.005 -0.037 0.005 0.017 -0.012 -0.120 -0.005 89.600 76.400 -0.156 3.087 
0.012 -0.017 -0.044 0.010 0.022 -0.022 -0.120 -0.000 90.600 77.000 -0.161 3.038 
0.029 -0.000 -0.054 -0.002 0.029 -0.015 -0.127 -0.012 91.200 77.600 -0.166 2.989 
0.039 -0.000 -0.059 -0.010 0.039 -0.020 -0.144 -0.015 91.400 78.200 -0.166 2.960 
0.037 -0.012 -0.068 -0.002 0.044 -0.029 -0.156 -0.010 91.400 78.600 -0.168 2.930 
0.034 -0.027 -0.076 0.005 0.049 -0.044 -0.156 -0.005 91.400 79.200 -0.168 2.901 
0.051 -0.012 -0.083 -0.010 0.059 -0.037 -0.166 -0.015 91.000 79.800 -0.171 2.872 
0.061 -0.010 -0.085 -0.017 0.066 -0.039 -0.183 -0.020 90.600 80.200 -0.173 2.842 
0.059 -0.027 -0.093 -0.012 0.073 -0.056 -0.193 -0.012 90.400 80.600 -0.178 2.813 
0.059 -0.034 -0.105 -0.005 0.076 -0.063 -0.190 -0.010 90.000 81.000 -0.181 2.784 
0.076 -0.022 -0.115 -0.017 0.088 -0.059 -0.186 -0.020 89.800 81.400 -0.186 2.755 
0.088 -0.012 -0.117 -0.029 0.095 -0.056 -0.190 -0.027 89.600 81.800 -0.188 2.730 
0.076 -0.029 -0.117 -0.017 0.090 -0.066 -0.186 -0.017 89.600 82.200 -0.193 2.706 
0.083 -0.029 -0.125 -0.020 0.098 -0.071 -0.171 -0.020 89.800 82.400 -0.198 2.681 
0.093 -0.015 -0.127 -0.029 0.100 -0.061 -0.164 -0.029 90.000 82.800 -0.203 2.657 
0.098 -0.010 -0.127 -0.034 0.103 -0.059 -0.147 -0.032 90.200 83.000 -0.205 2.637 
0.088 -0.017 -0.122 -0.027 0.098 -0.061 -0.134 -0.027 90.600 83.400 -0.208 2.618 
0.078 -0.022 -0.115 -0.020 0.090 -0.061 -0.112 -0.022 91.000 83.600 -0.210 2.598 
0.088 -0.002 -0.112 -0.032 0.090 -0.046 -0.090 -0.032 91.400 83.800 -0.212 2.579 
0.088 -0.000 -0.107 -0.034 0.088 -0.044 -0.076 -0.032 91.600 84.000 -0.217 2.569 
0.076 -0.002 -0.095 -0.027 0.078 -0.039 -0.059 -0.027 92.000 84.200 -0.222 2.559 
0.059 -0.007 -0.090 -0.012 0.063 -0.037 -0.027 -0.020 92.400 84.400 -0.227 2.549 
0.068 0.007 -0.085 -0.024 0.066 -0.027 -0.002 -0.027 92.600 84.600 -0.232 2.540 
0.071 0.012 -0.071 -0.034 0.066 -0.022 0.007 -0.029 92.600 84.800 -0.237 2.530 
0.056 0.010 -0.059 -0.027 0.051 -0.017 0.020 -0.024 92.800 85.000 -0.239 2.520 
0.039 0.005 -0.054 -0.012 0.037 -0.015 0.039 -0.017 92.800 85.000 -0.242 2.510 
0.039 0.015 -0.042 -0.017 0.032 -0.005 0.051 -0.020 92.600 85.000 -0.244 2.501 
0.037 0.027 -0.034 -0.020 0.024 0.010 0.056 -0.024 92.400 85.000 -0.249 2.491 
0.027 0.020 -0.024 -0.015 0.017 0.007 0.056 -0.017 92.000 84.800 -0.254 2.481 
0.010 0.012 -0.017 -0.000 0.005 0.007 0.061 -0.010 91.600 84.600 -0.259 2.471 
0.017 0.027 -0.010 -0.012 0.005 0.020 0.056 -0.017 91.000 84.200 -0.266 2.462 
0.017 0.037 -0.000 -0.017 -0.000 0.029 0.049 -0.020 90.400 83.800 -0.271 2.457 
-0.005 0.024 0.012 -0.000 -0.017 0.027 0.032 -0.010 89.600 83.400 -0.274 2.452 
-0.017 0.015 0.017 0.010 -0.024 0.024 0.032 -0.002 88.800 82.800 -0.278 2.447 
-0.000 0.029 0.017 -0.007 -0.015 0.029 0.017 -0.012 88.000 82.200 -0.286 2.442 
-0.002 0.039 0.022 -0.007 -0.022 0.042 0.002 -0.015 87.000 81.400 -0.286 2.432 
-0.015 0.029 0.029 -0.000 -0.029 0.037 -0.010 -0.007 85.800 80.600 -0.288 2.422 
-0.024 0.027 0.027 0.012 -0.037 0.039 -0.015 -0.002 84.600 79.800 -0.291 2.413 
-0.017 0.037 0.037 -0.000 -0.034 0.046 -0.015 -0.010 83.400 79.200 -0.293 2.403 
-0.012 0.044 0.034 -0.005 -0.034 0.051 -0.015 -0.012 81.800 78.600 -0.298 2.393 
-0.024 0.034 0.037 0.007 -0.042 0.046 -0.022 -0.005 80.200 78.000 -0.300 2.383 
-0.032 0.029 0.039 0.012 -0.046 0.046 -0.015 -0.002 78.600 77.600 -0.305 2.374 
-0.017 0.042 0.037 -0.000 -0.037 0.051 -0.015 -0.010 76.600 77.000 -0.308 2.364 
-0.010 0.054 0.037 -0.007 -0.037 0.059 -0.029 -0.017 74.600 76.800 -0.313 2.349 
-0.020 0.039 0.042 -0.000 -0.039 0.049 -0.054 -0.010 72.200 76.600 -0.315 2.335 
-0.022 0.034 0.042 0.002 -0.039 0.046 -0.063 -0.007 69.800 76.600 -0.320 2.320 
-0.020 0.034 0.037 0.002 -0.037 0.044 -0.063 -0.007 67.200 76.400 -0.322 2.305 
-0.017 0.037 0.029 0.002 -0.034 0.046 -0.071 -0.010 64.200 76.400 -0.322 2.295 
-0.024 0.022 0.034 0.007 -0.034 0.034 -0.078 -0.002 61.400 76.400 -0.325 2.286 
-0.029 0.010 0.024 0.017 -0.034 0.024 -0.076 0.005 58.200 76.200 -0.325 2.276 
-0.015 0.027 0.024 0.002 -0.027 0.034 -0.083 -0.007 55.000 76.200 -0.327 2.266 
0.005 0.034 0.017 -0.012 -0.012 0.032 -0.088 -0.015 51.800 76.000 -0.330 2.247 
0.002 0.042 0.020 -0.012 -0.017 0.042 -0.083 -0.017 48.400 75.800 -0.332 2.227 
0.010 0.044 0.020 -0.020 -0.012 0.039 -0.071 -0.020 45.000 75.400 -0.335 2.208 
0.029 0.059 0.012 -0.034 -0.000 0.044 -0.068 -0.032 41.600 75.200 -0.337 2.188 
0.034 0.063 0.010 -0.039 0.002 0.046 -0.066 -0.034 38.400 75.000 -0.339 2.178 
0.024 0.054 0.010 -0.029 -0.002 0.042 -0.061 -0.029 35.200 74.800 -0.342 2.168 
0.007 0.039 0.012 -0.012 -0.012 0.037 -0.054 -0.017 32.000 74.600 -0.342 2.159 
-0.000 0.042 0.022 -0.010 -0.020 0.042 -0.046 -0.017 28.800 74.400 -0.344 2.149 
-0.002 0.034 0.022 -0.007 -0.020 0.037 -0.044 -0.012 25.800 74.200 -0.347 2.134 
-0.015 0.012 0.015 0.007 -0.020 0.020 -0.042 -0.002 23.000 74.000 -0.347 2.120 
-0.020 0.007 0.010 0.015 -0.022 0.017 -0.029 0.002 20.400 73.600 -0.349 2.105 
-0.005 0.020 0.012 -0.000 -0.015 0.022 -0.029 -0.007 18.000 73.400 -0.352 2.090 
-0.002 0.024 0.015 -0.005 -0.015 0.027 -0.024 -0.010 16.000 73.200 -0.357 2.076 
-0.012 0.012 0.010 0.007 -0.017 0.020 -0.024 -0.002 14.000 73.000 -0.359 2.061 
-0.012 0.012 0.010 0.007 -0.017 0.020 -0.020 -0.002 12.200 72.600 -0.364 2.046 
0.002 0.027 0.010 -0.007 -0.010 0.027 -0.034 -0.012 10.800 72.400 -0.371 2.032 
0.002 0.024 0.010 -0.007 -0.010 0.024 -0.042 -0.012 9.600 72.000 -0.371 2.022 
-0.007 0.020 0.012 0.002 -0.017 0.024 -0.027 -0.007 8.400 71.800 -0.371 2.012 
-0.010 0.017 0.015 0.002 -0.017 0.022 -0.022 -0.005 7.600 71.400 -0.371 2.002 
-0.005 0.024 0.017 -0.002 -0.017 0.027 -0.024 -0.010 7.000 71.200 -0.374 1.993 
-0.002 0.024 0.015 -0.005 -0.015 0.027 -0.024 -0.010 6.400 70.800 -0.379 1.978 
-0.012 0.017 0.015 0.005 -0.020 0.024 -0.024 -0.005 6.200 70.400 -0.383 1.963 
-0.017 0.010 0.017 0.010 -0.022 0.020 -0.022 -0.000 6.000 70.200 -0.388 1.949 
-0.007 0.020 0.017 -0.000 -0.017 0.024 -0.027 -0.007 6.000 69.800 -0.393 1.934 
-0.002 0.027 0.017 -0.005 -0.015 0.029 -0.024 -0.010 6.200 69.600 -0.398 1.919 
-0.012 0.017 0.022 0.002 -0.020 0.024 -0.027 -0.005 6.400 69.200 -0.400 1.905 
-0.015 0.017 0.012 0.010 -0.022 0.024 -0.024 -0.002 6.600 69.000 -0.405 1.890 
-0.007 0.022 0.015 -0.000 -0.017 0.027 -0.020 -0.007 7.200 68.600 -0.408 1.875 
0.002 0.022 0.005 -0.005 -0.007 0.022 -0.012 -0.010 7.600 68.400 -0.410 1.866 
0.005 -0.000 -0.012 0.002 0.005 -0.002 -0.002 -0.005 8.200 68.000 -0.413 1.856 
0.010 -0.012 -0.032 0.007 0.017 -0.017 -0.002 -0.002 8.800 67.800 -0.413 1.846 
0.037 -0.007 -0.056 -0.007 0.042 -0.024 0.015 -0.012 9.400 67.400 -0.415 1.836 
0.061 -0.007 -0.078 -0.022 0.066 -0.037 0.037 -0.020 10.200 67.200 -0.418 1.836 
0.098 -0.017 -0.127 -0.034 0.107 -0.066 0.088 -0.029 10.800 66.800 -0.418 1.836 
0.166 -0.029 -0.212 -0.059 0.181 -0.112 0.164 -0.049 11.600 66.400 -0.420 1.836 
0.259 -0.034 -0.305 -0.105 0.276 -0.164 0.247 -0.078 12.400 66.200 -0.422 1.836 
0.330 -0.002 -0.347 -0.156 0.332 -0.166 0.293 -0.112 13.200 66.000 -0.425 1.851 
0.344 0.061 -0.288 -0.200 0.315 -0.110 0.342 -0.137 14.000 65.600 -0.430 1.866 
0.217 0.164 -0.068 -0.183 0.137 0.056 0.344 -0.129 15.000 65.400 -0.432 1.880 
0.066 0.315 0.234 -0.183 -0.090 0.283 0.252 -0.129 15.800 65.000 -0.437 1.895 
-0.054 0.474 0.518 -0.205 -0.291 0.501 0.176 -0.142 16.800 64.800 -0.437 1.934 
-0.129 0.535 0.652 -0.195 -0.396 0.601 0.134 -0.137 17.600 64.600 -0.437 1.973 
-0.159 0.493 0.632 -0.156 -0.405 0.574 0.149 -0.115 18.600 64.400 -0.437 2.012 
-0.166 0.432 0.586 -0.127 -0.381 0.515 0.232 -0.090 19.400 64.200 -0.437 2.051 
-0.186 0.349 0.523 -0.076 -0.359 0.442 0.459 -0.056 20.400 64.000 -0.437 2.164 
-0.217 0.247 0.454 -0.010 -0.339 0.357 0.640 -0.012 21.200 63.800 -0.437 2.276 
-0.234 0.198 0.413 0.029 -0.332 0.315 0.904 0.010 22.000 63.600 -0.437 2.388 
-0.239 0.161 0.381 0.049 -0.320 0.281 1.018 0.024 22.600 63.400 -0.437 2.501 
-0.269 0.117 0.371 0.083 -0.327 0.252 0.955 0.049 23.200 63.200 -0.435 2.559 
-0.283 0.051 0.327 0.120 -0.308 0.193 1.001 0.076 23.600 63.200 -0.435 2.618 
-0.283 0.015 0.286 0.142 -0.291 0.156 0.916 0.088 24.000 63.000 -0.432 2.676 
-0.264 -0.005 0.249 0.139 -0.261 0.127 0.791 0.088 24.200 62.800 -0.430 2.735 
-0.259 -0.027 0.215 0.151 -0.244 0.103 0.759 0.093 24.400 62.800 -0.430 2.779 
-0.264 -0.051 0.195 0.166 -0.237 0.081 0.652 0.103 24.400 62.600 -0.427 2.823 
-0.252 -0.071 0.168 0.168 -0.215 0.056 0.513 0.105 24.200 62.400 -0.425 2.867 
-0.230 -0.073 0.151 0.154 -0.193 0.042 0.403 0.098 24.000 62.200 -0.422 2.911 
-0.210 -0.078 0.120 0.151 -0.171 0.027 0.330 0.093 23.800 62.200 -0.420 2.950 
-0.195 -0.081 0.105 0.144 -0.154 0.017 0.210 0.090 23.600 62.000 -0.418 2.989 
-0.171 -0.059 0.098 0.122 -0.142 0.027 0.037 0.073 23.600 62.000 -0.415 3.028 
-0.142 -0.054 0.081 0.103 -0.115 0.017 -0.051 0.063 23.400 61.800 -0.413 3.067 
-0.129 -0.063 0.054 0.103 -0.098 0.002 -0.132 0.061 23.400 61.800 -0.410 3.092 
-0.117 -0.056 0.049 0.093 -0.088 0.002 -0.222 0.056 23.600 61.600 -0.408 3.116 
-0.093 -0.044 0.039 0.073 -0.071 0.002 -0.227 0.044 24.200 61.600 -0.405 3.140 
-0.073 -0.034 0.029 0.059 -0.056 0.002 -0.208 0.034 25.000 61.400 -0.403 3.165 
-0.049 -0.027 0.010 0.044 -0.034 -0.002 -0.181 0.022 26.000 61.400 -0.398 3.179 
-0.049 -0.044 -0.002 0.051 -0.027 -0.020 -0.127 0.029 27.600 61.600 -0.393 3.194 
-0.049 -0.042 -0.007 0.054 -0.027 -0.017 -0.120 0.027 29.400 61.800 -0.388 3.209 
-0.027 -0.015 -0.010 0.032 -0.020 -0.000 -0.125 0.012 31.600 62.200 -0.383 3.223 
-0.010 0.002 -0.002 0.012 -0.010 0.007 -0.115 -0.000 34.400 62.600 -0.381 3.238 
-0.012 -0.005 -0.007 0.017 -0.010 0.002 -0.110 0.002 37.400 63.200 -0.376 3.253 
-0.017 -0.020 -0.017 0.027 -0.007 -0.010 -0.100 0.010 41.000 64.000 -0.374 3.267 
0.002 0.002 -0.017 0.007 0.002 0.002 -0.098 -0.005 44.800 64.800 -0.371 3.282 
0.007 0.015 -0.007 -0.002 -0.000 0.012 -0.098 -0.010 48.800 65.600 -0.364 3.282 
0.005 -0.005 -0.020 0.005 0.007 -0.007 -0.088 -0.002 53.200 66.600 -0.359 3.282 
-0.000 -0.012 -0.032 0.017 0.007 -0.012 -0.085 0.002 57.600 67.600 -0.352 3.282 
0.010 -0.005 -0.027 0.005 0.012 -0.010 -0.093 -0.005 62.000 68.600 -0.344 3.282 
0.012 -0.000 -0.024 -0.000 0.012 -0.005 -0.105 -0.007 66.200 69.800 -0.344 3.277 
0.012 -0.005 -0.022 -0.000 0.015 -0.010 -0.093 -0.005 70.600 70.800 -0.342 3.272 
0.005 -0.002 -0.024 0.007 0.007 -0.005 -0.095 -0.002 74.400 71.800 -0.339 3.267 
0.012 -0.005 -0.024 -0.000 0.015 -0.010 -0.105 -0.005 78.200 72.800 -0.337 3.263 
0.017 -0.005 -0.037 0.002 0.020 -0.012 -0.103 -0.007 81.400 73.600 -0.332 3.248 
0.007 -0.024 -0.039 0.012 0.020 -0.027 -0.105 0.002 84.400 74.600 -0.325 3.233 
-0.002 -0.022 -0.034 0.020 0.010 -0.020 -0.107 0.005 86.800 75.400 -0.320 3.219 
0.017 -0.007 -0.042 0.005 0.022 -0.015 -0.112 -0.005 88.800 76.200 -0.313 3.204 
0.020 -0.010 -0.046 0.005 0.024 -0.020 -0.120 -0.005 90.400 77.000 -0.308 3.175 
0.015 -0.024 -0.044 0.007 0.027 -0.032 -0.127 -0.000 91.600 77.600 -0.303 3.145 
0.012 -0.032 -0.056 0.017 0.029 -0.037 -0.127 0.005 92.400 78.200 -0.300 3.116 
0.029 -0.027 -0.066 0.005 0.044 -0.042 -0.139 -0.002 92.800 78.800 -0.293 3.087 
0.029 -0.024 -0.068 0.005 0.042 -0.039 -0.154 -0.005 92.800 79.200 -0.291 3.057 
0.037 -0.027 -0.073 -0.000 0.051 -0.044 -0.159 -0.005 92.800 79.800 -0.286 3.028 
0.029 -0.037 -0.083 0.012 0.049 -0.051 -0.164 -0.000 92.600 80.200 -0.283 2.999 
0.046 -0.034 -0.098 0.002 0.063 -0.056 -0.168 -0.007 92.200 80.800 -0.278 2.969 
0.056 -0.032 -0.105 -0.002 0.073 -0.059 -0.178 -0.010 91.800 81.200 -0.276 2.935 
0.054 -0.051 -0.115 0.005 0.081 -0.078 -0.188 -0.002 91.400 81.600 -0.274 2.901 
0.056 -0.046 -0.122 0.005 0.081 -0.073 -0.190 -0.005 91.000 82.000 -0.269 2.867 
0.063 -0.039 -0.125 -0.000 0.083 -0.071 -0.186 -0.010 90.800 82.400 -0.266 2.833 
0.071 -0.039 -0.125 -0.007 0.090 -0.073 -0.193 -0.012 90.800 82.800 -0.264 2.808 
0.076 -0.034 -0.122 -0.015 0.093 -0.071 -0.186 -0.017 90.800 83.000 -0.261 2.784 
0.076 -0.044 -0.134 -0.007 0.098 -0.081 -0.166 -0.012 90.800 83.400 -0.259 2.759 
0.090 -0.032 -0.139 -0.020 0.107 -0.076 -0.149 -0.022 91.000 83.600 -0.256 2.735 
0.100 -0.022 -0.132 -0.034 0.112 -0.071 -0.144 -0.029 91.400 84.000 -0.252 2.716 
0.081 -0.029 -0.122 -0.020 0.095 -0.068 -0.122 -0.020 91.800 84.200 -0.249 2.696 
0.076 -0.037 -0.129 -0.010 0.095 -0.073 -0.093 -0.015 92.000 84.400 -0.247 2.676 
0.088 -0.022 -0.122 -0.027 0.100 -0.066 -0.073 -0.024 92.400 84.800 -0.242 2.657 
