I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
-0.032 -0.046 -0.029 0.046 -0.007 -0.029 -0.156 0.024 81.400 74.600 0.527 3.204 
-0.029 -0.042 -0.029 0.044 -0.007 -0.027 -0.161 0.022 84.400 75.600 0.530 3.184 
-0.027 -0.044 -0.034 0.044 -0.005 -0.029 -0.156 0.022 87.000 76.400 0.535 3.155 
-0.022 -0.049 -0.042 0.044 0.002 -0.037 -0.166 0.022 89.400 77.200 0.542 3.126 
-0.024 -0.056 -0.044 0.046 0.005 -0.044 -0.173 0.024 91.000 78.000 0.547 3.096 
-0.017 -0.056 -0.049 0.042 0.012 -0.046 -0.181 0.022 92.400 78.600 0.554 3.067 
-0.015 -0.049 -0.046 0.039 0.010 -0.042 -0.176 0.020 93.200 79.200 0.557 3.038 
-0.017 -0.063 -0.063 0.049 0.015 -0.054 -0.186 0.024 93.800 79.800 0.559 3.009 
-0.002 -0.061 -0.066 0.037 0.029 -0.059 -0.200 0.020 94.000 80.200 0.562 2.979 
0.002 -0.061 -0.071 0.034 0.034 -0.061 -0.208 0.017 94.000 80.800 0.564 2.950 
0.007 -0.066 -0.081 0.034 0.042 -0.068 -0.212 0.017 94.000 81.400 0.567 2.916 
0.005 -0.073 -0.088 0.039 0.042 -0.076 -0.225 0.020 93.600 81.800 0.571 2.882 
0.017 -0.071 -0.100 0.034 0.054 -0.078 -0.242 0.015 93.400 82.200 0.574 2.847 
0.024 -0.076 -0.110 0.032 0.063 -0.088 -0.239 0.015 93.000 82.600 0.579 2.813 
0.024 -0.076 -0.115 0.034 0.063 -0.088 -0.234 0.015 92.800 83.000 0.581 2.784 
0.024 -0.076 -0.120 0.037 0.063 -0.088 -0.237 0.015 92.600 83.400 0.586 2.755 
0.029 -0.076 -0.125 0.034 0.068 -0.090 -0.242 0.012 92.400 83.800 0.589 2.725 
0.039 -0.068 -0.122 0.022 0.073 -0.088 -0.230 0.007 92.400 84.000 0.593 2.696 
0.039 -0.068 -0.125 0.024 0.073 -0.088 -0.208 0.007 92.600 84.400 0.596 2.676 
0.046 -0.068 -0.129 0.020 0.081 -0.090 -0.198 0.005 92.800 84.600 0.596 2.657 
0.051 -0.066 -0.127 0.012 0.085 -0.090 -0.186 0.002 93.000 85.000 0.598 2.637 
0.054 -0.056 -0.120 0.007 0.083 -0.083 -0.161 -0.002 93.200 85.200 0.601 2.618 
0.056 -0.051 -0.120 0.005 0.083 -0.078 -0.137 -0.005 93.600 85.600 0.606 2.598 
0.044 -0.051 -0.112 0.012 0.071 -0.073 -0.117 -0.000 93.800 86.000 0.608 2.579 
0.042 -0.051 -0.105 0.012 0.068 -0.071 -0.100 -0.000 94.200 86.400 0.613 2.559 
0.042 -0.042 -0.095 0.007 0.063 -0.061 -0.081 -0.002 94.400 86.600 0.615 2.540 
0.032 -0.034 -0.085 0.012 0.049 -0.049 -0.051 -0.002 94.600 86.800 0.615 2.530 
0.022 -0.037 -0.078 0.017 0.042 -0.046 -0.037 0.002 94.800 87.200 0.615 2.520 
0.024 -0.027 -0.066 0.010 0.039 -0.039 -0.024 -0.002 95.000 87.400 0.615 2.510 
0.017 -0.022 -0.056 0.012 0.029 -0.029 -0.012 -0.000 95.000 87.600 0.615 2.501 
0.015 -0.024 -0.049 0.010 0.027 -0.032 0.010 -0.000 95.000 87.600 0.618 2.491 
-0.000 -0.024 -0.034 0.017 0.012 -0.024 0.012 0.005 94.800 87.800 0.620 2.481 
-0.012 -0.027 -0.032 0.029 0.002 -0.020 0.002 0.010 94.600 87.800 0.623 2.471 
-0.017 -0.020 -0.017 0.027 -0.007 -0.010 0.007 0.010 94.200 87.800 0.625 2.462 
-0.017 -0.015 -0.017 0.027 -0.010 -0.005 0.010 0.007 93.800 87.600 0.625 2.452 
-0.024 -0.015 -0.002 0.027 -0.017 -0.002 0.002 0.010 93.400 87.200 0.623 2.442 
-0.032 -0.010 0.007 0.029 -0.027 0.007 -0.010 0.012 92.800 87.000 0.623 2.432 
-0.034 -0.005 0.010 0.029 -0.032 0.012 -0.020 0.010 92.200 86.600 0.620 2.422 
-0.034 -0.002 0.012 0.029 -0.032 0.015 -0.024 0.010 91.400 86.000 0.623 2.418 
-0.049 -0.010 0.017 0.042 -0.044 0.015 -0.037 0.017 90.600 85.200 0.625 2.413 
-0.056 -0.012 0.022 0.046 -0.049 0.017 -0.061 0.020 89.800 84.600 0.628 2.408 
-0.046 -0.010 0.017 0.039 -0.042 0.015 -0.073 0.017 88.600 83.800 0.630 2.403 
-0.049 -0.002 0.027 0.037 -0.046 0.022 -0.073 0.015 87.600 83.000 0.628 2.393 
-0.049 0.007 0.037 0.032 -0.051 0.032 -0.071 0.012 86.200 82.400 0.625 2.383 
-0.042 0.012 0.039 0.022 -0.046 0.034 -0.081 0.007 84.800 81.800 0.623 2.374 
-0.046 0.010 0.042 0.027 -0.051 0.034 -0.076 0.010 83.200 81.000 0.620 2.364 
-0.054 0.005 0.046 0.032 -0.056 0.032 -0.068 0.015 81.400 80.600 0.620 2.354 
-0.049 0.012 0.049 0.024 -0.054 0.037 -0.071 0.010 79.400 80.200 0.623 2.344 
-0.042 0.015 0.044 0.020 -0.049 0.037 -0.085 0.007 77.400 79.800 0.623 2.335 
-0.046 0.007 0.042 0.027 -0.049 0.032 -0.110 0.010 75.000 79.400 0.625 2.325 
-0.049 0.010 0.039 0.029 -0.054 0.034 -0.117 0.010 72.400 79.200 0.623 2.315 
-0.056 -0.000 0.042 0.037 -0.056 0.029 -0.125 0.017 69.600 78.800 0.620 2.305 
-0.061 -0.007 0.039 0.042 -0.056 0.024 -0.139 0.020 66.800 78.600 0.618 2.295 
-0.059 -0.007 0.039 0.039 -0.054 0.022 -0.139 0.020 63.600 78.400 0.615 2.286 
-0.051 -0.005 0.029 0.037 -0.049 0.022 -0.142 0.017 60.400 78.200 0.615 2.271 
-0.054 -0.005 0.029 0.039 -0.051 0.022 -0.149 0.017 57.000 78.000 0.615 2.256 
-0.039 0.005 0.027 0.027 -0.042 0.024 -0.156 0.010 53.600 77.800 0.613 2.242 
-0.024 0.020 0.029 0.010 -0.034 0.032 -0.147 -0.000 50.200 77.600 0.611 2.227 
-0.015 0.029 0.024 0.002 -0.029 0.037 -0.127 -0.007 46.600 77.400 0.611 2.212 
-0.007 0.032 0.020 -0.002 -0.022 0.037 -0.132 -0.010 43.200 77.000 0.611 2.198 
-0.005 0.027 0.017 -0.002 -0.017 0.029 -0.132 -0.010 39.600 76.800 0.611 2.183 
-0.012 0.022 0.020 0.002 -0.022 0.029 -0.117 -0.005 36.200 76.600 0.608 2.168 
-0.029 0.015 0.027 0.017 -0.037 0.029 -0.107 0.002 33.000 76.400 0.606 2.159 
-0.037 0.010 0.029 0.022 -0.042 0.029 -0.107 0.007 29.800 76.200 0.603 2.149 
-0.037 -0.002 0.022 0.027 -0.034 0.017 -0.110 0.010 26.800 76.000 0.601 2.139 
-0.042 -0.005 0.024 0.029 -0.039 0.017 -0.103 0.012 24.000 75.600 0.596 2.129 
-0.042 -0.007 0.020 0.032 -0.037 0.015 -0.090 0.015 21.400 75.400 0.593 2.120 
-0.044 -0.005 0.020 0.034 -0.042 0.017 -0.090 0.015 19.000 75.000 0.591 2.110 
-0.044 -0.007 0.020 0.034 -0.039 0.015 -0.093 0.015 16.800 74.800 0.589 2.100 
-0.039 -0.002 0.020 0.029 -0.037 0.017 -0.093 0.012 15.000 74.400 0.586 2.090 
-0.044 -0.007 0.017 0.037 -0.039 0.015 -0.085 0.015 13.200 74.200 0.584 2.081 
-0.046 -0.010 0.022 0.037 -0.042 0.015 -0.090 0.017 11.800 73.800 0.584 2.071 
-0.044 -0.002 0.022 0.034 -0.042 0.020 -0.090 0.012 10.600 73.600 0.581 2.061 
-0.042 -0.002 0.022 0.032 -0.039 0.020 -0.088 0.012 9.600 73.200 0.579 2.051 
-0.039 -0.000 0.020 0.029 -0.039 0.020 -0.088 0.010 8.800 72.800 0.574 2.037 
-0.044 -0.005 0.020 0.034 -0.042 0.017 -0.090 0.015 8.200 72.600 0.571 2.022 
-0.042 -0.007 0.022 0.032 -0.037 0.015 -0.090 0.015 7.800 72.200 0.567 2.007 
-0.037 -0.005 0.020 0.027 -0.034 0.015 -0.093 0.012 7.400 71.800 0.564 1.993 
-0.044 -0.007 0.022 0.034 -0.039 0.015 -0.090 0.015 7.200 71.400 0.564 1.978 
-0.049 -0.002 0.024 0.037 -0.046 0.022 -0.093 0.015 7.200 71.200 0.562 1.963 
-0.039 -0.005 0.024 0.027 -0.037 0.015 -0.100 0.012 7.200 70.800 0.562 1.949 
-0.049 -0.012 0.022 0.039 -0.042 0.012 -0.098 0.017 7.400 70.400 0.559 1.934 
-0.049 -0.015 0.020 0.039 -0.042 0.010 -0.090 0.020 7.600 70.200 0.557 1.919 
-0.054 -0.022 0.017 0.046 -0.042 0.005 -0.085 0.022 8.000 69.800 0.554 1.905 
-0.042 -0.015 0.010 0.037 -0.034 0.007 -0.083 0.017 8.400 69.400 0.552 1.890 
-0.024 -0.017 -0.010 0.029 -0.015 -0.005 -0.076 0.012 8.800 69.200 0.549 1.875 
-0.012 -0.020 -0.024 0.024 -0.002 -0.012 -0.073 0.007 9.200 68.800 0.545 1.871 
0.012 -0.034 -0.051 0.015 0.029 -0.039 -0.061 0.005 9.800 68.400 0.542 1.866 
0.032 -0.032 -0.076 0.007 0.049 -0.046 -0.037 -0.002 10.400 68.200 0.537 1.861 
0.081 -0.042 -0.137 -0.012 0.103 -0.081 0.027 -0.015 11.000 67.800 0.535 1.856 
0.151 -0.056 -0.220 -0.042 0.181 -0.132 0.103 -0.034 11.600 67.600 0.535 1.861 
0.237 -0.063 -0.315 -0.078 0.269 -0.181 0.181 -0.061 12.400 67.200 0.532 1.866 
0.295 -0.020 -0.332 -0.129 0.305 -0.166 0.220 -0.095 13.000 66.800 0.532 1.871 
0.295 0.054 -0.259 -0.166 0.269 -0.093 0.271 -0.120 14.000 66.600 0.530 1.875 
0.166 0.156 -0.022 -0.154 0.088 0.073 0.264 -0.110 14.800 66.400 0.530 1.944 
0.017 0.317 0.281 -0.156 -0.142 0.310 0.164 -0.115 15.800 66.000 0.530 2.012 
-0.103 0.454 0.547 -0.171 -0.330 0.505 0.100 -0.120 16.600 65.800 0.530 2.081 
-0.154 0.505 0.647 -0.168 -0.405 0.584 0.078 -0.120 17.600 65.600 0.530 2.149 
-0.176 0.464 0.620 -0.134 -0.408 0.552 0.098 -0.098 18.600 65.400 0.527 2.208 
-0.193 0.383 0.557 -0.085 -0.383 0.481 0.222 -0.066 19.600 65.200 0.527 2.266 
-0.230 0.276 0.486 -0.012 -0.366 0.391 0.427 -0.017 20.600 65.000 0.525 2.325 
-0.247 0.195 0.430 0.032 -0.344 0.320 0.615 0.015 21.400 64.800 0.523 2.383 
-0.254 0.159 0.396 0.056 -0.332 0.286 0.867 0.029 22.400 64.600 0.520 2.442 
-0.274 0.110 0.366 0.090 -0.327 0.247 0.921 0.051 23.000 64.400 0.520 2.501 
-0.305 0.063 0.357 0.127 -0.337 0.217 0.899 0.078 23.800 64.200 0.518 2.559 
-0.313 0.010 0.308 0.159 -0.317 0.166 0.911 0.098 24.400 64.000 0.515 2.618 
-0.313 -0.022 0.271 0.178 -0.300 0.134 0.818 0.110 24.800 63.800 0.518 2.667 
-0.308 -0.054 0.239 0.188 -0.281 0.100 0.694 0.117 25.000 63.600 0.518 2.716 
-0.298 -0.073 0.210 0.193 -0.261 0.076 0.662 0.122 25.200 63.400 0.520 2.764 
-0.288 -0.090 0.186 0.195 -0.242 0.054 0.537 0.125 25.200 63.200 0.523 2.813 
-0.278 -0.095 0.168 0.195 -0.230 0.044 0.405 0.122 25.200 63.200 0.523 2.857 
-0.269 -0.103 0.147 0.195 -0.217 0.032 0.281 0.122 25.200 63.000 0.523 2.901 
-0.254 -0.125 0.120 0.195 -0.190 0.002 0.222 0.125 25.000 62.800 0.523 2.945 
-0.220 -0.117 0.088 0.176 -0.161 -0.007 0.073 0.110 24.800 62.600 0.523 2.989 
-0.195 -0.088 0.090 0.151 -0.151 0.010 -0.076 0.093 24.600 62.600 0.523 3.018 
-0.188 -0.093 0.068 0.154 -0.142 0.002 -0.161 0.090 24.400 62.400 0.523 3.048 
-0.166 -0.110 0.046 0.144 -0.110 -0.027 -0.252 0.090 24.400 62.400 0.523 3.077 
-0.144 -0.093 0.037 0.127 -0.098 -0.020 -0.322 0.076 24.600 62.200 0.523 3.106 
-0.125 -0.083 0.024 0.112 -0.083 -0.020 -0.303 0.066 25.200 62.200 0.523 3.126 
-0.112 -0.081 0.012 0.107 -0.071 -0.024 -0.283 0.061 25.800 62.200 0.523 3.145 
-0.093 -0.081 -0.002 0.095 -0.051 -0.034 -0.256 0.056 26.800 62.400 0.523 3.165 
-0.073 -0.068 -0.010 0.078 -0.039 -0.032 -0.210 0.044 28.200 62.600 0.525 3.184 
-0.061 -0.056 -0.017 0.071 -0.032 -0.024 -0.198 0.037 30.200 62.800 0.527 3.194 
-0.056 -0.054 -0.012 0.063 -0.029 -0.024 -0.198 0.034 32.400 63.200 0.530 3.204 
-0.049 -0.054 -0.020 0.059 -0.022 -0.029 -0.195 0.032 35.000 63.600 0.532 3.214 
-0.037 -0.046 -0.017 0.046 -0.012 -0.027 -0.190 0.024 38.200 64.200 0.535 3.223 
-0.037 -0.039 -0.022 0.049 -0.017 -0.020 -0.186 0.022 41.800 65.000 0.537 3.228 
-0.032 -0.042 -0.022 0.044 -0.010 -0.024 -0.173 0.022 45.600 65.800 0.540 3.233 
-0.029 -0.046 -0.027 0.044 -0.005 -0.032 -0.181 0.022 49.800 66.600 0.542 3.238 
-0.024 -0.039 -0.027 0.039 -0.005 -0.027 -0.173 0.020 54.000 67.600 0.545 3.243 
-0.022 -0.037 -0.027 0.037 -0.002 -0.024 -0.166 0.017 58.400 68.600 0.549 3.243 
-0.024 -0.044 -0.032 0.042 -0.002 -0.032 -0.171 0.020 63.000 69.800 0.552 3.243 
-0.029 -0.044 -0.029 0.044 -0.007 -0.029 -0.173 0.022 67.200 70.800 0.557 3.243 
-0.022 -0.044 -0.034 0.039 -0.000 -0.032 -0.173 0.020 71.600 71.800 0.559 3.243 
-0.020 -0.042 -0.039 0.039 0.002 -0.032 -0.171 0.017 75.400 72.800 0.562 3.228 
-0.024 -0.044 -0.039 0.044 -0.002 -0.032 -0.178 0.020 79.200 74.000 0.564 3.214 
-0.024 -0.046 -0.034 0.042 -0.000 -0.034 -0.183 0.022 82.400 74.800 0.564 3.199 
-0.017 -0.051 -0.046 0.042 0.010 -0.042 -0.186 0.020 85.400 75.800 0.569 3.184 
-0.015 -0.051 -0.051 0.042 0.012 -0.044 -0.176 0.020 87.800 76.600 0.571 3.165 
-0.020 -0.061 -0.059 0.049 0.012 -0.051 -0.183 0.024 89.800 77.400 0.574 3.145 
-0.017 -0.056 -0.056 0.046 0.012 -0.046 -0.198 0.022 91.400 78.200 0.576 3.126 
-0.015 -0.061 -0.063 0.046 0.017 -0.054 -0.203 0.022 92.600 78.800 0.581 3.106 
-0.005 -0.059 -0.068 0.039 0.024 -0.056 -0.200 0.020 93.400 79.400 0.586 3.072 
-0.000 -0.059 -0.071 0.037 0.029 -0.059 -0.215 0.017 93.800 80.000 0.589 3.038 
0.005 -0.061 -0.078 0.034 0.037 -0.063 -0.230 0.017 93.800 80.400 0.593 3.004 
0.007 -0.061 -0.083 0.034 0.039 -0.063 -0.237 0.015 93.800 81.000 0.596 2.969 
0.015 -0.063 -0.095 0.034 0.046 -0.071 -0.232 0.015 93.400 81.400 0.601 2.940 
0.012 -0.071 -0.100 0.039 0.049 -0.076 -0.242 0.017 93.200 82.000 0.603 2.911 
0.024 -0.076 -0.110 0.032 0.063 -0.088 -0.261 0.015 92.800 82.400 0.608 2.882 
0.032 -0.068 -0.120 0.029 0.066 -0.083 -0.259 0.010 92.400 82.800 0.611 2.852 
0.039 -0.071 -0.120 0.022 0.076 -0.090 -0.252 0.007 92.200 83.200 0.615 2.823 
0.039 -0.073 -0.129 0.027 0.076 -0.093 -0.256 0.010 92.000 83.600 0.618 2.794 
0.049 -0.076 -0.134 0.020 0.088 -0.100 -0.252 0.007 92.000 83.800 0.623 2.764 
0.054 -0.066 -0.134 0.015 0.088 -0.093 -0.237 0.002 92.000 84.200 0.625 2.735 
0.061 -0.066 -0.142 0.010 0.095 -0.095 -0.215 -0.000 92.200 84.400 0.628 2.711 
0.054 -0.068 -0.134 0.015 0.088 -0.095 -0.208 0.002 92.400 84.800 0.628 2.686 
0.054 -0.071 -0.134 0.015 0.090 -0.098 -0.193 0.002 92.600 85.000 0.628 2.662 
0.056 -0.063 -0.137 0.012 0.088 -0.090 -0.171 -0.000 93.000 85.400 0.630 2.637 
0.054 -0.056 -0.125 0.010 0.083 -0.083 -0.144 -0.002 93.400 85.600 0.635 2.618 
0.054 -0.046 -0.117 0.005 0.078 -0.073 -0.125 -0.005 93.600 86.000 0.637 2.598 
0.049 -0.042 -0.112 0.007 0.071 -0.066 -0.107 -0.005 94.000 86.200 0.642 2.579 
0.054 -0.037 -0.105 -0.000 0.073 -0.063 -0.088 -0.007 94.200 86.400 0.645 2.559 
0.042 -0.032 -0.088 0.002 0.059 -0.051 -0.059 -0.005 94.400 86.600 0.645 2.545 
0.037 -0.027 -0.081 0.005 0.051 -0.044 -0.049 -0.005 94.600 86.800 0.642 2.530 
0.029 -0.032 -0.076 0.010 0.046 -0.046 -0.032 -0.002 94.800 87.000 0.642 2.515 
0.022 -0.029 -0.068 0.012 0.037 -0.039 -0.027 -0.000 94.800 87.200 0.640 2.501 
0.017 -0.017 -0.056 0.012 0.027 -0.024 -0.010 -0.002 94.600 87.200 0.642 2.491 
0.002 -0.017 -0.039 0.017 0.012 -0.017 -0.005 0.002 94.400 87.200 0.645 2.481 
-0.002 -0.020 -0.032 0.020 0.007 -0.017 -0.010 0.005 94.200 87.200 0.647 2.471 
-0.005 -0.020 -0.024 0.017 0.005 -0.017 -0.012 0.005 93.800 87.000 0.650 2.462 
-0.010 -0.007 -0.015 0.017 -0.005 -0.002 -0.010 0.002 93.400 86.800 0.650 2.457 
-0.024 -0.010 -0.005 0.027 -0.020 0.002 -0.020 0.010 92.800 86.600 0.647 2.452 
-0.022 -0.012 0.002 0.022 -0.015 -0.000 -0.034 0.010 92.200 86.200 0.647 2.447 
-0.024 -0.007 0.007 0.022 -0.020 0.005 -0.044 0.007 91.600 85.600 0.645 2.442 
-0.032 -0.000 0.012 0.027 -0.032 0.017 -0.054 0.007 90.800 85.000 0.645 2.432 
-0.037 -0.007 0.015 0.029 -0.032 0.012 -0.063 0.012 89.800 84.200 0.642 2.422 
-0.044 -0.010 0.024 0.032 -0.039 0.012 -0.081 0.015 88.800 83.600 0.642 2.413 
-0.044 -0.010 0.022 0.034 -0.039 0.012 -0.085 0.015 87.800 82.800 0.640 2.403 
-0.039 -0.000 0.027 0.027 -0.039 0.020 -0.088 0.010 86.600 82.000 0.637 2.393 
-0.044 0.002 0.029 0.029 -0.044 0.024 -0.095 0.012 85.200 81.400 0.637 2.383 
-0.046 0.005 0.034 0.029 -0.049 0.029 -0.093 0.012 83.800 80.800 0.637 2.374 
-0.046 0.010 0.037 0.029 -0.051 0.034 -0.095 0.010 82.200 80.000 0.635 2.364 
-0.044 0.012 0.039 0.024 -0.049 0.034 -0.085 0.007 80.400 79.600 0.635 2.354 
-0.049 0.015 0.039 0.029 -0.056 0.039 -0.088 0.010 78.400 79.200 0.632 2.344 
-0.044 0.015 0.042 0.024 -0.051 0.037 -0.112 0.007 76.000 78.800 0.632 2.335 
-0.039 0.012 0.034 0.022 -0.044 0.032 -0.132 0.007 73.600 78.600 0.630 2.325 
-0.046 0.007 0.034 0.029 -0.049 0.032 -0.137 0.010 71.000 78.400 0.630 2.315 
-0.054 0.002 0.034 0.037 -0.054 0.029 -0.137 0.015 68.200 78.200 0.630 2.305 
-0.056 -0.012 0.027 0.044 -0.049 0.017 -0.149 0.020 65.200 78.000 0.628 2.295 
-0.044 0.002 0.032 0.029 -0.044 0.024 -0.159 0.012 62.200 77.800 0.625 2.286 
-0.044 0.005 0.029 0.029 -0.046 0.027 -0.156 0.010 58.800 77.600 0.623 2.256 
-0.044 -0.002 0.024 0.032 -0.042 0.020 -0.164 0.012 55.400 77.400 0.618 2.227 
-0.034 0.005 0.022 0.024 -0.037 0.022 -0.161 0.007 52.000 77.200 0.615 2.198 
-0.020 0.022 0.027 0.007 -0.029 0.032 -0.151 -0.002 48.400 77.000 0.611 2.168 
-0.005 0.029 0.015 -0.002 -0.020 0.032 -0.127 -0.010 45.000 76.800 0.611 2.154 
0.002 0.032 0.015 -0.010 -0.012 0.032 -0.132 -0.015 41.400 76.600 0.611 2.139 
-0.002 0.029 0.017 -0.005 -0.017 0.032 -0.139 -0.012 38.000 76.400 0.611 2.125 
-0.012 0.017 0.012 0.007 -0.020 0.024 -0.132 -0.005 34.600 76.200 0.608 2.110 
-0.024 0.012 0.015 0.017 -0.029 0.024 -0.117 0.002 31.400 76.000 0.603 2.095 
-0.037 0.007 0.022 0.027 -0.039 0.027 -0.120 0.007 28.200 75.600 0.601 2.081 
-0.039 0.024 0.042 0.020 -0.051 0.044 -0.142 0.002 25.200 75.400 0.598 2.066 
-0.027 0.073 0.081 -0.012 -0.063 0.088 -0.198 -0.017 22.600 75.200 0.593 2.051 
-0.012 0.093 0.083 -0.029 -0.059 0.100 -0.215 -0.029 20.000 75.000 0.589 2.042 
0.012 0.034 -0.002 -0.010 -0.005 0.029 -0.176 -0.017 17.800 74.600 0.586 2.032 
0.029 -0.000 -0.044 -0.007 0.029 -0.015 -0.151 -0.012 15.800 74.400 0.581 2.022 
0.054 -0.046 -0.112 0.002 0.078 -0.073 -0.088 -0.005 14.000 74.000 0.579 2.012 
0.068 -0.085 -0.171 0.017 0.112 -0.120 -0.039 0.002 12.400 73.800 0.576 1.998 
0.088 -0.112 -0.217 0.022 0.144 -0.156 -0.005 0.005 11.000 73.400 0.574 1.983 
0.107 -0.149 -0.266 0.027 0.183 -0.203 0.037 0.012 10.000 73.000 0.571 1.968 
0.127 -0.200 -0.342 0.044 0.227 -0.264 0.098 0.022 9.000 72.800 0.569 1.954 
0.154 -0.234 -0.398 0.046 0.271 -0.310 0.151 0.024 8.400 72.400 0.564 1.939 
0.171 -0.283 -0.464 0.061 0.313 -0.369 0.198 0.034 8.000 72.000 0.562 1.924 
0.195 -0.337 -0.540 0.076 0.364 -0.435 0.269 0.044 7.600 71.600 0.557 1.910 
0.212 -0.369 -0.593 0.085 0.398 -0.474 0.305 0.049 7.400 71.400 0.554 1.895 
0.212 -0.400 -0.628 0.103 0.413 -0.505 0.335 0.061 7.200 71.000 0.549 1.880 
0.186 -0.420 -0.620 0.125 0.396 -0.513 0.354 0.076 7.400 70.600 0.545 1.866 
0.154 -0.449 -0.618 0.156 0.379 -0.525 0.398 0.095 7.400 70.400 0.540 1.851 
0.144 -0.466 -0.625 0.168 0.379 -0.537 0.396 0.105 7.600 70.000 0.535 1.836 
0.125 -0.484 -0.623 0.188 0.366 -0.545 0.415 0.117 8.000 69.600 0.532 1.827 
0.083 -0.484 -0.584 0.210 0.325 -0.525 0.430 0.132 8.400 69.400 0.527 1.817 
0.022 -0.484 -0.520 0.239 0.264 -0.493 0.432 0.151 8.800 69.000 0.525 1.807 
-0.054 -0.474 -0.440 0.274 0.183 -0.447 0.379 0.173 9.200 68.600 0.523 1.797 
-0.132 -0.471 -0.361 0.313 0.105 -0.405 0.320 0.198 9.800 68.400 0.520 1.802 
-0.212 -0.425 -0.232 0.330 -0.000 -0.317 0.256 0.210 10.400 68.000 0.518 1.807 
-0.252 -0.374 -0.142 0.322 -0.063 -0.247 0.274 0.205 11.000 67.600 0.515 1.812 
-0.291 -0.317 -0.046 0.315 -0.132 -0.171 0.379 0.200 11.800 67.400 0.510 1.817 
-0.337 -0.266 0.049 0.313 -0.203 -0.098 0.488 0.198 12.600 67.000 0.508 1.836 
-0.335 -0.249 0.066 0.303 -0.210 -0.081 0.613 0.193 13.400 66.800 0.503 1.856 
-0.310 -0.225 0.066 0.278 -0.198 -0.068 0.659 0.176 14.400 66.600 0.501 1.875 
-0.291 -0.198 0.068 0.256 -0.190 -0.051 0.679 0.161 15.400 66.400 0.496 1.895 
-0.269 -0.193 0.051 0.244 -0.171 -0.059 0.623 0.151 16.600 66.000 0.496 1.934 
-0.252 -0.190 0.046 0.230 -0.156 -0.063 0.601 0.144 17.800 65.800 0.496 1.973 
-0.227 -0.171 0.044 0.205 -0.142 -0.056 0.552 0.129 19.200 65.600 0.496 2.012 
-0.225 -0.154 0.054 0.198 -0.147 -0.042 0.427 0.125 20.800 65.400 0.493 2.051 
-0.247 -0.151 0.078 0.208 -0.171 -0.027 0.256 0.129 22.400 65.200 0.488 2.105 
-0.256 -0.147 0.093 0.210 -0.183 -0.017 0.105 0.132 24.000 64.800 0.486 2.159 
-0.249 -0.134 0.100 0.200 -0.181 -0.010 -0.088 0.125 25.800 64.800 0.481 2.212 
-0.249 -0.125 0.107 0.195 -0.186 -0.000 -0.212 0.122 27.600 64.600 0.479 2.266 
-0.242 -0.105 0.120 0.183 -0.188 0.017 -0.274 0.112 29.600 64.400 0.479 2.325 
-0.242 -0.103 0.125 0.181 -0.190 0.020 -0.352 0.112 31.600 64.400 0.476 2.383 
-0.225 -0.081 0.129 0.161 -0.183 0.032 -0.388 0.100 33.800 64.400 0.476 2.442 
-0.190 -0.024 0.142 0.120 -0.178 0.071 -0.344 0.068 36.000 64.400 0.474 2.501 
-0.156 0.012 0.151 0.081 -0.161 0.090 -0.327 0.046 38.400 64.600 0.471 2.554 
-0.144 0.032 0.149 0.071 -0.159 0.105 -0.303 0.034 40.800 64.800 0.469 2.608 
-0.125 0.046 0.159 0.046 -0.147 0.110 -0.281 0.024 43.400 65.200 0.466 2.662 
-0.103 0.073 0.159 0.024 -0.139 0.125 -0.269 0.007 46.000 65.600 0.464 2.716 
-0.090 0.100 0.166 0.007 -0.139 0.147 -0.237 -0.005 48.800 66.200 0.464 2.759 
-0.081 0.115 0.181 -0.010 -0.137 0.156 -0.210 -0.015 51.800 67.000 0.464 2.803 
-0.068 0.132 0.188 -0.024 -0.134 0.166 -0.203 -0.024 54.600 67.600 0.464 2.847 
-0.066 0.142 0.188 -0.027 -0.137 0.176 -0.198 -0.027 57.600 68.400 0.464 2.891 
-0.068 0.151 0.195 -0.029 -0.144 0.186 -0.193 -0.029 60.600 69.200 0.464 2.926 
-0.076 0.159 0.212 -0.029 -0.154 0.198 -0.198 -0.029 63.600 70.000 0.462 2.960 
-0.071 0.161 0.215 -0.037 -0.151 0.198 -0.210 -0.032 66.600 71.000 0.462 2.994 
-0.071 0.178 0.227 -0.042 -0.159 0.215 -0.208 -0.039 69.600 71.800 0.459 3.028 
-0.073 0.188 0.242 -0.046 -0.166 0.225 -0.208 -0.042 72.200 72.600 0.459 3.053 
-0.073 0.198 0.254 -0.054 -0.171 0.234 -0.222 -0.044 75.000 73.600 0.459 3.077 
-0.078 0.208 0.264 -0.054 -0.181 0.247 -0.234 -0.046 77.400 74.400 0.459 3.101 
-0.078 0.215 0.281 -0.061 -0.186 0.254 -0.237 -0.049 79.800 75.200 0.459 3.126 
-0.078 0.227 0.288 -0.066 -0.190 0.266 -0.239 -0.051 81.800 75.800 0.459 3.140 
-0.088 0.234 0.308 -0.066 -0.205 0.278 -0.256 -0.051 83.800 76.600 0.462 3.155 
-0.093 0.242 0.322 -0.068 -0.212 0.288 -0.269 -0.051 85.400 77.200 0.462 3.170 
-0.085 0.259 0.330 -0.078 -0.215 0.303 -0.269 -0.061 86.600 77.800 0.464 3.184 
