I II III aVR aVL aVF V2 AO LV SPO2
0.088 0.049 -0.042 -0.066 0.063 0.005 -0.049 53.200 16.800 1.255 
0.071 0.027 -0.046 -0.046 0.059 -0.007 -0.034 53.200 16.800 1.231 
0.029 0.020 -0.007 -0.024 0.020 0.005 -0.020 53.000 16.800 1.221 
0.049 0.051 -0.002 -0.046 0.024 0.027 -0.037 52.800 16.800 1.211 
0.117 0.083 -0.037 -0.098 0.076 0.024 -0.068 52.600 17.000 1.201 
0.166 0.120 -0.051 -0.139 0.107 0.037 -0.098 52.600 17.000 1.192 
0.308 0.244 -0.066 -0.274 0.186 0.090 -0.186 52.400 17.000 1.177 
0.537 0.422 -0.112 -0.481 0.327 0.154 -0.322 52.200 17.000 1.162 
0.796 0.647 -0.147 -0.723 0.474 0.249 -0.484 52.000 17.200 1.148 
0.982 0.811 -0.166 -0.899 0.576 0.320 -0.601 52.000 17.200 1.133 
1.096 0.906 -0.200 -0.996 0.645 0.359 -0.669 51.800 17.200 1.128 
1.082 0.701 -0.383 -0.889 0.733 0.161 -0.596 51.800 17.400 1.123 
1.013 0.347 -0.662 -0.681 0.840 -0.159 -0.457 51.600 17.400 1.118 
0.789 0.085 -0.706 -0.435 0.747 -0.308 -0.293 51.600 17.400 1.114 
0.410 -0.029 -0.442 -0.188 0.425 -0.234 -0.129 51.400 17.400 1.118 
0.122 -0.022 -0.151 -0.046 0.134 -0.083 -0.037 51.400 17.400 1.123 
0.015 -0.059 -0.081 0.027 0.044 -0.066 0.012 51.200 17.400 1.128 
-0.012 -0.061 -0.049 0.037 0.020 -0.054 0.022 51.200 17.400 1.133 
0.002 0.005 -0.002 -0.000 -0.000 0.005 -0.005 51.200 17.600 1.162 
0.015 0.044 0.020 -0.024 -0.007 0.037 -0.022 51.000 17.600 1.192 
-0.027 0.015 0.034 0.010 -0.034 0.029 0.002 51.000 18.000 1.221 
-0.068 -0.002 0.066 0.037 -0.066 0.032 0.022 50.800 18.200 1.250 
-0.046 0.017 0.063 0.015 -0.054 0.042 0.007 50.800 18.800 1.299 
-0.024 0.015 0.032 0.010 -0.032 0.027 -0.000 50.600 19.400 1.348 
-0.054 -0.022 0.029 0.039 -0.042 0.005 0.022 50.600 20.200 1.397 
-0.085 -0.022 0.056 0.059 -0.073 0.022 0.034 50.400 21.400 1.446 
-0.063 -0.007 0.051 0.039 -0.059 0.024 0.022 50.400 22.800 1.519 
-0.056 -0.027 0.032 0.042 -0.042 0.002 0.024 50.200 24.600 1.592 
-0.095 -0.056 0.039 0.076 -0.066 -0.007 0.049 50.000 26.800 1.665 
-0.110 -0.046 0.059 0.081 -0.085 0.010 0.049 50.000 29.200 1.739 
-0.071 -0.027 0.037 0.054 -0.056 0.010 0.029 49.800 32.000 1.822 
-0.063 -0.049 0.017 0.056 -0.039 -0.017 0.034 49.800 35.200 1.905 
-0.093 -0.066 0.024 0.081 -0.059 -0.020 0.051 49.600 38.400 1.988 
-0.088 -0.054 0.029 0.073 -0.061 -0.010 0.044 49.600 42.000 2.071 
-0.054 -0.042 0.010 0.049 -0.032 -0.015 0.029 49.400 45.800 2.159 
-0.066 -0.059 -0.000 0.066 -0.037 -0.024 0.039 49.400 49.800 2.247 
-0.088 -0.071 0.017 0.081 -0.051 -0.027 0.051 49.400 54.000 2.335 
-0.081 -0.049 0.029 0.066 -0.056 -0.007 0.042 49.400 58.200 2.422 
-0.066 -0.039 0.020 0.056 -0.046 -0.005 0.032 49.400 62.400 2.501 
-0.083 -0.059 0.024 0.071 -0.054 -0.017 0.044 49.400 66.600 2.579 
-0.105 -0.054 0.051 0.081 -0.078 -0.000 0.051 49.600 70.800 2.657 
-0.090 -0.039 0.049 0.066 -0.071 0.007 0.042 49.800 75.000 2.735 
-0.085 -0.046 0.039 0.066 -0.061 -0.002 0.042 50.000 79.200 2.808 
-0.112 -0.063 0.049 0.088 -0.081 -0.007 0.056 50.400 83.000 2.882 
-0.117 -0.056 0.063 0.085 -0.088 0.002 0.056 51.000 86.600 2.955 
-0.100 -0.042 0.056 0.073 -0.078 0.010 0.044 51.600 89.800 3.028 
-0.105 -0.051 0.051 0.081 -0.078 0.002 0.049 52.200 92.800 3.087 
-0.129 -0.059 0.066 0.098 -0.100 0.007 0.061 53.000 95.400 3.145 
-0.125 -0.042 0.081 0.085 -0.103 0.022 0.054 53.800 98.000 3.204 
-0.117 -0.034 0.076 0.081 -0.100 0.024 0.049 54.800 100.400 3.263 
-0.127 -0.042 0.083 0.085 -0.105 0.022 0.054 55.800 102.800 3.316 
-0.144 -0.037 0.098 0.095 -0.125 0.037 0.059 56.800 105.400 3.370 
-0.122 -0.017 0.100 0.073 -0.112 0.044 0.044 58.000 108.000 3.424 
-0.115 -0.022 0.088 0.071 -0.103 0.037 0.044 59.200 110.600 3.477 
-0.129 -0.029 0.095 0.083 -0.115 0.037 0.051 60.400 113.400 3.526 
-0.132 -0.010 0.112 0.076 -0.127 0.056 0.044 61.600 116.200 3.575 
-0.103 0.010 0.110 0.049 -0.107 0.061 0.029 62.800 119.000 3.624 
-0.100 0.005 0.098 0.051 -0.103 0.056 0.029 64.000 121.800 3.673 
-0.115 0.002 0.117 0.056 -0.115 0.061 0.034 65.000 124.400 3.712 
-0.107 0.020 0.120 0.049 -0.117 0.073 0.027 66.200 126.800 3.751 
-0.083 0.032 0.103 0.032 -0.098 0.073 0.015 67.200 129.200 3.790 
-0.093 0.017 0.103 0.042 -0.100 0.063 0.022 68.400 131.600 3.829 
-0.112 0.022 0.127 0.049 -0.122 0.078 0.027 69.400 133.600 3.868 
-0.095 0.046 0.137 0.027 -0.117 0.095 0.015 70.400 135.400 3.907 
-0.066 0.054 0.112 0.010 -0.093 0.088 0.002 71.400 137.000 3.946 
-0.088 0.029 0.112 0.032 -0.103 0.073 0.017 72.400 138.000 3.985 
-0.100 0.037 0.129 0.037 -0.117 0.088 0.020 73.400 139.000 4.015 
-0.071 0.061 0.127 0.007 -0.100 0.098 -0.000 74.200 139.400 4.044 
-0.059 0.054 0.105 0.007 -0.085 0.083 -0.000 75.200 139.800 4.073 
-0.090 0.032 0.107 0.037 -0.105 0.078 0.017 76.200 140.200 4.103 
-0.088 0.044 0.127 0.024 -0.110 0.088 0.012 77.200 140.400 4.127 
-0.056 0.059 0.110 0.002 -0.085 0.088 -0.002 78.200 140.600 4.151 
-0.056 0.044 0.098 0.007 -0.078 0.073 0.002 79.200 140.800 4.176 
-0.095 0.034 0.117 0.037 -0.112 0.083 0.017 80.400 141.200 4.200 
-0.093 0.051 0.134 0.027 -0.117 0.098 0.012 81.600 141.400 4.210 
-0.061 0.066 0.122 -0.000 -0.093 0.098 -0.005 82.800 141.600 4.220 
-0.076 0.042 0.112 0.020 -0.095 0.081 0.010 84.000 141.800 4.230 
-0.112 0.037 0.144 0.042 -0.129 0.093 0.022 85.200 142.000 4.239 
-0.095 0.063 0.159 0.017 -0.127 0.112 0.007 86.400 142.200 4.239 
-0.071 0.071 0.137 0.002 -0.105 0.107 -0.002 87.600 142.600 4.239 
-0.093 0.049 0.139 0.024 -0.117 0.095 0.012 89.000 143.200 4.239 
-0.122 0.042 0.164 0.042 -0.142 0.103 0.024 90.200 144.000 4.239 
-0.095 0.071 0.159 0.017 -0.129 0.120 0.005 91.400 144.800 4.225 
-0.078 0.063 0.139 0.010 -0.110 0.103 0.002 92.600 145.400 4.210 
-0.107 0.039 0.147 0.034 -0.127 0.093 0.020 93.800 145.600 4.195 
-0.122 0.049 0.168 0.039 -0.147 0.110 0.022 95.000 145.600 4.181 
-0.100 0.063 0.159 0.022 -0.132 0.115 0.010 96.200 144.800 4.151 
-0.100 0.049 0.144 0.029 -0.125 0.100 0.015 97.200 143.600 4.122 
-0.134 0.029 0.161 0.054 -0.149 0.098 0.032 98.400 141.800 4.093 
-0.142 0.042 0.181 0.051 -0.161 0.112 0.032 99.400 139.200 4.063 
-0.112 0.056 0.164 0.032 -0.139 0.112 0.017 100.200 136.400 4.029 
-0.122 0.034 0.156 0.044 -0.139 0.095 0.027 101.200 133.400 3.995 
-0.147 0.029 0.164 0.066 -0.161 0.103 0.037 102.000 130.400 3.961 
-0.122 0.046 0.161 0.042 -0.144 0.107 0.022 102.600 127.200 3.927 
-0.090 0.049 0.129 0.027 -0.115 0.095 0.012 103.400 124.000 3.849 
-0.100 0.024 0.125 0.039 -0.112 0.076 0.022 104.000 120.600 3.770 
-0.122 0.022 0.139 0.054 -0.132 0.083 0.032 104.400 117.200 3.692 
-0.095 0.037 0.127 0.032 -0.112 0.085 0.017 105.000 113.400 3.614 
-0.071 0.029 0.098 0.022 -0.085 0.066 0.012 105.200 109.600 3.575 
-0.076 0.015 0.093 0.029 -0.083 0.054 0.017 105.600 105.600 3.536 
-0.066 0.024 0.093 0.020 -0.078 0.059 0.012 105.800 101.800 3.497 
-0.029 0.042 0.073 -0.007 -0.049 0.056 -0.007 105.800 98.000 3.458 
-0.002 0.034 0.044 -0.020 -0.020 0.037 -0.012 105.800 94.600 3.429 
-0.015 0.029 0.039 -0.005 -0.029 0.037 -0.007 105.800 91.600 3.399 
0.010 0.054 0.044 -0.032 -0.017 0.049 -0.024 105.600 89.000 3.370 
0.051 0.073 0.022 -0.061 0.015 0.049 -0.044 105.200 87.200 3.341 
0.056 0.061 0.010 -0.061 0.027 0.034 -0.042 105.000 85.600 3.316 
0.054 0.066 0.012 -0.059 0.022 0.039 -0.042 104.400 84.400 3.292 
0.078 0.083 0.010 -0.083 0.037 0.044 -0.056 104.000 83.400 3.267 
0.107 0.090 -0.010 -0.103 0.063 0.037 -0.068 103.400 82.600 3.243 
0.098 0.076 -0.022 -0.085 0.061 0.027 -0.061 102.800 81.800 3.228 
0.083 0.081 -0.000 -0.083 0.044 0.039 -0.056 102.000 81.400 3.214 
0.112 0.103 -0.002 -0.110 0.061 0.046 -0.073 101.200 81.200 3.199 
0.117 0.085 -0.027 -0.103 0.076 0.027 -0.071 100.400 81.400 3.184 
0.095 0.071 -0.022 -0.083 0.061 0.024 -0.059 99.600 81.800 3.170 
0.088 0.081 -0.002 -0.085 0.049 0.037 -0.059 98.600 82.600 3.155 
0.110 0.095 -0.010 -0.105 0.063 0.042 -0.071 97.600 83.400 3.140 
0.100 0.071 -0.022 -0.088 0.066 0.022 -0.059 96.600 84.600 3.126 
0.071 0.056 -0.007 -0.066 0.044 0.022 -0.044 95.600 85.600 3.116 
0.076 0.071 -0.000 -0.076 0.042 0.034 -0.051 94.600 86.800 3.106 
0.098 0.076 -0.022 -0.085 0.061 0.027 -0.061 93.400 87.600 3.096 
0.083 0.051 -0.027 -0.068 0.059 0.010 -0.046 92.400 88.200 3.087 
0.059 0.044 -0.010 -0.054 0.037 0.015 -0.037 91.200 88.400 3.072 
0.073 0.063 -0.005 -0.071 0.042 0.027 -0.049 90.000 88.200 3.057 
0.088 0.059 -0.027 -0.073 0.059 0.015 -0.051 89.000 87.200 3.043 
0.061 0.029 -0.027 -0.046 0.046 -0.000 -0.032 87.800 85.600 3.028 
0.044 0.037 -0.000 -0.044 0.027 0.015 -0.029 86.600 83.200 3.013 
0.061 0.051 -0.000 -0.061 0.037 0.022 -0.039 85.600 79.800 2.999 
0.066 0.042 -0.020 -0.056 0.046 0.010 -0.039 84.400 75.800 2.984 
0.034 0.024 -0.005 -0.032 0.022 0.007 -0.022 83.400 71.000 2.969 
0.027 0.029 0.012 -0.032 0.012 0.017 -0.022 82.600 65.400 2.960 
0.046 0.046 0.002 -0.046 0.024 0.024 -0.034 81.600 59.200 2.950 
0.044 0.032 -0.012 -0.037 0.029 0.010 -0.027 80.800 52.600 2.940 
0.012 0.007 0.002 -0.012 0.010 0.002 -0.010 80.200 45.800 2.930 
0.015 0.024 0.020 -0.024 0.002 0.017 -0.015 79.600 39.200 2.916 
0.034 0.032 0.005 -0.037 0.020 0.015 -0.024 79.200 32.600 2.901 
0.017 0.012 -0.000 -0.017 0.012 0.005 -0.012 79.000 26.600 2.886 
-0.010 0.005 0.024 -0.002 -0.012 0.010 -0.000 78.800 21.000 2.872 
0.010 0.029 0.032 -0.024 -0.005 0.024 -0.015 78.600 16.200 2.857 
0.027 0.022 0.010 -0.032 0.017 0.010 -0.020 78.400 12.400 2.842 
-0.000 -0.000 0.015 -0.007 -0.000 -0.000 -0.002 78.400 9.400 2.828 
-0.017 0.010 0.034 -0.000 -0.022 0.020 -0.000 78.400 7.200 2.813 
0.015 0.034 0.029 -0.029 -0.002 0.027 -0.020 78.400 6.000 2.799 
0.029 0.032 0.015 -0.037 0.015 0.017 -0.022 78.400 5.800 2.784 
-0.000 0.012 0.024 -0.012 -0.005 0.012 -0.007 78.200 6.000 2.769 
-0.005 0.020 0.042 -0.015 -0.015 0.022 -0.007 78.200 6.800 2.755 
0.022 0.042 0.034 -0.039 0.002 0.032 -0.024 78.000 7.800 2.740 
0.017 0.032 0.020 -0.027 0.002 0.024 -0.020 77.800 9.200 2.725 
-0.007 0.020 0.037 -0.010 -0.017 0.024 -0.007 77.400 10.400 2.711 
0.002 0.042 0.054 -0.029 -0.017 0.042 -0.017 77.000 11.400 2.696 
0.029 0.054 0.032 -0.044 0.002 0.039 -0.029 76.400 12.200 2.681 
0.012 0.029 0.029 -0.027 -0.002 0.024 -0.017 75.800 12.800 2.667 
-0.005 0.029 0.044 -0.017 -0.020 0.032 -0.010 75.200 12.800 2.652 
0.017 0.051 0.051 -0.042 -0.007 0.044 -0.024 74.400 12.600 2.637 
0.039 0.054 0.034 -0.056 0.012 0.034 -0.034 73.800 11.800 2.623 
0.020 0.034 0.029 -0.034 0.002 0.024 -0.020 73.000 10.800 2.608 
-0.000 0.039 0.051 -0.024 -0.020 0.039 -0.015 72.400 9.800 2.593 
0.027 0.061 0.054 -0.054 -0.002 0.049 -0.032 71.600 8.600 2.579 
0.034 0.056 0.037 -0.051 0.007 0.039 -0.032 71.000 7.400 2.564 
0.010 0.034 0.042 -0.029 -0.007 0.029 -0.017 70.400 6.600 2.549 
0.005 0.046 0.054 -0.032 -0.017 0.044 -0.020 70.000 6.000 2.535 
0.032 0.051 0.034 -0.049 0.007 0.037 -0.029 69.600 6.000 2.520 
0.032 0.022 0.007 -0.034 0.022 0.007 -0.020 69.200 6.200 2.505 
0.007 0.010 0.022 -0.017 0.002 0.007 -0.007 69.000 6.800 2.491 
0.015 0.027 0.029 -0.029 0.002 0.020 -0.017 68.800 7.800 2.476 
0.044 0.037 0.010 -0.049 0.027 0.015 -0.029 68.600 8.800 2.462 
0.027 0.012 0.007 -0.029 0.022 -0.000 -0.015 68.400 10.000 2.447 
0.002 0.012 0.024 -0.015 -0.002 0.012 -0.007 68.400 11.000 2.432 
0.022 0.032 0.029 -0.037 0.007 0.022 -0.020 68.200 12.200 2.418 
0.042 0.037 0.015 -0.049 0.024 0.017 -0.029 68.200 13.000 2.403 
0.024 0.020 0.015 -0.032 0.015 0.007 -0.017 68.000 13.800 2.388 
0.010 0.020 0.032 -0.024 -0.000 0.015 -0.012 68.000 14.400 2.374 
0.034 0.044 0.029 -0.049 0.012 0.027 -0.029 67.800 14.800 2.359 
0.044 0.037 0.012 -0.049 0.027 0.015 -0.029 67.600 15.000 2.344 
0.020 0.024 0.022 -0.029 0.007 0.015 -0.017 67.400 15.000 2.330 
0.022 0.037 0.037 -0.039 0.005 0.027 -0.022 67.200 14.600 2.315 
0.042 0.049 0.024 -0.054 0.017 0.029 -0.032 67.000 14.200 2.300 
0.039 0.027 0.012 -0.044 0.027 0.007 -0.024 66.600 13.600 2.286 
0.005 0.015 0.027 -0.017 -0.002 0.012 -0.010 66.400 13.000 2.271 
0.017 0.034 0.037 -0.034 -0.000 0.027 -0.020 66.000 12.400 2.256 
0.044 0.044 0.022 -0.054 0.022 0.022 -0.032 65.600 11.800 2.242 
0.032 0.020 0.012 -0.037 0.022 0.005 -0.020 65.200 11.200 2.227 
0.007 0.020 0.029 -0.022 -0.002 0.017 -0.012 64.800 10.800 2.212 
0.029 0.037 0.024 -0.042 0.012 0.022 -0.024 64.600 10.600 2.198 
0.056 0.037 0.005 -0.059 0.039 0.010 -0.034 64.200 10.600 2.183 
0.029 0.017 0.007 -0.032 0.022 0.002 -0.017 63.800 10.600 2.168 
0.015 0.020 0.027 -0.027 0.005 0.012 -0.015 63.600 10.600 2.154 
0.039 0.037 0.024 -0.051 0.022 0.017 -0.027 63.200 10.800 2.139 
0.042 0.024 0.005 -0.044 0.029 0.005 -0.024 63.000 11.000 2.125 
0.017 0.005 0.010 -0.022 0.015 -0.002 -0.010 62.800 11.200 2.110 
0.010 0.015 0.029 -0.024 0.002 0.010 -0.010 62.600 11.400 2.081 
0.042 0.029 0.017 -0.049 0.027 0.010 -0.027 62.400 11.600 2.051 
0.039 0.010 -0.002 -0.037 0.034 -0.010 -0.020 62.200 11.800 2.022 
0.012 -0.005 0.005 -0.015 0.015 -0.010 -0.005 62.000 11.800 1.993 
0.024 0.017 0.015 -0.032 0.017 0.005 -0.017 61.800 12.000 1.978 
0.051 0.024 -0.007 -0.046 0.039 -0.000 -0.027 61.600 12.000 1.963 
0.039 0.002 -0.015 -0.032 0.039 -0.017 -0.017 61.600 12.200 1.949 
0.015 -0.002 0.010 -0.020 0.017 -0.010 -0.007 61.400 12.400 1.934 
0.032 0.022 0.017 -0.039 0.022 0.007 -0.020 61.200 12.400 1.924 
0.051 0.024 -0.005 -0.049 0.039 -0.000 -0.027 61.000 12.600 1.915 
0.032 0.005 -0.007 -0.027 0.029 -0.010 -0.015 60.800 12.600 1.905 
0.015 0.005 0.012 -0.020 0.012 -0.002 -0.010 60.600 12.800 1.895 
0.046 0.027 0.002 -0.046 0.034 0.005 -0.027 60.400 13.000 1.875 
0.054 0.024 -0.017 -0.044 0.042 -0.002 -0.029 60.200 13.000 1.856 
0.032 -0.000 -0.007 -0.027 0.032 -0.015 -0.012 60.200 13.000 1.836 
0.029 0.017 0.005 -0.032 0.022 0.002 -0.017 60.000 13.000 1.817 
0.059 0.034 -0.010 -0.054 0.042 0.005 -0.034 59.800 13.200 1.802 
0.059 0.015 -0.024 -0.046 0.051 -0.015 -0.027 59.600 13.200 1.788 
0.029 0.002 -0.010 -0.024 0.029 -0.012 -0.012 59.400 13.000 1.773 
0.037 0.017 -0.000 -0.037 0.029 -0.000 -0.020 59.200 13.000 1.758 
0.066 0.027 -0.022 -0.054 0.054 -0.005 -0.034 59.000 13.000 1.744 
0.054 0.010 -0.027 -0.039 0.049 -0.017 -0.024 58.800 13.000 1.729 
0.029 0.005 -0.010 -0.024 0.027 -0.010 -0.015 58.600 13.000 1.714 
0.051 0.022 -0.010 -0.046 0.042 -0.002 -0.027 58.400 13.000 1.700 
0.068 0.022 -0.032 -0.051 0.059 -0.012 -0.032 58.200 13.000 1.685 
0.042 -0.000 -0.029 -0.027 0.042 -0.020 -0.017 58.000 13.000 1.670 
0.024 0.002 -0.005 -0.022 0.024 -0.010 -0.012 57.800 13.000 1.656 
0.051 0.029 -0.005 -0.049 0.037 0.005 -0.029 57.600 13.000 1.641 
0.063 0.022 -0.022 -0.051 0.054 -0.010 -0.032 57.400 13.200 1.626 
0.034 0.002 -0.012 -0.027 0.034 -0.015 -0.015 57.200 13.200 1.612 
0.029 0.017 0.005 -0.032 0.022 0.002 -0.017 57.000 13.400 1.597 
0.059 0.034 -0.005 -0.056 0.042 0.005 -0.034 56.800 13.400 1.582 
0.054 0.022 -0.015 -0.046 0.044 -0.005 -0.027 56.600 13.600 1.573 
0.022 0.010 0.002 -0.022 0.017 -0.000 -0.012 56.400 13.600 1.563 
0.029 0.032 0.017 -0.037 0.015 0.017 -0.022 56.400 13.600 1.553 
0.051 0.037 -0.002 -0.049 0.034 0.012 -0.032 56.200 13.600 1.543 
0.044 0.020 -0.005 -0.042 0.034 -0.002 -0.024 56.000 13.600 1.534 
0.010 0.015 0.022 -0.020 0.002 0.010 -0.010 55.800 13.600 1.524 
0.022 0.037 0.029 -0.037 0.005 0.027 -0.022 55.800 13.600 1.514 
0.034 0.037 0.015 -0.042 0.017 0.020 -0.027 55.600 13.600 1.504 
0.015 0.020 0.017 -0.022 0.005 0.012 -0.015 55.400 13.400 1.495 
0.005 0.022 0.037 -0.022 -0.005 0.020 -0.012 55.400 13.400 1.485 
0.029 0.037 0.027 -0.042 0.012 0.022 -0.024 55.200 13.400 1.475 
0.039 0.027 0.005 -0.042 0.027 0.007 -0.024 55.000 13.200 1.465 
0.010 0.010 0.015 -0.017 0.005 0.005 -0.010 55.000 13.200 1.455 
0.010 0.024 0.032 -0.024 -0.002 0.020 -0.015 54.800 13.200 1.446 
0.044 0.044 0.017 -0.051 0.022 0.022 -0.032 54.600 13.400 1.436 
0.039 0.029 0.002 -0.039 0.024 0.010 -0.024 54.400 13.400 1.426 
0.007 0.017 0.022 -0.017 -0.000 0.015 -0.010 54.400 13.400 1.421 
0.017 0.039 0.029 -0.032 -0.002 0.032 -0.022 54.200 13.400 1.416 
0.042 0.039 0.012 -0.046 0.022 0.020 -0.029 54.000 13.600 1.411 
0.027 0.024 0.010 -0.032 0.015 0.012 -0.020 53.800 13.600 1.407 
0.005 0.020 0.024 -0.017 -0.005 0.017 -0.010 53.600 13.800 1.397 
0.024 0.039 0.027 -0.037 0.005 0.027 -0.024 53.600 13.800 1.387 
0.044 0.037 0.005 -0.046 0.027 0.015 -0.029 53.400 13.800 1.377 
0.020 0.015 0.002 -0.020 0.012 0.005 -0.015 53.200 13.800 1.368 
0.007 0.024 0.024 -0.020 -0.005 0.022 -0.012 53.200 13.800 1.368 
0.027 0.044 0.022 -0.037 0.005 0.032 -0.027 53.000 13.800 1.368 
0.034 0.032 0.007 -0.037 0.020 0.015 -0.024 52.800 13.800 1.368 
0.002 0.007 0.017 -0.010 -0.000 0.007 -0.005 52.800 13.800 1.368 
-0.005 0.020 0.029 -0.010 -0.015 0.022 -0.007 52.600 13.800 1.363 
0.027 0.032 0.020 -0.037 0.012 0.020 -0.022 52.600 13.800 1.358 
0.027 0.020 0.002 -0.027 0.017 0.007 -0.017 52.400 13.800 1.353 
-0.000 0.010 0.017 -0.007 -0.005 0.010 -0.005 52.400 13.800 1.348 
0.010 0.029 0.027 -0.022 -0.005 0.024 -0.015 52.200 13.800 1.343 
0.037 0.037 0.005 -0.039 0.020 0.020 -0.027 52.200 13.800 1.338 
0.024 0.017 0.002 -0.024 0.017 0.005 -0.017 52.000 13.800 1.333 
0.002 0.017 0.022 -0.012 -0.005 0.017 -0.010 51.800 13.800 1.328 
0.020 0.039 0.029 -0.034 -0.000 0.029 -0.022 51.800 13.800 1.319 
0.037 0.034 0.002 -0.037 0.020 0.017 -0.027 51.600 13.800 1.309 
0.010 0.015 0.012 -0.015 0.002 0.010 -0.010 51.400 14.000 1.299 
-0.000 0.017 0.029 -0.015 -0.007 0.017 -0.007 51.400 14.000 1.289 
0.029 0.037 0.022 -0.039 0.012 0.022 -0.024 51.200 14.000 1.280 
0.034 0.034 0.005 -0.037 0.017 0.017 -0.024 51.200 14.000 1.270 
0.002 0.012 0.017 -0.010 -0.002 0.012 -0.007 51.000 14.200 1.260 
-0.000 0.022 0.034 -0.017 -0.010 0.022 -0.010 50.800 14.200 1.250 
0.029 0.037 0.017 -0.037 0.012 0.022 -0.024 50.800 14.200 1.245 
0.024 0.017 -0.000 -0.024 0.017 0.005 -0.017 50.600 14.200 1.241 
-0.002 0.005 0.017 -0.005 -0.005 0.007 -0.002 50.400 14.200 1.236 
0.002 0.022 0.032 -0.017 -0.007 0.022 -0.010 50.400 14.200 1.231 
0.029 0.029 0.010 -0.034 0.015 0.015 -0.022 50.200 14.000 1.231 
0.015 0.005 0.002 -0.015 0.012 -0.002 -0.010 50.200 14.000 1.231 
-0.010 -0.000 0.022 -0.000 -0.010 0.005 -0.000 50.000 14.000 1.231 
0.010 0.022 0.020 -0.020 -0.000 0.017 -0.012 50.000 14.000 1.231 
0.029 0.017 -0.007 -0.024 0.022 0.002 -0.017 49.800 14.000 1.250 
0.010 -0.002 -0.002 -0.007 0.012 -0.007 -0.005 49.800 14.000 1.270 
-0.005 0.002 0.012 -0.000 -0.005 0.005 -0.002 49.600 14.000 1.289 
0.022 0.020 0.010 -0.027 0.012 0.010 -0.017 49.600 14.000 1.309 
0.034 0.010 -0.012 -0.027 0.029 -0.007 -0.017 49.400 14.000 1.348 
0.007 -0.002 -0.005 -0.005 0.010 -0.005 -0.005 49.400 14.000 1.387 
0.002 0.005 0.015 -0.010 -0.000 0.005 -0.005 49.200 14.000 1.426 
0.027 0.017 -0.000 -0.027 0.020 0.005 -0.017 49.200 14.200 1.465 
0.027 0.007 -0.012 -0.020 0.024 -0.005 -0.015 49.000 14.200 1.529 
0.005 -0.010 -0.005 -0.002 0.010 -0.012 -0.000 49.000 14.200 1.592 
0.020 0.010 0.002 -0.020 0.015 -0.000 -0.012 48.800 14.200 1.656 
0.037 0.012 -0.020 -0.027 0.032 -0.005 -0.020 48.800 14.200 1.719 
0.024 -0.007 -0.024 -0.012 0.029 -0.020 -0.007 48.800 14.400 1.875 
0.002 -0.010 -0.005 -0.000 0.007 -0.010 -0.000 48.600 14.400 2.032 
0.022 0.015 -0.000 -0.022 0.015 0.005 -0.015 48.600 14.400 2.188 
0.037 0.007 -0.027 -0.022 0.034 -0.010 -0.017 48.400 14.400 2.344 
0.015 -0.015 -0.024 -0.002 0.022 -0.022 -0.002 48.400 14.400 2.427 
0.002 -0.007 -0.002 -0.000 0.007 -0.007 -0.000 48.200 14.400 2.510 
0.022 0.010 -0.007 -0.017 0.017 -0.000 -0.012 48.200 14.400 2.593 
0.034 0.002 -0.024 -0.022 0.034 -0.015 -0.015 48.000 14.400 2.676 
0.007 -0.017 -0.017 0.002 0.017 -0.020 -0.000 48.000 14.400 2.755 
0.005 -0.005 -0.000 -0.005 0.007 -0.007 -0.002 47.800 14.400 2.833 
0.032 0.010 -0.015 -0.024 0.027 -0.005 -0.017 47.800 14.400 2.911 
0.027 -0.007 -0.029 -0.012 0.032 -0.020 -0.010 47.800 14.400 2.989 
0.002 -0.015 -0.012 0.005 0.010 -0.015 0.002 47.600 14.400 3.057 
0.010 0.005 -0.005 -0.007 0.007 -0.000 -0.007 47.600 14.400 3.126 
0.039 0.007 -0.022 -0.027 0.037 -0.012 -0.017 47.400 14.400 3.194 
0.027 -0.012 -0.032 -0.010 0.034 -0.024 -0.007 47.400 14.400 3.263 
0.002 -0.015 -0.012 0.005 0.010 -0.015 0.002 47.200 14.400 3.316 
0.022 0.010 -0.005 -0.020 0.017 -0.000 -0.012 47.200 14.400 3.370 
0.039 0.007 -0.024 -0.027 0.037 -0.012 -0.017 47.000 14.400 3.424 
0.017 -0.007 -0.020 -0.007 0.022 -0.015 -0.005 47.000 14.400 3.477 
0.002 -0.002 -0.000 -0.002 0.005 -0.002 -0.002 46.800 14.400 3.526 
0.029 0.012 -0.010 -0.024 0.024 -0.002 -0.017 46.800 14.400 3.575 
0.037 -0.000 -0.024 -0.024 0.037 -0.017 -0.015 46.800 14.400 3.624 
0.007 -0.012 -0.012 -0.000 0.015 -0.015 -0.000 46.600 14.400 3.673 
0.002 0.002 0.007 -0.005 0.002 0.002 -0.005 46.600 14.400 3.712 
0.029 0.020 -0.005 -0.027 0.020 0.005 -0.020 46.400 14.400 3.751 
0.027 0.002 -0.017 -0.017 0.027 -0.010 -0.012 46.400 14.400 3.790 
0.010 0.005 -0.000 -0.010 0.007 -0.000 -0.007 46.200 14.400 3.829 
0.020 0.020 0.007 -0.022 0.010 0.010 -0.015 46.200 14.400 3.868 
0.037 0.022 -0.007 -0.032 0.027 0.005 -0.022 46.000 14.400 3.907 
0.015 0.005 -0.010 -0.010 0.012 -0.002 -0.010 46.000 14.400 3.946 
