I II III aVR aVL aVF V1 AO Resp SPO2
0.012 0.059 0.044 -0.034 -0.017 0.054 -0.063 89.800 -0.176 4.122 
0.020 0.076 0.056 -0.046 -0.017 0.066 -0.068 88.800 -0.176 4.103 
0.042 0.110 0.059 -0.071 -0.012 0.090 -0.090 87.800 -0.178 4.083 
0.029 0.098 0.068 -0.063 -0.020 0.083 -0.090 86.800 -0.181 4.063 
0.020 0.083 0.066 -0.051 -0.022 0.073 -0.088 85.400 -0.183 4.029 
0.044 0.095 0.046 -0.066 -0.002 0.073 -0.056 84.000 -0.186 3.995 
0.037 0.105 0.068 -0.071 -0.015 0.088 -0.073 82.400 -0.186 3.961 
0.029 0.085 0.056 -0.056 -0.012 0.071 -0.068 80.600 -0.188 3.927 
0.032 0.068 0.032 -0.046 -0.002 0.054 -0.076 78.600 -0.188 3.878 
0.024 0.037 0.012 -0.029 0.007 0.024 -0.046 76.400 -0.186 3.829 
0.015 0.027 0.010 -0.020 0.002 0.020 -0.042 74.200 -0.183 3.780 
-0.000 0.034 0.032 -0.015 -0.017 0.034 -0.032 71.800 -0.181 3.731 
-0.010 0.024 0.024 -0.002 -0.022 0.029 -0.015 69.600 -0.178 3.678 
0.002 -0.002 -0.007 0.002 0.005 -0.002 -0.002 67.000 -0.176 3.624 
-0.010 -0.024 -0.017 0.020 0.002 -0.020 0.015 64.600 -0.173 3.570 
-0.034 -0.046 -0.017 0.044 -0.010 -0.029 0.024 62.200 -0.171 3.516 
-0.037 -0.042 -0.010 0.042 -0.015 -0.022 0.017 59.600 -0.166 3.468 
-0.037 -0.029 0.005 0.034 -0.022 -0.010 0.027 57.200 -0.164 3.419 
-0.054 -0.029 0.017 0.046 -0.039 -0.002 0.024 54.800 -0.161 3.370 
-0.034 -0.027 0.002 0.034 -0.020 -0.010 0.034 52.400 -0.156 3.321 
-0.024 -0.027 -0.012 0.032 -0.010 -0.015 0.029 50.200 -0.149 3.277 
-0.032 -0.059 -0.032 0.049 -0.002 -0.042 0.037 48.000 -0.142 3.233 
-0.032 -0.061 -0.037 0.051 -0.000 -0.044 0.034 46.000 -0.134 3.189 
-0.027 -0.051 -0.029 0.042 -0.000 -0.037 0.020 44.000 -0.127 3.145 
-0.042 -0.056 -0.024 0.054 -0.012 -0.034 0.034 42.400 -0.122 3.111 
-0.046 -0.056 -0.020 0.056 -0.017 -0.032 0.042 41.000 -0.117 3.077 
-0.032 -0.049 -0.027 0.046 -0.007 -0.032 0.042 40.000 -0.115 3.043 
-0.049 -0.056 -0.022 0.061 -0.020 -0.032 0.027 39.400 -0.107 3.009 
-0.032 -0.046 -0.020 0.042 -0.007 -0.029 0.029 39.200 -0.100 2.984 
-0.032 -0.029 -0.005 0.034 -0.017 -0.012 0.022 39.400 -0.095 2.960 
-0.042 -0.056 -0.020 0.051 -0.012 -0.034 0.034 40.000 -0.088 2.935 
-0.068 -0.081 -0.020 0.078 -0.027 -0.046 0.049 41.000 -0.081 2.911 
-0.068 -0.088 -0.022 0.081 -0.024 -0.054 0.076 42.200 -0.078 2.867 
-0.076 -0.085 -0.015 0.083 -0.032 -0.046 0.090 43.800 -0.073 2.823 
-0.078 -0.020 0.054 0.051 -0.068 0.020 0.078 45.600 -0.071 2.779 
-0.007 0.151 0.151 -0.068 -0.083 0.156 0.005 47.600 -0.066 2.735 
0.090 0.381 0.293 -0.237 -0.100 0.337 -0.125 49.600 -0.063 2.711 
0.193 0.652 0.459 -0.422 -0.132 0.557 -0.313 51.800 -0.059 2.686 
0.313 0.933 0.625 -0.625 -0.154 0.777 -0.562 54.000 -0.056 2.662 
0.369 1.194 0.828 -0.781 -0.227 1.011 -0.811 56.400 -0.051 2.637 
0.354 1.045 0.694 -0.701 -0.168 0.869 -0.825 58.600 -0.046 2.618 
0.203 0.586 0.383 -0.393 -0.090 0.486 -0.581 60.600 -0.044 2.598 
0.068 0.022 -0.044 -0.046 0.059 -0.012 -0.283 62.400 -0.039 2.579 
-0.024 -0.222 -0.193 0.122 0.088 -0.210 -0.117 64.000 -0.032 2.559 
-0.061 -0.254 -0.193 0.159 0.066 -0.222 -0.054 65.400 -0.029 2.530 
-0.078 -0.205 -0.127 0.142 0.024 -0.166 -0.027 66.600 -0.024 2.501 
-0.088 -0.098 -0.012 0.095 -0.039 -0.054 -0.051 67.600 -0.020 2.471 
-0.059 0.012 0.061 0.029 -0.063 0.042 -0.049 68.600 -0.015 2.442 
-0.032 0.024 0.054 0.005 -0.044 0.042 -0.032 69.400 -0.010 2.418 
-0.022 0.002 0.024 0.010 -0.022 0.015 -0.012 70.400 -0.007 2.393 
-0.012 -0.022 -0.010 0.017 -0.000 -0.015 -0.007 71.400 -0.002 2.369 
-0.029 -0.027 -0.000 0.029 -0.015 -0.012 -0.007 72.600 -0.000 2.344 
-0.032 -0.029 -0.002 0.034 -0.017 -0.012 0.002 73.800 0.176 2.315 
-0.024 -0.029 -0.002 0.027 -0.010 -0.017 0.007 75.400 0.181 2.286 
-0.017 -0.049 -0.034 0.034 0.007 -0.039 0.015 76.800 0.357 2.256 
-0.034 -0.049 -0.017 0.044 -0.010 -0.032 0.007 78.600 0.364 2.227 
-0.024 -0.051 -0.024 0.037 0.002 -0.039 0.010 80.200 0.195 2.203 
-0.027 -0.042 -0.020 0.037 -0.005 -0.027 0.005 81.800 0.200 2.178 
-0.032 -0.027 -0.000 0.032 -0.017 -0.010 0.012 83.200 0.032 2.154 
-0.027 -0.000 0.027 0.015 -0.027 0.015 0.012 84.600 0.037 2.129 
-0.027 0.024 0.049 0.002 -0.039 0.039 -0.000 85.600 0.039 2.105 
-0.032 0.002 0.034 0.015 -0.032 0.020 0.005 86.400 0.044 2.081 
-0.029 -0.007 0.022 0.020 -0.024 0.007 -0.000 86.800 0.046 2.056 
-0.037 -0.022 0.007 0.034 -0.024 -0.002 0.020 87.000 0.051 2.032 
-0.029 -0.020 0.005 0.027 -0.020 -0.005 0.022 86.800 0.056 2.007 
-0.029 0.002 0.029 0.015 -0.029 0.017 0.010 86.400 0.059 1.983 
-0.034 -0.000 0.037 0.017 -0.034 0.017 0.010 86.000 0.063 1.958 
-0.032 0.002 0.029 0.017 -0.032 0.020 0.010 85.200 0.071 1.934 
-0.024 0.002 0.022 0.015 -0.024 0.015 0.012 84.400 0.076 1.915 
-0.020 -0.002 0.017 0.012 -0.017 0.007 0.010 83.600 0.083 1.895 
-0.027 -0.010 0.015 0.020 -0.022 0.005 0.015 83.000 0.088 1.875 
-0.020 -0.000 0.017 0.012 -0.020 0.010 0.007 82.400 0.095 1.856 
-0.017 0.017 0.032 0.002 -0.024 0.027 -0.005 82.000 0.100 1.836 
-0.024 0.020 0.039 0.005 -0.034 0.032 -0.002 82.000 0.103 1.817 
-0.017 0.002 0.022 0.007 -0.017 0.012 -0.005 82.400 0.107 1.797 
-0.010 0.010 0.010 0.005 -0.015 0.015 -0.012 83.000 0.112 1.778 
-0.022 0.017 0.034 0.005 -0.029 0.029 -0.017 83.800 0.120 1.758 
-0.027 0.012 0.039 0.007 -0.032 0.027 -0.017 85.000 0.125 1.739 
-0.017 0.024 0.039 -0.002 -0.029 0.034 -0.012 86.600 0.129 1.719 
-0.022 0.022 0.037 0.005 -0.032 0.034 -0.015 88.400 0.137 1.700 
-0.007 0.042 0.049 -0.017 -0.027 0.046 -0.022 90.400 0.144 1.680 
-0.012 0.037 0.054 -0.015 -0.029 0.044 -0.024 92.400 0.151 1.661 
-0.010 0.037 0.051 -0.015 -0.027 0.042 -0.024 94.400 0.159 1.641 
-0.005 0.032 0.039 -0.015 -0.020 0.034 -0.024 96.600 0.166 1.621 
-0.002 0.059 0.063 -0.029 -0.032 0.061 -0.034 98.600 0.173 1.597 
-0.010 0.059 0.063 -0.022 -0.039 0.063 -0.027 100.600 0.181 1.573 
-0.002 0.063 0.068 -0.032 -0.034 0.066 -0.029 102.600 0.190 1.548 
0.002 0.063 0.066 -0.034 -0.029 0.063 -0.027 104.400 0.198 1.524 
0.005 0.063 0.056 -0.032 -0.027 0.061 -0.034 106.200 0.205 1.504 
-0.005 0.059 0.061 -0.024 -0.034 0.061 -0.034 107.800 0.210 1.485 
0.002 0.063 0.056 -0.029 -0.029 0.063 -0.034 109.400 0.215 1.465 
-0.000 0.071 0.068 -0.034 -0.034 0.071 -0.046 110.800 0.222 1.446 
-0.005 0.088 0.088 -0.039 -0.049 0.090 -0.051 112.200 0.227 1.431 
-0.005 0.095 0.095 -0.042 -0.051 0.098 -0.054 113.600 0.232 1.416 
-0.000 0.100 0.095 -0.046 -0.049 0.100 -0.059 114.800 0.239 1.402 
0.002 0.112 0.103 -0.054 -0.054 0.112 -0.068 115.800 0.244 1.387 
0.012 0.115 0.100 -0.061 -0.044 0.110 -0.071 116.800 0.249 1.372 
0.007 0.105 0.093 -0.054 -0.044 0.103 -0.068 117.800 0.254 1.358 
-0.002 0.103 0.103 -0.049 -0.054 0.105 -0.068 118.600 0.259 1.343 
0.007 0.117 0.110 -0.061 -0.051 0.115 -0.078 119.400 0.266 1.328 
0.010 0.132 0.117 -0.068 -0.056 0.127 -0.073 120.000 0.269 1.314 
0.010 0.125 0.112 -0.066 -0.051 0.120 -0.068 120.400 0.271 1.299 
0.015 0.125 0.105 -0.066 -0.046 0.117 -0.076 120.800 0.276 1.284 
0.015 0.122 0.107 -0.068 -0.046 0.115 -0.076 121.000 0.278 1.270 
0.007 0.127 0.112 -0.063 -0.056 0.125 -0.076 121.200 0.281 1.250 
0.017 0.139 0.120 -0.076 -0.051 0.132 -0.081 121.200 0.283 1.231 
0.007 0.147 0.132 -0.073 -0.066 0.144 -0.073 121.200 0.286 1.211 
0.005 0.151 0.142 -0.076 -0.071 0.149 -0.085 121.400 0.288 1.192 
0.005 0.154 0.142 -0.076 -0.071 0.151 -0.088 121.400 0.293 1.167 
0.005 0.147 0.137 -0.073 -0.068 0.144 -0.085 121.600 0.295 1.143 
0.005 0.132 0.125 -0.066 -0.061 0.129 -0.081 122.000 0.300 1.118 
0.007 0.122 0.110 -0.061 -0.054 0.120 -0.076 122.400 0.303 1.094 
0.002 0.100 0.098 -0.051 -0.046 0.100 -0.063 122.800 0.303 1.074 
0.002 0.098 0.095 -0.049 -0.046 0.098 -0.059 123.600 0.305 1.055 
-0.002 0.090 0.090 -0.042 -0.046 0.093 -0.061 124.400 0.305 1.035 
-0.002 0.078 0.081 -0.037 -0.042 0.081 -0.044 125.200 0.308 1.016 
-0.020 0.061 0.071 -0.015 -0.049 0.071 -0.037 126.400 0.308 0.996 
-0.022 0.034 0.054 -0.005 -0.039 0.046 -0.027 127.600 0.308 0.977 
-0.002 0.012 0.012 -0.002 -0.007 0.015 -0.024 128.800 0.310 0.957 
-0.029 0.010 0.032 0.015 -0.034 0.024 -0.022 130.400 0.313 0.938 
-0.042 0.005 0.039 0.022 -0.044 0.027 -0.012 132.000 0.313 0.938 
-0.029 -0.000 0.027 0.017 -0.029 0.015 -0.010 133.600 0.313 0.938 
-0.042 -0.005 0.032 0.027 -0.039 0.017 -0.005 135.200 0.313 0.938 
-0.042 -0.015 0.027 0.029 -0.034 0.007 0.002 136.800 0.313 0.938 
-0.034 -0.017 0.015 0.027 -0.024 -0.000 -0.000 138.600 0.310 0.977 
-0.037 -0.024 0.010 0.032 -0.024 -0.005 -0.002 140.200 0.308 1.016 
-0.046 -0.029 0.015 0.039 -0.032 -0.005 0.007 141.800 0.305 1.055 
-0.037 -0.020 0.007 0.034 -0.027 -0.000 0.010 143.400 0.303 1.094 
-0.029 -0.027 -0.000 0.029 -0.015 -0.012 0.015 145.200 0.298 1.275 
-0.042 -0.037 -0.005 0.044 -0.022 -0.015 0.024 147.000 0.295 1.455 
-0.032 -0.039 -0.012 0.039 -0.012 -0.022 0.027 148.800 0.291 1.636 
-0.039 -0.044 -0.017 0.049 -0.017 -0.024 0.024 150.800 0.283 1.817 
-0.027 -0.042 -0.020 0.037 -0.005 -0.027 0.024 152.800 0.278 1.944 
-0.032 -0.037 -0.010 0.037 -0.012 -0.020 0.020 154.800 0.271 2.071 
-0.037 -0.044 -0.015 0.044 -0.015 -0.024 0.024 156.600 0.266 2.198 
-0.049 -0.054 -0.015 0.056 -0.022 -0.029 0.024 158.400 0.259 2.325 
-0.049 -0.051 -0.005 0.051 -0.022 -0.027 0.027 160.000 0.252 2.447 
-0.049 -0.056 -0.012 0.056 -0.020 -0.032 0.027 161.200 0.247 2.569 
-0.037 -0.051 -0.022 0.049 -0.010 -0.032 0.029 162.000 0.239 2.691 
-0.034 -0.044 -0.015 0.042 -0.012 -0.027 0.034 162.400 0.232 2.813 
-0.032 -0.046 -0.024 0.044 -0.007 -0.029 0.034 162.200 0.230 2.916 
-0.039 -0.044 -0.017 0.049 -0.017 -0.024 0.029 161.800 0.225 3.018 
-0.039 -0.049 -0.017 0.049 -0.015 -0.029 0.029 161.000 0.222 3.121 
-0.032 -0.044 -0.022 0.044 -0.010 -0.027 0.027 159.600 0.217 3.223 
-0.042 -0.032 -0.000 0.042 -0.024 -0.010 0.027 158.000 0.212 3.297 
-0.037 -0.029 0.007 0.034 -0.022 -0.010 0.029 155.800 0.210 3.370 
-0.039 -0.032 0.005 0.037 -0.022 -0.012 0.027 153.200 0.205 3.443 
-0.032 -0.024 0.002 0.032 -0.020 -0.007 0.022 150.400 0.198 3.516 
-0.034 -0.022 0.002 0.034 -0.022 -0.005 0.022 147.200 0.195 3.560 
-0.034 -0.024 0.002 0.034 -0.022 -0.007 0.027 143.800 0.190 3.604 
-0.029 -0.022 0.005 0.027 -0.017 -0.007 0.017 140.400 0.186 3.648 
-0.029 -0.027 0.005 0.027 -0.015 -0.012 0.022 136.800 0.181 3.692 
-0.022 -0.022 -0.002 0.024 -0.010 -0.010 0.012 133.400 0.178 3.717 
-0.029 -0.024 -0.000 0.029 -0.017 -0.010 0.002 130.200 0.176 3.741 
-0.024 -0.017 0.005 0.022 -0.015 -0.005 0.002 127.600 0.173 3.766 
-0.012 -0.012 0.002 0.012 -0.005 -0.005 -0.005 125.200 0.168 3.790 
-0.005 -0.002 -0.002 0.007 -0.002 -0.000 -0.002 123.200 0.166 3.805 
-0.005 -0.000 0.002 0.005 -0.005 0.002 0.007 121.600 0.161 3.819 
0.010 0.005 -0.012 -0.002 0.007 -0.000 0.002 120.400 0.156 3.834 
-0.020 -0.000 0.017 0.012 -0.020 0.010 0.010 119.200 0.151 3.849 
-0.010 -0.000 0.007 0.007 -0.010 0.005 -0.002 118.400 0.149 3.863 
-0.010 -0.005 0.005 0.007 -0.007 -0.000 -0.010 117.400 0.147 3.878 
-0.012 -0.005 0.007 0.010 -0.010 0.002 -0.010 116.200 0.144 3.893 
-0.012 0.002 0.012 0.007 -0.012 0.010 -0.010 115.000 0.142 3.907 
0.005 0.002 -0.000 -0.005 0.005 -0.000 -0.012 113.400 0.137 3.927 
0.002 0.002 -0.002 -0.000 0.002 0.002 -0.007 111.400 0.132 3.946 
-0.024 -0.000 0.020 0.015 -0.024 0.012 -0.000 109.000 0.127 3.966 
-0.017 -0.000 0.017 0.010 -0.017 0.010 -0.005 106.000 0.122 3.985 
-0.027 0.007 0.022 0.017 -0.029 0.022 -0.010 102.600 0.117 4.000 
-0.022 0.010 0.029 0.007 -0.027 0.022 -0.007 98.600 0.115 4.015 
-0.029 0.015 0.039 0.010 -0.037 0.029 -0.020 94.000 0.110 4.029 
-0.027 0.027 0.049 0.002 -0.039 0.042 -0.029 88.800 0.107 4.044 
-0.024 0.032 0.049 -0.000 -0.039 0.044 -0.044 83.400 0.103 4.054 
-0.027 0.032 0.054 -0.000 -0.042 0.046 -0.049 77.600 0.098 4.063 
-0.020 0.039 0.056 -0.007 -0.039 0.049 -0.049 71.800 0.095 4.073 
-0.020 0.037 0.049 -0.005 -0.037 0.046 -0.049 66.200 0.088 4.083 
-0.015 0.032 0.044 -0.007 -0.029 0.039 -0.032 60.800 -0.088 4.078 
-0.005 0.037 0.039 -0.015 -0.022 0.039 -0.027 55.600 -0.098 4.073 
0.005 0.044 0.037 -0.022 -0.017 0.042 -0.037 51.400 -0.276 4.068 
0.020 0.054 0.037 -0.037 -0.007 0.044 -0.044 47.800 -0.286 4.063 
0.034 0.076 0.032 -0.049 -0.002 0.059 -0.059 45.400 -0.120 4.039 
0.039 0.076 0.034 -0.056 0.002 0.056 -0.071 44.200 -0.125 4.015 
0.034 0.078 0.042 -0.054 -0.005 0.061 -0.059 44.400 0.039 3.990 
0.032 0.078 0.039 -0.051 -0.007 0.063 -0.051 46.000 0.032 3.966 
0.042 0.071 0.029 -0.056 0.007 0.051 -0.054 49.000 0.027 3.927 
0.022 0.061 0.032 -0.037 -0.007 0.051 -0.051 53.200 0.022 3.888 
0.020 0.054 0.034 -0.037 -0.007 0.044 -0.049 58.200 0.015 3.849 
0.017 0.044 0.022 -0.027 -0.005 0.037 -0.037 64.200 0.010 3.810 
0.015 0.027 0.005 -0.017 0.002 0.020 -0.029 70.400 0.005 3.761 
0.012 -0.000 -0.015 -0.005 0.012 -0.005 -0.005 76.800 -0.000 3.712 
-0.015 -0.027 -0.017 0.024 -0.000 -0.020 0.012 83.000 -0.002 3.663 
-0.017 -0.029 -0.022 0.029 -0.002 -0.020 0.020 89.000 -0.010 3.614 
-0.020 -0.032 -0.027 0.034 -0.002 -0.022 0.022 94.200 -0.012 3.565 
-0.024 -0.051 -0.032 0.042 0.002 -0.039 0.029 99.000 -0.015 3.516 
-0.022 -0.061 -0.046 0.046 0.010 -0.049 0.034 102.800 -0.015 3.468 
-0.022 -0.063 -0.051 0.049 0.010 -0.051 0.039 105.800 -0.017 3.419 
-0.017 -0.071 -0.046 0.042 0.020 -0.061 0.042 107.400 -0.017 3.370 
-0.027 -0.061 -0.039 0.046 0.005 -0.046 0.042 108.000 -0.017 3.321 
-0.037 -0.068 -0.037 0.056 -0.002 -0.049 0.039 107.400 -0.017 3.272 
-0.034 -0.071 -0.046 0.059 0.002 -0.054 0.034 105.200 -0.017 3.223 
-0.037 -0.081 -0.049 0.061 0.005 -0.061 0.042 102.000 -0.017 3.184 
-0.037 -0.078 -0.046 0.061 0.002 -0.059 0.039 97.600 -0.017 3.145 
-0.037 -0.081 -0.054 0.063 0.005 -0.061 0.039 92.600 -0.017 3.106 
-0.029 -0.081 -0.056 0.059 0.012 -0.066 0.034 87.000 -0.015 3.067 
-0.029 -0.083 -0.056 0.059 0.012 -0.068 0.039 81.000 -0.015 3.038 
-0.029 -0.083 -0.051 0.056 0.012 -0.068 0.037 74.800 -0.015 3.009 
-0.022 -0.083 -0.066 0.056 0.020 -0.071 0.032 69.000 -0.015 2.979 
-0.024 -0.090 -0.068 0.059 0.022 -0.078 0.037 63.200 -0.015 2.950 
-0.022 -0.093 -0.073 0.059 0.024 -0.081 0.037 57.800 -0.012 2.926 
-0.034 -0.098 -0.068 0.068 0.015 -0.081 0.046 52.800 -0.010 2.901 
-0.034 -0.105 -0.073 0.071 0.020 -0.088 0.068 48.400 -0.007 2.877 
-0.044 -0.098 -0.054 0.071 0.005 -0.076 0.093 44.400 -0.002 2.852 
-0.044 -0.037 0.007 0.042 -0.024 -0.015 0.088 40.800 -0.002 2.833 
0.032 0.115 0.083 -0.073 -0.024 0.100 -0.002 38.000 -0.002 2.813 
0.117 0.337 0.227 -0.230 -0.051 0.278 -0.139 36.000 -0.002 2.794 
0.234 0.591 0.364 -0.415 -0.061 0.474 -0.332 34.600 -0.000 2.774 
0.347 0.842 0.498 -0.596 -0.073 0.669 -0.581 34.000 -0.000 2.755 
0.430 1.065 0.632 -0.745 -0.103 0.850 -0.806 34.400 -0.000 2.735 
0.427 0.918 0.496 -0.674 -0.032 0.706 -0.825 35.400 -0.000 2.716 
0.283 0.505 0.222 -0.393 0.032 0.364 -0.606 37.200 0.002 2.696 
0.095 0.024 -0.068 -0.061 0.083 -0.022 -0.317 39.800 0.007 2.676 
0.012 -0.173 -0.186 0.081 0.100 -0.178 -0.154 43.200 0.012 2.657 
-0.022 -0.215 -0.193 0.120 0.085 -0.203 -0.083 47.200 0.015 2.637 
-0.054 -0.222 -0.166 0.137 0.059 -0.195 -0.049 51.800 0.022 2.618 
-0.049 -0.161 -0.105 0.103 0.032 -0.137 -0.049 56.600 0.024 2.574 
-0.034 -0.076 -0.046 0.059 0.005 -0.059 -0.039 61.800 0.029 2.530 
-0.017 -0.046 -0.029 0.032 0.007 -0.037 -0.010 67.000 0.032 2.486 
-0.010 -0.037 -0.029 0.024 0.010 -0.032 -0.000 72.200 0.037 2.442 
-0.015 -0.046 -0.032 0.032 0.010 -0.039 0.007 77.200 0.042 2.418 
-0.017 -0.046 -0.032 0.034 0.007 -0.037 0.020 81.600 0.049 2.393 
-0.015 -0.054 -0.044 0.037 0.012 -0.046 0.020 85.600 0.054 2.369 
-0.024 -0.056 -0.032 0.042 0.005 -0.044 0.027 88.800 0.061 2.344 
-0.037 -0.054 -0.022 0.049 -0.010 -0.034 0.027 91.400 0.063 2.320 
-0.032 -0.046 -0.020 0.042 -0.007 -0.029 0.034 93.000 0.068 2.295 
-0.032 -0.044 -0.020 0.042 -0.010 -0.027 0.032 93.600 0.071 2.271 
-0.024 -0.049 -0.027 0.039 -0.000 -0.037 0.032 93.400 0.073 2.247 
-0.029 -0.051 -0.022 0.042 -0.002 -0.037 0.032 92.600 0.081 2.227 
-0.029 -0.044 -0.020 0.039 -0.007 -0.029 0.039 90.800 0.088 2.208 
-0.027 -0.046 -0.020 0.037 -0.002 -0.032 0.044 88.600 0.095 2.188 
-0.017 -0.034 -0.022 0.029 -0.000 -0.024 0.037 85.800 0.103 2.168 
-0.015 -0.034 -0.020 0.024 0.002 -0.027 0.034 82.800 0.107 2.144 
-0.012 -0.037 -0.029 0.027 0.007 -0.029 0.032 79.400 0.110 2.120 
-0.012 -0.042 -0.032 0.029 0.010 -0.034 0.029 76.000 0.115 2.095 
-0.024 -0.046 -0.024 0.037 -0.000 -0.034 0.027 72.400 0.117 2.071 
-0.024 -0.046 -0.024 0.037 -0.000 -0.034 0.022 69.000 0.122 2.051 
-0.020 -0.039 -0.022 0.032 -0.000 -0.029 0.022 65.600 0.125 2.032 
-0.017 -0.032 -0.015 0.024 -0.000 -0.022 0.024 62.600 0.129 2.012 
-0.010 -0.032 -0.022 0.022 0.007 -0.027 0.022 59.800 0.132 1.993 
-0.015 -0.042 -0.017 0.024 0.007 -0.034 0.017 57.200 0.132 1.978 
-0.024 -0.034 -0.017 0.034 -0.007 -0.022 0.017 55.000 0.134 1.963 
-0.007 -0.020 -0.015 0.015 0.002 -0.015 0.020 53.200 0.134 1.949 
-0.002 -0.015 -0.012 0.010 0.005 -0.012 0.022 51.800 0.137 1.934 
-0.002 -0.015 -0.012 0.010 0.005 -0.012 0.012 50.600 0.134 1.915 
-0.007 -0.010 -0.010 0.012 -0.002 -0.005 0.017 49.800 0.132 1.895 
-0.005 -0.017 -0.010 0.010 0.005 -0.015 0.015 49.400 0.129 1.875 
-0.000 -0.010 -0.007 0.005 0.005 -0.010 0.010 49.400 0.127 1.856 
-0.000 -0.002 -0.002 0.002 0.002 -0.002 0.007 49.600 0.125 1.836 
0.002 0.010 0.007 -0.005 -0.002 0.010 0.010 50.400 0.122 1.817 
-0.000 0.007 0.007 -0.002 -0.002 0.007 0.012 51.400 0.120 1.797 
-0.002 0.005 0.012 -0.002 -0.005 0.007 0.015 53.200 0.117 1.778 
-0.000 0.005 0.010 -0.005 -0.002 0.005 0.007 55.400 0.117 1.763 
-0.002 0.007 0.007 -0.000 -0.005 0.010 0.007 58.000 0.117 1.748 
-0.002 0.010 0.015 -0.005 -0.007 0.012 0.007 61.400 0.115 1.734 
0.005 0.010 0.010 -0.010 -0.000 0.007 0.002 65.200 0.112 1.719 
0.002 0.020 0.015 -0.010 -0.007 0.020 -0.000 69.600 0.112 1.695 
0.002 0.027 0.022 -0.012 -0.010 0.027 -0.002 74.600 0.110 1.670 
0.010 0.037 0.024 -0.022 -0.007 0.032 -0.010 80.000 0.110 1.646 
0.015 0.039 0.024 -0.027 -0.005 0.032 -0.012 85.600 0.107 1.621 
0.017 0.051 0.034 -0.034 -0.007 0.044 -0.017 91.400 0.110 1.607 
0.015 0.054 0.037 -0.032 -0.012 0.046 -0.015 97.600 0.112 1.592 
0.022 0.056 0.039 -0.042 -0.005 0.046 -0.012 103.600 0.115 1.578 
0.024 0.059 0.037 -0.042 -0.005 0.046 -0.024 109.600 0.117 1.563 
0.020 0.063 0.051 -0.044 -0.012 0.054 -0.024 115.200 0.117 1.548 
-0.002 0.066 0.066 -0.029 -0.034 0.068 -0.022 120.600 0.117 1.534 
0.010 0.066 0.056 -0.037 -0.022 0.061 -0.024 125.600 0.117 1.519 
0.020 0.083 0.061 -0.049 -0.022 0.073 -0.024 130.200 0.117 1.504 
0.020 0.083 0.066 -0.051 -0.022 0.073 -0.027 134.400 0.120 1.490 
0.029 0.090 0.061 -0.059 -0.015 0.076 -0.034 138.200 0.122 1.475 
0.024 0.093 0.066 -0.056 -0.022 0.081 -0.034 141.200 0.122 1.460 
0.024 0.095 0.076 -0.061 -0.022 0.083 -0.039 143.800 0.127 1.446 
0.020 0.095 0.078 -0.059 -0.027 0.085 -0.037 146.000 0.127 1.431 
0.024 0.098 0.066 -0.056 -0.024 0.085 -0.037 147.600 0.129 1.416 
0.029 0.098 0.066 -0.061 -0.020 0.083 -0.034 148.800 0.129 1.402 
0.034 0.098 0.063 -0.066 -0.015 0.081 -0.037 149.600 0.132 1.387 
0.029 0.100 0.068 -0.063 -0.020 0.085 -0.042 150.200 0.132 1.372 
0.029 0.098 0.066 -0.061 -0.020 0.083 -0.044 150.200 0.132 1.358 
0.034 0.100 0.068 -0.068 -0.015 0.083 -0.049 150.000 0.132 1.343 
0.042 0.100 0.059 -0.071 -0.007 0.081 -0.046 149.800 0.132 1.328 
0.037 0.093 0.056 -0.063 -0.010 0.076 -0.054 149.400 0.134 1.304 
0.032 0.085 0.054 -0.059 -0.010 0.071 -0.046 148.800 0.137 1.280 
0.034 0.085 0.046 -0.056 -0.007 0.068 -0.044 148.200 0.137 1.255 
0.034 0.073 0.042 -0.054 -0.002 0.056 -0.037 147.600 0.142 1.231 
0.034 0.061 0.029 -0.049 0.005 0.044 -0.039 147.000 0.142 1.206 
0.032 0.054 0.017 -0.039 0.005 0.039 -0.032 146.400 0.142 1.182 
0.029 0.039 0.007 -0.032 0.010 0.024 -0.024 146.000 0.142 1.158 
0.022 0.024 0.002 -0.022 0.010 0.015 -0.017 145.400 0.142 1.133 
0.017 0.010 -0.007 -0.012 0.012 0.002 -0.012 145.000 0.142 1.118 
0.020 -0.000 -0.017 -0.010 0.020 -0.010 -0.005 144.800 0.142 1.104 
0.012 -0.005 -0.017 -0.002 0.015 -0.010 0.002 144.600 0.142 1.089 
0.005 -0.012 -0.020 0.005 0.012 -0.015 0.007 144.600 0.142 1.074 
0.002 -0.024 -0.034 0.015 0.015 -0.024 0.015 144.600 0.142 1.089 
0.010 -0.022 -0.029 0.005 0.022 -0.027 0.017 144.800 0.142 1.104 
-0.000 -0.027 -0.029 0.015 0.015 -0.027 0.027 145.000 0.142 1.118 
-0.010 -0.042 -0.039 0.029 0.012 -0.037 0.027 145.400 0.142 1.133 
-0.010 -0.046 -0.039 0.029 0.015 -0.042 0.027 145.800 0.142 1.177 
-0.015 -0.049 -0.037 0.034 0.010 -0.042 0.024 146.400 0.144 1.221 
0.002 -0.054 -0.059 0.027 0.029 -0.054 0.024 147.000 0.144 1.265 
-0.010 -0.056 -0.051 0.037 0.020 -0.051 0.027 147.400 0.147 1.309 
-0.007 -0.073 -0.066 0.042 0.029 -0.068 0.022 148.000 0.147 1.387 
-0.002 -0.066 -0.063 0.034 0.032 -0.063 0.027 148.400 0.144 1.465 
